sample id,sentence,domain,gold_label,agg_human_pred,agg_human_confidence,inp,predicted,logit_false,logit_true,sm_false,sm_true,entropy,gold_label,check,
11,She talked to John or Mary but I don't know which one.,out,1,1,1,cola sentence: She talked to John or Mary but I do,TRUE,-5.513850689,-2.771278143,0.06050749804,0.939492502,0.3294562113,TRUE,TRUE,1
177,Henri wants to buy which books about cooking?,in,1,1,1,cola sentence: Henri wants to buy which books abou,TRUE,-4.753282547,-4.584804535,0.4579798446,0.5420201554,0.9948992715,TRUE,TRUE,1
95,I gave a book to Bill to read.,out,1,1,1,cola sentence: I gave a book to Bill to read.,TRUE,-6.719534397,-3.054868698,0.02497310282,0.9750268972,0.1685187477,TRUE,TRUE,1
87,to die is no fun.,out,1,1,1,cola sentence: to die is no fun.,TRUE,-6.485892773,-2.201302052,0.0135919726,0.9864080274,0.1037604001,TRUE,TRUE,1
163,John thinks that Mary loves himself.,in,0,0,1,cola sentence: John thinks that Mary loves himself,FALSE,-4.136874199,-4.932551861,0.6890491327,0.3109508673,0.8942680239,FALSE,TRUE,1
1,"She mailed John a letter, but I don't know to whom.",out,0,0,1,"cola sentence: She mailed John a letter, but I don",TRUE,-3.827506542,-2.988224745,0.3016860673,0.6983139327,0.8833421805,FALSE,FALSE,0
36,A letter was received that Jones would be upset by.,out,1,1,1,cola sentence: A letter was received that Jones wo,TRUE,-5.907541275,-2.787849903,0.04230227346,0.9576977265,0.2527502366,TRUE,TRUE,1
122,We pulled free.,in,1,1,1,cola sentence: We pulled free.,TRUE,-4.922671795,-1.758888245,0.04055159021,0.9594484098,0.2448155191,TRUE,TRUE,1
198,The bookcase ran,in,0,0,0.8,cola sentence: The bookcase ran,TRUE,-4.3132267,-3.513189554,0.3100175731,0.6899824269,0.8931937425,FALSE,FALSE,0
32,"Mary arranged for, in St. Louis, John to rent a house cheap.",out,0,0,0.6,"cola sentence: Mary arranged for, in St. Louis, Jo",TRUE,-5.109015465,-4.703363895,0.3999552501,0.6000447499,0.9709244114,FALSE,FALSE,0
10,She talked to John or Mary but I don't know which.,out,1,1,1,cola sentence: She talked to John or Mary but I do,TRUE,-5.801629543,-2.932288408,0.05369011744,0.9463098826,0.3018701663,TRUE,TRUE,1
116,Here's a knife with which for you to cut up the onions.,in,0,0,0.6,cola sentence: Here's a knife with which for you t,TRUE,-4.746687889,-2.981101513,0.1460920653,0.8539079347,0.5999736673,FALSE,FALSE,0
174,I want to try and buy some whiskey.,in,1,1,1,cola sentence: I want to try and buy some whiskey.,FALSE,-3.370804548,-3.53140521,0.5400640896,0.4599359104,0.9953636013,TRUE,FALSE,0
92,I bought it to read.,out,1,1,1,cola sentence: I bought it to read.,TRUE,-6.203922749,-3.176513433,0.04620285962,0.9537971404,0.2700425596,TRUE,TRUE,1
78,Of whom are you thinking?,out,1,1,1,cola sentence: Of whom are you thinking?,TRUE,-5.563735962,-1.71897316,0.0209434634,0.9790565366,0.1467055492,TRUE,TRUE,1
153,"Because she's so pleasant, as for Mary I really like her.",in,0,0,1,"cola sentence: Because she's so pleasant, as for M",TRUE,-2.836169958,-2.109342098,0.3258912174,0.6741087826,0.9106732542,FALSE,FALSE,0
113,I know a man who Tom drives as drives.,in,0,0,1,cola sentence: I know a man who Tom drives as driv,FALSE,-3.525583744,-5.939587593,0.9178889526,0.08211104739,0.4095742647,FALSE,TRUE,1
39,"Which book's, author did you meet who you liked?",out,0,0,0.6,"cola sentence: Which book's, author did you meet w",FALSE,-2.076520443,-3.291985989,0.7712645854,0.2287354146,0.7758003252,FALSE,TRUE,1
45,We admired the pictures of us in the album.,out,1,1,1,cola sentence: We admired the pictures of us in th,TRUE,-6.735067368,-3.191676855,0.02810253533,0.9718974647,0.1847850352,TRUE,TRUE,1
188,Anson demonized up the Khyber,in,0,0,1,cola sentence: Anson demonized up the Khyber,FALSE,-3.09954381,-4.890467644,0.8570405039,0.1429594961,0.5919372962,FALSE,TRUE,1
35,"Jones, that we were talking to last night, always watches football games alone.",out,0,0,0.8,"cola sentence: Jones, that we were talking to last",TRUE,-4.980966568,-2.712606668,0.09377750053,0.9062224995,0.448954492,FALSE,FALSE,0
69,TV puts dumb ideas.,out,0,0,1,cola sentence: TV puts dumb ideas.,FALSE,-0.4496839643,-4.30136919,0.97919801,0.02080198997,0.1459201158,FALSE,TRUE,1
6,Everyone relies on someone. It's unclear who.,out,1,1,0.6,cola sentence: Everyone relies on someone. It's un,TRUE,-7.493897438,-3.316267729,0.01510320763,0.9848967924,0.1129832649,TRUE,TRUE,1
141,John is easy to please Kim.,in,0,0,1,cola sentence: John is easy to please Kim.,FALSE,-2.908828735,-4.338364601,0.806828988,0.193171012,0.7080580397,FALSE,TRUE,1
146,the baker from whom I bought these bagels left.,in,1,1,1,cola sentence: the baker from whom I bought these,TRUE,-5.658494473,-2.109376431,0.02794652265,0.9720534773,0.1839868494,TRUE,TRUE,1
148,To please John is easy.,in,1,1,1,cola sentence: To please John is easy.,TRUE,-2.955793142,-0.9194981456,0.1154445375,0.8845554625,0.5161229917,TRUE,TRUE,1
123,Mira condemned Terry for the accident.,in,1,1,1,cola sentence: Mira condemned Terry for the accide,TRUE,-4.703622818,-1.964746714,0.06071796891,0.9392820311,0.330288419,TRUE,TRUE,1
137,This proved a decisive factor.,in,1,1,1,cola sentence: This proved a decisive factor.,TRUE,-6.091535091,-2.481372833,0.02633515874,0.9736648413,0.1756659186,TRUE,TRUE,1
46,We admired the pictures of ourselves in the album.,out,1,1,1,cola sentence: We admired the pictures of ourselve,TRUE,-7.053697109,-3.125996351,0.01930872275,0.9806912772,0.1375414323,TRUE,TRUE,1
190,What did you ask who Medea gave?,in,0,0,1,cola sentence: What did you ask who Medea gave?,FALSE,-0.9463274479,-4.33863306,0.9674631994,0.0325368006,0.2069584453,FALSE,TRUE,1
31,Bother you that Kim left!,out,0,0,1,cola sentence: Bother you that Kim left!,TRUE,-2.923739433,-2.357057095,0.3620027098,0.6379972902,0.9443330413,FALSE,FALSE,0
94,I presented it to Bill to read.,out,1,1,1,cola sentence: I presented it to Bill to read.,TRUE,-6.035070896,-2.625125408,0.0319860853,0.9680139147,0.204256222,TRUE,TRUE,1
67,Chris was handed Sandy a note by Pat.,out,0,0,1,cola sentence: Chris was handed Sandy a note by Pa,TRUE,-5.743878365,-3.170907497,0.07089835813,0.9291016419,0.3692672398,FALSE,FALSE,0
185,John considers himself proud of Mary.,in,1,1,1,cola sentence: John considers himself proud of Mar,TRUE,-6.997622013,-3.243991613,0.02289601056,0.9771039894,0.1574057566,TRUE,TRUE,1
143,We expect there to will rain.,in,0,0,1,cola sentence: We expect there to will rain.,FALSE,-1.13375926,-3.470172882,0.9118482339,0.08815176613,0.4302703791,FALSE,TRUE,1
91,It is to give up to leave.,out,0,0,1,cola sentence: It is to give up to leave.,FALSE,-2.060166359,-5.205379486,0.9587196908,0.04128030921,0.2481318763,FALSE,TRUE,1
60,These dogs barked.,out,1,1,1,cola sentence: These dogs barked.,TRUE,-5.61329031,-1.460042596,0.0154702131,0.9845297869,0.1151887433,TRUE,TRUE,1
48,They lost themselves' books.,out,0,0,1,cola sentence: They lost themselves' books.,FALSE,-2.190049648,-3.861175299,0.8417258419,0.1582741581,0.63016476,FALSE,TRUE,1
97,The correspondence school made Bill a good typist.,out,1,1,1,cola sentence: The correspondence school made Bill,TRUE,-7.219640732,-3.226818562,0.01811342947,0.9818865705,0.130712771,TRUE,TRUE,1
41,Who for Sandy to talk to is still enrolled in the class?,out,0,0,1,cola sentence: Who for Sandy to talk to is still e,FALSE,-2.896986246,-5.400511265,0.9243885677,0.07561143228,0.3865237973,FALSE,TRUE,1
88,That he is here is clear.,out,1,1,1,cola sentence: That he is here is clear.,TRUE,-6.505290985,-2.335357904,0.01521812406,0.9847818759,0.1136752327,TRUE,TRUE,1
83,They make good cooks.,out,1,1,1,cola sentence: They make good cooks.,TRUE,-6.112608433,-2.064679384,0.01715892397,0.982841076,0.1251768073,TRUE,TRUE,1
154,I have much of the manuscript left to type.,in,1,1,1,cola sentence: I have much of the manuscript left,TRUE,-5.850474358,-3.153972149,0.0631800685,0.9368199315,0.3399413452,TRUE,TRUE,1
33,I wonder in whom them to place their trust.,out,0,0,1,cola sentence: I wonder in whom them to place thei,FALSE,-1.703460217,-3.896515846,0.8996241685,0.1003758315,0.4701858203,FALSE,TRUE,1
193,Anson thought that himself was happy.,in,0,0,1,cola sentence: Anson thought that himself was happ,FALSE,-1.755142331,-4.083965778,0.9112362176,0.08876378243,0.4323299679,FALSE,TRUE,1
37,The only person whose kids Dana is willing to put up with was written by John.,out,0,0,1,cola sentence: The only person whose kids Dana is,TRUE,-5.262975693,-3.329133987,0.1263259708,0.8736740292,0.5472753533,FALSE,FALSE,0
157,They chased the man with the car.,in,1,1,1,cola sentence: They chased the man with the car.,TRUE,-3.532900572,-2.488417149,0.2602858412,0.7397141588,0.8271774045,TRUE,TRUE,1
187,John convinced Bill that Mary should sleep.,in,1,1,1,cola sentence: John convinced Bill that Mary shoul,TRUE,-6.440642834,-2.708796978,0.02338846854,0.9766115315,0.1600648205,TRUE,TRUE,1
175,She goes and buying some whiskey.,in,0,0,1,cola sentence: She goes and buying some whiskey.,FALSE,-1.177477002,-3.48066473,0.9091407014,0.09085929865,0.439331559,FALSE,TRUE,1
16,Who did they see someone?,out,0,0,1,cola sentence: Who did they see someone?,FALSE,-0.4003947973,-3.695342302,0.9642550731,0.03574492687,0.2224305063,FALSE,TRUE,1
66,The cat was bitten the mouse.,out,0,0,0.8,cola sentence: The cat was bitten the mouse.,FALSE,-1.002799273,-4.170490265,0.9596001646,0.04039983538,0.2441224257,FALSE,TRUE,1
186,Everyone hopes that he will sleep.,in,1,1,1,cola sentence: Everyone hopes that he will sleep.,TRUE,-6.934614658,-3.093849182,0.02102558505,0.9789744149,0.1471608263,TRUE,TRUE,1
183,Mary revealed himself to John.,in,0,0,1,cola sentence: Mary revealed himself to John.,FALSE,-1.807056546,-4.077785492,0.9064236351,0.09357636487,0.4482959216,FALSE,TRUE,1
52,The teacher handed the student.,out,0,0,1,cola sentence: The teacher handed the student.,FALSE,-2.557700396,-4.885926723,0.9111879079,0.08881209215,0.4324922572,FALSE,TRUE,1
19,Mary was given by John the book.,out,0,0,1,cola sentence: Mary was given by John the book.,FALSE,-2.180937529,-4.246249676,0.8874857063,0.1125142937,0.5074535548,FALSE,TRUE,1
2,I served my guests.,out,1,1,1,cola sentence: I served my guests.,TRUE,-5.349565506,-1.28171742,0.0168262104,0.9831737896,0.123229019,TRUE,TRUE,1
196,He can will go,in,0,0,1,cola sentence: He can will go,FALSE,-2.314099312,-4.803985119,0.9234297288,0.07657027123,0.3899775022,FALSE,TRUE,1
34,I wonder whom us to trust.,out,0,0,1,cola sentence: I wonder whom us to trust.,FALSE,-2.319548845,-3.617517471,0.7854929076,0.2145070924,0.7500100137,FALSE,TRUE,1
129,Over the fire there bubbled a fragrant stew.,in,1,1,1,cola sentence: Over the fire there bubbled a fragr,TRUE,-5.264890671,-1.773218751,0.02955012095,0.970449879,0.1921306953,TRUE,TRUE,1
76,The bucket was kicked by Pat.,out,1,1,1,cola sentence: The bucket was kicked by Pat.,FALSE,-1.58266449,-2.459716082,0.7062108661,0.2937891339,0.8735657496,TRUE,FALSE,0
103,"The higher the stakes, the lower his expectations are.",in,1,1,1,"cola sentence: The higher the stakes, the lower hi",TRUE,-5.63117075,-2.399966002,0.03800817267,0.9619918273,0.233083992,TRUE,TRUE,1
167,Captain Wentworth wrote a letter to Anne Elliott.,in,1,1,1,cola sentence: Captain Wentworth wrote a letter to,TRUE,-7.301085472,-3.411427021,0.0200424162,0.9799575838,0.141678631,TRUE,TRUE,1
62,"Chris walks, Pat eats broccoli, and Sandy plays squash.",out,1,1,1,"cola sentence: Chris walks, Pat eats broccoli, and",TRUE,-5.877299309,-2.983065367,0.05243933707,0.9475606629,0.2966700794,TRUE,TRUE,1
43,Leslie told ourselves about us.,out,0,0,1,cola sentence: Leslie told ourselves about us.,FALSE,-2.101126194,-5.037489891,0.9496150272,0.05038497275,0.2880300482,FALSE,TRUE,1
29,"Bill bought a red house, and Max bought one too.",out,1,1,1,"cola sentence: Bill bought a red house, and Max bo",TRUE,-5.082506657,-1.868128061,0.03862820177,0.9613717982,0.2359668012,TRUE,TRUE,1
182,Each of the boys fought with some of the other boys.,in,1,1,1,cola sentence: Each of the boys fought with some o,TRUE,-5.180860043,-2.455980301,0.0615211246,0.9384788754,0.3334538532,TRUE,TRUE,1
21,John was believed by Mary to be telling the truth.,out,1,1,1,cola sentence: John was believed by Mary to be tel,TRUE,-5.229645729,-3.271887779,0.1237098937,0.8762901063,0.5399316476,TRUE,TRUE,1
161,There were four men arriving at the station when I pulled up.,in,1,1,1,cola sentence: There were four men arriving at the,TRUE,-6.650701046,-3.091305017,0.0276686664,0.9723313336,0.1825620868,TRUE,TRUE,1
20,John was believed to be telling the truth by Mary.,out,1,1,0.8,cola sentence: John was believed to be telling the,TRUE,-4.823712826,-3.521976471,0.2138729363,0.7861270637,0.7488207874,TRUE,TRUE,1
115,Mike talked about politics yesterday to my friends.,in,1,1,1,cola sentence: Mike talked about politics yesterda,TRUE,-5.908163548,-2.726524591,0.03986255798,0.960137442,0.2416616673,TRUE,TRUE,1
131,A wonderful opportunity presented itself to him yesterday.,in,1,1,1,cola sentence: A wonderful opportunity presented i,TRUE,-6.507808208,-2.662881851,0.02094010999,0.97905989,0.1466869481,TRUE,TRUE,1
107,They represented seriously to the dean Mary as a genuine linguist.,in,0,0,0.8,cola sentence: They represented seriously to the d,FALSE,-3.366263866,-5.835358143,0.9219466129,0.07805338705,0.3952827618,FALSE,TRUE,1
147,Which topic did you choose without getting his approval?,in,1,1,1,cola sentence: Which topic did you choose without,TRUE,-4.363941193,-1.369199395,0.0476639873,0.9523360127,0.2763896216,TRUE,TRUE,1
59,The storm arrived while we ate lunch.,out,1,1,0.8,cola sentence: The storm arrived while we ate lunc,TRUE,-6.29577589,-2.268337488,0.01750792913,0.9824920709,0.1272097964,TRUE,TRUE,1
176,Ann bought a first edition of Richard III for $1000.,in,1,1,1,cola sentence: Ann bought a first edition of Richa,TRUE,-7.564035416,-3.566569805,0.01803102887,0.9819689711,0.1302378327,TRUE,TRUE,1
44,Those pictures of us offended us.,out,1,1,1,cola sentence: Those pictures of us offended us.,TRUE,-5.97333765,-2.059659481,0.01957605059,0.9804239494,0.1390535285,TRUE,TRUE,1
192,Anson believed himself to be handsome.,in,1,1,1,cola sentence: Anson believed himself to be handso,TRUE,-7.255306244,-3.454860687,0.02187173695,0.9781282631,0.1518246307,TRUE,TRUE,1
40,All who lost money in the scam are eligible for the program.,out,1,1,1,cola sentence: All who lost money in the scam are,TRUE,-5.777733326,-2.714051008,0.0446304308,0.9553695692,0.2631338577,TRUE,TRUE,1
85,I would hate for John to leave.,out,1,1,1,cola sentence: I would hate for John to leave.,TRUE,-6.81172657,-2.651448011,0.01536349111,0.9846365089,0.1145487384,TRUE,TRUE,1
172,Emma made Harriet some food.,in,1,1,1,cola sentence: Emma made Harriet some food.,TRUE,-6.276844501,-2.267157078,0.01781590043,0.9821840996,0.1289952675,TRUE,TRUE,1
57,Newsweek appeared on the newsstands.,out,1,1,1,cola sentence: Newsweek appeared on the newsstands,TRUE,-5.346981525,-1.929170012,0.03174342435,0.9682565757,0.2030610734,TRUE,TRUE,1
17,The book was by John written.,out,0,0,1,cola sentence: The book was by John written.,FALSE,-2.605757952,-4.65969038,0.8863443661,0.1136556339,0.5108449273,FALSE,TRUE,1
120,"We launched the rocket to the moon, but it blew up before it got there.",in,1,1,1,"cola sentence: We launched the rocket to the moon,",TRUE,-6.189391613,-2.498999357,0.02435427213,0.9756457279,0.1652355556,TRUE,TRUE,1
50,This is my favorite.,out,1,1,1,cola sentence: This is my favorite.,TRUE,-6.257659435,-1.776326776,0.01119164897,0.988808351,0.08859337593,TRUE,TRUE,1
160,Who did you think kissed the gorilla?,in,1,1,1,cola sentence: Who did you think kissed the gorill,TRUE,-6.437073231,-2.363084555,0.0167249269,0.9832750731,0.122634172,TRUE,TRUE,1
132,Out of the box jumped a little white rabbit.,in,1,1,1,cola sentence: Out of the box jumped a little whit,TRUE,-5.221749306,-2.40068984,0.05619671454,0.9438032855,0.3121585114,TRUE,TRUE,1
134,John put old books in the box.,in,1,1,1,cola sentence: John put old books in the box.,TRUE,-6.265082359,-2.687288761,0.02717799221,0.9728220078,0.1800359216,TRUE,TRUE,1
108,Mary intended John to go abroad.,in,0,0,0.6,cola sentence: Mary intended John to go abroad.,TRUE,-4.62441206,-2.685973406,0.125819487,0.874180513,0.5458606133,FALSE,FALSE,0
140,Most of the fruit is rotten.,in,1,1,1,cola sentence: Most of the fruit is rotten.,TRUE,-5.279471874,-2.301857471,0.04844748714,0.9515525129,0.279765027,TRUE,TRUE,1
150,It was the peasant girl who got it.,in,1,1,1,cola sentence: It was the peasant girl who got it.,TRUE,-6.241769791,-3.354922056,0.0528075693,0.9471924307,0.2982056679,TRUE,TRUE,1
55,The guests dined.,out,1,1,1,cola sentence: The guests dined.,TRUE,-6.050650597,-2.146406174,0.01975793385,0.9802420662,0.1400792462,TRUE,TRUE,1
162,Jean wants Bill to do the Macarena.,in,1,1,1,cola sentence: Jean wants Bill to do the Macarena.,TRUE,-6.888822079,-2.594875574,0.0134671066,0.9865328934,0.1029877172,TRUE,TRUE,1
65,the putter of books left.,out,0,0,0.6,cola sentence: the putter of books left.,FALSE,-1.701882958,-3.887421846,0.898943361,0.101056639,0.4723361394,FALSE,TRUE,1
56,We relied on Leslie.,out,1,1,1,cola sentence: We relied on Leslie.,TRUE,-6.980056763,-2.758649349,0.01446564564,0.9855343544,0.1091206587,TRUE,TRUE,1
156,They may grow as high as bamboo.,in,1,1,1,cola sentence: They may grow as high as bamboo.,TRUE,-5.31934166,-1.214774728,0.01622942229,0.9837705777,0.1197109564,TRUE,TRUE,1
130,Soaring temperatures are predicted for this weekend.,in,1,1,1,cola sentence: Soaring temperatures are predicted,TRUE,-6.239104271,-2.234650135,0.01790770654,0.9820922935,0.1295259966,TRUE,TRUE,1
58,The book surprised many people.,out,1,1,1,cola sentence: The book surprised many people.,TRUE,-6.599160671,-2.685132265,0.01956932968,0.9804306703,0.139015579,TRUE,TRUE,1
144,We never found any of the unicorns.,in,1,1,1,cola sentence: We never found any of the unicorns.,TRUE,-6.124693871,-2.374499321,0.02297300279,0.9770269972,0.1578225051,TRUE,TRUE,1
77,John is sad.,out,1,1,1,cola sentence: John is sad.,TRUE,-7.062923431,-2.620467424,0.01163015113,0.9883698489,0.09141600351,TRUE,TRUE,1
114,How sane is Peter?,in,1,1,1,cola sentence: How sane is Peter?,TRUE,-6.52980423,-2.71424818,0.02155079749,0.9784492025,0.1500614672,TRUE,TRUE,1
121,The farmer loaded the cart with apples.,in,1,1,1,cola sentence: The farmer loaded the cart with app,TRUE,-6.024607658,-2.268624783,0.02284344051,0.9771565595,0.1571209825,TRUE,TRUE,1
22,The car was driven by John to Maine.,out,1,1,1,cola sentence: The car was driven by John to Maine,FALSE,-1.732477188,-3.066749573,0.7915464592,0.2084535408,0.7385163225,TRUE,FALSE,0
149,It annoys me that Fido barks.,in,1,1,1,cola sentence: It annoys me that Fido barks.,TRUE,-5.938766003,-2.670969486,0.03669263377,0.9633073662,0.226916891,TRUE,TRUE,1
8,"Everybody gets on well with a certain relative, but often only his therapist knows which one.",out,1,1,0.8,cola sentence: Everybody gets on well with a certa,TRUE,-5.980865002,-3.112582684,0.0537439387,0.9462560613,0.3020929228,TRUE,TRUE,1
70,There is a monster in Loch Ness.,out,1,1,1,cola sentence: There is a monster in Loch Ness.,TRUE,-6.436015606,-2.244103909,0.01489222631,0.9851077737,0.1117095023,TRUE,TRUE,1
165,The wealthy young man bought that piano for his secret fiancée.,in,1,1,1,cola sentence: The wealthy young man bought that p,TRUE,-6.476392269,-3.15161562,0.03473091651,0.9652690835,0.2175885843,TRUE,TRUE,1
100,The weights made the rope stretch over the pulley.,in,1,1,1,cola sentence: The weights made the rope stretch o,TRUE,-5.652824879,-1.760853767,0.01999704428,0.9800029557,0.1414239467,TRUE,TRUE,1
84,I would prefer to leave.,out,1,1,1,cola sentence: I would prefer to leave.,TRUE,-5.616575718,-2.175368786,0.03103217216,0.9689678278,0.1995420293,TRUE,TRUE,1
74,We forgot our invitations.,out,1,1,1,cola sentence: We forgot our invitations.,TRUE,-6.318330288,-2.06650424,0.01403832981,0.9859616702,0.1065088881,TRUE,TRUE,1
180,I gave money to the charity.,in,1,1,1,cola sentence: I gave money to the charity.,TRUE,-6.795516968,-2.445108652,0.01273721388,0.9872627861,0.09843668237,TRUE,TRUE,1
64,Protect yourself!,out,1,1,1,cola sentence: Protect yourself!,TRUE,-3.716962099,0.2513882518,0.01855384056,0.9814461594,0.133241921,TRUE,TRUE,1
135,Sandy removed her ballet shoes.,in,1,1,1,cola sentence: Sandy removed her ballet shoes.,TRUE,-6.61524868,-2.174030304,0.01164438617,0.9883556138,0.09150722469,TRUE,TRUE,1
173,Emma and Harriet were attacked yesterday.,in,1,1,1,cola sentence: Emma and Harriet were attacked yest,TRUE,-7.083241463,-3.090064287,0.01810711666,0.9818928833,0.1306764049,TRUE,TRUE,1
79,John is sick.,out,1,1,1,cola sentence: John is sick.,TRUE,-6.588293076,-1.951812029,0.009598714214,0.9904012858,0.07812097755,TRUE,TRUE,1
136,Everyone hoped that she would sing.,in,1,1,1,cola sentence: Everyone hoped that she would sing.,TRUE,-6.225979328,-2.873409271,0.03381110509,0.9661888949,0.2131582197,TRUE,TRUE,1
159,The manager laughed.,in,1,1,1,cola sentence: The manager laughed.,TRUE,-6.539240837,-2.35700798,0.01503488796,0.984965112,0.1125712725,TRUE,TRUE,1
109,"Mary will read Fred's story, and Joe will read Holly's.",in,1,1,1,"cola sentence: Mary will read Fred's story, and Jo",TRUE,-6.296625614,-2.615801811,0.02458266722,0.9754173328,0.1664499775,TRUE,TRUE,1
171,Harriet admired Mr Knightley.,in,1,1,1,cola sentence: Harriet admired Mr Knightley.,TRUE,-7.433833599,-3.56768465,0.02050940752,0.9794905925,0.144291246,TRUE,TRUE,1
169,Fanny regretted having to talk to Aunt Norris.,in,1,1,1,cola sentence: Fanny regretted having to talk to A,TRUE,-7.075288773,-3.230327845,0.02093940125,0.9790605988,0.1466830166,TRUE,TRUE,1
51,Some people yell at the dogs.,out,1,1,1,cola sentence: Some people yell at the dogs.,TRUE,-7.03349638,-2.756593227,0.01369542795,0.986304572,0.1043993202,TRUE,TRUE,1
71,People are looking through the window.,out,1,1,1,cola sentence: People are looking through the wind,TRUE,-6.922212124,-2.477624655,0.0116056757,0.9883943243,0.09125910015,TRUE,TRUE,1
90,John believed it that Bill was tardy.,out,0,0,0.8,cola sentence: John believed it that Bill was tard,FALSE,-1.100184202,-3.40217185,0.9090415214,0.0909584786,0.439661028,FALSE,TRUE,1
28,Jerry attempted to blow up the Pentagon.,out,1,1,1,cola sentence: Jerry attempted to blow up the Pent,TRUE,-6.415255547,-2.409726143,0.01788880558,0.9821111944,0.1294167873,TRUE,TRUE,1
138,John is afraid of Bill.,in,1,1,1,cola sentence: John is afraid of Bill.,TRUE,-7.823488235,-3.318444252,0.01093226852,0.9890677315,0.08691201106,TRUE,TRUE,1
106,The men will all leave.,in,1,1,1,cola sentence: The men will all leave.,TRUE,-6.647233009,-2.512300014,0.01575165212,0.9842483479,0.1168713602,TRUE,TRUE,1
