sample_id,pid,qid,aid,gold_label,agg_human_score,agg_human_pred,pred_conf,gold_conf,entropy,pred_label
44,News/CNN/cnn-3b5bbf3ba31e4775140f05a8b59db55b22ee3e63.txt,9,5,0,1.0,1,0.9749370217323304,0.9749370217323304,0.168993761457773,0
45,News/CNN/cnn-3b5bbf3ba31e4775140f05a8b59db55b22ee3e63.txt,9,6,0,1.0,1,0.8120832502841949,0.8120832502841949,0.6970930748832659,0
46,News/CNN/cnn-3b5bbf3ba31e4775140f05a8b59db55b22ee3e63.txt,9,7,0,0.75,1,0.975011831521988,0.975011831521988,0.1685983690005459,0
47,News/CNN/cnn-3b5bbf3ba31e4775140f05a8b59db55b22ee3e63.txt,10,0,0,0.0,0,0.9628634572029112,0.9628634572029112,0.2290057202831812,0
48,News/CNN/cnn-3b5bbf3ba31e4775140f05a8b59db55b22ee3e63.txt,10,1,0,0.0,0,0.9807533144950866,0.9807533144950866,0.1371897031029118,0
49,News/CNN/cnn-3b5bbf3ba31e4775140f05a8b59db55b22ee3e63.txt,10,2,1,1.0,1,0.5434452176094056,0.5434452176094056,0.9945469919683612,1
50,News/CNN/cnn-3b5bbf3ba31e4775140f05a8b59db55b22ee3e63.txt,10,3,0,0.5,0,0.6431866317987442,0.3568133696913719,0.940006212744849,1
51,News/CNN/cnn-3b5bbf3ba31e4775140f05a8b59db55b22ee3e63.txt,11,0,1,0.5,0,0.7391867071390152,0.7391867071390152,0.8279711378109202,1
52,News/CNN/cnn-3b5bbf3ba31e4775140f05a8b59db55b22ee3e63.txt,11,1,1,0.5,0,0.959536236524582,0.0404637550935149,0.2444144651345652,0
53,News/CNN/cnn-3b5bbf3ba31e4775140f05a8b59db55b22ee3e63.txt,11,2,1,0.75,1,0.6729812055826188,0.6729812055826188,0.9118514484966715,1
54,News/CNN/cnn-3b5bbf3ba31e4775140f05a8b59db55b22ee3e63.txt,11,3,0,0.0,0,0.9727736234664917,0.9727736234664917,0.1802855728874952,0
55,News/CNN/cnn-3b5bbf3ba31e4775140f05a8b59db55b22ee3e63.txt,11,4,0,0.0,0,0.9765503227710725,0.9765503227710725,0.1603941644787741,0
56,News/CNN/cnn-3b5bbf3ba31e4775140f05a8b59db55b22ee3e63.txt,11,5,0,0.0,0,0.9748501300811768,0.9748501300811768,0.1694523583076285,0
57,News/CNN/cnn-3b5bbf3ba31e4775140f05a8b59db55b22ee3e63.txt,12,0,0,0.0,0,0.9401964962482452,0.9401964962482452,0.3266644262357054,0
58,News/CNN/cnn-3b5bbf3ba31e4775140f05a8b59db55b22ee3e63.txt,12,1,1,1.0,1,0.8402701854705811,0.1597298014909029,0.6336627670071384,0
59,News/CNN/cnn-3b5bbf3ba31e4775140f05a8b59db55b22ee3e63.txt,12,2,0,0.0,0,0.7944162011146545,0.7944162011146545,0.7329560884881459,0
60,News/CNN/cnn-3b5bbf3ba31e4775140f05a8b59db55b22ee3e63.txt,12,3,1,0.75,1,0.9675068914890288,0.0324931261129677,0.2067446531484099,0
61,News/CNN/cnn-3b5bbf3ba31e4775140f05a8b59db55b22ee3e63.txt,12,4,0,0.0,0,0.7535326421260834,0.7535326421260834,0.8056308649987717,0
62,wikiMovieSummaries/3965765.txt,0,0,1,0.5,0,0.8544173955917358,0.1455826070159673,0.5986744706078014,0
63,wikiMovieSummaries/3965765.txt,0,1,1,0.75,1,0.8153263956308365,0.8153263956308365,0.6901950992079545,1
64,wikiMovieSummaries/3965765.txt,0,2,0,0.5,0,0.8306702256202698,0.1693297699093818,0.6561692789165937,1
65,wikiMovieSummaries/3965765.txt,1,0,1,0.5,0,0.554004630446434,0.554004630446434,0.9915683175450284,1
66,wikiMovieSummaries/3965765.txt,1,1,0,0.25,0,0.6372503250837326,0.6372503250837326,0.9449419819503756,0
67,wikiMovieSummaries/3965765.txt,1,2,1,0.75,1,0.9438565790653228,0.0561434396542608,0.311941643543452,0
68,wikiMovieSummaries/3965765.txt,2,0,0,0.0,0,0.9297808647155762,0.0702191244810819,0.3667408517894365,1
69,wikiMovieSummaries/3965765.txt,2,1,1,1.0,1,0.7215275943279267,0.7215275943279267,0.8533609795183941,1
70,wikiMovieSummaries/3965765.txt,2,2,1,0.5,0,0.7984567597508431,0.2015432551503181,0.7250038824280426,0
71,wikiMovieSummaries/3965765.txt,3,0,0,0.0,0,0.6495532006025314,0.6495532006025314,0.9344664497935736,0
72,wikiMovieSummaries/3965765.txt,3,1,1,0.75,1,0.6480020165443421,0.3519979879260063,0.9358397801673785,0
73,wikiMovieSummaries/3965765.txt,3,2,0,0.25,0,0.5080448642373085,0.4919551402330399,0.999813250061186,1
74,wikiMovieSummaries/3965765.txt,4,0,1,0.5,0,0.5235124409198761,0.5235124409198761,0.9984042681519666,1
75,wikiMovieSummaries/3965765.txt,4,1,1,0.75,1,0.5776092499494553,0.4223907332867384,0.9825502593868666,0
76,wikiMovieSummaries/3965765.txt,4,2,1,0.25,0,0.956629365682602,0.0433706358075141,0.2575385207019662,0
77,wikiMovieSummaries/3965765.txt,4,3,0,0.0,0,0.5534945368766785,0.5534945368766785,0.9917271539486904,0
78,wikiMovieSummaries/3965765.txt,5,0,1,0.75,1,0.8940755665302277,0.8940755665302277,0.4874990507563588,1
79,wikiMovieSummaries/3965765.txt,5,1,0,0.25,0,0.6410369426012039,0.3589630499482155,0.9418190772692878,1
80,wikiMovieSummaries/3965765.txt,5,2,1,0.75,1,0.8806117713451386,0.8806117713451386,0.5275997738693778,1
81,wikiMovieSummaries/3965765.txt,6,0,0,0.0,0,0.9637174367904664,0.9637174367904664,0.2249802867501194,0
82,wikiMovieSummaries/3965765.txt,6,1,0,0.25,0,0.6853050619363785,0.3146949231624603,0.8985188155863273,1
83,wikiMovieSummaries/3965765.txt,6,2,1,0.75,1,0.5321557924151421,0.5321557924151421,0.9970144612591344,1
84,wikiMovieSummaries/3965765.txt,6,3,1,0.5,0,0.8593007564544678,0.1406992573291063,0.5860671730570883,0
85,wikiMovieSummaries/3965765.txt,7,0,0,0.25,0,0.5504550814628602,0.4495449230074883,0.9926421019770136,1
86,wikiMovieSummaries/3965765.txt,7,1,1,0.75,1,0.7822853028774261,0.7822853028774261,0.7559726239564073,1
87,wikiMovieSummaries/3965765.txt,7,2,1,0.5,0,0.6199542582035065,0.6199542582035065,0.9580743303023846,1
88,wikiMovieSummaries/3965765.txt,8,0,0,0.0,0,0.7854469895362854,0.2145529925823211,0.7500959633821935,1
89,wikiMovieSummaries/3965765.txt,8,1,1,0.75,1,0.7495265066623688,0.7495265066623688,0.8120277385471775,1
90,wikiMovieSummaries/3965765.txt,8,2,1,0.0,0,0.6477695614099502,0.3522304572165012,0.936044278092125,0
91,wikiMovieSummaries/3965765.txt,8,3,1,0.75,1,0.8770698964595794,0.8770698964595794,0.5377251119466883,1
92,wikiMovieSummaries/3965765.txt,9,0,0,0.0,0,0.5021376699209213,0.4978623390197754,0.9999868148423712,1
93,wikiMovieSummaries/3965765.txt,9,1,1,1.0,1,0.8808135151863098,0.1191864799708128,0.5270178990795723,0
94,wikiMovieSummaries/3965765.txt,10,0,0,0.0,0,0.5192908331751823,0.4807091534137725,0.998925974446807,1
95,wikiMovieSummaries/3965765.txt,10,1,1,1.0,1,0.8931576251983643,0.1068423895165324,0.4903175571602786,0
96,wikiMovieSummaries/3965765.txt,11,0,0,0.25,0,0.967257958650589,0.967257958650589,0.2079619162124304,0
97,wikiMovieSummaries/3965765.txt,11,1,1,0.75,1,0.7046430855989456,0.7046430855989456,0.8755409537130745,1
98,wikiMovieSummaries/3965765.txt,11,2,0,0.0,0,0.9034974992275238,0.9034974992275238,0.4578096965380579,0
99,wikiMovieSummaries/3965765.txt,12,0,1,0.25,0,0.5070903301239014,0.5070903301239014,0.9998549384298832,1
100,wikiMovieSummaries/3965765.txt,12,1,1,0.25,0,0.5764937698841095,0.5764937698841095,0.983050235105928,1
101,wikiMovieSummaries/3965765.txt,12,2,0,0.75,1,0.9216812491416932,0.9216812491416932,0.3962273418749008,0
102,Fiction-stories-masc-A_Wasted_Day-11.txt,0,0,1,0.75,1,0.8447167575359344,0.1552832432091236,0.6229052024731617,0
103,Fiction-stories-masc-A_Wasted_Day-11.txt,0,1,1,0.75,1,0.9238446950912476,0.076155299693346,0.38848510559261,0
104,Fiction-stories-masc-A_Wasted_Day-11.txt,0,2,1,0.75,1,0.8585930049419404,0.1414069920778274,0.587911770764082,0
105,Fiction-stories-masc-A_Wasted_Day-11.txt,0,3,0,0.0,0,0.8964657545089721,0.8964657545089721,0.4800997828081277,0
106,Fiction-stories-masc-A_Wasted_Day-11.txt,0,4,0,0.25,0,0.9313408017158508,0.9313408017158508,0.3608999507243713,0
107,Fiction-stories-masc-A_Wasted_Day-11.txt,0,5,1,0.75,1,0.6364023685455322,0.3635976284742355,0.9456290277747196,0
108,Fiction-stories-masc-A_Wasted_Day-11.txt,0,6,1,0.0,0,0.9051285326480866,0.0948714442551136,0.4525243638115294,0
109,Fiction-stories-masc-A_Wasted_Day-11.txt,1,0,1,0.75,1,0.9029705822467804,0.09702940704301,0.4595076804755286,0
110,Fiction-stories-masc-A_Wasted_Day-11.txt,1,1,0,0.25,0,0.970968097448349,0.970968097448349,0.1895133785809013,0
111,Fiction-stories-masc-A_Wasted_Day-11.txt,1,2,1,0.5,0,0.9034417629241944,0.0965582136064767,0.4579894661672176,0
112,Fiction-stories-masc-A_Wasted_Day-11.txt,1,3,0,0.0,0,0.9039556443691252,0.9039556443691252,0.4563295350928923,0
113,Fiction-stories-masc-A_Wasted_Day-11.txt,2,0,0,0.75,1,0.8172745883464814,0.1827253812924027,0.6860030167700084,1
114,Fiction-stories-masc-A_Wasted_Day-11.txt,2,1,0,0.25,0,0.7307245343923569,0.7307245343923569,0.8404230471714164,0
115,Fiction-stories-masc-A_Wasted_Day-11.txt,2,2,1,0.75,1,0.8229082107543946,0.8229082107543946,0.6736734477120211,1
116,Fiction-stories-masc-A_Wasted_Day-11.txt,2,3,1,1.0,1,0.9108042776584624,0.9108042776584624,0.43377950876778,1
117,Fiction-stories-masc-A_Wasted_Day-11.txt,2,4,0,0.0,0,0.932228547334671,0.932228547334671,0.3575516114770962,0
118,Fiction-stories-masc-A_Wasted_Day-11.txt,2,5,0,0.0,0,0.9137588858604432,0.9137588858604432,0.4237970674401229,0
119,Fiction-stories-masc-A_Wasted_Day-11.txt,3,0,0,0.0,0,0.9805577576160432,0.9805577576160432,0.1382973175822579,0
120,Fiction-stories-masc-A_Wasted_Day-11.txt,3,1,1,0.75,1,0.632898998260498,0.632898998260498,0.9484201268993938,1
121,Fiction-stories-masc-A_Wasted_Day-11.txt,3,2,1,1.0,1,0.6911637663841248,0.6911637663841248,0.8918255105906089,1
122,Fiction-stories-masc-A_Wasted_Day-11.txt,3,3,0,0.0,0,0.7331997632980347,0.7331997632980347,0.836835624023252,0
123,Fiction-stories-masc-A_Wasted_Day-11.txt,3,4,0,0.0,0,0.9722572684288024,0.9722572684288024,0.182942288436761,0
124,Fiction-stories-masc-A_Wasted_Day-11.txt,3,5,0,0.0,0,0.8644488334655762,0.8644488334655762,0.5724680768324931,0
125,Fiction-stories-masc-A_Wasted_Day-11.txt,4,0,0,0.0,0,0.9270789802074432,0.9270789802074432,0.3767309923110178,0
126,Fiction-stories-masc-A_Wasted_Day-11.txt,4,1,0,0.25,0,0.8999822616577149,0.8999822616577149,0.4690518670402956,0
127,Fiction-stories-masc-A_Wasted_Day-11.txt,4,2,1,0.75,1,0.914972972869873,0.0850270342081785,0.41964916707049,0
128,Fiction-stories-masc-A_Wasted_Day-11.txt,4,3,1,0.75,1,0.6097331732511521,0.3902668304741382,0.96497152677841,0
129,Fiction-stories-masc-A_Wasted_Day-11.txt,4,4,1,0.75,1,0.8822542250156402,0.1177457686513662,0.5228462476818735,0
130,Fiction-stories-masc-A_Wasted_Day-11.txt,5,0,0,0.0,0,0.8790321171283721,0.8790321171283721,0.5321366640322033,0
131,Fiction-stories-masc-A_Wasted_Day-11.txt,5,1,0,0.25,0,0.9445634722709656,0.9445634722709656,0.3090567692821051,0
132,Fiction-stories-masc-A_Wasted_Day-11.txt,5,2,1,0.75,1,0.5676933482289315,0.5676933482289315,0.9867373283225692,1
133,Fiction-stories-masc-A_Wasted_Day-11.txt,5,3,0,0.25,0,0.8362633347511291,0.8362633347511291,0.6431743471529454,0
134,Fiction-stories-masc-A_Wasted_Day-11.txt,5,4,1,0.75,1,0.7187869936227799,0.7187869936227799,0.8570983551597677,1
135,Fiction-stories-masc-A_Wasted_Day-11.txt,5,5,0,0.0,0,0.8769615173339844,0.8769615173339844,0.5380322843689198,0
136,Fiction-stories-masc-A_Wasted_Day-11.txt,6,0,1,0.5,0,0.7816163122653961,0.7816163122653961,0.7572051758443186,1
137,Fiction-stories-masc-A_Wasted_Day-11.txt,6,1,1,1.0,1,0.8193974256515503,0.1806025922298431,0.6813935126398148,0
138,Fiction-stories-masc-A_Wasted_Day-11.txt,6,2,0,0.0,0,0.8192550122737885,0.8192550122737885,0.6817040861691449,0
139,Fiction-stories-masc-A_Wasted_Day-11.txt,6,3,1,1.0,1,0.8782150149345398,0.8782150149345398,0.5344700543639767,1
140,Fiction-stories-masc-A_Wasted_Day-11.txt,6,4,0,0.0,0,0.9545592546463012,0.9545592546463012,0.2667043100732365,0
141,Fiction-stories-masc-A_Wasted_Day-11.txt,7,0,0,0.0,0,0.778002268075943,0.778002268075943,0.7637985755940119,0
142,Fiction-stories-masc-A_Wasted_Day-11.txt,7,1,1,0.75,1,0.9135924994945526,0.9135924994945526,0.4243634947627574,1
143,Fiction-stories-masc-A_Wasted_Day-11.txt,7,2,0,0.25,0,0.9212121188640594,0.9212121188640594,0.3978937390277782,0
144,Fiction-stories-masc-A_Wasted_Day-11.txt,7,3,1,1.0,1,0.9115262806415558,0.9115262806415558,0.4313546989473551,1
145,Fiction-stories-masc-A_Wasted_Day-11.txt,7,4,1,0.75,1,0.7387483850121498,0.7387483850121498,0.8286291984657969,1
146,Fiction-stories-masc-A_Wasted_Day-11.txt,7,5,0,0.0,0,0.5330852672457695,0.5330852672457695,0.9968392421941724,0
147,Fiction-stories-masc-A_Wasted_Day-11.txt,7,6,0,0.0,0,0.8495575368404389,0.8495575368404389,0.6109464708996144,0
148,Fiction-stories-masc-A_Wasted_Day-11.txt,8,0,0,0.0,0,0.6016918748617173,0.3983081087470054,0.9699522977785066,1
149,Fiction-stories-masc-A_Wasted_Day-11.txt,8,1,1,0.75,1,0.8440202951431275,0.1559796966612339,0.6246043713254272,0
150,Fiction-stories-masc-A_Wasted_Day-11.txt,8,2,0,0.5,0,0.9724957525730134,0.9724957525730134,0.1817169580189695,0
151,Fiction-stories-masc-A_Wasted_Day-11.txt,8,3,0,0.0,0,0.8044468998908997,0.8044468998908997,0.712944643476491,0
152,Fiction-stories-masc-A_Wasted_Day-11.txt,8,4,0,0.0,0,0.9461300432682036,0.9461300432682036,0.3026141711418089,0
153,Fiction-stories-masc-A_Wasted_Day-11.txt,9,0,0,0.0,0,0.9321710228919984,0.9321710228919984,0.3577690518495738,0
154,Fiction-stories-masc-A_Wasted_Day-11.txt,9,1,1,0.75,1,0.908005154132843,0.908005154132843,0.4430935105207863,1
155,Fiction-stories-masc-A_Wasted_Day-11.txt,9,2,0,0.0,0,0.9291666865348815,0.9291666865348815,0.3690257314734654,0
156,Fiction-stories-masc-A_Wasted_Day-11.txt,9,3,0,0.5,0,0.8515356183052063,0.1484643772244453,0.6059840307135799,1
157,Fiction-stories-masc-A_Wasted_Day-11.txt,9,4,1,0.75,1,0.928421688079834,0.928421688079834,0.3717861796521463,1
158,Fiction-stories-masc-A_Wasted_Day-11.txt,9,5,1,0.25,0,0.6277069747447968,0.3722930237650871,0.9524164802506512,0
159,Fiction-stories-masc-A_Wasted_Day-11.txt,10,0,0,0.25,0,0.9616351902484894,0.9616351902484894,0.234744041582748,0
160,Fiction-stories-masc-A_Wasted_Day-11.txt,10,1,1,0.5,0,0.5682358786463737,0.4317641139030456,0.9865232156472944,0
161,Fiction-stories-masc-A_Wasted_Day-11.txt,10,2,0,0.0,0,0.5734170332551003,0.4265829801559448,0.9843912020963712,1
162,Fiction-stories-masc-A_Wasted_Day-11.txt,10,3,1,0.75,1,0.8464397370815278,0.1535602644085884,0.6186786154607542,0
163,Fiction-stories-masc-A_Wasted_Day-11.txt,10,4,0,0.0,0,0.9495493412017822,0.9495493412017822,0.2883082587676069,0
164,Fiction-stories-masc-A_Wasted_Day-11.txt,11,0,1,0.75,1,0.5587670460343361,0.4412329599261284,0.9900120462746091,0
165,Fiction-stories-masc-A_Wasted_Day-11.txt,11,1,0,0.25,0,0.8793308973312378,0.8793308973312378,0.5312810865778798,0
166,Fiction-stories-masc-A_Wasted_Day-11.txt,11,2,1,0.75,1,0.5401311367750168,0.4598688572645187,0.9953480528469952,0
167,Fiction-stories-masc-A_Wasted_Day-11.txt,11,3,1,0.5,0,0.9467106223106384,0.053289396688342,0.3002090596084559,0
168,Fiction-stories-masc-A_Wasted_Day-11.txt,11,4,0,0.0,0,0.7803791999816895,0.7803791999816895,0.7594744838582106,0
169,Fiction-stories-masc-A_Wasted_Day-11.txt,11,5,0,0.0,0,0.979973417520523,0.979973417520523,0.1415898386110448,0
170,Fiction-stories-masc-A_Wasted_Day-11.txt,11,6,0,0.0,0,0.875630396604538,0.1243696007877588,0.5417920650507441,1
171,Fiction-stories-masc-A_Wasted_Day-11.txt,11,7,1,0.75,1,0.922568953037262,0.0774310521781444,0.3930620182873308,0
172,Fiction-stories-masc-A_Wasted_Day-11.txt,12,0,1,0.5,0,0.9475165426731108,0.052483444660902,0.2968542250866951,0
173,Fiction-stories-masc-A_Wasted_Day-11.txt,12,1,1,1.0,1,0.7564807593822479,0.7564807593822479,0.8008438396586745,1
174,Fiction-stories-masc-A_Wasted_Day-11.txt,12,2,0,0.0,0,0.9193684816360472,0.9193684816360472,0.4044005230619262,0
175,Fiction-stories-masc-A_Wasted_Day-11.txt,12,3,1,1.0,1,0.9162978410720826,0.9162978410720826,0.4150914979157016,1
176,Fiction-stories-masc-A_Wasted_Day-11.txt,12,4,1,0.25,0,0.9560568690299988,0.0439431241713464,0.2600879605363126,0
177,Fiction-stories-masc-A_Wasted_Day-11.txt,12,5,0,0.0,0,0.97184339761734,0.97184339761734,0.1850612987659464,0
178,Fiction-stories-masc-A_Wasted_Day-11.txt,13,0,1,0.75,1,0.884558516740799,0.884558516740799,0.516114054879978,1
179,Fiction-stories-masc-A_Wasted_Day-11.txt,13,1,1,0.75,1,0.5075755342841148,0.5075755342841148,0.9998344046892614,1
180,Fiction-stories-masc-A_Wasted_Day-11.txt,13,2,0,0.25,0,0.9733025431632996,0.9733025431632996,0.1775491984446941,0
181,Fiction-stories-masc-A_Wasted_Day-11.txt,13,3,1,0.75,1,0.9296542346477508,0.9296542346477508,0.3672126669892014,1
182,Fiction-stories-masc-A_Wasted_Day-11.txt,13,4,1,0.75,1,0.7371622905135155,0.2628377176821231,0.8309984037596797,0
183,Fiction-stories-masc-A_Wasted_Day-11.txt,13,5,0,0.25,0,0.7686587750911713,0.2313412323594093,0.7803420526066795,1
184,Fiction-stories-masc-A_Wasted_Day-11.txt,13,6,0,0.0,0,0.845724081993103,0.845724081993103,0.6204381467939978,0
185,Fiction-stories-masc-A_Wasted_Day-11.txt,14,0,0,0.0,0,0.9485053181648254,0.9485053181648254,0.2927126834054638,0
186,Fiction-stories-masc-A_Wasted_Day-11.txt,14,1,1,0.75,1,0.8861688613891602,0.113831141591072,0.5113647698102531,0
187,Fiction-stories-masc-A_Wasted_Day-11.txt,14,2,1,0.25,0,0.942375636100769,0.0576243612915277,0.3179414301798536,0
188,Fiction-stories-masc-A_Wasted_Day-11.txt,14,3,0,0.25,0,0.9631597816944122,0.9631597816944122,0.2276122743837575,0
189,Fiction-stories-masc-A_Wasted_Day-11.txt,15,0,0,0.0,0,0.6918022841215133,0.6918022841215133,0.8910820627558501,0
190,Fiction-stories-masc-A_Wasted_Day-11.txt,15,1,0,0.0,0,0.9395739495754242,0.9395739495754242,0.3291337839981696,0
