sample_id,domain,source,gold_label,source_annotation,annotator1,annotator2,annotator3,annotator4,annotator5,sentence,confidence,gold_conf,entropy,pred_label
48,out,swb04,0,*,0,0,0,0,0,They lost themselves' books.,0.8777524447441101,0.8777524447441101,0.5357870739151308,0
49,out,swb04,0,*,0,0,0,0,0,I noticed the.,0.6802465659379959,0.6802465659379959,0.9041131215540874,0
50,out,swb04,1,,1,1,1,1,1,This is my favorite.,0.9506777119636536,0.9506777119636536,0.2835110864768511,1
51,out,swb04,1,,1,1,1,1,1,Some people yell at the dogs.,0.9840105772018432,0.9840105772018432,0.1182871723756054,1
52,out,swb04,0,*,0,0,0,0,0,The teacher handed the student.,0.9097188234329224,0.9097188234329224,0.4374076411505138,0
53,out,swb04,0,*,0,0,0,0,0,The bird sing.,0.6043982166051864,0.6043982166051864,0.9683195883291568,0
54,out,swb04,0,*,0,0,0,0,0,I was already aware of fact.,0.5879393261671066,0.5879393261671066,0.9775698541080804,0
55,out,swb04,1,,1,1,1,1,1,The guests dined.,0.9663792383670808,0.9663792383670808,0.2122367861119095,1
56,out,swb04,1,,1,1,1,1,1,We relied on Leslie.,0.968799899816513,0.968799899816513,0.2003750278961916,1
57,out,swb04,1,,1,1,1,1,1,Newsweek appeared on the newsstands.,0.9472644877433776,0.9472644877433776,0.2979054790530387,1
58,out,swb04,1,,1,1,1,1,1,The book surprised many people.,0.9694834411144256,0.9694834411144256,0.1969758030919733,1
59,out,swb04,1,,0,1,1,1,1,The storm arrived while we ate lunch.,0.8623130792379379,0.8623130792379379,0.578148863068014,1
60,out,swb04,1,,1,1,1,1,1,These dogs barked.,0.8701907539367676,0.8701907539367676,0.5569148096640609,1
61,out,swb04,0,*,0,0,0,0,0,The cat slept soundly and furry.,0.5660645580291748,0.4339354410767555,0.9873697392717576,1
62,out,swb04,1,,1,1,1,1,1,"Chris walks, Pat eats broccoli, and Sandy plays squash.",0.9276316010951996,0.9276316010951996,0.3747005021616145,1
63,out,swb04,1,,1,0,1,1,1,Nobody told Susan about herself.,0.8119720900058747,0.1880279067903757,0.6973277175596824,0
64,out,swb04,1,,1,1,1,1,1,Protect yourself!,0.980706934928894,0.980706934928894,0.1374526424800326,1
65,out,swb04,0,*,0,0,0,1,1,the putter of books left.,0.6312978434562683,0.6312978434562683,0.9496703567905456,0
66,out,swb04,0,*,0,0,0,0,1,The cat was bitten the mouse.,0.8964509129524231,0.8964509129524231,0.480146027658788,0
67,out,swb04,0,*,0,0,0,0,0,Chris was handed Sandy a note by Pat.,0.8545974487066269,0.8545974487066269,0.5982145835909781,0
68,out,swb04,1,,1,1,1,1,1,The patient died.,0.9877631175518036,0.9877631175518036,0.0952819060878141,1
69,out,swb04,0,*,0,0,0,0,0,TV puts dumb ideas.,0.8122391521930694,0.8122391521930694,0.6967637527148939,0
70,out,swb04,1,,1,1,1,1,1,There is a monster in Loch Ness.,0.9768174397945404,0.9768174397945404,0.1589548873405674,1
71,out,swb04,1,,1,1,1,1,1,People are looking through the window.,0.9848578715324402,0.9848578715324402,0.113217771935891,1
72,out,swb04,1,,1,1,1,1,1,It never occurred to Pat that Chris knew the answer.,0.9858181512355804,0.9858181512355804,0.1073881460345483,1
73,out,swb04,0,*,1,1,1,1,1,It loved Sandy.,0.698333798199892,0.698333798199892,0.8833181249822203,0
74,out,swb04,1,,1,1,1,1,1,We forgot our invitations.,0.9780780506134034,0.9780780506134034,0.1520998676365612,1
75,out,swb04,1,,0,0,0,0,1,Advantage is taken of every opportunity for improvement.,0.735194776058197,0.2648052303493023,0.8339113002447737,0
76,out,swb04,1,,1,1,1,1,1,The bucket was kicked by Pat.,0.92278963804245,0.92278963804245,0.3922726398404951,1
77,out,w_80,1,,1,1,1,1,1,John is sad.,0.9698111867904664,0.9698111867904664,0.1953378174781042,1
78,out,w_80,1,,1,1,1,1,1,Of whom are you thinking?,0.7864299312233924,0.7864299312233924,0.7482515988441902,1
79,out,w_80,1,,1,1,1,1,1,John is sick.,0.9827346229553222,0.9827346229553222,0.1257980124316725,1
80,out,w_80,1,,1,1,1,1,1,John tried to leave.,0.9857321202754974,0.9857321202754974,0.1079142411866403,1
81,out,w_80,0,*,0,0,0,0,1,John was struck by Bill as pompous.,0.708404294848442,0.2915957078710198,0.8707736157222317,1
82,out,w_80,0,*,1,0,0,1,0,John was promised by Bill to leave.,0.5283221201598645,0.4716778617352247,0.9976842651552644,1
83,out,w_80,1,,1,1,1,1,1,They make good cooks.,0.8895587903261185,0.8895587903261185,0.5012453521282184,1
84,out,w_80,1,,1,1,1,1,1,I would prefer to leave.,0.978063461780548,0.978063461780548,0.1521797996838509,1
85,out,w_80,1,,1,1,1,1,1,I would hate for John to leave.,0.9423982220888136,0.9423982220888136,0.317850352496291,1
86,out,w_80,0,*,0,0,0,0,0,It was hated for John to leave.,0.711892529129982,0.711892529129982,0.8662639779004211,0
87,out,w_80,1,,1,1,1,1,1,to die is no fun.,0.738852014541626,0.738852014541626,0.82847376591528,1
88,out,w_80,1,,1,1,1,1,1,That he is here is clear.,0.8895496237277984,0.8895496237277984,0.5012729329647009,1
89,out,w_80,0,*,1,0,0,0,1,John believes it sincerely that Bill is here.,0.5142820450663567,0.485717960447073,0.9994113675053892,1
90,out,w_80,0,*,1,0,0,0,0,John believed it that Bill was tardy.,0.8150327956676483,0.8150327956676483,0.6908237185177073,0
91,out,w_80,0,*,0,0,0,0,0,It is to give up to leave.,0.869676159620285,0.869676159620285,0.5583256465424086,0
92,out,w_80,1,,1,1,1,1,1,I bought it to read.,0.7834564524888993,0.7834564524888993,0.7538057146023734,1
93,out,w_80,0,*,1,0,0,0,0,I gave Pete the book to impress.,0.5166621811687946,0.5166621811687946,0.999198786075334,0
94,out,w_80,1,,1,1,1,1,1,I presented it to Bill to read.,0.8485770481824875,0.8485770481824875,0.6133898227364571,1
95,out,w_80,1,,1,1,1,1,1,I gave a book to Bill to read.,0.7386043605208397,0.7386043605208397,0.82884512934274,1
96,out,w_80,1,,1,1,1,1,1,John made Bill mad at himself.,0.5254478579759598,0.5254478579759598,0.9981306325853226,1
97,out,w_80,1,,1,1,1,1,1,The correspondence school made Bill a good typist.,0.8806373941898346,0.8806373941898346,0.5275259364267676,1
98,out,w_80,0,*,1,1,1,1,1,John bought a dog for himself to play with.,0.9460217148065568,0.0539782833587378,0.303061876820573,1
99,out,w_80,1,,1,1,1,1,1,John arranged for himself to get the prize.,0.7523047488927841,0.2476952531561255,0.8076047085223869,0
100,in,gj04,1,,1,1,1,1,1,The weights made the rope stretch over the pulley.,0.9778603684902192,0.9778603684902192,0.1532910467927526,1
101,in,cj99,0,*,1,0,1,1,1,"The more you would want, the less you would eat.",0.9014344561100006,0.09856553979218,0.4644319007752347,1
102,in,cj99,0,*,0,1,0,1,1,"I demand that the more John eat, the more he pays.",0.6138101637363433,0.6138101637363433,0.9622966452944884,0
103,in,cj99,1,,1,1,1,1,1,"The higher the stakes, the lower his expectations are.",0.9260932850837708,0.9260932850837708,0.3803364368905764,1
104,in,bc01,0,*,1,0,1,1,1,The box contained the ball from the tree.,0.5033483871817589,0.5033483871817589,0.9999676497049028,0
105,in,bc01,1,,0,0,0,1,1,"Most people probably consider, even though the courts didn't actually find, Klaus guilty of murder.",0.7461731004714965,0.253826892375946,0.8172874557008922,0
106,in,bc01,1,,1,1,1,1,1,The men will all leave.,0.9856079721450806,0.9856079721450806,0.1086721187787382,1
107,in,bc01,0,*,0,0,0,1,0,They represented seriously to the dean Mary as a genuine linguist.,0.863825318813324,0.863825318813324,0.5741323225653286,0
108,in,bc01,0,*,1,0,0,0,1,Mary intended John to go abroad.,0.563444234803319,0.563444234803319,0.988354443857452,0
109,in,bc01,1,,1,1,1,1,1,"Mary will read Fred's story, and Joe will read Holly's.",0.9835142862796784,0.9835142862796784,0.1212256368590643,1
110,in,r-67,1,,1,1,1,1,1,Mary saw the boy walking toward the railroad station.,0.9885123479366302,0.9885123479366302,0.0905014540192516,1
111,in,r-67,1,,0,0,0,0,0,A proof that the claim had been. made was giver that John had lied.,0.9286397528648376,0.0713602499011904,0.3709794554357643,0
112,in,r-67,1,,1,0,0,0,0,He attributed to a short circuit which was caused by an overloaded transducer the fire which destroyed most of my factory.,0.6033253812789917,0.3966746178269386,0.9689721032097808,0
113,in,r-67,0,*,0,0,0,0,0,I know a man who Tom drives as drives.,0.7960725009441376,0.7960725009441376,0.729713876105106,0
114,in,r-67,1,,1,1,1,1,1,How sane is Peter?,0.9699578022956848,0.9699578022956848,0.1946034348696502,1
115,in,r-67,1,,1,1,1,1,1,Mike talked about politics yesterday to my friends.,0.9347836434841156,0.9347836434841156,0.3478129211329603,1
116,in,r-67,0,*,1,1,0,0,0,Here's a knife with which for you to cut up the onions.,0.819026939868927,0.819026939868927,0.6822011157029124,0
117,in,r-67,1,,1,0,0,1,1,"Sally is tall, and may be blond, and Sheila is short, and definitely is, blond.",0.5647552812099457,0.4352447164058685,0.9878667956557884,0
118,in,r-67,1,,0,0,0,1,1,Everybody around here who ever buys anything on credit talks in his sleep.,0.5796564784646034,0.5796564784646034,0.981613512004244,1
119,in,r-67,0,*,0,1,0,1,0,"No writer, and no playwright, meets in Vienna.",0.784425927400589,0.2155740696936846,0.7520031397347423,1
120,in,rhl07,1,,1,1,1,1,1,"We launched the rocket to the moon, but it blew up before it got there.",0.9497907042503356,0.9497907042503356,0.2872853609094203,1
121,in,l-93,1,,1,1,1,1,1,The farmer loaded the cart with apples.,0.9702533912658692,0.9702533912658692,0.1931195314261738,1
122,in,l-93,1,,1,1,1,1,1,We pulled free.,0.765086171478033,0.765086171478033,0.7864793349165199,1
123,in,l-93,1,,1,1,1,1,1,Mira condemned Terry for the accident.,0.8387492883205414,0.8387492883205414,0.6372932859751871,1
124,in,l-93,1,,1,1,1,0,1,We investigated the area for bombs.,0.6659224197268486,0.3340775812417269,0.9190382842980028,0
125,in,l-93,0,*,0,0,0,0,0,The books lifted onto the table.,0.5749261743575335,0.5749261743575335,0.9837404415155012,0
126,in,l-93,0,*,0,1,1,0,0,Lora buttered at the toast.,0.8779575049877166,0.8779575049877166,0.5352035915562475,0
127,in,l-93,1,,1,1,1,1,1,Susan whispered the news.,0.6543541784584522,0.6543541784584522,0.9301191693440122,1
128,in,l-93,0,*,1,1,1,1,1,Cynthia chewed.,0.5506697291880847,0.5506697291880847,0.9925792557649292,0
129,in,l-93,1,,1,1,1,1,1,Over the fire there bubbled a fragrant stew.,0.9181708300113678,0.9181708300113678,0.408591829231091,1
130,in,l-93,1,,1,1,1,1,1,Soaring temperatures are predicted for this weekend.,0.9690365052223204,0.9690365052223204,0.1992009489444024,1
131,in,l-93,1,,1,1,1,1,1,A wonderful opportunity presented itself to him yesterday.,0.935066341161728,0.935066341161728,0.3467260271425218,1
132,in,l-93,1,,1,1,1,1,1,Out of the box jumped a little white rabbit.,0.9592441987991333,0.9592441987991333,0.2457468112720532,1
133,in,ks08,1,,0,1,0,0,0,did the policeman meet in the park?,0.6586598211526871,0.3413401800766587,0.9260953948581347,0
134,in,ks08,1,,1,1,1,1,1,John put old books in the box.,0.9599928879737852,0.9599928879737852,0.2423247933905545,1
135,in,ks08,1,,1,1,1,1,1,Sandy removed her ballet shoes.,0.9808743584156036,0.9808743584156036,0.1365027074562266,1
136,in,ks08,1,,1,1,1,1,1,Everyone hoped that she would sing.,0.9829303669929504,0.9829303669929504,0.1246549946818585,1
137,in,ks08,1,,1,1,1,1,1,This proved a decisive factor.,0.8398539447784423,0.8398539447784423,0.6346588539180127,1
138,in,ks08,1,,1,1,1,1,1,John is afraid of Bill.,0.9853724241256714,0.9853724241256714,0.1101055216491484,1
139,in,ks08,0,*,0,0,0,0,0,That Fred was unpopular nominated Bill.,0.681392578035593,0.681392578035593,0.902860649241684,0
140,in,ks08,1,,1,1,1,1,1,Most of the fruit is rotten.,0.9655675089359284,0.9655675089359284,0.2161552181139054,1
141,in,ks08,0,*,0,0,0,0,0,John is easy to please Kim.,0.8231623202562333,0.8231623202562333,0.6731099730856934,0
142,in,ks08,0,*,1,0,1,1,1,It tries to leave the country.,0.6828252237290144,0.6828252237290144,0.9012826248654644,0
143,in,ks08,0,*,0,0,0,0,0,We expect there to will rain.,0.8661858034133911,0.8661858034133911,0.5678065942058205,0
144,in,ks08,1,,1,1,1,1,1,We never found any of the unicorns.,0.9697689807415008,0.9697689807415008,0.1955490793981068,1
145,in,ks08,1,,1,1,0,1,1,The bed was slept in.,0.789493248462677,0.2105067466944456,0.742450253700939,0
146,in,ks08,1,,1,1,1,1,1,the baker from whom I bought these bagels left.,0.8333824294805526,0.8333824294805526,0.6499084357752756,1
147,in,ks08,1,,1,1,1,1,1,Which topic did you choose without getting his approval?,0.936989541053772,0.936989541053772,0.3392811965303524,1
148,in,ks08,1,,1,1,1,1,1,To please John is easy.,0.8374530583620071,0.8374530583620071,0.6403679945899692,1
149,in,ks08,1,,1,1,1,1,1,It annoys me that Fido barks.,0.9748045182228088,0.9748045182228088,0.1696930443873031,1
150,in,ks08,1,,1,1,1,1,1,It was the peasant girl who got it.,0.9663018512725832,0.9663018512725832,0.2126115949043717,1
151,in,kl93,1,,1,1,1,1,1,A sick owl doesn't hunt mice.,0.9863583290576936,0.9863583290576936,0.104067467870642,1
152,in,kl93,1,,0,1,0,0,0,1 gave Mary after the party a book.,0.8778088068962098,0.1221911985054612,0.5356267689094966,0
153,in,b_82,0,*,0,0,0,0,0,"Because she's so pleasant, as for Mary I really like her.",0.7905185520648956,0.7905185520648956,0.7404903718200445,0
154,in,b_73,1,,1,1,1,1,1,I have much of the manuscript left to type.,0.8923766934871673,0.8923766934871673,0.4927052527022927,1
155,in,b_73,0,*,0,0,0,0,0,Any trouble is what I don't want.,0.6350788694620132,0.3649211327731609,0.9466924257892076,1
156,in,b_73,1,,1,1,1,1,1,They may grow as high as bamboo.,0.9688596880435943,0.9688596880435943,0.2000786167737899,1
157,in,c_13,1,,1,1,1,1,1,They chased the man with the car.,0.8993948137760163,0.8993948137760163,0.4709110495038815,1
158,in,c_13,1,,1,1,1,1,1,Heidi thinks that Andy should eat salmon flavored candy bars.,0.9858430218696594,0.9858430218696594,0.107235929257463,1
159,in,c_13,1,,1,1,1,1,1,The manager laughed.,0.9831815052032472,0.9831815052032472,0.1231837609163281,1
160,in,c_13,1,,1,1,1,1,1,Who did you think kissed the gorilla?,0.953957679271698,0.953957679271698,0.2693409205444099,1
161,in,c_13,1,,1,1,1,1,1,There were four men arriving at the station when I pulled up.,0.9328934001922607,0.9328934001922607,0.3550320728412862,1
162,in,c_13,1,,1,1,1,1,1,Jean wants Bill to do the Macarena.,0.9675787270069124,0.9675787270069124,0.2063927584520863,1
163,in,c_13,0,*,0,0,0,0,0,John thinks that Mary loves himself.,0.7444767528772354,0.7444767528772354,0.8199154738164663,0
164,in,d_98,0,*,0,0,0,0,0,"You may pick every flower, but leave a few for Mary.",0.9693515157699584,0.0306484860181808,0.1976336303072892,1
165,in,m_02,1,,1,1,1,1,1,The wealthy young man bought that piano for his secret fiancée.,0.9768481397628784,0.9768481397628784,0.1587891823369249,1
166,in,m_02,1,,0,0,1,0,0,a tall building.,0.6726680862903595,0.6726680862903595,0.912177147566989,1
167,in,m_02,1,,1,1,1,1,1,Captain Wentworth wrote a letter to Anne Elliott.,0.92679328083992,0.92679328083992,0.3777781197194255,1
168,in,m_02,1,,0,1,1,0,1,They realised that never had Sir Thomas been so offended.,0.9529748427867888,0.9529748427867888,0.2736230272335767,1
169,in,m_02,1,,1,1,1,1,1,Fanny regretted having to talk to Aunt Norris.,0.9837395799160004,0.9837395799160004,0.1198944896989887,1
170,in,m_02,1,,0,0,0,0,1,The idea dismayed the Prime Minister that the Dome was dull.,0.5880913239717483,0.4119086730480194,0.9774918380757344,0
171,in,m_02,1,,1,1,1,1,1,Harriet admired Mr Knightley.,0.98371351480484,0.98371351480484,0.1200487042363355,1
172,in,m_02,1,,1,1,1,1,1,Emma made Harriet some food.,0.9442001682519912,0.9442001682519912,0.3105410632393789,1
173,in,m_02,1,,1,1,1,1,1,Emma and Harriet were attacked yesterday.,0.9819669318199158,0.9819669318199158,0.1302495637467843,1
174,in,sgww85,1,,1,1,1,1,1,I want to try and buy some whiskey.,0.7821468752622605,0.7821468752622605,0.7562279551544505,1
175,in,sgww85,0,*,0,0,0,0,0,She goes and buying some whiskey.,0.9013863205909728,0.9013863205909728,0.4645855970358766,0
176,in,sks13,1,,1,1,1,1,1,Ann bought a first edition of Richard III for $1000.,0.9391011536121368,0.9391011536121368,0.3310027314945723,1
177,in,sks13,1,,1,1,1,1,1,Henri wants to buy which books about cooking?,0.7346615383028984,0.7346615383028984,0.834695801993153,1
178,in,sks13,1,,1,1,1,1,1,I will fix the computer for Carol.,0.9883542931079864,0.9883542931079864,0.0915157254865514,1
179,in,sks13,1,,1,1,1,1,1,"Suddenly, there arrived two inspectors from the INS.",0.527168734818697,0.527168734818697,0.9978691289216132,1
180,in,sks13,1,,1,1,1,1,1,I gave money to the charity.,0.9782816755771636,0.9782816755771636,0.1509827407153849,1
181,in,sks13,1,,0,1,1,0,1,I saw even the student.,0.7484543228149414,0.2515456759929657,0.8137187846320716,0
182,in,sks13,1,,1,1,1,1,1,Each of the boys fought with some of the other boys.,0.9323490262031556,0.9323490262031556,0.3570957527986788,1
183,in,sks13,0,*,0,0,0,0,0,Mary revealed himself to John.,0.9060091626644134,0.9060091626644134,0.4496522846408765,0
184,in,sks13,1,,1,1,0,1,1,Henry found that Bill is sad.,0.778000971376896,0.2219990301132202,0.763800910601355,0
185,in,sks13,1,,1,1,1,1,1,John considers himself proud of Mary.,0.859444014430046,0.859444014430046,0.5856930428096117,1
186,in,sks13,1,,1,1,1,1,1,Everyone hopes that he will sleep.,0.9057722115516662,0.9057722115516662,0.4504263657772366,1
187,in,sks13,1,,1,1,1,1,1,John convinced Bill that Mary should sleep.,0.9011598467826843,0.9011598467826843,0.4653081320515506,1
188,in,ad03,0,*,0,0,0,0,0,Anson demonized up the Khyber,0.8069614708423615,0.8069614708423615,0.7077847159601102,0
189,in,ad03,1,,1,1,1,1,1,The Peter we all like was at the party,0.7274690818786621,0.7274690818786621,0.84507294924989,1
190,in,ad03,0,*,0,0,0,0,0,What did you ask who Medea gave?,0.8469383323192596,0.8469383323192596,0.6174493851719377,0
191,in,ad03,1,,1,1,1,1,1,It's Anson that I like,0.7277096769213677,0.7277096769213677,0.8447319465111185,1
192,in,ad03,1,,1,1,1,1,1,Anson believed himself to be handsome.,0.9412102687358856,0.9412102687358856,0.3226217484395207,1
193,in,ad03,0,*,0,0,0,0,0,Anson thought that himself was happy.,0.8976383256912231,0.8976383256912231,0.4764375115785175,0
194,in,ad03,1,,0,0,0,1,0,I might be not going to the party but washing my hair,0.6091051369905471,0.3908948555588722,0.965374604714372,0
195,in,ad03,1,,1,0,1,1,1,Jason happens to appear to seem to be sick.,0.7436115291714668,0.2563884629309177,0.8212474671215102,0
196,in,ad03,0,*,0,0,0,0,0,He can will go,0.9141233277320862,0.9141233277320862,0.422554807114917,0
197,in,ad03,0,*,1,1,0,0,0,I inquired when could we leave.,0.6419366443157196,0.3580633506551385,0.9410638747205776,1
198,in,ad03,0,*,0,0,0,0,1,The bookcase ran,0.569444803595543,0.569444803595543,0.9860398877274056,0
199,in,ad03,0,*,0,0,0,0,0,Anson became a muscle bound.,0.6306339953094721,0.3693660069070756,0.9501840511678162,1
