sample_id,sentence_1,sentence_2,gold_label,agg_human_label,agg_human_confidence,num_trues,num_falses,false_machs,true_machs
31,The dogs ran around the dirt racetrack.,Dogs are humping each other.,contradiction,contradiction,0.6980552712384852,4,2,"[1, 2]","[0, 3, 4, 5]"
32,"A man is sitting in front of a harpsichord, and a woman is preparing to sing.",a boy covers his ears,contradiction,neutral,0.7379733879222109,3,3,"[1, 4, 5]","[0, 2, 3]"
33,Two people dressed in red and white wait at the horse track with a horse.,The people at the track are outdoors.,entailment,neutral,0.5475946775844421,3,3,"[0, 4, 5]","[1, 2, 3]"
34,A person is standing next to a wooden fence with flowering trees nearby.,The bare tree branches rattle in the wind.,contradiction,contradiction,0.5158648925281474,4,2,"[0, 4]","[1, 2, 3, 5]"
35,An old woman in a cowboy hat smokes a cigarette.,The old lady is ten feet tall.,contradiction,neutral,0.6653019447287615,4,2,"[1, 5]","[0, 2, 3, 4]"
36,Two soccer players are playing soccer.,Two people play a game.,entailment,entailment,0.9385875127942682,5,1,[0],"[1, 2, 3, 4, 5]"
37,A wielder works on wielding a beam into place while other workers set beams.,The wielder is working on a building.,neutral,neutral,0.5005117707267144,4,2,"[1, 3]","[0, 2, 4, 5]"
38,A man is popping balloons inside a cubicle using a handmade tool.,A man is popping balloons inside a cubicle using a handmade knife.,neutral,neutral,0.6274309109518935,5,1,[1],"[0, 2, 3, 4, 5]"
39,a man wearing a gray shirt waving in the middle of a plant nursery,The man does not have a way to get home.,neutral,neutral,0.8137154554759468,4,2,"[0, 2]","[1, 3, 4, 5]"
40,People were watching the tournament in the stadium.,The people are sitting outside on the grass.,contradiction,neutral,0.5649948822927329,2,4,"[0, 1, 4, 5]","[2, 3]"
41,Two soccer players on the field running into each other.,There are two people colliding and falling.,neutral,entailment,0.5568065506653019,3,3,"[0, 2, 5]","[1, 3, 4]"
42,Nine men wearing tuxedos sing.,Nine woman wearing dresses sing.,contradiction,neutral,0.4882292732855681,2,4,"[0, 1, 4, 5]","[2, 3]"
43,A man and woman walking away from a crowded street fair.,There are a group of men walking together.,contradiction,contradiction,0.5414534288638689,3,3,"[0, 1, 4]","[2, 3, 5]"
44,"A man on stilts in a purple, yellow and white costume.",A man is performing on stilts.,entailment,entailment,0.7389969293756398,3,3,"[0, 3, 4]","[1, 2, 5]"
45,A young woman with glasses sits at the end of a row of seats and speaks into a microphone.,A young woman wearing glasses,entailment,entailment,0.8628454452405322,6,0,[],"[0, 1, 2, 3, 4, 5]"
46,Two friends walk down the street with a stuffed animal.,Two friends are walking on the sidewalk.,entailment,neutral,0.5015353121801432,1,5,"[0, 1, 3, 4, 5]",[2]
47,Two men and one woman are dressed in costume hats.,the people are swingers,neutral,neutral,0.834186284544524,4,2,"[0, 1]","[2, 3, 4, 5]"
48,People judge a gray and white dog in a show.,A dog is being judged for first place in a show.,neutral,neutral,0.5363357215967247,5,1,[0],"[1, 2, 3, 4, 5]"
49,Eight people are sitting on a long boat on a sunny day.,Morning ride on boat,neutral,neutral,0.7993858751279427,3,3,"[0, 1, 2]","[3, 4, 5]"
50,A picture of two little boys holding books.,A picture of children with books.,entailment,entailment,0.9672466734902764,5,1,[4],"[0, 1, 2, 3, 5]"
51,"A woman in her early fifties walks by herself in the subway, another woman is not far behind.",back in the fifties a woman could walk by herself in the subway.,contradiction,neutral,0.6704196519959058,0,6,"[0, 1, 2, 3, 4, 5]",[]
52,"A man is standing in what appears to be a parking lot and shaving his face, while his dog looks at the ground near his feet.",A women is walking with a man,contradiction,contradiction,0.5721596724667349,4,2,"[1, 4]","[0, 2, 3, 5]"
53,A white dog with a life vest accompanies a man in a boat.,man eats carrot,contradiction,neutral,0.617195496417605,5,1,[5],"[0, 1, 2, 3, 4]"
54,A young girl in a pink shirt sitting on a dock viewing a body of water.,An old woman viewing a body of water.,contradiction,contradiction,0.6939611054247697,3,3,"[0, 1, 4]","[2, 3, 5]"
55,A bunch of happy children having fun swimming and one boy is showing off his talent with a back flip.,Kids are having fun,entailment,entailment,0.9437052200614124,6,0,[],"[0, 1, 2, 3, 4, 5]"
56,"Two cyclists, in yellow, are competing in a race.",A Mustang and a Corvette are competing in a drag race.,contradiction,contradiction,0.6888433981576254,6,0,[],"[0, 1, 2, 3, 4, 5]"
57,The backside of a woman leaning against the guard rail of a passenger boat looking out at the open ocean.,The woman is driving her car on the highway.,contradiction,contradiction,0.8607983623336745,5,1,[0],"[1, 2, 3, 4, 5]"
58,A police vehicle in an urban area.,A cop car in a suburban area,contradiction,contradiction,0.6141248720573184,4,2,"[0, 4]","[1, 2, 3, 5]"
59,6 men in work jumpsuits and 1 man in an orange jumpsuit are walking next to green and red loading docks.,All 7 men are best friends.,neutral,neutral,0.924257932446264,4,2,"[0, 4]","[1, 2, 3, 5]"
60,This man is walking past a wall that has art on it.,A man walks past a wall mural.,entailment,entailment,0.5844421699078812,1,5,"[0, 1, 2, 3, 4]",[5]
61,A black dog has just jumped into a swimming pool.,A dog jumped into a pool to cool off.,neutral,neutral,0.6693961105424769,5,1,[0],"[1, 2, 3, 4, 5]"
62,A ballerina in a black dress and tights dances in front of a concrete wall.,a man dancing,contradiction,contradiction,0.4974411463664278,4,2,"[0, 1]","[2, 3, 4, 5]"
63,there is a lady standing and six people laying on a gym floor.,There are seven people in the gym.,entailment,entailment,0.7922210849539406,3,3,"[0, 1, 4]","[2, 3, 5]"
64,A couple is back to back in formal attire.,Two people are facing away from each other.,entailment,entailment,0.8781985670419652,4,2,"[1, 3]","[0, 2, 4, 5]"
65,A biker pops a wheelie along side the colorful wall.,A person is riding a bike near a wall.,entailment,entailment,0.9273285568065508,6,0,[],"[0, 1, 2, 3, 4, 5]"
66,A street vendor selling cupcakes.,There is a person outside in this picture,entailment,entailment,0.4923234390992835,4,2,"[0, 4]","[1, 2, 3, 5]"
67,An infant napping in it's crib in pajamas.,A baby is sleeping in a crib with its blanket.,neutral,neutral,0.7512794268167861,4,2,"[1, 2]","[0, 3, 4, 5]"
68,A couple kissing in front of a black Mercedes Benz limousine,A couple kissing in front of a car,entailment,entailment,0.9611054247697032,3,3,"[0, 1, 4]","[2, 3, 5]"
69,A group of people in blue pants and shirts in motion.,There are people moving.,entailment,entailment,0.9355168884339816,5,1,[0],"[1, 2, 3, 4, 5]"
70,A father and children ride bikes in city street.,A woman and her daughters ride their bikes.,contradiction,contradiction,0.6008188331627431,5,1,[4],"[0, 1, 2, 3, 5]"
71,a poor looking person with white cream smeared around his eyes sitting on a backpack.,A dirty man with some product under his eyes is sitting on a pillow.,contradiction,contradiction,0.5670419651995906,3,3,"[1, 3, 4]","[0, 2, 5]"
72,A man sleeping on a chair with a newspaper on his chest.,the man is a farmer,neutral,neutral,0.8802456499488229,5,1,[0],"[1, 2, 3, 4, 5]"
73,A boy in a gray hoodie and black cap holds up an American flag.,A person is holding an American flag.,entailment,entailment,0.9795291709314228,5,1,[0],"[1, 2, 3, 4, 5]"
74,A young boy asleep in a stroller.,A young boy is taking his afternoon nap.,neutral,neutral,0.6438075742067554,6,0,[],"[0, 1, 2, 3, 4, 5]"
75,"Neck and neck to the finish line, every competitor has been training for this race.",The competitors have trained very hard and are all very close to the finish line.,entailment,entailment,0.8311156601842374,2,4,"[0, 1, 2, 3]","[4, 5]"
76,A football team wearing purple and white trying to stop the runner with the ball.,Lacrosse players celebrate a victory.,contradiction,contradiction,0.646878198567042,4,2,"[1, 4]","[0, 2, 3, 5]"
77,Many small sailboats sitting at a dock.,Many small sailboats docked.,entailment,entailment,0.9119754350051176,3,3,"[0, 1, 4]","[2, 3, 5]"
78,One biker is running with their bike while another is riding around them.,The people are part of a club,neutral,neutral,0.8659160696008188,6,0,[],"[0, 1, 2, 3, 4, 5]"
79,A person wearing an orange shirt with a backpack on looking across a segment of lush green trees.,A person is meditating and looking at the peaceful lush green trees.,neutral,neutral,0.7952917093142272,6,0,[],"[0, 1, 2, 3, 4, 5]"
80,Two men fight in a ring while spectators look on.,Boxers fight as the crowd screams.,neutral,neutral,0.5854657113613101,5,1,[1],"[0, 2, 3, 4, 5]"
81,Girls playing soccer competitively in the grass.,Nobody is playing soccer.,contradiction,contradiction,0.9631525076765608,5,1,[0],"[1, 2, 3, 4, 5]"
82,Two gray dogs running in green grass.,Two gray dogs are running.,entailment,entailment,0.977482088024565,6,0,[],"[0, 1, 2, 3, 4, 5]"
83,"Five men in red shirts, in a line, on a basketball court, four with hands on their hearts, and same four looking upward.",A team of basketball players are on the court.,entailment,entailment,0.5435005117707267,2,4,"[0, 1, 3, 4]","[2, 5]"
84,"A bride, a groom, 3 guys, and 3 women.",The unrelated people wander aimlessly.,contradiction,neutral,0.5312180143295804,3,3,"[0, 4, 5]","[1, 2, 3]"
85,"A group of asian women in sports attire, and one woman in the center is wearing a baseball cap.",Men are playing with a dog,contradiction,contradiction,0.6407369498464688,4,2,"[0, 1]","[2, 3, 4, 5]"
86,A snowboarder is jumping over a snow slope.,A girl jumps her green snowboard over a slope.,neutral,neutral,0.6949846468781986,4,2,"[0, 1]","[2, 3, 4, 5]"
87,a group of people on a dock lowering into the water a boat with teal and purple decorations.,The group was getting ready to go fishing on the boat.,neutral,neutral,0.8290685772773797,6,0,[],"[0, 1, 2, 3, 4, 5]"
88,A young girl in a bathing suit drinking a beverage in a green bottle.,The girl is drinking milk from a sippy cup.,contradiction,neutral,0.5547594677584442,2,4,"[0, 2, 4, 5]","[1, 3]"
89,Two people are sitting at a table outside of a building.,Two people are sitting eating lunch,neutral,neutral,0.8474923234390993,5,1,[1],"[0, 2, 3, 4, 5]"
