"sstb_id","zuco_id","content","control_id","sstb_label","mean_of_fixations","max_of_fixations","min_of_fixations","median_of_fixations","mean_of_trts","max_of_trts","min_of_trts","median_of_trts","mean_of_omissionRates","max_of_omissionRates","min_of_omissionRates","median_of_omissionRates","mean_of_pupilSizes","max_of_pupilSizes","min_of_pupilSizes","median_of_pupilSizes","mean_of_trts_per_fix","max_of_trts_per_fix","min_of_trts_per_fix","median_of_trts_per_fix","mean_of_trts_per_word","max_of_trts_per_word","min_of_trts_per_word","median_of_trts_per_word","zab_item_accuracy","zdm_item_accuracy","zgw_item_accuracy","zjm_item_accuracy","zjn_item_accuracy","zjs_item_accuracy","zkb_item_accuracy","zkh_item_accuracy","zkw_item_accuracy","zmg_item_accuracy","zph_item_accuracy","average_item_accuracy","item_difficulty_1PL_model","item_difficulty_4PL_model","number_of_words","number_of_characters"
"371","69","An intriguing and entertaining introduction to Johnson.","","1","10.636363636364","14","7","11","1381.7272727273","1951","905","1249","0.31168831168831","0.42857142857143","0","0.28571428571429","760.16865800866","1063.64","227.32","841.25","130.78879933198","177.36363636364","99","124.9","197.38961038961","278.71428571429","129.28571428571","178.42857142857","","","","","","","","","","","","","","","7","55"
"384","121","Celebrated at Sundance, this slight comedy of manners has winning performances and a glossy, glib charm that's hard to beat.","","1","23.909090909091","46","15","23","2870.1818181818","6230","1818","2559","0.26818181818182","0.55","0.1","0.25","763.81600118143","1254.0909090909","251.16666666667","803.91666666667","118.99135050801","146.90909090909","95.727272727273","121.2","143.50909090909","311.5","90.9","127.95","","","","","","","","","","","","","","","20","124"
"406","308","Often gruelling and heartbreaking to witness, but Seldahl and Wollter's sterling performances raise this far above the level of the usual maudlin disease movie.","","1","21.818181818182","33","11","21","2422.3636363636","3622","1151","2327","0.36363636363636","0.70833333333333","0.16666666666667","0.33333333333333","880.75634119278","1762.1285714286","385.32142857143","880.88095238095","110.42749708515","135.20833333333","92.25","107.68421052632","100.93181818182","150.91666666667","47.958333333333","96.958333333333","","","","","","","","","","","","","","","24","160"
"408","182","The stunning, dreamlike visuals will impress even those viewers who have little patience for Euro-film pretension.","24","1","20.818181818182","39","11","20","2511.7272727273","5472","1156","2253","0.24431818181818","0.4375","0.0625","0.25","751.69449998655","1067.5555555556","268.84090909091","767.38214285714","118.30796098275","140.30769230769","101.15384615385","116.4375","156.98295454545","342","72.25","140.8125","0","0","0","0","1","1","1","1","1","1","1","0.63636363636364","-1.037617683","0.21491833031178","16","114"
"456","153","An inspiring and heart-affecting film about the desperate attempts of Vietnamese refugees living in U.S. relocation camps to keep their hopes alive in 1975.","","1","27.454545454545","41","18","28","3087.7272727273","5023","1930","3253","0.30681818181818","0.5","0.16666666666667","0.33333333333333","702.71212891032","1038.5231481481","240.52604166667","671.68888888889","111.69436220947","122.51219512195","96.076923076923","113.5","128.6553030303","209.29166666667","80.416666666667","135.54166666667","","","","","","","","","","","","","","","24","156"
"478","109","Only an epic documentary could get it all down, and Spike Lee's Jim Brown: All American at long last gives its subject a movie worthy of his talents.","14","1","30.272727272727","42","18","31","3625.4545454545","6596","1942","3252","0.28896103896104","0.46428571428571","0.10714285714286","0.28571428571429","789.46588859918","1101.1388888889","262.57083333333","859.2","118.10724041761","169.12820512821","100.80769230769","109.18918918919","129.48051948052","235.57142857143","69.357142857143","116.14285714286","1","1","0","1","0","1","1","0","1","1","1","0.72727272727273","-2.260797977","0.38546946644783","28","149"
"677","312","Ford deserves to be remembered at Oscar time for crafting this wonderful portrait of a conflicted soldier.","","1","16.454545454545","22","11","18","1952.0909090909","2644","1204","2075","0.35294117647059","0.52941176470588","0.17647058823529","0.35294117647059","855.49902695789","1735.7916666667","372.22","815.77916666667","118.54000229568","133.83333333333","104.05555555556","120.38888888889","114.82887700535","155.52941176471","70.823529411765","122.05882352941","","","","","","","","","","","","","","","17","106"
"726","18","A work of astonishing delicacy and force.","3","1","13.363636363636","23","7","12","1734.2727272727","3150","722","1701","0.27272727272727","0.42857142857143","0.14285714285714","0.28571428571429","889.38004689755","1277.9583333333","303.47","971.04166666667","127.13982284733","142.41666666667","102.55555555556","132.5","247.75324675325","450","103.14285714286","243","1","1","0","1","1","1","1","1","1","1","1","0.90909090909091","-3.786943436","0.58807003498077","7","41"
"768","363","Not as distinctive or even as humorous as its needs to be to stand out, but it has clearly been made with affection and care.","","0","19.272727272727","29","5","19","2209.6363636364","3256","692","2279","0.41090909090909","0.84","0.28","0.36","843.22677448505","1622.1395833333","352.83333333333","882.875","115.86246619684","141.4","92.142857142857","111.47368421053","88.385454545455","130.24","27.68","91.16","","","","","","","","","","","","","","","25","125"
"793","342","So young, so smart, such talent, such a wise ***.","","1","11.454545454545","18","6","11","1360.2727272727","2187","781","1370","0.25454545454545","0.4","0.2","0.2","879.46117424242","1897.7857142857","367.21428571429","831.66666666667","118.43188705234","130.16666666667","101.22222222222","121.125","136.02727272727","218.7","78.1","137","","","","","","","","","","","","","","","10","49"
"840","225","``13 Conversations'' holds its goodwill close, but is relatively slow to come to the point.","","0","16.818181818182","24","11","17","2016.4545454545","3160","1208","1859","0.29090909090909","0.4","0.2","0.26666666666667","732.61819712274","1112.4444444444","210.70833333333","677.4","117.75938860448","143.63636363636","96.769230769231","115.25","134.4303030303","210.66666666667","80.533333333333","123.93333333333","","","","","","","","","","","","","","","15","91"
"882","17","The film often achieves a mesmerizing poetry.","2","1","10.090909090909","17","6","9","1280.8181818182","1954","809","1230","0.2987012987013","0.57142857142857","0","0.28571428571429","876.59689033189","1238.125","309.33333333333","912.9","127.46591725268","149.76923076923","114.94117647059","123.8","182.97402597403","279.14285714286","115.57142857143","175.71428571429","1","1","0","1","0","1","1","1","0","1","1","0.72727272727273","-2.343479156","0.33520552515983","7","45"
"884","324","It's neither as romantic nor as thrilling as it should be.","38","-1","8.8181818181818","13","6","8","1089","1475","701","1082","0.44628099173554","0.63636363636364","0.27272727272727","0.45454545454545","900.20418470418","1770.3888888889","361","978.54166666667","123.75298716435","140.4","102.1","126.5","99","134.09090909091","63.727272727273","98.363636363636","1","0","0","1","1","1","0","1","1","1","1","0.72727272727273","-1.666416049","0.31747287511826","11","58"
"904","386","A richly imagined and admirably mature work from a gifted director who definitely has something on his mind.","","1","16.181818181818","26","10","16","1947","3971","1008","1744","0.37373737373737","0.72222222222222","0.11111111111111","0.33333333333333","823.10094726402","1658.6666666667","319.83333333333","770.5","117.27271478521","152.73076923077","91.5","114.47619047619","108.16666666667","220.61111111111","56","96.888888888889","","","","","","","","","","","","","","","18","108"
"907","208","It never fails to engage us.","","1","7.9090909090909","16","5","7","1055.5454545455","2669","617","850","0.3030303030303","0.33333333333333","0.16666666666667","0.33333333333333","841.33472222222","1215.5","248.66666666667","860.7","129.77797619048","177.2","91","123.4","175.92424242424","444.83333333333","102.83333333333","141.66666666667","","","","","","","","","","","","","","","6","28"
"944","160","There is a refreshing absence of cynicism in Stuart Little 2 -- quite a rarity, even in the family film market.","","1","24.363636363636","35","16","26","2956.2727272727","4555","1869","2813","0.32467532467532","0.52380952380952","0.14285714285714","0.33333333333333","775.67188325874","1125.8833333333","266.32738095238","814.19444444444","120.32538436047","142.09677419355","94.653846153846","122.30434782609","140.77489177489","216.90476190476","89","133.95238095238","","","","","","","","","","","","","","","21","111"
"974","260","... a cute and sometimes side-splittingly funny blend of Legally Blonde and Drop Dead Gorgeous, starring Piper Perabo in what could be her breakthrough role.","","1","23.454545454545","33","15","22","2617.4545454545","3829","1486","2486","0.34181818181818","0.52","0.24","0.32","837.0396722043","1738.0208333333","377.11111111111","798.36458333333","110.15958723708","134.86363636364","93.2","113","104.69818181818","153.16","59.44","99.44","","","","","","","","","","","","","","","25","157"
"984","80","Novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty, no-budget approach.","","1","33.090909090909","62","18","30","4012.8181818182","8135","2148","3732","0.25","0.41666666666667","0.083333333333333","0.25","752.62845406963","1065.7380952381","226.95789473684","810.94166666667","120.53339602659","134.525","107.02857142857","119.33333333333","167.20075757576","338.95833333333","89.5","155.5","","","","","","","","","","","","","","","24","144"
"990","291","The way Coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining.","","1","23.090909090909","38","13","24","2619","5109","1270","2430","0.39636363636364","0.6","0.28","0.32","827.56987509915","1616.7","370.74242424242","869.07142857143","112.01175987755","134.44736842105","97.071428571429","112.60714285714","104.76","204.36","50.8","97.2","","","","","","","","","","","","","","","25","150"
"999","360","... a haunting vision, with images that seem more like disturbing hallucinations.","","-1","12.727272727273","25","6","10","1501.7272727273","3148","932","1083","0.40909090909091","0.83333333333333","0.16666666666667","0.33333333333333","884.08644781145","1728.5625","390.83333333333","885.5","118.64428266178","155.33333333333","99.142857142857","119.11111111111","125.14393939394","262.33333333333","77.666666666667","90.25","","","","","","","","","","","","","","","12","81"
"1029","230","Genuinely touching because it's realistic about all kinds of love.","","1","13.272727272727","22","7","12","1535.4545454545","2761","792","1323","0.20909090909091","0.3","0.1","0.2","738.39432419432","1169.5","193.35714285714","675.31111111111","118.01645021645","169.28571428571","99","109.66666666667","153.54545454545","276.1","79.2","132.3","","","","","","","","","","","","","","","10","66"
"1059","194","This is cool, slick stuff, ready to quench the thirst of an audience that misses the summer blockbusters.","","1","17.545454545455","26","13","16","2168.4545454545","3496","1371","2064","0.27272727272727","0.38888888888889","0.055555555555555","0.27777777777778","774.53741256515","1177.3636363636","243","811.57638888889","123.10182733933","158.61111111111","97.928571428571","127.5","120.4696969697","194.22222222222","76.166666666667","114.66666666667","","","","","","","","","","","","","","","18","105"
"1134","173","The film serves as a valuable time capsule to remind us of the devastating horror suffered by an entire people.","","0","20","24","15","20","2353.0909090909","3030","1697","2362","0.33181818181818","0.45","0.15","0.35","736.9471403819","1013.1615384615","198.39583333333","746.41666666667","118.07856398436","139.38095238095","102.69565217391","121.8","117.65454545455","151.5","84.85","118.1","","","","","","","","","","","","","","","20","111"
"1147","221","Not only is Undercover Brother as funny, if not more so, than both Austin Powers films, but it's also one of the smarter, savvier spoofs to come along in some time.","31","1","35.181818181818","70","17","33","4077.0909090909","8818","1876","3787","0.3108504398827","0.51612903225806","0.12903225806452","0.32258064516129","738.96244458564","1040.8761904762","217.13636363636","764.21739130435","115.32449573419","140.25925925926","104.48717948718","110.35294117647","131.51906158358","284.45161290323","60.516129032258","122.16129032258","1","1","1","1","0","1","1","0","1","1","1","0.81818181818182","-2.672314882","0.4139851629734","31","164"
"1151","286","The inhospitability of the land emphasizes the spare precision of the narratives and helps to give them an atavistic power, as if they were tales that had been handed down since the beginning of time.","","0","29.272727272727","50","14","26","3371","6110","1659","2803","0.41038961038961","0.62857142857143","0.22857142857143","0.4","829.14672808464","1717.9230769231","361.35","865.86666666667","114.80961780585","134.52631578947","91.192307692308","117.94594594595","96.314285714286","174.57142857143","47.4","80.085714285714","","","","","","","","","","","","","","","35","200"
"1175","9","Ultimately feels emp11111ty and unsatisfying, like swallowing a Communion wafer without the wine.","","-1","31.090909090909","50","19","29","3778.6363636364","6188","1931","3853","0.21678321678322","0.30769230769231","0.15384615384615","0.23076923076923","845.61698276867","1239.4675324675","302.38076923077","935.98333333333","120.12235021166","148.64864864865","101.63157894737","122.27272727273","290.66433566434","476","148.53846153846","296.38461538462","","","","","","","","","","","","","","","13","97"
"1183","60","One of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals... a psychological masterpiece.","","1","29.545454545455","63","16","24","3409.5454545455","7666","1696","2894","0.33712121212121","0.45833333333333","0.16666666666667","0.375","803.34204714897","1076.8823529412","264.91145833333","890.33333333333","113.52453700026","125.82608695652","92.25","118.05882352941","142.06439393939","319.41666666667","70.666666666667","120.58333333333","","","","","","","","","","","","","","","24","155"
"1211","40","Beautifully observed, miraculously unsentimental comedy-drama.","","1","14.727272727273","33","9","12","1867","5037","1067","1586","0.036363636363636","0.2","0","0","825.62810606061","1159.1875","296","927.74666666667","123.05635127764","152.63636363636","105.5","118.55555555556","373.4","1007.4","213.4","317.2","","","","","","","","","","","","","","","5","62"
"1228","282","The second coming of Harry Potter is a film far superior to its predecessor.","","1","13.818181818182","22","10","14","1572.0909090909","2276","899","1541","0.38961038961039","0.5","0.28571428571429","0.35714285714286","871.89571608947","1975.2142857143","380.11111111111","825.2037037037","113.96461530893","132.18181818182","89.9","115.4","112.29220779221","162.57142857143","64.214285714286","110.07142857143","","","","","","","","","","","","","","","14","76"
"1301","375","Warm Water Under a Red Bridge is a quirky and poignant Japanese film that explores the fascinating connections between women, water, nature, and sexuality.","","1","21.454545454545","29","16","22","2576.7272727273","3628","1686","2549","0.35984848484848","0.54166666666667","0.25","0.33333333333333","828.01271756628","1817.7954545455","316.19230769231","795.60714285714","118.63458873234","135.09090909091","105.375","122.13043478261","107.36363636364","151.16666666667","70.25","106.20833333333","","","","","","","","","","","","","","","24","155"
"1330","185","For the most part, it's a work of incendiary genius, steering clear of knee-jerk reactions and quick solutions.","","1","19","25","14","18","2213.2727272727","3329","1558","1833","0.31818181818182","0.44444444444444","0.16666666666667","0.27777777777778","751.56270320588","1117.6538461538","289.30555555556","724.02564102564","115.01296919302","133.16","98.722222222222","114.4375","122.9595959596","184.94444444444","86.555555555556","101.83333333333","","","","","","","","","","","","","","","18","111"
"1368","332","Griffiths proves she's that rare luminary who continually raises the standard of her profession.","","1","16.363636363636","23","11","16","1945.3636363636","2979","1148","1852","0.20779220779221","0.35714285714286","0.071428571428571","0.21428571428571","858.87382890678","1857.4358974359","361.45","872.35","117.69487657322","144.76470588235","92.5","115.73333333333","138.95454545455","212.78571428571","82","132.28571428571","","","","","","","","","","","","","","","14","96"
"1371","384","An important movie, a reminder of the power of film to move us and to make us examine our values.","","1","13.363636363636","16","8","14","1555.4545454545","2185","944","1600","0.45","0.8","0.3","0.45","846.33649759332","1794.3333333333","345.45454545455","841.95833333333","115.5097107438","141.71428571429","88.666666666667","117.09090909091","77.772727272727","109.25","47.2","80","","","","","","","","","","","","","","","20","97"
"1381","103","Creepy, authentic and dark.","","0","8.2727272727273","21","4","8","1096.5454545455","3100","486","865","0.13636363636364","0.5","0","0","779.67211399711","1107.7777777778","264.16666666667","853","130.83279220779","177.25","104.5","121.5","274.13636363636","775","121.5","216.25","","","","","","","","","","","","","","","4","27"
"1389","139","And I've decided to leave a light on every night from now on.","","0","11.545454545455","16","7","12","1263","1721","776","1226","0.34965034965035","0.61538461538462","0.15384615384615","0.30769230769231","733.40411419389","1109.5714285714","248.33333333333","712.58333333333","109.84775502275","126.77777777778","102.16666666667","106.1","97.153846153846","132.38461538462","59.692307692308","94.307692307692","","","","","","","","","","","","","","","13","61"
"1393","106","The film is a contrivance, as artificial as the video games Japanese teens play in a nightclub sequence, but it's an enjoyable one.","","0","27.636363636364","47","14","28","3274.7272727273","6497","1552","3115","0.30434782608696","0.52173913043478","0.17391304347826","0.30434782608696","825.6145262692","1213.3796296296","271.54358974359","821.77450980392","115.98719708172","138.23404255319","96.619047619048","112","142.37944664032","282.47826086957","67.478260869565","135.4347826087","","","","","","","","","","","","","","","23","131"
"1465","84","But it's too long and too convoluted and it ends in a muddle.","12","-1","10.818181818182","20","5","11","1279.2727272727","2098","666","1247","0.40559440559441","0.61538461538462","0.30769230769231","0.38461538461538","791.55478595479","1051.0833333333","270.27777777778","880.94444444444","120.09064672701","133.55555555556","98.454545454545","122","98.405594405594","161.38461538462","51.230769230769","95.923076923077","0","1","1","1","1","1","1","1","1","1","1","0.90909090909091","-4.107769489","0.73087334632874","13","61"
"1471","38","The movie is for fans who can't stop loving anime, and the fanatical excess built into it.","","0","19.181818181818","29","12","18","2400.8181818182","4079","1583","2317","0.28877005347594","0.41176470588235","0.11764705882353","0.29411764705882","816.12504414777","1192.45","300.65384615385","896.45833333333","127.70573455247","159.76923076923","91.269230769231","131.91666666667","141.22459893048","239.94117647059","93.117647058824","136.29411764706","","","","","","","","","","","","","","","17","90"
"1475","307","A strangely compelling and brilliantly acted psychological drama.","","1","11.272727272727","17","8","11","1333.8181818182","2151","764","1378","0.22727272727273","0.375","0.125","0.25","903.39466089466","1796.5","377.28571428571","861.86111111111","116.66654956749","138.28571428571","95.5","114.83333333333","166.72727272727","268.875","95.5","172.25","","","","","","","","","","","","","","","8","65"
"1489","159","For those who pride themselves on sophisticated, discerning taste, this might not seem like the proper cup of tea, however it is almost guaranteed that even the stuffiest cinema goers will laugh their 1*** off for an hour-and-a-half.","","1","44.909090909091","67","31","45","5189.4545454545","8702","3261","4670","0.26794258373206","0.42105263157895","0.15789473684211","0.26315789473684","808.41236725586","1203.6458333333","264.19404761905","873.98484848485","115.09522275175","140.375","101.90625","111.83673469388","136.56459330144","229","85.815789473684","122.89473684211","","","","","","","","","","","","","","","38","233"
"1523","262","Few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands.","","1","19.636363636364","28","14","19","2231.1818181818","3317","1352","2233","0.40559440559441","0.53846153846154","0.26923076923077","0.38461538461538","862.25001584673","1852.8333333333","365.33333333333","818.76041666667","112.8706437755","144.21739130435","96.571428571429","104.21739130435","85.814685314685","127.57692307692","52","85.884615384615","","","","","","","","","","","","","","","26","133"
"1527","198","While it regards 1967 as the key turning point of the 20th century, and returns again and again to images of dissidents in the streets, it's alarmingly current.","","0","31.636363636364","56","17","30","3629.0909090909","7436","2010","3256","0.2987012987013","0.46428571428571","0.035714285714286","0.28571428571429","744.54010000243","1211.0392156863","248.46428571429","712.17005012531","113.82273242021","132.78571428571","87.896551724138","113.94117647059","129.61038961039","265.57142857143","71.785714285714","116.28571428571","","","","","","","","","","","","","","","28","160"
"1531","67","Stephen Rea, Aidan Quinn, and Alan Bates play Desmond's legal eagles, and when joined by Brosnan, the sight of this grandiloquent quartet lolling in pretty Irish settings is a pleasant enough thing, `tis.","","1","42.909090909091","62","24","41","5093","8564","2556","4412","0.22314049586777","0.39393939393939","0.12121212121212","0.21212121212121","759.80619625385","1004.7083333333","214.25333333333","845.46604938272","116.66949182528","138.12903225806","105.9756097561","113.55882352941","154.33333333333","259.51515151515","77.454545454545","133.69696969697","","","","","","","","","","","","","","","33","204"
"1532","171","Director of photography Benoit Delhomme shot the movie in delicious colors, and the costumes and sets are grand.","","1","21.454545454545","31","13","22","2647","3660","1397","2732","0.27272727272727","0.5","0.055555555555555","0.27777777777778","734.20626791509","1054.3214285714","231.25","754.67948717949","123.00788385223","144.52","106.40909090909","128.375","147.05555555556","203.33333333333","77.611111111111","151.77777777778","","","","","","","","","","","","","","","18","112"
"1565","211","More romantic, more emotional and ultimately more satisfying than the teary-eyed original.","","1","16.818181818182","26","12","15","2041.2727272727","3207","1333","1809","0.20454545454545","0.33333333333333","0.083333333333333","0.16666666666667","756.82614182955","1120","230.13333333333","798.5","120.54970431529","150.75","96.733333333333","120.65384615385","170.10606060606","267.25","111.08333333333","150.75","","","","","","","","","","","","","","","12","90"
"1632","37","Featuring a dangerously seductive performance from the great Daniel Auteuil, ``Sade'' covers the same period as Kaufmann's ``Quills'' with more unsettlingly realistic results.","","1","33.272727272727","53","20","33","4037.8181818182","7301","1988","3745","0.1699604743083","0.26086956521739","0.043478260869565","0.17391304347826","786.67853132771","1204.5205882353","245.35789473684","871.63725490196","119.65839383092","141.41176470588","99.4","116.21212121212","175.55731225296","317.4347826087","86.434782608696","162.82608695652","","","","","","","","","","","","","","","23","175"
"1648","344","A thinly veiled look at different aspects of Chinese life clashing with each other.","","0","13.818181818182","24","10","13","1627","2916","1015","1485","0.32467532467532","0.5","0.14285714285714","0.28571428571429","872.53459049368","1786.05","369.25","839.61111111111","118.99650097377","166.63636363636","95.428571428571","104.76923076923","116.21428571429","208.28571428571","72.5","106.07142857143","","","","","","","","","","","","","","","14","83"
"1656","226","Not the kind of film that will appeal to a mainstream American audience, but there is a certain charm about the film that makes it a suitable entry into the fest circuit.","","1","28.818181818182","47","20","26","3344.7272727273","5878","1965","3109","0.36363636363636","0.59375","0.21875","0.34375","738.71013984389","1097.7380952381","209.23529411765","731.55666666667","114.63430808328","143.36585365854","96.08","113.07692307692","104.52272727273","183.6875","61.40625","97.15625","","","","","","","","","","","","","","","32","170"
"1685","351","Shamelessly resorting to pee-related sight gags that might even cause Tom Green a grimace; still, Myer's energy and the silliness of it all eventually prevail.","","0","26.636363636364","35","18","26","3136.2727272727","4034","2019","3267","0.31636363636364","0.48","0.2","0.32","831.37408586211","1741.2678571429","336.55208333333","784.57678571429","117.42570894552","151.03846153846","99.8","112.6","125.45090909091","161.36","80.76","130.68","","","","","","","","","","","","","","","25","159"
"1688","24","This version moves beyond the original's nostalgia for the communal film experiences of yesteryear to a deeper realization of cinema's inability to stand in for true, lived experience.","","0","47","82","22","39","5545.5454545455","9937","2561","4483","0.27272727272727","0.53571428571429","0.071428571428571","0.25","818.88891255651","1209.6666666667","282.18115942029","905.20588235294","117.27417480297","135.79710144928","96.0625","112.921875","198.05519480519","354.89285714286","91.464285714286","160.10714285714","","","","","","","","","","","","","","","28","184"
"1691","158","Allen's funniest and most likeable movie in years.","20","1","8.8181818181818","13","4","9","1133","2019","409","976","0.29545454545455","0.625","0.125","0.25","835.71746031746","1279.5","250.66666666667","884.8","126.75956619138","157.85714285714","88.636363636364","127.85714285714","141.625","252.375","51.125","122","1","1","1","1","1","1","1","1","0","1","1","0.90909090909091","-3.104091406","0.66745853424072","8","50"
