sample_id,content,pred_label,three_way_labels,prompt_text,confidence,logprobs
10.0,"If no one singles out any of these performances as award-worthy, it's only because we would expect nothing less from this bunch.",1.0,1.0,"If no one singles out any of these performances as award-worthy, it's only because we would expect nothing less from this bunch.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.934692402596354,"{
  "" Neutral"": -2.7335207,
  "" Positive"": -0.067537785,
  "" positive"": -8.531553
}"
11.0,This is such a dazzlingly self-assured directorial debut that it's hard to know what to praise first.,1.0,1.0,"This is such a dazzlingly self-assured directorial debut that it's hard to know what to praise first.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9997281916265911,"{
  "" Positive"": -0.00027184532,
  "" positive"": -8.33583,
  ""positive"": -11.33035
}"
12.0,"A bowel-curdling, heart-stopping recipe for terror.",1.0,1.0,"A bowel-curdling, heart-stopping recipe for terror.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.954772621041827,"{
  "" Negative"": -3.322527,
  "" Neutral"": -4.750723,
  "" Positive"": -0.04628206
}"
13.0,A refreshingly honest and ultimately touching tale of the sort of people usually ignored in contemporary American film.,1.0,1.0,"A refreshingly honest and ultimately touching tale of the sort of people usually ignored in contemporary American film.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9996713283243731,"{
  "" Positive"": -0.0003287257,
  "" positive"": -8.058176,
  ""positive"": -11.919742
}"
14.0,"A stunning piece of visual poetry that will, hopefully, be remembered as one of the most important stories to be told in Australia's film history.",1.0,1.0,"A stunning piece of visual poetry that will, hopefully, be remembered as one of the most important stories to be told in Australia's film history.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9999156472278952,"{
  "" Positive"": -8.435633e-05,
  "" positive"": -9.542852,
  ""positive"": -12.33727
}"
15.0,"An endlessly fascinating, landmark movie that is as bold as anything the cinema has seen in years.",1.0,1.0,"An endlessly fascinating, landmark movie that is as bold as anything the cinema has seen in years.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9996178629929525,"{
  "" "": -11.189996,
  "" Positive"": -0.00038221004,
  "" positive"": -7.9689035
}"
16.0,An excellent romp that boasts both a heart and a mind.,1.0,1.0,"An excellent romp that boasts both a heart and a mind.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9997112621627952,"{
  "" "": -11.51618,
  "" Positive"": -0.00028877953,
  "" positive"": -8.25872
}"
17.0,An incredibly clever and superbly paced caper filled with scams within scams within scams.,1.0,1.0,"An incredibly clever and superbly paced caper filled with scams within scams within scams.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9999117136734672,"{
  "" "": -11.863624,
  "" Positive"": -8.8290224e-05,
  "" positive"": -9.511778
}"
18.0,Both deeply weird and charmingly dear.,1.0,1.0,"Both deeply weird and charmingly dear.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9328482908003336,"{
  "" Neutral"": -2.7028725,
  "" Positive"": -0.069512695,
  "" positive"": -9.498441
}"
19.0,"Compelling as it is exotic, Fast Runner has a plot that rivals Shakespeare for intrigue, treachery and murder.",1.0,1.0,"Compelling as it is exotic, Fast Runner has a plot that rivals Shakespeare for intrigue, treachery and murder.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.999721633201229,"{
  "" Positive"": -0.00027840555,
  "" positive"": -8.258872,
  ""positive"": -12.013309
}"
20.0,"Dazzling and sugar-sweet, a blast of shallow magnificence that only sex, scandal, and a chorus line of dangerous damsels can deliver.",1.0,1.0,"Dazzling and sugar-sweet, a blast of shallow magnificence that only sex, scandal, and a chorus line of dangerous damsels can deliver.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9992809753821785,"{
  "" Neutral"": -7.32691,
  "" Positive"": -0.00071928324,
  "" positive"": -9.873512
}"
21.0,"Despite what anyone believes about the goal of its makers, the show... represents a spectacular piece of theater, and there's no denying the talent of the creative forces behind it.",1.0,1.0,"Despite what anyone believes about the goal of its makers, the show... represents a spectacular piece of theater, and there's no denying the talent of the creative forces behind it.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9997598986389465,"{
  ""\n"": -12.195258,
  "" Positive"": -0.00024013019,
  "" positive"": -8.429549
}"
22.0,Do we really need a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman does n't work ?,-1.0,-1.0,"Do we really need a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman does n't work ?

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9964555242372354,"{
  "" Negative"": -0.0035507723,
  "" Neutral"": -5.7118196,
  "" negative"": -8.712543
}"
23.0,"Even when foreign directors... borrow stuff from Hollywood, they invariably shake up the formula and make it more interesting.",1.0,1.0,"Even when foreign directors... borrow stuff from Hollywood, they invariably shake up the formula and make it more interesting.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9996004569186037,"{
  ""\n"": -10.691728,
  "" Positive"": -0.00039962292,
  "" positive"": -7.9623876
}"
24.0,Ferrara directs the entire film with the kind of detachment that makes any given frame look like a family's custom-made Christmas card.,1.0,0.0,"Ferrara directs the entire film with the kind of detachment that makes any given frame look like a family's custom-made Christmas card.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9991251109088299,"{
  "" Neutral"": -7.332229,
  "" Positive"": -0.00087527203,
  "" positive"": -8.536944
}"
25.0,"From the big giant titles of the opening credits to Elmer Bernstein's perfectly melodic score, Haynes gets just about everything right.",1.0,1.0,"From the big giant titles of the opening credits to Elmer Bernstein's perfectly melodic score, Haynes gets just about everything right.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9998416191535707,"{
  "" "": -10.971877,
  "" Positive"": -0.00015839339,
  "" positive"": -9.1293
}"
26.0,"Greengrass has delivered an undoubted stylistic tour-de-force, and has managed elements such as sound and cinematography with skill",1.0,1.0,"Greengrass has delivered an undoubted stylistic tour-de-force, and has managed elements such as sound and cinematography with skill

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9997001761961429,"{
  "" "": -10.878498,
  "" Positive"": -0.00029986876,
  "" positive"": -8.24972
}"
27.0,"Its direction, its script, and Weaver's performance as a vaguely discontented woman of substance make for a mildly entertaining 77 minutes, if that's what you're in the mood for.",0.0,1.0,"Its direction, its script, and Weaver's performance as a vaguely discontented woman of substance make for a mildly entertaining 77 minutes, if that's what you're in the mood for.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.5838818956978107,"{
  "" Neutral"": -0.53805655,
  "" Positive"": -0.8776791,
  "" neutral"": -8.370195
}"
28.0,One scarcely needs the subtitles to enjoy this colorful action farce.,1.0,1.0,"One scarcely needs the subtitles to enjoy this colorful action farce.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9973038838670668,"{
  "" Neutral"": -6.0714254,
  "" Positive"": -0.0026997572,
  "" positive"": -7.935614
}"
29.0,"Ranging from funny to shattering and featuring some of the year's best acting, Personal Velocity gathers plenty of dramatic momentum.",1.0,1.0,"Ranging from funny to shattering and featuring some of the year's best acting, Personal Velocity gathers plenty of dramatic momentum.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9996991036783812,"{
  "" Positive"": -0.0003009416,
  "" positive"": -8.143838,
  ""positive"": -12.335612
}"
30.0,Several degrees shy of the gross-out contests one expects from current teen fare.,1.0,0.0,"Several degrees shy of the gross-out contests one expects from current teen fare.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.889695570845465,"{
  "" Neutral"": -2.2069008,
  "" Positive"": -0.11687593,
  "" positive"": -9.174232
}"
31.0,Skip work to see it at the first opportunity.,1.0,1.0,"Skip work to see it at the first opportunity.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9946487733975317,"{
  "" Neutral"": -5.251272,
  "" Positive"": -0.0053655957,
  "" positive"": -9.263712
}"
32.0,"Sound the trumpets : For the first time since Desperately Seeking Susan, Madonna does n't suck as an actress.",1.0,1.0,"Sound the trumpets : For the first time since Desperately Seeking Susan, Madonna does n't suck as an actress.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9999648802897115,"{
  "" Positive"": -3.5120327e-05,
  "" positive"": -10.46209,
  ""Pos"": -13.14237
}"
33.0,"Still, it gets the job done -- a sleepy afternoon rental.",0.0,-1.0,"Still, it gets the job done -- a sleepy afternoon rental.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9993351580054445,"{
  "" Neutral"": -0.0006650631,
  "" Positive"": -9.640269,
  "" neutral"": -7.4491
}"
34.0,"The 3D images only enhance the film's otherworldly quality, giving it a strange combo of you-are-there closeness with the disorienting unreality of the seemingly broken-down fourth wall of the movie screen.",1.0,1.0,"The 3D images only enhance the film's otherworldly quality, giving it a strange combo of you-are-there closeness with the disorienting unreality of the seemingly broken-down fourth wall of the movie screen.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9997149575323258,"{
  "" Neutral"": -8.957397,
  "" Positive"": -0.0002850831,
  "" positive"": -8.965915
}"
35.0,"The best thing the film does is to show us not only what that mind looks like, but how the creative process itself operates.",1.0,1.0,"The best thing the film does is to show us not only what that mind looks like, but how the creative process itself operates.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9994867330665621,"{
  "" Neutral"": -8.186636,
  "" Positive"": -0.0005133987,
  "" positive"": -8.56797
}"
36.0,"The film delivers not just the full assault of Reno's immense wit and insight, but a time travel back to what it felt like during those unforgettably uncertain days.",1.0,1.0,"The film delivers not just the full assault of Reno's immense wit and insight, but a time travel back to what it felt like during those unforgettably uncertain days.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9996376489649994,"{
  ""\n"": -10.724367,
  "" Positive"": -0.0003624167,
  "" positive"": -8.08701
}"
37.0,The way Coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining.,1.0,1.0,"The way Coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9997460738447048,"{
  ""\n"": -12.311455,
  "" Positive"": -0.0002539584,
  "" positive"": -8.358948
}"
38.0,Two generations within one family test boundaries in this intelligent and restrained coming-of-age drama.,1.0,1.0,"Two generations within one family test boundaries in this intelligent and restrained coming-of-age drama.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.999365079647285,"{
  "" Neutral"": -7.5994577,
  "" Positive"": -0.000635122,
  "" positive"": -9.364297
}"
39.0,Vividly conveys both the pitfalls and the pleasures of over-the-top love.,1.0,1.0,"Vividly conveys both the pitfalls and the pleasures of over-the-top love.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9777108226812198,"{
  "" Neutral"": -3.8115752,
  "" Positive"": -0.022541335,
  "" positive"": -8.89813
}"
40.0,What might have been a predictably heartwarming tale is suffused with complexity.,0.0,1.0,"What might have been a predictably heartwarming tale is suffused with complexity.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9985834822097578,"{
  "" Neutral"": -0.001417522,
  "" Positive"": -7.466339,
  "" neutral"": -7.112306
}"
41.0,"You wo n't believe much of it, but you will laugh at the audacity, at the who's who casting and the sheer insanity of it all.",0.0,0.0,"You wo n't believe much of it, but you will laugh at the audacity, at the who's who casting and the sheer insanity of it all.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9913320942964595,"{
  "" Neutral"": -0.0087056905,
  "" Positive"": -4.7800107,
  "" neutral"": -8.337343
}"
42.0,has a plot full of twists upon knots... and a nonstop parade of mock-Tarantino scuzbag types that starts out clever but veers into overkill.,-1.0,-1.0,"has a plot full of twists upon knots... and a nonstop parade of mock-Tarantino scuzbag types that starts out clever but veers into overkill.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.6901443088481817,"{
  "" Negative"": -0.37085456,
  "" Neutral"": -1.1741515,
  "" negative"": -8.260328
}"
43.0,"A frantic search for laughs, with a hit-to-miss ratio that does n't exactly favour the audience.",-1.0,-1.0,"A frantic search for laughs, with a hit-to-miss ratio that does n't exactly favour the audience.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9984631994891505,"{
  "" Negative"": -0.0015379826,
  "" Neutral"": -7.021609,
  "" negative"": -7.9583592
}"
44.0,"After seeing SWEPT AWAY, I feel sorry for Madonna.",0.0,-1.0,"After seeing SWEPT AWAY, I feel sorry for Madonna.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9842115255910505,"{
  "" Negative"": -4.2299876,
  "" Neutral"": -0.01591444,
  "" neutral"": -6.9504733
}"
45.0,"All ends well, sort of, but the frenzied comic moments never click.",0.0,-1.0,"All ends well, sort of, but the frenzied comic moments never click.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9846082713226454,"{
  "" Negative"": -4.1932454,
  "" Neutral"": -0.015511411,
  "" neutral"": -8.199085
}"
46.0,An Afterschool Special without the courage of its convictions.,-1.0,-1.0,"An Afterschool Special without the courage of its convictions.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.5184235275704899,"{
  "" Negative"": -0.65696275,
  "" Neutral"": -0.73247653,
  "" neutral"": -7.780984
}"
47.0,Aspires for the piquant but only really achieves a sort of ridiculous sourness.,-1.0,-1.0,"Aspires for the piquant but only really achieves a sort of ridiculous sourness.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9989840871891869,"{
  "" Negative"": -0.0010164292,
  "" Neutral"": -7.280057,
  "" negative"": -8.464789
}"
48.0,Audiences can be expected to suspend their disbelief only so far -- and that does not include the 5 o'clock shadow on the tall wooden kid as he skips off to school.,-1.0,-1.0,"Audiences can be expected to suspend their disbelief only so far -- and that does not include the 5 o'clock shadow on the tall wooden kid as he skips off to school.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9995542638199008,"{
  "" Negative"": -0.00044583555,
  "" negative"": -8.064641,
  ""Neg"": -9.742389
}"
49.0,"Credit must be given to Harland Williams, Michael Rosenbaum and Barry Watson, who inject far more good-natured spirit and talent into this project than it deserves",1.0,1.0,"Credit must be given to Harland Williams, Michael Rosenbaum and Barry Watson, who inject far more good-natured spirit and talent into this project than it deserves

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9992668532335194,"{
  ""\n"": -10.927437,
  "" Positive"": -0.00073341565,
  "" positive"": -7.2725224
}"
50.0,Creepy but ultimately unsatisfying thriller.,-1.0,-1.0,"Creepy but ultimately unsatisfying thriller.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9193991225342614,"{
  "" Negative"": -0.08403495,
  "" Neutral"": -2.5275831,
  "" negative"": -7.852452
}"
51.0,"Helmer DeVito... attempts to do too many things in this story about ethics, payola, vice, murder, kids' TV and revenge.",0.0,-1.0,"Helmer DeVito... attempts to do too many things in this story about ethics, payola, vice, murder, kids' TV and revenge.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9916380452696377,"{
  "" Negative"": -4.825215,
  "" Neutral"": -0.008397112,
  "" neutral"": -8.278351
}"
52.0,I loved looking at this movie.,1.0,1.0,"I loved looking at this movie.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9995653509872624,"{
  "" Neutral"": -10.89092,
  "" Positive"": -0.0004347435,
  "" positive"": -7.845653
}"
53.0,I was perplexed to watch it unfold with an astonishing lack of passion or uniqueness.,-1.0,-1.0,"I was perplexed to watch it unfold with an astonishing lack of passion or uniqueness.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.8132978803879531,"{
  "" Negative"": -0.20665784,
  "" Neutral"": -1.6817557,
  "" negative"": -7.8456054
}"
54.0,"It's a flashy, star-splashed reduction.",1.0,0.0,"It's a flashy, star-splashed reduction.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.775935655815746,"{
  "" Neutral"": -1.4979236,
  "" Positive"": -0.25368568,
  "" neutral"": -8.309276
}"
55.0,It's a worse sign when you begin to envy her condition.,-1.0,0.0,"It's a worse sign when you begin to envy her condition.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.8498135725203367,"{
  "" Negative"": -0.16273828,
  "" Neutral"": -1.9002299,
  "" negative"": -8.206012
}"
56.0,It's hard not to feel you've just watched a feature-length video game with some really heavy back story.,0.0,-1.0,"It's hard not to feel you've just watched a feature-length video game with some really heavy back story.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9876147810369849,"{
  "" Neutral"": -0.012462555,
  "" Positive"": -4.435623,
  "" neutral"": -7.7805495
}"
57.0,All this turns out to be neither funny nor provocative - only dull.,-1.0,-1.0,"All this turns out to be neither funny nor provocative - only dull.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.997041322239447,"{
  "" Negative"": -0.0029630633,
  "" Neutral"": -6.5850134,
  "" negative"": -6.588282
}"
58.0,"Literally nothing in The Pool is new, but if you grew up on the stalker flicks of the 1980's this one should appease you for 90 minutes.",0.0,0.0,"Literally nothing in The Pool is new, but if you grew up on the stalker flicks of the 1980's this one should appease you for 90 minutes.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9966119260196316,"{
  "" Negative"": -5.994486,
  "" Neutral"": -0.0033938265,
  "" Positive"": -7.7502007
}"
59.0,"Maybe it's asking too much, but if a movie is truly going to inspire me, I want a little more than this.",-1.0,-1.0,"Maybe it's asking too much, but if a movie is truly going to inspire me, I want a little more than this.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9988134381219064,"{
  "" Negative"": -0.0011872664,
  "" Neutral"": -7.9521184,
  "" negative"": -7.5710135
}"
60.0,"Meandering, sub-aquatic mess : It's so bad it's good, but only if you slide in on a freebie.",0.0,-1.0,"Meandering, sub-aquatic mess : It's so bad it's good, but only if you slide in on a freebie.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.7309594446838846,"{
  "" Neutral"": -0.3133973,
  "" Positive"": -1.3139312,
  "" neutral"": -8.886842
}"
61.0,Morrissette's script and direction show a fair amount of intelligence and wit -- but it does n't signify a whole lot either.,0.0,0.0,"Morrissette's script and direction show a fair amount of intelligence and wit -- but it does n't signify a whole lot either.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9991972334895824,"{
  "" Neutral"": -0.0008030889,
  "" Positive"": -7.470415,
  "" neutral"": -8.533861
}"
62.0,"Opens at a funeral, ends on the protagonist's death bed and does n't get much livelier in the three hours in between.",-1.0,-1.0,"Opens at a funeral, ends on the protagonist's death bed and does n't get much livelier in the three hours in between.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9958633456235145,"{
  "" Negative"": -0.004145234,
  "" Neutral"": -5.5649643,
  "" negative"": -8.348198
}"
63.0,"Part comedy, part drama, the movie winds up accomplishing neither in full, and leaves us feeling touched and amused by several moments and ideas, but nevertheless dissatisfied with the movie as a whole.",0.0,0.0,"Part comedy, part drama, the movie winds up accomplishing neither in full, and leaves us feeling touched and amused by several moments and ideas, but nevertheless dissatisfied with the movie as a whole.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.6473438000204874,"{
  "" Negative"": -1.0435376,
  "" Neutral"": -0.43487775,
  "" neutral"": -8.512993
}"
64.0,"Plays as hollow catharsis, with lots of tears but very little in the way of insights.",0.0,-1.0,"Plays as hollow catharsis, with lots of tears but very little in the way of insights.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.6193162698676211,"{
  "" Negative"": -0.96809566,
  "" Neutral"": -0.4791392,
  "" neutral"": -7.542936
}"
65.0,"Splashes its drama all over the screen, subjecting its audience and characters to action that feels not only manufactured, but also so false you can see the filmmakers' puppet strings.",-1.0,-1.0,"Splashes its drama all over the screen, subjecting its audience and characters to action that feels not only manufactured, but also so false you can see the filmmakers' puppet strings.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9997286683370956,"{
  "" Negative"": -0.00027136848,
  "" negative"": -8.488613,
  ""Neg"": -9.961918
}"
66.0,"The Irwins emerge unscathed, but the fictional footage is unconvincing and criminally badly acted.",-1.0,-1.0,"The Irwins emerge unscathed, but the fictional footage is unconvincing and criminally badly acted.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9985885503333662,"{
  "" Negative"": -0.0014124467,
  "" Neutral"": -6.8129067,
  "" negative"": -8.541992
}"
67.0,The average local news columnist has a bigger rant on the war between modern landscape architecture and small-town America.,0.0,0.0,"The average local news columnist has a bigger rant on the war between modern landscape architecture and small-town America.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9984814992906752,"{
  "" Negative"": -6.6862054,
  "" Neutral"": -0.0015196548,
  "" neutral"": -8.705365
}"
68.0,The problem with this film is that it's forced to make its characters idiots in order to advance the plot.,-1.0,-1.0,"The problem with this film is that it's forced to make its characters idiots in order to advance the plot.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9994577055947925,"{
  "" Negative"": -0.0005424415,
  "" negative"": -7.6337857,
  ""Neg"": -9.944691
}"
69.0,"The rest of the plot is impossible to explain without blowing whatever tension there is, although it's more comedy than suspense De Palma creates.",0.0,0.0,"The rest of the plot is impossible to explain without blowing whatever tension there is, although it's more comedy than suspense De Palma creates.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.8905551381297362,"{
  "" Neutral"": -0.11591026,
  "" Positive"": -2.2169425,
  "" neutral"": -7.9867096
}"
70.0,"The stupidest, most insulting movie of 2002's first quarter.",-1.0,-1.0,"The stupidest, most insulting movie of 2002's first quarter.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9995197524757767,"{
  "" Negative"": -0.00048036288,
  "" negative"": -7.8407087,
  ""Neg"": -9.47964
}"
71.0,"There's no mistaking the fact that this hybrid misses the impact of the Disney classic, and even that of the excellent 1934 MGM version.",-1.0,0.0,"There's no mistaking the fact that this hybrid misses the impact of the Disney classic, and even that of the excellent 1934 MGM version.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9993743204191533,"{
  "" Negative"": -0.0006258754,
  "" Neutral"": -9.018747,
  "" negative"": -7.7611213
}"
72.0,This film's relationship to actual tension is the same as what Christmas-tree flocking in a spray can is to actual snow : a poor -- if durable -- imitation.,-1.0,-1.0,"This film's relationship to actual tension is the same as what Christmas-tree flocking in a spray can is to actual snow : a poor -- if durable -- imitation.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9970059180304021,"{
  "" Negative"": -0.0029985732,
  "" Neutral"": -6.216547,
  "" negative"": -7.15543
}"
73.0,This ill-fitting Tuxedo is strictly off-the-rack.,0.0,0.0,"This ill-fitting Tuxedo is strictly off-the-rack.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.935174847034726,"{
  "" Negative"": -2.752931,
  "" Neutral"": -0.067021765,
  "" neutral"": -6.9546213
}"
74.0,This one does.,0.0,0.0,"This one does.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9569945025572179,"{
  "" Neutral"": -0.043957632,
  "" Positive"": -3.1535919,
  "" neutral"": -8.314504
}"
75.0,This time Kaufman's imagination has failed him.,-1.0,-1.0,"This time Kaufman's imagination has failed him.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9946590256931358,"{
  "" Negative"": -0.0053552883,
  "" Neutral"": -5.3373137,
  "" negative"": -7.7936893
}"
