sample_id,confidence,pred_label,gold_label
283,0.5,1,0
284,0.5,1,1
285,0.5,1,1
286,0.5,1,0
287,0.5,0,0
288,0.5,0,0
289,0.5,0,0
290,0.5,1,0
291,0.5,1,0
292,0.5,0,1
293,0.5,0,1
294,0.5,1,0
295,0.5,1,1
296,0.5,1,0
297,0.5,0,0
298,0.5,0,1
299,0.5,0,1
300,0.5,0,1
301,0.5,1,0
302,0.5,1,0
303,0.5,1,1
304,0.5,1,0
305,0.5,1,0
306,0.5,1,0
307,0.5,0,0
308,0.5,1,0
309,0.5,0,0
310,0.5,1,0
311,0.5,1,0
312,0.5,0,0
313,0.5,1,0
314,0.5,0,0
315,0.5,1,1
316,0.5,1,1
317,0.5,0,1
318,0.5,0,1
319,0.5,1,0
320,0.5,1,0
321,0.5,0,1
322,0.5,1,1
323,0.5,0,1
324,0.5,0,0
325,0.5,1,0
326,0.5,0,0
327,0.5,0,0
328,0.5,0,1
329,0.5,0,1
330,0.5,1,1
331,0.5,1,0
332,0.5,1,0
333,0.5,0,0
334,0.5,0,1
335,0.5,1,1
336,0.5,0,1
337,0.5,1,0
338,0.5,0,0
339,0.5,1,1
340,0.5,1,0
341,0.5,1,1
342,0.5,1,0
343,0.5,1,0
344,0.5,0,0
345,0.5,0,0
346,0.5,1,1
347,0.5,1,0
348,0.5,0,0
349,0.5,0,0
350,0.5,1,0
351,0.5,0,0
352,0.5,0,0
353,0.5,1,0
354,0.5,1,0
355,0.5,1,1
356,0.5,1,0
357,0.5,0,1
358,0.5,1,1
359,0.5,1,0
360,0.5,0,1
361,0.5,1,1
362,0.5,0,1
363,0.5,0,0
364,0.5,1,1
365,0.5,0,1
366,0.5,0,0
367,0.5,1,0
368,0.5,0,1
369,0.5,0,0
370,0.5,1,0
371,0.5,1,0
372,0.5,1,1
373,0.5,0,0
374,0.5,0,1
375,0.5,1,1
376,0.5,1,1
377,0.5,0,0
378,0.5,1,0
379,0.5,1,1
380,0.5,1,0
381,0.5,0,0
382,0.5,0,1
383,0.5,1,1
384,0.5,1,0
385,0.5,1,0
386,0.5,1,0
387,0.5,1,1
388,0.5,1,1
389,0.5,0,1
390,0.5,0,1
391,0.5,1,1
392,0.5,0,0
393,0.5,1,0
394,0.5,0,0
395,0.5,1,0
396,0.5,0,0
397,0.5,1,1
398,0.5,1,1
399,0.5,1,1
400,0.5,1,0
401,0.5,0,0
402,0.5,1,1
403,0.5,1,1
404,0.5,1,0
405,0.5,1,1
406,0.5,0,0
407,0.5,0,1
408,0.5,0,0
409,0.5,1,1
410,0.5,0,1
411,0.5,0,0
412,0.5,0,0
413,0.5,1,1
414,0.5,1,0
415,0.5,1,1
416,0.5,0,0
417,0.5,1,0
418,0.5,0,0
419,0.5,0,0
420,0.5,0,1
421,0.5,1,0
422,0.5,1,1
423,0.5,1,1
424,0.5,0,1
425,0.5,0,0
426,0.5,0,1
427,0.5,1,0
428,0.5,1,1
429,0.5,1,1
430,0.5,1,0
431,0.5,0,0
432,0.5,0,1
433,0.5,1,0
434,0.5,1,0
435,0.5,1,1
436,0.5,0,1
437,0.5,1,0
438,0.5,1,0
439,0.5,1,1
440,0.5,1,1
441,0.5,1,0
442,0.5,1,0
443,0.5,0,1
444,0.5,0,0
445,0.5,1,1
446,0.5,0,0
447,0.5,0,1
448,0.5,0,1
449,0.5,1,1
450,0.5,1,0
451,0.5,1,0
452,0.5,0,1
453,0.5,1,0
454,0.5,1,0
455,0.5,1,1
456,0.5,0,1
457,0.5,0,1
458,0.5,0,0
459,0.5,1,0
460,0.5,0,0
461,0.5,1,1
462,0.5,0,1
463,0.5,0,1
464,0.5,0,0
465,0.5,0,1
466,0.5,1,1
467,0.5,0,0
468,0.5,1,1
469,0.5,1,1
470,0.5,1,0
471,0.5,0,0
472,0.5,1,0
473,0.5,0,1
474,0.5,1,0
475,0.5,1,0
476,0.5,1,1
477,0.5,0,0
478,0.5,1,1
479,0.5,1,0
480,0.5,0,0
481,0.5,0,0
482,0.5,1,0
483,0.5,1,0
484,0.5,1,0
485,0.5,0,1
486,0.5,1,1
487,0.5,0,0
488,0.5,0,1
489,0.5,0,0
490,0.5,0,0
491,0.5,1,1
492,0.5,1,1
493,0.5,0,0
494,0.5,0,0
495,0.5,0,0
496,0.5,0,1
497,0.5,1,1
498,0.5,0,0
499,0.5,0,0
500,0.5,0,0
501,0.5,0,1
502,0.5,1,0
503,0.5,1,0
504,0.5,0,0
505,0.5,1,0
506,0.5,1,1
507,0.5,0,1
508,0.5,0,0
509,0.5,1,1
510,0.5,1,0
511,0.5,1,1
512,0.5,0,0
513,0.5,0,0
514,0.5,0,0
515,0.5,1,1
516,0.5,0,0
517,0.5,1,0
518,0.5,1,1
519,0.5,0,0
520,0.5,0,0
521,0.5,0,1
522,0.5,1,0
523,0.5,0,1
524,0.5,0,0
525,0.5,1,0
526,0.5,0,0
527,0.5,0,1
528,0.5,0,0
529,0.5,1,0
530,0.5,0,1
531,0.5,1,1
532,0.5,0,0
533,0.5,1,0
534,0.5,0,1
535,0.5,1,1
536,0.5,1,0
537,0.5,1,0
538,0.5,1,0
539,0.5,1,0
540,0.5,0,1
541,0.5,0,0
542,0.5,0,1
543,0.5,0,0
544,0.5,0,0
545,0.5,1,0
546,0.5,1,1
547,0.5,1,0
548,0.5,0,0
549,0.5,0,0
550,0.5,1,0
551,0.5,0,1
552,0.5,1,0
553,0.5,0,0
554,0.5,1,0
555,0.5,0,0
556,0.5,1,0
557,0.5,0,1
558,0.5,1,0
559,0.5,1,1
560,0.5,0,0
561,0.5,1,1
562,0.5,1,0
563,0.5,0,0
564,0.5,0,1
565,0.5,1,0
566,0.5,1,0
567,0.5,0,0
568,0.5,1,1
569,0.5,0,0
570,0.5,0,1
571,0.5,0,0
572,0.5,0,0
573,0.5,1,0
574,0.5,0,1
575,0.5,1,0
576,0.5,0,1
577,0.5,0,0
578,0.5,0,1
579,0.5,1,0
580,0.5,1,0
581,0.5,1,1
582,0.5,0,1
583,0.5,1,0
584,0.5,1,0
585,0.5,1,0
586,0.5,0,1
587,0.5,0,0
588,0.5,0,1
589,0.5,1,0
590,0.5,1,0
591,0.5,0,1
592,0.5,1,0
593,0.5,1,0
594,0.5,0,1
595,0.5,1,0
596,0.5,0,0
597,0.5,0,0
598,0.5,1,1
599,0.5,1,0
600,0.5,1,0
601,0.5,0,1
602,0.5,1,0
603,0.5,1,1
604,0.5,1,0
605,0.5,0,1
606,0.5,1,0
607,0.5,0,0
608,0.5,0,1
609,0.5,0,0
610,0.5,1,0
611,0.5,1,0
612,0.5,0,0
613,0.5,0,1
614,0.5,0,0
615,0.5,1,0
616,0.5,0,0
617,0.5,0,1
618,0.5,0,0
619,0.5,1,1
620,0.5,1,0
621,0.5,1,0
622,0.5,1,1
623,0.5,0,0
624,0.5,1,0
625,0.5,1,1
626,0.5,1,1
627,0.5,1,0
628,0.5,0,0
629,0.5,1,0
630,0.5,1,0
631,0.5,1,1
632,0.5,1,1
633,0.5,1,0
634,0.5,0,0
635,0.5,0,1
636,0.5,0,0
637,0.5,1,1
638,0.5,0,0
639,0.5,1,0
640,0.5,1,1
641,0.5,1,0
642,0.5,0,1
643,0.5,0,0
644,0.5,0,0
645,0.5,1,1
646,0.5,1,1
647,0.5,0,0
648,0.5,1,0
649,0.5,1,0
650,0.5,0,1
651,0.5,0,0
652,0.5,0,0
653,0.5,0,0
654,0.5,1,0
655,0.5,0,0
656,0.5,1,1
657,0.5,1,1
658,0.5,1,0
659,0.5,0,0
660,0.5,0,0
661,0.5,1,0
662,0.5,1,0
663,0.5,1,1
664,0.5,1,0
665,0.5,1,0
666,0.5,0,0
667,0.5,1,1
668,0.5,0,0
669,0.5,1,0
670,0.5,1,1
671,0.5,0,0
672,0.5,0,0
673,0.5,0,0
674,0.5,1,1
675,0.5,1,0
676,0.5,0,0
677,0.5,1,1
678,0.5,1,0
679,0.5,1,0
680,0.5,1,0
681,0.5,1,1
682,0.5,1,0
683,0.5,0,1
684,0.5,0,0
685,0.5,0,0
686,0.5,0,1
687,0.5,0,0
688,0.5,0,0
689,0.5,1,0
690,0.5,1,1
691,0.5,1,1
692,0.5,0,0
693,0.5,0,0
694,0.5,0,0
695,0.5,1,1
696,0.5,1,0
697,0.5,0,0
698,0.5,0,0
699,0.5,1,0
700,0.5,1,0
701,0.5,0,1
702,0.5,1,0
703,0.5,0,0
704,0.5,0,0
705,0.5,1,0
706,0.5,0,1
707,0.5,0,1
708,0.5,1,0
709,0.5,1,0
710,0.5,0,0
711,0.5,0,0
712,0.5,0,0
713,0.5,1,0
714,0.5,1,1
715,0.5,1,0
716,0.5,0,1
717,0.5,1,0
718,0.5,1,1
719,0.5,1,0
720,0.5,0,0
721,0.5,0,1
722,0.5,0,1
723,0.5,0,0
724,0.5,0,0
725,0.5,0,0
726,0.5,1,0
727,0.5,1,0
728,0.5,0,1
729,0.5,0,0
730,0.5,1,0
731,0.5,1,1
732,0.5,0,0
733,0.5,1,0
734,0.5,1,0
735,0.5,1,0
736,0.5,1,0
737,0.5,1,1
738,0.5,0,0
739,0.5,1,0
740,0.5,0,0
741,0.5,1,1
742,0.5,1,0
743,0.5,1,0
744,0.5,1,0
745,0.5,0,1
746,0.5,0,0
747,0.5,0,0
748,0.5,1,0
749,0.5,1,1
750,0.5,0,0
751,0.5,1,0
752,0.5,1,0
753,0.5,1,0
754,0.5,1,0
755,0.5,0,0
756,0.5,0,0
757,0.5,0,1
758,0.5,1,1
759,0.5,1,0
760,0.5,0,0
761,0.5,1,0
762,0.5,0,0
763,0.5,1,0
764,0.5,1,1
765,0.5,1,0
766,0.5,0,0
767,0.5,0,0
768,0.5,0,0
769,0.5,0,0
770,0.5,0,1
771,0.5,0,0
772,0.5,1,0
773,0.5,0,1
774,0.5,1,0
775,0.5,1,0
776,0.5,1,1
777,0.5,0,1
778,0.5,1,0
779,0.5,1,1
780,0.5,0,0
781,0.5,1,0
782,0.5,1,1
783,0.5,0,0
784,0.5,0,1
785,0.5,1,1
786,0.5,1,0
787,0.5,0,0
788,0.5,1,1
789,0.5,0,0
790,0.5,1,1
791,0.5,0,0
792,0.5,1,1
793,0.5,0,1
794,0.5,0,1
795,0.5,1,0
796,0.5,1,0
797,0.5,1,0
798,0.5,1,0
799,0.5,1,1
800,0.5,1,0
801,0.5,0,0
802,0.5,0,0
803,0.5,1,1
804,0.5,0,0
805,0.5,1,0
806,0.5,1,0
807,0.5,0,0
808,0.5,1,0
809,0.5,1,1
810,0.5,1,0
811,0.5,0,0
812,0.5,1,0
813,0.5,0,0
814,0.5,1,0
815,0.5,0,0
816,0.5,1,0
817,0.5,1,1
818,0.5,1,0
819,0.5,0,1
820,0.5,0,1
821,0.5,0,1
822,0.5,0,1
823,0.5,1,1
824,0.5,1,1
825,0.5,1,1
826,0.5,0,0
827,0.5,0,0
828,0.5,1,0
829,0.5,0,0
830,0.5,1,1
831,0.5,1,1
832,0.5,1,0
833,0.5,1,1
834,0.5,0,1
835,0.5,1,0
836,0.5,0,1
837,0.5,0,0
838,0.5,0,1
839,0.5,0,1
840,0.5,0,1
841,0.5,1,1
842,0.5,0,1
843,0.5,1,0
844,0.5,1,1
845,0.5,0,1
846,0.5,0,1
847,0.5,1,1
848,0.5,0,0
849,0.5,1,0
850,0.5,1,1
851,0.5,0,1
852,0.5,0,1
853,0.5,1,1
854,0.5,1,0
855,0.5,0,1
856,0.5,1,1
857,0.5,0,0
858,0.5,0,0
859,0.5,0,0
860,0.5,1,0
861,0.5,1,1
862,0.5,1,0
863,0.5,0,1
864,0.5,1,1
865,0.5,1,0
866,0.5,1,0
867,0.5,1,1
868,0.5,1,0
869,0.5,0,1
870,0.5,0,1
871,0.5,0,1
872,0.5,0,1
873,0.5,1,1
874,0.5,0,0
875,0.5,0,1
876,0.5,0,0
877,0.5,1,1
878,0.5,1,1
879,0.5,0,0
880,0.5,1,0
881,0.5,1,0
882,0.5,1,0
883,0.5,1,1
884,0.5,0,1
885,0.5,0,1
886,0.5,0,0
887,0.5,1,1
888,0.5,0,0
889,0.5,1,1
890,0.5,0,0
891,0.5,0,1
892,0.5,1,0
893,0.5,0,1
894,0.5,1,1
895,0.5,1,0
896,0.5,0,0
897,0.5,1,0
898,0.5,0,1
899,0.5,1,1
900,0.5,1,1
901,0.5,0,1
902,0.5,0,0
903,0.5,1,1
904,0.5,0,0
905,0.5,0,0
906,0.5,1,0
907,0.5,1,1
908,0.5,0,1
909,0.5,0,0
910,0.5,1,0
911,0.5,0,1
912,0.5,0,1
913,0.5,1,1
914,0.5,1,1
915,0.5,0,1
916,0.5,1,0
917,0.5,1,0
918,0.5,0,1
919,0.5,0,1
920,0.5,1,1
921,0.5,0,0
922,0.5,0,0
923,0.5,0,1
924,0.5,0,1
925,0.5,0,0
926,0.5,0,0
927,0.5,0,1
928,0.5,0,1
929,0.5,0,0
930,0.5,1,1
931,0.5,0,1
932,0.5,0,0
933,0.5,0,1
934,0.5,0,0
935,0.5,1,1
936,0.5,0,0
937,0.5,0,1
938,0.5,0,1
939,0.5,0,0
940,0.5,1,1
941,0.5,0,1
942,0.5,0,0
943,0.5,0,1
944,0.5,0,0
945,0.5,1,1
946,0.5,0,1
947,0.5,1,1
948,0.5,0,0
949,0.5,1,0
950,0.5,1,1
951,0.5,1,1
952,0.5,0,0
953,0.5,0,1
954,0.5,1,0
955,0.5,1,1
956,0.5,0,1
957,0.5,0,1
958,0.5,1,1
959,0.5,0,0
960,0.5,1,1
961,0.5,0,1
962,0.5,1,0
963,0.5,0,0
964,0.5,1,1
965,0.5,0,0
966,0.5,0,1
967,0.5,1,1
968,0.5,1,0
969,0.5,0,1
970,0.5,0,0
971,0.5,0,0
972,0.5,0,0
973,0.5,1,1
974,0.5,1,0
975,0.5,1,0
976,0.5,1,0
977,0.5,1,0
978,0.5,1,1
979,0.5,0,0
980,0.5,1,1
981,0.5,1,1
982,0.5,0,0
983,0.5,0,1
984,0.5,0,0
985,0.5,1,1
986,0.5,1,1
987,0.5,0,1
988,0.5,0,0
989,0.5,1,1
990,0.5,1,0
991,0.5,0,1
992,0.5,0,0
993,0.5,0,0
994,0.5,1,0
995,0.5,0,1
996,0.5,0,0
997,0.5,1,0
998,0.5,1,0
999,0.5,0,0
1000,0.5,1,0
1001,0.5,1,0
1002,0.5,0,1
1003,0.5,1,0
1004,0.5,0,0
1005,0.5,1,0
1006,0.5,1,0
1007,0.5,0,0
1008,0.5,0,1
1009,0.5,0,0
1010,0.5,1,0
1011,0.5,1,0
1012,0.5,1,0
1013,0.5,0,1
1014,0.5,1,0
1015,0.5,1,1
1016,0.5,1,0
1017,0.5,0,0
1018,0.5,1,1
1019,0.5,1,1
1020,0.5,0,1
1021,0.5,0,0
1022,0.5,1,1
1023,0.5,0,0
1024,0.5,0,0
1025,0.5,0,0
1026,0.5,1,0
1027,0.5,0,1
1028,0.5,1,0
1029,0.5,0,1
1030,0.5,1,1
1031,0.5,1,0
1032,0.5,0,0
1033,0.5,0,1
1034,0.5,1,1
1035,0.5,0,0
1036,0.5,1,0
1037,0.5,0,0
1038,0.5,1,1
1039,0.5,1,0
1040,0.5,0,0
1041,0.5,0,1
1042,0.5,0,0
1043,0.5,1,0
1044,0.5,0,1
1045,0.5,0,0
1046,0.5,1,1
1047,0.5,0,1
1048,0.5,0,1
1049,0.5,0,0
1050,0.5,0,0
1051,0.5,0,0
1052,0.5,1,0
1053,0.5,0,1
1054,0.5,0,0
1055,0.5,1,0
1056,0.5,0,0
1057,0.5,0,0
1058,0.5,0,0
1059,0.5,0,1
1060,0.5,1,0
1061,0.5,1,1
1062,0.5,1,0
1063,0.5,1,0
1064,0.5,1,1
1065,0.5,1,0
1066,0.5,0,0
1067,0.5,0,0
1068,0.5,0,1
1069,0.5,0,0
1070,0.5,1,0
1071,0.5,1,0
1072,0.5,1,0
1073,0.5,0,0
1074,0.5,0,1
1075,0.5,0,0
1076,0.5,1,1
1077,0.5,0,1
1078,0.5,0,1
1079,0.5,1,0
1080,0.5,0,1
1081,0.5,1,0
1082,0.5,0,0
1083,0.5,1,1
1084,0.5,1,1
1085,0.5,1,0
1086,0.5,0,1
1087,0.5,1,0
1088,0.5,0,0
1089,0.5,1,0
1090,0.5,0,1
1091,0.5,1,0
1092,0.5,1,1
1093,0.5,1,1
1094,0.5,1,1
1095,0.5,0,1
1096,0.5,1,1
1097,0.5,0,0
1098,0.5,0,0
1099,0.5,0,0
1100,0.5,1,0
1101,0.5,1,1
1102,0.5,1,1
1103,0.5,0,0
1104,0.5,0,1
1105,0.5,1,1
1106,0.5,0,1
1107,0.5,1,0
1108,0.5,1,0
1109,0.5,1,1
1110,0.5,1,1
1111,0.5,1,0
1112,0.5,0,1
1113,0.5,0,0
1114,0.5,0,0
1115,0.5,1,1
1116,0.5,0,1
1117,0.5,0,0
1118,0.5,1,1
1119,0.5,1,0
1120,0.5,0,1
1121,0.5,0,1
1122,0.5,0,1
1123,0.5,0,0
1124,0.5,0,1
1125,0.5,0,0
1126,0.5,0,1
1127,0.5,0,0
1128,0.5,0,1
1129,0.5,0,1
1130,0.5,1,0
1131,0.5,1,1
1132,0.5,1,1
1133,0.5,0,0
1134,0.5,1,0
1135,0.5,1,0
1136,0.5,0,1
1137,0.5,1,1
1138,0.5,1,0
1139,0.5,0,0
1140,0.5,1,1
1141,0.5,0,1
1142,0.5,0,0
1143,0.5,1,0
1144,0.5,0,1
1145,0.5,0,1
1146,0.5,1,0
1147,0.5,0,1
1148,0.5,1,0
1149,0.5,0,0
1150,0.5,1,0
1151,0.5,0,0
1152,0.5,0,1
1153,0.5,0,1
1154,0.5,1,0
1155,0.5,1,0
1156,0.5,0,0
1157,0.5,1,0
1158,0.5,0,1
1159,0.5,0,0
1160,0.5,0,0
1161,0.5,0,0
1162,0.5,1,0
1163,0.5,0,0
1164,0.5,0,1
1165,0.5,1,1
1166,0.5,0,0
1167,0.5,1,1
1168,0.5,0,0
1169,0.5,0,0
1170,0.5,1,0
1171,0.5,1,0
1172,0.5,0,0
1173,0.5,0,0
1174,0.5,0,1
1175,0.5,1,0
1176,0.5,1,1
1177,0.5,0,0
1178,0.5,1,1
1179,0.5,0,0
1180,0.5,1,1
1181,0.5,0,0
1182,0.5,1,0
1183,0.5,0,1
1184,0.5,1,1
1185,0.5,1,0
1186,0.5,1,0
1187,0.5,1,0
1188,0.5,1,1
1189,0.5,0,0
1190,0.5,1,0
1191,0.5,0,0
1192,0.5,1,0
1193,0.5,1,0
1194,0.5,1,1
1195,0.5,0,0
1196,0.5,0,1
1197,0.5,0,1
1198,0.5,0,0
1199,0.5,0,0
1200,0.5,1,0
1201,0.5,1,1
1202,0.5,0,0
1203,0.5,1,1
1204,0.5,0,0
1205,0.5,1,0
1206,0.5,1,0
1207,0.5,1,0
1208,0.5,0,0
1209,0.5,0,1
1210,0.5,0,0
1211,0.5,1,0
1212,0.5,1,1
1213,0.5,1,1
1214,0.5,1,0
1215,0.5,1,0
1216,0.5,1,0
1217,0.5,0,0
1218,0.5,1,1
1219,0.5,1,0
1220,0.5,0,1
1221,0.5,0,1
1222,0.5,1,0
1223,0.5,0,1
1224,0.5,0,0
1225,0.5,0,1
1226,0.5,0,1
1227,0.5,1,1
1228,0.5,1,0
1229,0.5,1,0
1230,0.5,1,0
1231,0.5,0,1
1232,0.5,1,0
1233,0.5,0,1
1234,0.5,1,0
1235,0.5,1,0
1236,0.5,0,1
1237,0.5,1,0
1238,0.5,0,1
1239,0.5,1,0
1240,0.5,1,0
1241,0.5,1,0
1242,0.5,0,0
1243,0.5,1,0
1244,0.5,0,0
1245,0.5,0,1
1246,0.5,1,0
1247,0.5,0,1
1248,0.5,1,0
1249,0.5,0,0
1250,0.5,0,0
1251,0.5,0,0
1252,0.5,1,0
1253,0.5,1,1
1254,0.5,1,1
1255,0.5,0,1
1256,0.5,0,0
1257,0.5,0,0
1258,0.5,1,1
1259,0.5,1,0
1260,0.5,0,0
1261,0.5,1,1
1262,0.5,1,0
1263,0.5,0,0
1264,0.5,1,0
1265,0.5,0,1
1266,0.5,1,1
1267,0.5,1,0
1268,0.5,1,1
1269,0.5,1,0
1270,0.5,1,1
1271,0.5,1,0
1272,0.5,0,0
1273,0.5,0,1
1274,0.5,0,0
1275,0.5,0,1
1276,0.5,1,0
1277,0.5,1,0
1278,0.5,1,1
1279,0.5,1,1
1280,0.5,0,0
1281,0.5,1,1
1282,0.5,0,0
1283,0.5,1,1
1284,0.5,1,0
1285,0.5,0,0
1286,0.5,1,1
1287,0.5,0,0
1288,0.5,1,0
1289,0.5,0,1
1290,0.5,0,1
1291,0.5,1,0
1292,0.5,1,1
1293,0.5,1,0
1294,0.5,0,1
1295,0.5,0,0
1296,0.5,1,1
1297,0.5,1,0
1298,0.5,1,0
1299,0.5,1,0
1300,0.5,1,1
1301,0.5,1,0
1302,0.5,1,1
1303,0.5,1,0
1304,0.5,0,0
1305,0.5,1,0
1306,0.5,1,0
1307,0.5,0,0
1308,0.5,1,1
1309,0.5,1,1
1310,0.5,1,1
1311,0.5,1,0
1312,0.5,0,0
1313,0.5,1,1
1314,0.5,1,1
1315,0.5,1,0
1316,0.5,0,0
1317,0.5,1,0
1318,0.5,1,0
1319,0.5,0,0
1320,0.5,0,0
1321,0.5,0,1
1322,0.5,1,0
1323,0.5,1,0
1324,0.5,0,0
1325,0.5,0,1
1326,0.5,1,1
1327,0.5,1,0
1328,0.5,1,0
1329,0.5,1,0
1330,0.5,0,0
1331,0.5,0,1
1332,0.5,0,0
1333,0.5,1,0
1334,0.5,1,1
1335,0.5,1,0
1336,0.5,0,1
1337,0.5,0,0
1338,0.5,1,1
1339,0.5,1,0
1340,0.5,0,0
1341,0.5,1,0
1342,0.5,0,0
1343,0.5,0,0
1344,0.5,0,1
1345,0.5,1,0
1346,0.5,0,0
1347,0.5,0,1
1348,0.5,1,0
1349,0.5,1,0
1350,0.5,0,1
1351,0.5,1,1
1352,0.5,1,1
1353,0.5,0,0
1354,0.5,0,1
1355,0.5,1,1
1356,0.5,1,1
1357,0.5,0,0
1358,0.5,1,0
1359,0.5,1,1
