sample_id,snli_id,sentence_1,sentence_2,label,item_difficulty,average_accuracy,flesch_score_textstat,mean_grade_level_textstat,number_of_words,number_of_characters,prob_0_no_cal,prob_1_no_cal,prob_2_no_cal,pred,confidence,e,c,n,pred_label,entropy_with_cal
10,2550027486.jpg#3r1n,Man and woman crossing the street at dusk.,A husband and a wife are enjoying a leisurely stroll in the evening.,neutral,-1.33186925978517,0.7766393442622951,86.2,6.0,21,111,0.00397299462929368,0.15064333379268646,0.8453837037086487,neutral,0.8397766144048637,0.007343622492390699,0.1528797631027454,0.8397766144048637,neutral,0.6778520990394247
11,5635975939.jpg#3r1c,A woman singing into a microphone while a man plays drums in the background.,They are playing a PlayStation.,contradiction,0.327321146263317,0.4252049180327868,78.75,6.0,19,108,0.0006788898608647287,0.9949971437454224,0.004323972854763269,contradiction,0.9900725245422756,0.0013793970732060223,0.9900725245422756,0.008548078384518452,contradiction,0.08608454482671876
12,4900546628.jpg#2r1n,"Two men in front of a projector screen, one at a microphone.",Three men about to present their best idea yet in front of their company.,neutral,-1.19853076001311,0.7540983606557377,92.12,6.0,26,134,0.0025537502951920033,0.8374032378196716,0.16004300117492676,contradiction,0.6011217194828403,0.00408359942618817,0.6011217194828403,0.3947946810909713,contradiction,1.0031442184133963
13,7786624414.jpg#2r1c,A cyclist is optimistic as he rushes through the air while on his BMX bike at a bicycle event.,A snowboarder flies through the air,contradiction,-0.911334779346956,0.7008196721311475,84.17,5.0,25,130,0.00026374045410193503,0.9992146492004395,0.0005216486169956625,contradiction,0.9976592074784838,0.000692512694993796,0.9976592074784838,0.0016482798265224407,contradiction,0.02587967410735862
14,2731171552.jpg#1r1c,A boy in a blue and white shirt is pointing up and a second boy in a white shirt shields his eyes.,Two boys puch each other on swings.,contradiction,0.131191355265525,0.4702868852459016,99.06,3.0,29,134,0.0015845183515921235,0.9803596138954163,0.0180558729916811,contradiction,0.9384673259123167,0.003084268233203192,0.9384673259123167,0.05844840585448005,contradiction,0.35115444173694443
15,2895548671.jpg#2r1n,A group of people in dark clothing are crossing a crosswalk.,A group of people in dark clothing are crossing a crosswalk to get to the store,neutral,-1.61501394452806,0.819672131147541,83.15,6.0,27,140,0.0014032113831490278,0.0010153764160349965,0.9975813627243042,neutral,0.996098728225114,0.0021654650383683125,0.001735806736517445,0.996098728225114,neutral,0.04070177259250177
16,4937760948.jpg#4r1e,A girl is holding a camera and making a hand gesture.,A girl holds a camera.,entailment,-3.98274862480943,0.9784836065573772,88.74,3.0,16,76,0.9893386960029602,0.00040026698843576014,0.010260950773954391,entailment,0.9864750093758496,0.9864750093758496,0.0005055305895670928,0.013019460034583579,entailment,0.10645870895859402
17,75204250.jpg#2r1n,A man posing with a antique sewing machine.,He is a sewer.,neutral,-1.88410835880238,0.8545081967213115,90.77,2.0,12,58,0.1157904863357544,0.004979299381375313,0.8792302012443542,neutral,0.7693063241933547,0.08053690096963177,0.1501567748370135,0.7693063241933547,neutral,0.9945177147641924
18,2916012955.jpg#4r1n,Five people standing by a gate.,Five fat people standing by a gate.,neutral,-2.07720861227919,0.8760245901639344,90.26,3.0,13,67,0.0009375076042488217,0.0011987840989604592,0.9978637099266052,neutral,0.9962902597645537,0.001233730023223288,0.0024760102122228307,0.9962902597645537,neutral,0.038700037897890276
19,2496713113.jpg#3r1c,Man sweeping trash outside a large statue.,A man is on vacation.,contradiction,0.0384307516550445,0.4918032786885246,82.31,3.0,12,64,0.0018389112083241343,0.33183449506759644,0.6663265824317932,neutral,0.6808174480906496,0.0029517834878528357,0.3162307684214976,0.6808174480906496,neutral,0.9276732393267035
20,4351734575.jpg#0r1e,A man wearing an orange suit with his face painted white is holding a guitar above his shoulder.,There is one man in this picture.,entailment,0.763229378915494,0.3299180327868852,84.17,5.0,25,130,0.9848985075950623,0.002743192482739687,0.012358413077890873,entailment,0.9695078665249828,0.9695078665249828,0.010936394822080541,0.0195557386529367,entailment,0.22556431665179563
21,7067778185.jpg#2r1e,Two men and a woman are inspecting the front tire of a bicycle.,There are a group of people near a bike.,entailment,-1.93676687534496,0.860655737704918,85.69,6.0,22,104,0.9802582263946533,0.0005824707914143801,0.01915920339524746,entailment,0.9684046503027861,0.9684046503027861,0.001433421829502692,0.030161927867711383,entailment,0.2107469589733227
22,4923755473.jpg#1r1n,This path leads up to the apple market entrance.,This road goes up to apple market entrance,entailment,-1.1234469428653,0.7407786885245902,79.77,4.0,17,91,0.9484458565711975,0.0027229641564190388,0.04883120208978653,entailment,0.9304090013586083,0.9304090013586083,0.0062939081578567875,0.06329709048353452,entailment,0.39487226591372193
23,956164675.jpg#2r1e,A single runner is watched by onlookers in a race.,A man is running in a race.,entailment,-0.523092234344364,0.6198770491803278,88.23,6.0,17,78,0.39270898699760437,0.007192469201982021,0.6000985503196716,neutral,0.5164488606637474,0.4727674437153096,0.01078369562094293,0.5164488606637474,neutral,1.0737693651975195
24,3590653633.jpg#4r1c,Two rodeo clowns are on the dirt.,Two circus clowns were riding bicycles.,contradiction,0.622663278953605,0.3596311475409836,90.26,3.0,13,73,0.0008666451903991401,0.9961013793945312,0.0030320442747324705,contradiction,0.9856109817862404,0.003310880549445832,0.9856109817862404,0.011078137664314203,contradiction,0.119850954317802
25,3469609037.jpg#1r1n,A boy does a skateboarding trick in the air while holding the board with his left hand.,A sad boy does a skateboarding trick in the air while holding the board with his left hand.,neutral,-1.62233102085706,0.8206967213114754,87.55,6.0,35,179,0.0014248295919969678,0.0011865418637171388,0.9973886609077454,neutral,0.9970639479404382,0.0012405276215636458,0.001695524437998355,0.9970639479404382,neutral,0.03181238346311747
26,87938334.jpg#1r1e,A young boy in a beige jacket laughs as he reaches for a teal balloon.,The boy plays with the balloon.,entailment,-0.704480583986331,0.6588114754098361,94.66,3.0,21,102,0.807041585445404,0.006095777731388807,0.18686269223690033,entailment,0.7808739819148901,0.7808739819148901,0.01042337732361447,0.20870264076149536,entailment,0.8190416350159233
27,3309042087.jpg#4r1n,A scene of snow and water.,a snow and water scene at sunset,neutral,-1.46801469540934,0.798155737704918,98.72,0.0,13,59,0.0014227050123736262,0.0018862541764974594,0.9966909885406494,neutral,0.9926280786447802,0.0028970067195841897,0.004474914635635869,0.9926280786447802,neutral,0.06994333480106936
28,7060264119.jpg#2r1c,"A group of people are gathered in a crowd, some of which are holding spears.",A crowd of people are holding swords,contradiction,0.0516687497760844,0.4887295081967213,94.15,5.0,22,113,0.03201594948768616,0.9218747019767761,0.046109460294246674,contradiction,0.8145582384078969,0.08274091120918409,0.8145582384078969,0.10270085038291872,contradiction,0.8757270152944527
29,3386694897.jpg#3r1e,A man prepares food in a shanty kitchen.,A man is fixing a meal.,entailment,-2.18969460684385,0.8872950819672131,98.21,0.0,14,64,0.7535262107849121,0.001263543963432312,0.24521023035049438,entailment,0.7218954301489916,0.7218954301489916,0.0025570540322376106,0.27554751581877057,entailment,0.8738257918250306
30,4291704682.jpg#3r1n,There are two people sweeping a sidewalk in this picture.,The man is clearing leaves from the sidewalk.,neutral,-0.985463268499332,0.7151639344262295,87.72,4.0,18,103,0.03263331204652786,0.34960827231407166,0.6177584528923035,neutral,0.6657860578848555,0.03668331765380724,0.29753062446133705,0.6657860578848555,neutral,1.0860107122631926
31,2178095150.jpg#2r1c,The dogs ran around the dirt racetrack.,Dogs are humping each other.,contradiction,-0.900907428898312,0.6987704918032787,90.77,2.0,12,68,0.013563315384089947,0.8505508303642273,0.1358858048915863,contradiction,0.7333624548723143,0.028542935280058863,0.7333624548723143,0.2380946098476267,contradiction,0.9675029249094671
32,3543378438.jpg#1r1c,"A man is sitting in front of a harpsichord, and a woman is preparing to sing.",a boy covers his ears,contradiction,1.39643765267491,0.2131147540983606,86.2,4.0,21,99,0.0011692728148773313,0.9946594834327698,0.004171239212155342,contradiction,0.9872851705395388,0.0028826362117986685,0.9872851705395388,0.009832193248662325,contradiction,0.1081150596574115
33,2858757067.jpg#3r1e,Two people dressed in red and white wait at the horse track with a horse.,The people at the track are outdoors.,entailment,0.264525073991547,0.4395491803278688,102.61,5.0,22,111,0.841320812702179,0.0012597739696502686,0.15741939842700958,entailment,0.7974727979561348,0.7974727979561348,0.0021162856147784966,0.20041091642908668,entailment,0.7439170275554182
34,4573386995.jpg#1r1c,A person is standing next to a wooden fence with flowering trees nearby.,The bare tree branches rattle in the wind.,contradiction,-0.0674811522588409,0.5163934426229508,77.74,5.0,21,115,0.001829841872677207,0.981637179851532,0.0165330171585083,contradiction,0.8981520397317962,0.00986911326320006,0.8981520397317962,0.09197884700500407,contradiction,0.5215839050117742
35,4829253619.jpg#4r1c,An old woman in a cowboy hat smokes a cigarette.,The old lady is ten feet tall.,contradiction,0.81807490871417,0.3186475409836065,88.23,4.0,17,79,0.02353503741323948,0.8900027871131897,0.08646222203969955,contradiction,0.8068051203146618,0.03608540908266268,0.8068051203146618,0.15710947060267533,contradiction,0.8423181632769325
36,3163477256.jpg#4r1n,Two soccer players are playing soccer.,Two people play a game.,entailment,-2.89137864966534,0.9395491803278688,74.35,4.0,11,62,0.9267449378967285,0.0011848155409097672,0.07207019627094269,entailment,0.9200260751771725,0.9200260751771725,0.002008361569273447,0.07796556325355382,entailment,0.41562339237421303
37,31648340.jpg#1r1n,A wielder works on wielding a beam into place while other workers set beams.,The wielder is working on a building.,neutral,-0.0012751313475036,0.5010245901639344,77.74,5.0,21,114,0.8207988142967224,0.0032152216881513596,0.17598597705364227,entailment,0.7585794466751452,0.7585794466751452,0.00695720136298183,0.23446335196187287,entailment,0.8428850136886153
38,2965189317.jpg#2r1n,A man is popping balloons inside a cubicle using a handmade tool.,A man is popping balloons inside a cubicle using a handmade knife.,neutral,-0.560624190550773,0.6280737704918032,59.3,8.0,24,132,0.03631901741027832,0.020408447831869125,0.943272590637207,neutral,0.8659775649021794,0.0979597898872505,0.03606264521057018,0.8659775649021794,neutral,0.6809650589023826
39,3600403707.jpg#2r1c,a man wearing a gray shirt waving in the middle of a plant nursery,The man does not have a way to get home.,neutral,-1.57888802055219,0.8145491803278688,80.96,8.0,24,107,0.00591168412938714,0.08146408200263977,0.912624180316925,neutral,0.8132194281563159,0.010693483687802409,0.17608708815588187,0.8132194281563159,neutral,0.7537921029403657
40,430292291.jpg#2r1c,People were watching the tournament in the stadium.,The people are sitting outside on the grass.,contradiction,0.408824906704733,0.4067622950819672,63.36,7.0,16,96,0.0033094598911702633,0.9852150678634644,0.011475547216832638,contradiction,0.9395534419027275,0.011179415558138742,0.9395534419027275,0.04926714253913387,contradiction,0.3709703583614336
41,2983889345.jpg#4r1n,Two soccer players on the field running into each other.,There are two people colliding and falling.,neutral,0.413382406226253,0.4057377049180328,71.31,6.0,17,100,0.0712304636836052,0.02190617471933365,0.9068633913993835,neutral,0.8523890100661652,0.10524431364013179,0.04236667629370305,0.8523890100661652,neutral,0.731488524958911
42,2760167.jpg#4r1c,Nine men wearing tuxedos sing.,Nine woman wearing dresses sing.,contradiction,0.0560820192002633,0.4877049180327868,74.86,2.0,10,63,0.00023504217097070068,0.9993371367454529,0.000427826278610155,contradiction,0.9983747647191632,0.0004747405441498896,0.9983747647191632,0.0011504947366871945,contradiction,0.01881710993778762
43,4676792744.jpg#2r1c,A man and woman walking away from a crowded street fair.,There are a group of men walking together.,contradiction,-0.178193431683451,0.5420081967213115,87.21,4.0,19,99,0.002222527051344514,0.9893242716789246,0.00845324993133545,contradiction,0.976919924522387,0.005285390401682201,0.976919924522387,0.0177946850759309,contradiction,0.17631776663057477
44,168728234.jpg#2r1n,"A man on stilts in a purple, yellow and white costume.",A man is performing on stilts.,entailment,-1.11777276144397,0.7397540983606558,88.23,4.0,17,85,0.43471211194992065,0.0021412603091448545,0.5631466507911682,neutral,0.5733382826704662,0.42288744381456256,0.0037742735149713354,0.5733382826704662,neutral,1.0155891340409737
45,2970162432.jpg#0r1e,A young woman with glasses sits at the end of a row of seats and speaks into a microphone.,A young woman wearing glasses,entailment,-1.96380355838005,0.8637295081967213,84.68,6.0,24,120,0.9783287048339844,0.0005750416894443333,0.021096186712384224,entailment,0.9646016560376309,0.9646016560376309,0.0014167126094933786,0.03398163135287616,entailment,0.22936077937171984
46,218854747.jpg#3r1n,Two friends walk down the street with a stuffed animal.,Two friends are walking on the sidewalk.,entailment,0.622663278953605,0.3596311475409836,96.69,5.0,17,96,0.05511123687028885,0.09146591275930405,0.8534228205680847,neutral,0.7291823772469961,0.09584547686716055,0.17497214588584328,0.7291823772469961,neutral,1.0965304555834043
47,2979997455.jpg#0r1n,Two men and one woman are dressed in costume hats.,the people are swingers,neutral,-1.7282607601362,0.8350409836065574,98.21,3.0,14,74,0.0033651920966804028,0.29143577814102173,0.7051990628242493,neutral,0.6446063989807047,0.007809049721705208,0.3475845512975902,0.6446063989807047,neutral,0.9929475970098424
48,4360937435.jpg#3r1n,People judge a gray and white dog in a show.,A dog is being judged for first place in a show.,neutral,-0.155993395303353,0.5368852459016393,103.12,1.0,21,93,0.0012449882924556732,0.0008490725886076689,0.997905969619751,neutral,0.9963521917626575,0.00219800770485091,0.0014498005324919611,0.9963521917626575,neutral,0.03833208398608795
49,2959165388.jpg#4r1e,Eight people are sitting on a long boat on a sunny day.,Morning ride on boat,neutral,-1.48150739238539,0.8002049180327869,88.74,3.0,16,76,0.30870792269706726,0.01046907901763916,0.6808229684829712,neutral,0.67129919151213,0.3021579940214784,0.026542814466391222,0.67129919151213,neutral,1.0466577375713262
50,4910374312.jpg#4r1e,A picture of two little boys holding books.,A picture of children with books.,entailment,-3.57789458369205,0.9682377049180328,81.29,4.0,14,77,0.9843738079071045,0.00040304468711838126,0.015223177149891853,entailment,0.9786079360800042,0.9786079360800042,0.0006505310368883845,0.020741532883107365,entailment,0.15338915603917633
51,4520820052.jpg#1r1c,"A woman in her early fifties walks by herself in the subway, another woman is not far behind.",back in the fifties a woman could walk by herself in the subway.,contradiction,1.27196847630062,0.2336065573770492,72.66,6.0,31,158,0.9560986757278442,0.002303343964740634,0.041598040610551834,entailment,0.9436007066136796,0.9436007066136796,0.003185751762449861,0.05321354162387062,entailment,0.3306542175465327
52,3574847368.jpg#0r1c,"A man is standing in what appears to be a parking lot and shaving his face, while his dog looks at the ground near his feet.",A women is walking with a man,contradiction,-0.312349806842799,0.5727459016393442,88.57,7.0,33,154,0.008339561522006989,0.9504824280738831,0.041178010404109955,contradiction,0.9230368796161014,0.015031340439538451,0.9230368796161014,0.06193177994436008,contradiction,0.44621868173069096
53,408627152.jpg#3r1c,A white dog with a life vest accompanies a man in a boat.,man eats carrot,contradiction,0.570644860260245,0.3709016393442623,88.74,6.0,16,73,0.00026592693757265806,0.9989432692527771,0.0007907851249910891,contradiction,0.9965130657769997,0.0006640853194160107,0.9965130657769997,0.0028228489035846942,contradiction,0.03593778438751054
54,3873342570.jpg#2r1c,A young girl in a pink shirt sitting on a dock viewing a body of water.,An old woman viewing a body of water.,contradiction,-0.880167433535095,0.694672131147541,84.68,5.0,24,109,0.0005277140298858285,0.998455286026001,0.0010169363813474774,contradiction,0.9930233901943172,0.002735382513952777,0.9930233901943172,0.004241227291729941,contradiction,0.066745484181783
55,5975778602.jpg#1r1e,A bunch of happy children having fun swimming and one boy is showing off his talent with a back flip.,Kids are having fun,entailment,-2.98760413222505,0.944672131147541,84.68,5.0,24,121,0.977564811706543,0.0004867959942203015,0.021948449313640594,entailment,0.9694163682957612,0.9694163682957612,0.0007863566258464827,0.02979727507839239,entailment,0.2025832015213335
56,6156372684.jpg#1r1c,"Two cyclists, in yellow, are competing in a race.",A Mustang and a Corvette are competing in a drag race.,contradiction,-0.854450581047999,0.6895491803278688,78.25,5.0,20,104,0.00022812718816567212,0.9992997646331787,0.0004720517317764461,contradiction,0.9954141187284324,0.0007403602353861752,0.9954141187284324,0.0038455210361811776,contradiction,0.04515129696726305
57,339800370.jpg#0r1c,The backside of a woman leaning against the guard rail of a passenger boat looking out at the open ocean.,The woman is driving her car on the highway.,contradiction,-1.94572484912156,0.8616803278688525,82.14,6.0,29,150,0.00019983196398243308,0.9994606375694275,0.00033951643854379654,contradiction,0.9992970913158853,0.00024890373674188936,0.9992970913158853,0.0004540049473727704,contradiction,0.009035359828077481
58,152979089.jpg#4r1c,A police vehicle in an urban area.,A cop car in a suburban area,contradiction,-0.499787915845116,0.6147540983606558,81.29,4.0,14,63,0.007530164439231157,0.9822437167167664,0.010226154699921608,contradiction,0.9464983583466018,0.025632984080258322,0.9464983583466018,0.027868657573139867,contradiction,0.3545236822313661
59,2849864963.jpg#0r1n,6 men in work jumpsuits and 1 man in an orange jumpsuit are walking next to green and red loading docks.,All 7 men are best friends.,neutral,-2.65694733849449,0.9252049180327868,91.61,4.0,27,132,0.0016232748748734593,0.24235224723815918,0.7560244798660278,neutral,0.6900560276457761,0.002760322081601622,0.3071836502726222,0.6900560276457761,neutral,0.9158739189478051
60,4758348295.jpg#2r1e,This man is walking past a wall that has art on it.,A man walks past a wall mural.,entailment,-0.366621650232289,0.5850409836065574,104.13,0.0,19,82,0.18994584679603577,0.001053338753990829,0.8090008497238159,neutral,0.7351392959980524,0.2629735774991479,0.0018871265027996453,0.7351392959980524,neutral,0.8501665232217965
61,3655773435.jpg#0r1n,A black dog has just jumped into a swimming pool.,A dog jumped into a pool to cool off.,neutral,-0.758668173306616,0.6700819672131147,95.67,4.0,19,87,0.026338450610637665,0.0008691183174960315,0.9727924466133118,neutral,0.9682728022527393,0.0299747662321729,0.0017524315150878747,0.9682728022527393,neutral,0.21276030304129634
62,3933863527.jpg#3r1c,A ballerina in a black dress and tights dances in front of a concrete wall.,a man dancing,contradiction,0.011959754254919,0.4979508196721312,87.72,4.0,18,89,0.021079659461975098,0.9708343744277954,0.00808598194271326,contradiction,0.9398043450407165,0.043862715760558765,0.9398043450407165,0.01633293919872471,contradiction,0.3789881884214428
63,6659698.jpg#3r1e,there is a lady standing and six people laying on a gym floor.,There are seven people in the gym.,entailment,-1.43470648885698,0.7930327868852459,86.71,4.0,20,97,0.9420984983444214,0.01006130501627922,0.04784009978175163,entailment,0.9108705593380034,0.9108705593380034,0.025932091622882854,0.06319734903911368,entailment,0.5110948906127297
64,2908391335.jpg#4r1e,A couple is back to back in formal attire.,Two people are facing away from each other.,entailment,-2.10700785310403,0.8790983606557377,79.77,4.0,17,86,0.005081769544631243,0.9828680753707886,0.012050104327499866,contradiction,0.9135884346781719,0.03661693460584115,0.9135884346781719,0.049794630715987435,contradiction,0.5093335706559
65,3427852996.jpg#4r1e,A biker pops a wheelie along side the colorful wall.,A person is riding a bike near a wall.,entailment,-2.70352518053176,0.9282786885245902,87.21,4.0,19,91,0.9795709848403931,0.00043444675975479186,0.0199945829808712,entailment,0.9731407526526652,0.9731407526526652,0.0006642817687200619,0.02619496557861475,entailment,0.18287988138381223
66,4717499333.jpg#4r1e,A street vendor selling cupcakes.,There is a person outside in this picture,entailment,0.0340185723949659,0.492827868852459,73.34,5.0,13,75,0.9820408821105957,0.00044814078137278557,0.017511002719402313,entailment,0.9709018618057746,0.9709018618057746,0.0007253460465613492,0.02837279214766432,entailment,0.1947452810402077
67,2175758177.jpg#1r1n,An infant napping in it's crib in pajamas.,A baby is sleeping in a crib with its blanket.,neutral,-1.18681378985158,0.7520491803278688,79.26,4.0,18,89,0.0011458148946985602,0.002030962845310569,0.9968231916427612,neutral,0.9895588237026438,0.0034169856211467902,0.007024190676209582,0.9895588237026438,neutral,0.09322729951217182
68,3456488632.jpg#2r1e,A couple kissing in front of a black Mercedes Benz limousine,A couple kissing in front of a car,entailment,-3.39174982677674,0.9620901639344264,77.57,7.0,19,95,0.26340264081954956,0.7062380313873291,0.030359264463186264,contradiction,0.7053256792651875,0.7053256792651875,0.22912788523437413,0.0655464355004385,entailment,1.099988777867653
69,961664774.jpg#2r1e,A group of people in blue pants and shirts in motion.,There are people moving.,entailment,-2.83717654997039,0.9364754098360656,89.24,3.0,15,78,0.988092303276062,0.0003614976885728538,0.01154620386660099,entailment,0.9843778071346122,0.9843778071346122,0.0004622337033244295,0.015159959162063277,entailment,0.11910280048558282
70,2775461796.jpg#2r1c,A father and children ride bikes in city street.,A woman and her daughters ride their bikes.,contradiction,-0.439699398931061,0.6014344262295082,96.69,6.0,17,92,0.000433650566264987,0.9981062412261963,0.0014600318390876055,contradiction,0.9915254355237757,0.0018192831613040123,0.9915254355237757,0.006655281314920187,contradiction,0.0768603616199709
71,8089660385.jpg#3r1n,a poor looking person with white cream smeared around his eyes sitting on a backpack.,A dirty man with some product under his eyes is sitting on a pillow.,contradiction,-0.289853084965219,0.5676229508196722,82.14,6.0,29,154,0.5770477056503296,0.2773679196834564,0.1455843299627304,entailment,0.4528178455726015,0.4528178455726015,0.33914870750773063,0.20803344691966794,entailment,1.5178641555534673
72,248698033.jpg#2r1n,A man sleeping on a chair with a newspaper on his chest.,the man is a farmer,neutral,-2.12722732671896,0.8811475409836066,96.69,5.0,17,76,0.000533125305082649,0.007590376306325197,0.991876482963562,neutral,0.9775053551491368,0.0009631989862981373,0.021531445864564912,0.9775053551491368,neutral,0.16096473782683535
73,3011809448.jpg#3r1n,A boy in a gray hoodie and black cap holds up an American flag.,A person is holding an American flag.,entailment,-4.08591834540005,0.980532786885246,86.2,4.0,21,101,0.9794054627418518,0.00042061699787154794,0.020173901692032814,entailment,0.974106459044324,0.974106459044324,0.0006432060849975893,0.025250334870678334,entailment,0.17770566380374414
74,26720379.jpg#4r1n,A young boy asleep in a stroller.,A young boy is taking his afternoon nap.,neutral,-0.636687418573376,0.6444672131147541,97.7,3.0,15,74,0.005279206670820713,0.0008014538325369358,0.9939193725585938,neutral,0.9864315465855985,0.011684092473882827,0.001884360940518635,0.9864315465855985,neutral,0.11150223790464937
75,7712223846.jpg#1r1e,"Neck and neck to the finish line, every competitor has been training for this race.",The competitors have trained very hard and are all very close to the finish line.,entailment,-1.70498516167454,0.8319672131147541,81.63,8.0,30,165,0.40181294083595276,0.0017598042031750083,0.5964272022247314,neutral,0.6644318787957897,0.33148735745370395,0.00408076375050607,0.6644318787957897,neutral,0.9523260620002418
76,8040947572.jpg#2r1c,A football team wearing purple and white trying to stop the runner with the ball.,Lacrosse players celebrate a victory.,contradiction,-0.651111325149481,0.6475409836065574,69.79,6.0,20,119,0.00021890044445171952,0.9993933439254761,0.0003877419512718916,contradiction,0.9988424693979496,0.00030653639067542256,0.9988424693979496,0.0008509942113751191,contradiction,0.013925701596447756
77,4637341301.jpg#3r1n,Many small sailboats sitting at a dock., Many small sailboats docked.,entailment,-2.48626802365118,0.9129098360655736,91.27,2.0,11,69,0.9530295729637146,0.000878723687492311,0.04609169438481331,entailment,0.9298120156235032,0.9298120156235032,0.0014827613985567254,0.06870522297793988,entailment,0.3769925646170565
78,3060969260.jpg#3r1n,One biker is running with their bike while another is riding around them.,The people are part of a club,neutral,-1.99134124411896,0.8668032786885246,86.71,4.0,20,103,0.0009643888915888965,0.04243442788720131,0.9566012024879456,neutral,0.9078645978267512,0.002432846830118213,0.08970255534313061,0.9078645978267512,neutral,0.4597762440653073
79,2800531753.jpg#0r1n,A person wearing an orange shirt with a backpack on looking across a segment of lush green trees.,A person is meditating and looking at the peaceful lush green trees.,neutral,-1.45461985942309,0.7961065573770492,73.17,7.0,30,166,0.003523244522511959,0.002523604780435562,0.9939531683921814,neutral,0.9881071033861198,0.006473858193387656,0.005419038420492203,0.9881071033861198,neutral,0.10492098955760154
80,3611694228.jpg#3r1n,Two men fight in a ring while spectators look on.,Boxers fight as the crowd screams.,neutral,-0.371163703629936,0.5860655737704918,97.2,5.0,16,84,0.0040237377397716045,0.036402031779289246,0.959574282169342,neutral,0.9249842672787071,0.007915634298402864,0.06710009842288997,0.9249842672787071,neutral,0.4208451286062834
81,8025717431.jpg#3r1c,Girls playing soccer competitively in the grass.,Nobody is playing soccer.,contradiction,-3.45038996410637,0.9641393442622952,48.97,8.0,11,74,0.00021462647418957204,0.999380350112915,0.0004049289273098111,contradiction,0.9988256077015762,0.0003273940972200793,0.9988256077015762,0.0008469982012035526,contradiction,0.014127348739273909
