sample_id,sentence,domain,gold_label,agg_human_label,agg_human_confidence,machine_3_pred,machine_3_confidence,confidence_diff
86,It was hated for John to leave.,out,0.0,0.0,1.0,0.0,0.9989237679535692,0.001076232046430814
123,Mira condemned Terry for the accident.,in,1.0,1.0,1.0,1.0,0.9989241251687724,0.001075874831227619
92,I bought it to read.,out,1.0,1.0,1.0,1.0,0.9989261514884156,0.0010738485115844298
97,The correspondence school made Bill a good typist.,out,1.0,1.0,1.0,1.0,0.9989294895056204,0.0010705104943795618
167,Captain Wentworth wrote a letter to Anne Elliott.,in,1.0,1.0,1.0,1.0,0.998931515736252,0.0010684842637479486
154,I have much of the manuscript left to type.,in,1.0,1.0,1.0,1.0,0.9989316357079342,0.0010683642920658043
129,Over the fire there bubbled a fragrant stew.,in,1.0,1.0,1.0,1.0,0.998935330063634,0.0010646699363660028
30,I know the person whose mother died.,out,1.0,1.0,1.0,1.0,0.9989408134344974,0.0010591865655026345
70,There is a monster in Loch Ness.,out,1.0,1.0,1.0,1.0,0.998946417807864,0.0010535821921360267
28,Jerry attempted to blow up the Pentagon.,out,1.0,1.0,1.0,1.0,0.9989465368822842,0.0010534631177158138
140,Most of the fruit is rotten.,in,1.0,1.0,1.0,1.0,0.998954703902976,0.0010452960970239733
135,Sandy removed her ballet shoes.,in,1.0,1.0,1.0,1.0,0.9989599484289384,0.0010400515710615732
179,"Suddenly, there arrived two inspectors from the INS.",in,1.0,1.0,1.0,1.0,0.998961974721353,0.0010380252786470479
132,Out of the box jumped a little white rabbit.,in,1.0,1.0,1.0,1.0,0.9989668599570432,0.0010331400429568482
46,We admired the pictures of ourselves in the album.,out,1.0,1.0,1.0,1.0,0.998967217187656,0.0010327828123439797
19,Mary was given by John the book.,out,0.0,0.0,1.0,0.0,0.9989725827548858,0.0010274172451142372
11,She talked to John or Mary but I don't know which one.,out,1.0,1.0,1.0,1.0,0.9989808681679492,0.0010191318320508236
130,Soaring temperatures are predicted for this weekend.,in,1.0,1.0,1.0,1.0,0.998986828105587,0.0010131718944129675
136,Everyone hoped that she would sing.,in,1.0,1.0,1.0,1.0,0.9989895708276888,0.0010104291723112002
94,I presented it to Bill to read.,out,1.0,1.0,1.0,1.0,0.9989900481450196,0.0010099518549804287
83,They make good cooks.,out,1.0,1.0,1.0,1.0,0.9989954109377904,0.001004589062209571
40,All who lost money in the scam are eligible for the program.,out,1.0,1.0,1.0,1.0,0.9989972000402738,0.001002799959726186
22,The car was driven by John to Maine.,out,1.0,1.0,1.0,1.0,0.9989977955426824,0.0010022044573175792
165,The wealthy young man bought that piano for his secret fiancée.,in,1.0,1.0,1.0,1.0,0.9989983929435426,0.0010016070564573543
95,I gave a book to Bill to read.,out,1.0,1.0,1.0,1.0,0.999000062970552,0.0009999370294480059
120,"We launched the rocket to the moon, but it blew up before it got there.",in,1.0,1.0,1.0,1.0,0.9990006556774652,0.0009993443225347898
156,They may grow as high as bamboo.,in,1.0,1.0,1.0,1.0,0.9990137114026444,0.0009862885973556113
17,The book was by John written.,out,0.0,0.0,1.0,0.0,0.999015975070378,0.0009840249296220183
169,Fanny regretted having to talk to Aunt Norris.,in,1.0,1.0,1.0,1.0,0.999016691564892,0.0009833084351079657
150,It was the peasant girl who got it.,in,1.0,1.0,1.0,1.0,0.9990246753785468,0.0009753246214532219
144,We never found any of the unicorns.,in,1.0,1.0,1.0,1.0,0.9990269409293135,0.000973059070686455
76,The bucket was kicked by Pat.,out,1.0,1.0,1.0,1.0,0.999035584078252,0.0009644159217480075
146,the baker from whom I bought these bagels left.,in,1.0,1.0,1.0,1.0,0.9990366568532284,0.0009633431467716003
162,Jean wants Bill to do the Macarena.,in,1.0,1.0,1.0,1.0,0.9990517969289072,0.0009482030710927791
161,There were four men arriving at the station when I pulled up.,in,1.0,1.0,1.0,1.0,0.9990520360320024,0.0009479639679975671
158,Heidi thinks that Andy should eat salmon flavored candy bars.,in,1.0,1.0,1.0,1.0,0.9990558508495516,0.0009441491504483812
10,She talked to John or Mary but I don't know which.,out,1.0,1.0,1.0,1.0,0.9990662216825636,0.0009337783174363512
190,What did you ask who Medea gave?,in,0.0,0.0,1.0,0.0,0.9990677118009352,0.000932288199064768
193,Anson thought that himself was happy.,in,0.0,0.0,1.0,0.0,0.9990690228284,0.000930977171599956
149,It annoys me that Fido barks.,in,1.0,1.0,1.0,1.0,0.999078797267999,0.0009212027320010252
60,These dogs barked.,out,1.0,1.0,1.0,1.0,0.9990907175480565,0.0009092824519435494
153,"Because she's so pleasant, as for Mary I really like her.",in,0.0,0.0,1.0,0.0,0.9990954862194316,0.0009045137805684389
151,A sick owl doesn't hunt mice.,in,1.0,1.0,1.0,1.0,0.9991235625458628,0.0008764374541372355
43,Leslie told ourselves about us.,out,0.0,0.0,1.0,0.0,0.9991266611325722,0.0008733388674277975
160,Who did you think kissed the gorilla?,in,1.0,1.0,1.0,1.0,0.9991316081706132,0.0008683918293868054
37,The only person whose kids Dana is willing to put up with was written by John.,out,0.0,0.0,1.0,0.0,0.999131965520088,0.0008680344799120165
183,Mary revealed himself to John.,in,0.0,0.0,1.0,0.0,0.9991628395844748,0.0008371604155251733
196,He can will go,in,0.0,0.0,1.0,0.0,0.999169932596708,0.0008300674032919453
61,The cat slept soundly and furry.,out,0.0,0.0,1.0,0.0,0.999178992541205,0.0008210074587949867
192,Anson believed himself to be handsome.,in,1.0,1.0,1.0,1.0,0.9991893665409736,0.000810633459026433
1,"She mailed John a letter, but I don't know to whom.",out,0.0,0.0,1.0,0.0,0.9992169624340482,0.0007830375659517719
34,I wonder whom us to trust.,out,0.0,0.0,1.0,0.0,0.9992185108618216,0.0007814891381784372
53,The bird sing.,out,0.0,0.0,1.0,0.0,0.9992199412441436,0.0007800587558564054
188,Anson demonized up the Khyber,in,0.0,0.0,1.0,0.0,0.999220777851382,0.0007792221486180306
141,John is easy to please Kim.,in,0.0,0.0,1.0,0.0,0.9992223244464988,0.000777675553501167
113,I know a man who Tom drives as drives.,in,0.0,0.0,1.0,0.0,0.9992274530681629,0.0007725469318371481
4,"John was tall, but I don't know on what occasions.",out,0.0,0.0,1.0,0.0,0.9992410418045788,0.0007589581954211555
139,That Fred was unpopular nominated Bill.,in,0.0,0.0,1.0,0.0,0.9992537387915056,0.0007462612084944142
143,We expect there to will rain.,in,0.0,0.0,1.0,0.0,0.9992586264033088,0.0007413735966912416
54,I was already aware of fact.,out,0.0,0.0,1.0,0.0,0.9992601759648548,0.0007398240351451646
5,"I know that Meg's attracted to Harry, but they don't know who.",out,0.0,0.0,1.0,0.0,0.999265899323844,0.0007341006761559798
48,They lost themselves' books.,out,0.0,0.0,1.0,0.0,0.9992906318206558,0.0007093681793441942
31,Bother you that Kim left!,out,0.0,0.0,1.0,0.0,0.9993060102623496,0.0006939897376504467
16,Who did they see someone?,out,0.0,0.0,1.0,0.0,0.9993088720390272,0.0006911279609728149
52,The teacher handed the student.,out,0.0,0.0,1.0,0.0,0.9993116138165616,0.0006883861834383609
41,Who for Sandy to talk to is still enrolled in the class?,out,0.0,0.0,1.0,0.0,0.9993201975304716,0.0006798024695283678
175,She goes and buying some whiskey.,in,0.0,0.0,1.0,0.0,0.9993277673196992,0.0006722326803008105
33,I wonder in whom them to place their trust.,out,0.0,0.0,1.0,0.0,0.9993398078228188,0.0006601921771811625
199,Anson became a muscle bound.,in,0.0,0.0,1.0,0.0,0.9993850482104056,0.0006149517895943646
91,It is to give up to leave.,out,0.0,0.0,1.0,0.0,0.9993994702901896,0.0006005297098103934
125,The books lifted onto the table.,in,0.0,0.0,1.0,0.0,0.99940245146328,0.0005975485367200051
69,TV puts dumb ideas.,out,0.0,0.0,1.0,0.0,0.999403643841062,0.0005963561589380495
49,I noticed the.,out,0.0,0.0,1.0,0.0,0.9994074580723472,0.0005925419276527899
