sample_id,content,gold_label,machine_0_pred,machine_0_confidence,machine_1_pred,machine_1_confidence,machine_2_pred,machine_2_confidence,machine_3_pred,machine_3_confidence,machine_4_pred,machine_4_confidence,machine_5_pred,machine_5_confidence,agg_human_label,agg_human_confidence
61,Morrissette 's script and direction show a fair amount of intelligence and wit -- but it does n't signify a whole lot either .,0.0,1.0,0.3333333333333333,-1.0,0.4271875769021934,0.0,0.45880273,0.0,0.9991972334895824,-1.0,0.397087621214872,-1.0,0.62,-1.0,0.4044044044044044
62,"Opens at a funeral , ends on the protagonist 's death bed and does n't get much livelier in the three hours in between .",-1.0,1.0,0.3333333333333333,1.0,0.4954993990620245,0.0,0.53647625,-1.0,0.9958633456235144,-1.0,0.471321279910826,-1.0,0.59,-1.0,0.6106106106106106
63,"Part comedy , part drama , the movie winds up accomplishing neither in full , and leaves us feeling touched and amused by several moments and ideas , but nevertheless dissatisfied with the movie as a whole .",0.0,-1.0,0.3333333333333333,-1.0,0.5673120458322046,0.0,0.5725532,0.0,0.6473438000204874,-1.0,0.442290895016005,-1.0,0.54,-1.0,0.6816816816816816
64,"Plays as hollow catharsis , with lots of tears but very little in the way of insights .",-1.0,0.0,0.3333333333333333,-1.0,0.408406346238673,0.0,0.4652194,0.0,0.6193162698676211,-1.0,0.500753956666285,-1.0,0.64,-1.0,0.5835835835835835
65,"Splashes its drama all over the screen , subjecting its audience and characters to action that feels not only manufactured , but also so false you can see the filmmakers ' puppet strings .",-1.0,0.0,0.3333333333333333,1.0,0.5192895447789997,-1.0,0.56941056,-1.0,0.9997286683370956,-1.0,0.51498042937611,-1.0,0.76,-1.0,0.6296296296296297
66,"The Irwins emerge unscathed , but the fictional footage is unconvincing and criminally badly acted .",-1.0,1.0,0.3333333333333333,1.0,0.4475118278772002,-1.0,0.8027398,-1.0,0.9985885503333662,-1.0,0.504734872830857,-1.0,0.75,-1.0,0.5645645645645646
67,The average local news columnist has a bigger rant on the war between modern landscape architecture and small-town America .,0.0,-1.0,0.3333333333333333,-1.0,0.4892866468234793,0.0,0.577163,0.0,0.9984814992906752,-1.0,0.452828490997559,-1.0,0.47,-1.0,0.4164164164164164
68,The problem with this film is that it 's forced to make its characters idiots in order to advance the plot .,-1.0,1.0,0.3333333333333333,1.0,0.4120922756224486,-1.0,0.93280274,-1.0,0.9994577055947924,-1.0,0.507286066478567,-1.0,0.83,-1.0,0.5225225225225225
69,"The rest of the plot is impossible to explain without blowing whatever tension there is , although it 's more comedy than suspense De Palma creates .",0.0,1.0,0.3333333333333333,1.0,0.6651110265271037,0.0,0.43996906,0.0,0.8905551381297362,-1.0,0.458639266087892,-1.0,0.55,0.0,0.3723723723723723
70,"The stupidest , most insulting movie of 2002 's first quarter .",-1.0,0.0,0.3333333333333333,-1.0,0.451969957859844,-1.0,0.95008856,-1.0,0.9995197524757768,-1.0,0.519116531460213,-1.0,0.82,-1.0,0.937937937937938
71,"There 's no mistaking the fact that this hybrid misses the impact of the Disney classic , and even that of the excellent 1934 MGM version .",0.0,-1.0,0.3333333333333333,1.0,0.4890240703154964,0.0,0.4448907,-1.0,0.9993743204191532,-1.0,0.430185548494635,-1.0,0.73,-1.0,0.6156156156156156
72,This film 's relationship to actual tension is the same as what Christmas-tree flocking in a spray can is to actual snow : a poor -- if durable -- imitation .,-1.0,1.0,0.3333333333333333,1.0,0.4645950544558517,-1.0,0.5950254,-1.0,0.997005918030402,-1.0,0.505699872941975,-1.0,0.73,-1.0,0.5385385385385385
73,This ill-fitting Tuxedo is strictly off-the-rack .,0.0,-1.0,0.3333333333333333,-1.0,0.449595112834284,-1.0,0.8106353,0.0,0.935174847034726,-1.0,0.517365778938203,-1.0,0.52,-1.0,0.4644644644644645
74,This one does .,0.0,1.0,0.3333333333333333,-1.0,0.5169813924168458,0.0,0.94135904,0.0,0.956994502557218,1.0,0.4125166523288,1.0,0.46,0.0,0.8028028028028028
75,This time Kaufman 's imagination has failed him .,-1.0,1.0,0.3333333333333333,-1.0,0.4791375027565984,-1.0,0.9241106,-1.0,0.9946590256931358,-1.0,0.50556279754879,-1.0,0.8,-1.0,0.5345345345345346
76,"Trivial where it should be profound , and hyper-cliched where it should be sincere .",-1.0,0.0,0.3333333333333333,1.0,0.4999840676290901,-1.0,0.53082633,-1.0,0.9753674960254016,-1.0,0.426865997550898,-1.0,0.69,-1.0,0.4214214214214214
77,"Truth to tell , if you 've seen more than half-a-dozen horror films , there 's nothing here you have n't seen before .",-1.0,0.0,0.3333333333333333,1.0,0.4907272231820999,0.0,0.8548706,0.0,0.7410506518124625,-1.0,0.419400121179636,-1.0,0.36,-1.0,0.6366366366366366
78,"When Perry fists a bull at the Moore Farm , it 's only a matter of time before he gets the upper hand in matters of the heart .",0.0,1.0,0.3333333333333333,1.0,0.4939864191400487,0.0,0.7111779,1.0,0.8173209676591572,1.0,0.391752224001255,-1.0,0.41,0.0,0.5475475475475475
79,A very bad sign .,-1.0,1.0,0.3333333333333333,1.0,0.4352130948018906,-1.0,0.9693766,-1.0,0.9988149278532604,-1.0,0.499061758874021,-1.0,0.72,-1.0,0.6696696696696697
80,"As adapted by Kevin Molony from Simon Leys ' novel `` The Death of Napoleon '' and directed by Alan Taylor , Napoleon 's journey is interesting but his Parisian rebirth is stillborn",-1.0,0.0,0.3333333333333333,-1.0,0.4656642859726014,1.0,0.7010545,0.0,0.9761683340782976,1.0,0.433611770819784,-1.0,0.4,-1.0,0.4904904904904905
81,"As if to prove a female director can make a movie with no soft edges , Kathryn Bigelow offers no sugar-coating or interludes of lightness .",1.0,-1.0,0.3333333333333333,-1.0,0.4807473444423908,0.0,0.5154692,1.0,0.9946713045361992,-1.0,0.465766110294175,1.0,0.45,1.0,0.3973973973973974
82,"Being author Wells ' great-grandson , you 'd think filmmaker Simon Wells would have more reverence for the material .",-1.0,-1.0,0.3333333333333333,1.0,0.4824224980552579,1.0,0.64718896,-1.0,0.642084521840906,-1.0,0.372150059629866,-1.0,0.53,-1.0,0.6186186186186187
83,But hard-to-believe plot twists force the movie off track in its final half hour .,-1.0,-1.0,0.3333333333333333,-1.0,0.3586826574131638,-1.0,0.6814544,-1.0,0.9988254180620088,-1.0,0.504408870585618,-1.0,0.71,-1.0,0.7317317317317318
84,Could The Country Bears really be as bad as its trailers ?,-1.0,1.0,0.3333333333333333,1.0,0.4222788347196397,-1.0,0.85129213,0.0,0.9758335979582664,-1.0,0.511506399353523,-1.0,0.58,-1.0,0.3933933933933934
85,"Good for a few unintentional laughs , `` Extreme Ops '' was obviously made for the `` XXX '' crowd , people who enjoy mindless action without the benefit of decent acting , writing , and direction .",-1.0,-1.0,0.3333333333333333,1.0,0.4964065116762813,1.0,0.7037952,-1.0,0.9994532944579648,-1.0,0.380009368090252,-1.0,0.56,-1.0,0.4144144144144144
86,Happily for Mr. Chin -- though unhappily for his subjects -- the invisible hand of the marketplace wrote a script that no human screenwriter could have hoped to match .,1.0,0.0,0.3333333333333333,1.0,0.4849278502290652,1.0,0.5598444,-1.0,0.9938823753356968,1.0,0.496700962220744,1.0,0.56,1.0,0.3413413413413413
87,I loved it !,1.0,-1.0,0.3333333333333333,1.0,0.5626266990799683,1.0,0.97940904,1.0,0.995705750470965,1.0,0.561372818046152,1.0,0.77,1.0,0.9409409409409408
88,In a word -- yes .,0.0,1.0,0.3333333333333333,1.0,0.4550479280002746,0.0,0.9121607,0.0,0.8363360775848742,1.0,0.457011756976879,1.0,0.48,1.0,0.3533533533533533
89,It 's laughing at us .,-1.0,1.0,0.3333333333333333,1.0,0.489362199788926,1.0,0.50537026,0.0,0.8319277840041784,1.0,0.41319627833984,-1.0,0.36,-1.0,0.3953953953953954
90,No question .,0.0,-1.0,0.3333333333333333,1.0,0.454423161948238,0.0,0.7567397,0.0,0.999327410889528,-1.0,0.404117704615824,0.0,0.38,0.0,0.8868868868868869
91,"Not ` terrible filmmaking ' bad , but more like , ' I once had a nightmare like this , and it 's now coming true ' bad .",-1.0,-1.0,0.3333333333333333,-1.0,0.5598518097110543,-1.0,0.9399733,-1.0,0.999104249124551,-1.0,0.497406762552061,-1.0,0.7,-1.0,0.5835835835835835
92,Only two words will tell you what you know when deciding to see it : Anthony .,0.0,1.0,0.3333333333333333,-1.0,0.5157182941362947,0.0,0.946365,0.0,0.7323751253219587,-1.0,0.372068392932125,1.0,0.41,0.0,0.6786786786786787
93,Remember when Bond had more glamour than clamor ?,-1.0,1.0,0.3333333333333333,1.0,0.4155159225179035,0.0,0.93450326,1.0,0.9947403874539996,-1.0,0.384932684564048,1.0,0.41,-1.0,0.5015015015015015
94,The film is directed by Wally Wolodarsky from a script by Joe Jarvis and Greg Coolidge .,0.0,1.0,0.3333333333333333,1.0,0.5137494997245426,0.0,0.88922006,0.0,0.9994752883693216,1.0,0.451781161146578,1.0,0.55,0.0,0.925925925925926
95,"The story is less vibrant , the jokes are a little lukewarm , but will anyone really care ?",0.0,1.0,0.3333333333333333,-1.0,0.4536097205758582,0.0,0.5448463,0.0,0.9995430585695488,-1.0,0.478104403522391,-1.0,0.73,-1.0,0.5745745745745746
96,"Unless you are in dire need of a Diesel fix , there is no real reason to see it .",-1.0,-1.0,0.3333333333333333,1.0,0.4280101720042997,-1.0,0.4999567,0.0,0.9958733003232708,-1.0,0.488627260157037,-1.0,0.62,-1.0,0.4834834834834834
97,`` its successes are also tempered with elements which prove the direct antithesis of what it gets right . '',0.0,1.0,0.3333333333333333,1.0,0.3806269015551758,1.0,0.42215538,0.0,0.999446859768495,-1.0,0.3358211674213,-1.0,0.34,0.0,0.3733733733733734
98,"despite the long running time , the pace never feels slack -- there 's no scene that screams `` bathroom break ! ''",1.0,0.0,0.3333333333333333,-1.0,0.4417976606158991,-1.0,0.46553504,1.0,0.9994590161845412,1.0,0.40939459851064,1.0,0.47,1.0,0.4934934934934935
