sample_id,sentence_1,sentence_2,gold_label,agg_human_label,agg_human_confidence,machine_3_pred,machine_3_confidence,confidence_diff
59.0,6 men in work jumpsuits and 1 man in an orange jumpsuit are walking next to green and red loading docks.,All 7 men are best friends.,neutral,neutral,0.924257932446264,neutral,0.815794965410334,0.10846296703592995
49.0,Eight people are sitting on a long boat on a sunny day.,Morning ride on boat,neutral,neutral,0.7993858751279427,neutral,0.895158476871392,0.09577260174344937
45.0,A young woman with glasses sits at the end of a row of seats and speaks into a microphone.,A young woman wearing glasses,entailment,entailment,0.8628454452405322,entailment,0.946422729947762,0.0835772847072298
75.0,"Neck and neck to the finish line, every competitor has been training for this race.",The competitors have trained very hard and are all very close to the finish line.,entailment,entailment,0.8311156601842374,entailment,0.889421382380858,0.05830572219662056
77.0,Many small sailboats sitting at a dock., Many small sailboats docked.,entailment,entailment,0.9119754350051176,entailment,0.969700393957279,0.057724958952161454
64.0,A couple is back to back in formal attire.,Two people are facing away from each other.,entailment,entailment,0.8781985670419652,entailment,0.93248306657664,0.054284499534674846
69.0,A group of people in blue pants and shirts in motion.,There are people moving.,entailment,entailment,0.9355168884339816,entailment,0.985389604037617,0.049872715603635376
65.0,A biker pops a wheelie along side the colorful wall.,A person is riding a bike near a wall.,entailment,entailment,0.9273285568065508,entailment,0.96737084488955,0.040042288082999256
81.0,Girls playing soccer competitively in the grass.,Nobody is playing soccer.,contradiction,contradiction,0.9631525076765608,contradiction,0.999724431813576,0.036571924137015155
55.0,A bunch of happy children having fun swimming and one boy is showing off his talent with a back flip.,Kids are having fun,entailment,entailment,0.9437052200614124,entailment,0.971894755315145,0.02818953525373258
50.0,A picture of two little boys holding books.,A picture of children with books.,entailment,entailment,0.9672466734902764,entailment,0.983341454493439,0.01609478100316264
82.0,Two gray dogs running in green grass.,Two gray dogs are running.,entailment,entailment,0.977482088024565,entailment,0.982334872969634,0.004852784945068911
68.0,A couple kissing in front of a black Mercedes Benz limousine,A couple kissing in front of a car,entailment,entailment,0.9611054247697032,entailment,0.963511249839496,0.0024058250697928107
73.0,A boy in a gray hoodie and black cap holds up an American flag.,A person is holding an American flag.,entailment,entailment,0.9795291709314228,entailment,0.977172646567694,0.002356524363728796
