sample_id,snli_id,sentence_1,sentence_2,label,item_difficulty,average_accuracy,flesch_score_textstat,mean_grade_level_textstat,number_of_words,number_of_characters,prob_0_no_cal,prob_1_no_cal,prob_2_no_cal,pred_label,confidence,prob_0_with_cal,prob_1_with_cal,prob_2_with_cal,entropy_with_cal
24,3590653633.jpg#4r1c,Two rodeo clowns are on the dirt.,Two circus clowns were riding bicycles.,contradiction,0.622663278953605,0.3596311475409836,90.26,3.0,13,73,0.0008666451903991401,0.9961013793945312,0.0030320442747324705,contradiction,0.983893022932575,0.0035408152557428827,0.983893022932575,0.012566161811682165,0.13122423350777912
25,3469609037.jpg#1r1n,A boy does a skateboarding trick in the air while holding the board with his left hand.,A sad boy does a skateboarding trick in the air while holding the board with his left hand.,neutral,-1.62233102085706,0.8206967213114754,87.55,6.0,35,179,0.0014248295919969678,0.0011865418637171388,0.9973886609077454,neutral,0.9971235201213448,0.0012653268143682647,0.0016111530642870468,0.9971235201213448,0.031272071736815614
26,87938334.jpg#1r1e,A young boy in a beige jacket laughs as he reaches for a teal balloon.,The boy plays with the balloon.,entailment,-0.704480583986331,0.6588114754098361,94.66,3.0,21,102,0.807041585445404,0.006095777731388807,0.18686269223690033,entailment,0.7869159998989775,0.7869159998989775,0.011496648742492439,0.20158735135852957,0.8118923902054718
27,3309042087.jpg#4r1n,A scene of snow and water.,a snow and water scene at sunset,neutral,-1.46801469540934,0.798155737704918,98.72,0.0,13,59,0.0014227050123736262,0.0018862541764974594,0.9966909885406494,neutral,0.9923511288262933,0.003062150833215885,0.004586720340490585,0.9923511288262933,0.07219654865477773
28,7060264119.jpg#2r1c,"A group of people are gathered in a crowd, some of which are holding spears.",A crowd of people are holding swords,contradiction,0.0516687497760844,0.4887295081967213,94.15,5.0,22,113,0.03201594948768616,0.9218747019767761,0.046109460294246674,contradiction,0.8033228537722893,0.08414083179779733,0.8033228537722893,0.11253631442991356,0.9089419278758425
29,3386694897.jpg#3r1e,A man prepares food in a shanty kitchen.,A man is fixing a meal.,entailment,-2.18969460684385,0.8872950819672131,98.21,0.0,14,64,0.7535262107849121,0.001263543963432312,0.24521023035049438,entailment,0.7087481680681833,0.7087481680681833,0.0027036203116966866,0.28854821162011995,0.892467939222936
30,4291704682.jpg#3r1n,There are two people sweeping a sidewalk in this picture.,The man is clearing leaves from the sidewalk.,neutral,-0.985463268499332,0.7151639344262295,87.72,4.0,18,103,0.03263331204652786,0.34960827231407166,0.6177584528923035,neutral,0.6727531323362311,0.03786098301024888,0.28938588465352016,0.6727531323362311,1.0812294810712486
31,2178095150.jpg#2r1c,The dogs ran around the dirt racetrack.,Dogs are humping each other.,contradiction,-0.900907428898312,0.6987704918032787,90.77,2.0,12,68,0.013563315384089947,0.8505508303642273,0.1358858048915863,contradiction,0.6900951899061623,0.031182609723134816,0.6900951899061623,0.27872220037070283,1.0390156184774124
32,3543378438.jpg#1r1c,"A man is sitting in front of a harpsichord, and a woman is preparing to sing.",a boy covers his ears,contradiction,1.39643765267491,0.2131147540983606,86.2,4.0,21,99,0.0011692728148773313,0.9946594834327698,0.004171239212155342,contradiction,0.987766353247818,0.0032339855613010863,0.987766353247818,0.008999661190880633,0.10545499191412021
33,2858757067.jpg#3r1e,Two people dressed in red and white wait at the horse track with a horse.,The people at the track are outdoors.,entailment,0.264525073991547,0.4395491803278688,102.61,5.0,22,111,0.841320812702179,0.0012597739696502686,0.15741939842700958,entailment,0.8047076400146552,0.8047076400146552,0.002285718179573697,0.1930066418057709,0.7303576224729581
34,4573386995.jpg#1r1c,A person is standing next to a wooden fence with flowering trees nearby.,The bare tree branches rattle in the wind.,contradiction,-0.0674811522588409,0.5163934426229508,77.74,5.0,21,115,0.001829841872677207,0.981637179851532,0.0165330171585083,contradiction,0.8905512309341879,0.012200883622948314,0.8905512309341879,0.09724788544286428,0.5534516640677211
35,4829253619.jpg#4r1c,An old woman in a cowboy hat smokes a cigarette.,The old lady is ten feet tall.,contradiction,0.81807490871417,0.3186475409836065,88.23,4.0,17,79,0.02353503741323948,0.8900027871131897,0.08646222203969955,contradiction,0.7919167892393665,0.040311387297103284,0.7919167892393665,0.16777182346353028,0.8853762553839536
36,3163477256.jpg#4r1n,Two soccer players are playing soccer.,Two people play a game.,entailment,-2.89137864966534,0.9395491803278688,74.35,4.0,11,62,0.9267449378967285,0.0011848155409097672,0.07207019627094269,entailment,0.9192892516087343,0.9192892516087343,0.001965348241575451,0.07874540014969016,0.4180132890322772
37,31648340.jpg#1r1n,A wielder works on wielding a beam into place while other workers set beams.,The wielder is working on a building.,neutral,-0.0012751313475036,0.5010245901639344,77.74,5.0,21,114,0.8207988142967224,0.0032152216881513596,0.17598597705364227,entailment,0.7604358342580093,0.7604358342580093,0.008304147660414107,0.23126001808157653,0.8463637594350251
38,2965189317.jpg#2r1n,A man is popping balloons inside a cubicle using a handmade tool.,A man is popping balloons inside a cubicle using a handmade knife.,neutral,-0.560624190550773,0.6280737704918032,59.3,8.0,24,132,0.03631901741027832,0.020408447831869125,0.943272590637207,neutral,0.8929129784621347,0.07337628754704796,0.03371073399081723,0.8929129784621347,0.5872985642602604
39,3600403707.jpg#2r1c,a man wearing a gray shirt waving in the middle of a plant nursery,The man does not have a way to get home.,neutral,-1.57888802055219,0.8145491803278688,80.96,8.0,24,107,0.00591168412938714,0.08146408200263977,0.912624180316925,neutral,0.8319187821343259,0.010928359477493986,0.15715285838818038,0.8319187821343259,0.7116294239783226
40,430292291.jpg#2r1c,People were watching the tournament in the stadium.,The people are sitting outside on the grass.,contradiction,0.408824906704733,0.4067622950819672,63.36,7.0,16,96,0.0033094598911702633,0.9852150678634644,0.011475547216832638,contradiction,0.956516115315911,0.008213487792986113,0.956516115315911,0.03527039689110263,0.28844484352855043
41,2983889345.jpg#4r1n,Two soccer players on the field running into each other.,There are two people colliding and falling.,neutral,0.413382406226253,0.4057377049180328,71.31,6.0,17,100,0.0712304636836052,0.02190617471933365,0.9068633913993835,neutral,0.8154244627372027,0.14116585070896293,0.0434096865538345,0.8154244627372027,0.8352355140067028
42,2760167.jpg#4r1c,Nine men wearing tuxedos sing.,Nine woman wearing dresses sing.,contradiction,0.0560820192002633,0.4877049180327868,74.86,2.0,10,63,0.00023504217097070068,0.9993371367454529,0.000427826278610155,contradiction,0.998310076367326,0.0004883836207737423,0.998310076367326,0.0012015400118999852,0.01946407436397688
43,4676792744.jpg#2r1c,A man and woman walking away from a crowded street fair.,There are a group of men walking together.,contradiction,-0.178193431683451,0.5420081967213115,87.21,4.0,19,99,0.002222527051344514,0.9893242716789246,0.00845324993133545,contradiction,0.9791340188138313,0.004982898356038996,0.9791340188138313,0.01588308283012965,0.16282326579091674
44,168728234.jpg#2r1n,"A man on stilts in a purple, yellow and white costume.",A man is performing on stilts.,entailment,-1.11777276144397,0.7397540983606558,88.23,4.0,17,85,0.43471211194992065,0.0021412603091448545,0.5631466507911682,neutral,0.5761870277704729,0.41994874292031353,0.003864229309213586,0.5761870277704729,1.014924133092129
45,2970162432.jpg#0r1e,A young woman with glasses sits at the end of a row of seats and speaks into a microphone.,A young woman wearing glasses,entailment,-1.96380355838005,0.8637295081967213,84.68,6.0,24,120,0.9783287048339844,0.0005750416894443333,0.021096186712384224,entailment,0.9630557269083913,0.9630557269083913,0.0014066869284512678,0.03553758616315768,0.23672472005630285
46,218854747.jpg#3r1n,Two friends walk down the street with a stuffed animal.,Two friends are walking on the sidewalk.,entailment,0.622663278953605,0.3596311475409836,96.69,5.0,17,96,0.05511123687028885,0.09146591275930405,0.8534228205680847,neutral,0.7279460780661852,0.09265525468532018,0.1793986672484947,0.7279460780661852,1.0961468979416849
47,2979997455.jpg#0r1n,Two men and one woman are dressed in costume hats.,the people are swingers,neutral,-1.7282607601362,0.8350409836065574,98.21,3.0,14,74,0.0033651920966804028,0.29143577814102173,0.7051990628242493,neutral,0.6788052313870494,0.007869496774684431,0.3133252718382665,0.6788052313870494,0.958998986010774
48,4360937435.jpg#3r1n,People judge a gray and white dog in a show.,A dog is being judged for first place in a show.,neutral,-0.155993395303353,0.5368852459016393,103.12,1.0,21,93,0.0012449882924556732,0.0008490725886076689,0.997905969619751,neutral,0.9966415396627208,0.0018869690419384452,0.0014714912953405761,0.9966415396627208,0.035758151574301185
49,2959165388.jpg#4r1e,Eight people are sitting on a long boat on a sunny day.,Morning ride on boat,neutral,-1.48150739238539,0.8002049180327869,88.74,3.0,16,76,0.30870792269706726,0.01046907901763916,0.6808229684829712,neutral,0.6642787420377675,0.31518366003376097,0.020537597928471655,0.6642787420377675,1.0321549161563752
50,4910374312.jpg#4r1e,A picture of two little boys holding books.,A picture of children with books.,entailment,-3.57789458369205,0.9682377049180328,81.29,4.0,14,77,0.9843738079071045,0.00040304468711838126,0.015223177149891853,entailment,0.9785507836796569,0.9785507836796569,0.0006308103868052561,0.020818405933537322,0.1536077879212179
51,4520820052.jpg#1r1c,"A woman in her early fifties walks by herself in the subway, another woman is not far behind.",back in the fifties a woman could walk by herself in the subway.,contradiction,1.27196847630062,0.2336065573770492,72.66,6.0,31,158,0.9560986757278442,0.002303343964740634,0.041598040610551834,entailment,0.944581319267055,0.944581319267055,0.0031596191163094285,0.05225906161663585,0.3264668639174356
52,3574847368.jpg#0r1c,"A man is standing in what appears to be a parking lot and shaving his face, while his dog looks at the ground near his feet.",A women is walking with a man,contradiction,-0.312349806842799,0.5727459016393442,88.57,7.0,33,154,0.008339561522006989,0.9504824280738831,0.041178010404109955,contradiction,0.9284118459306627,0.013928195336262354,0.9284118459306627,0.05765995873307503,0.422715587492405
53,408627152.jpg#3r1c,A white dog with a life vest accompanies a man in a boat.,man eats carrot,contradiction,0.570644860260245,0.3709016393442623,88.74,6.0,16,73,0.00026592693757265806,0.9989432692527771,0.0007907851249910891,contradiction,0.9968019517263241,0.000580546110778508,0.9968019517263241,0.002617502162897435,0.03329933845342091
54,3873342570.jpg#2r1c,A young girl in a pink shirt sitting on a dock viewing a body of water.,An old woman viewing a body of water.,contradiction,-0.880167433535095,0.694672131147541,84.68,5.0,24,109,0.0005277140298858285,0.998455286026001,0.0010169363813474774,contradiction,0.993850670386507,0.0023783840291233573,0.993850670386507,0.00377094558436976,0.05993314699509488
55,5975778602.jpg#1r1e,A bunch of happy children having fun swimming and one boy is showing off his talent with a back flip.,Kids are having fun,entailment,-2.98760413222505,0.944672131147541,84.68,5.0,24,121,0.977564811706543,0.0004867959942203015,0.021948449313640594,entailment,0.9694572721287856,0.9694572721287856,0.0008030820691830918,0.02973964580203119,0.20246507547512596
56,6156372684.jpg#1r1c,"Two cyclists, in yellow, are competing in a race.",A Mustang and a Corvette are competing in a drag race.,contradiction,-0.854450581047999,0.6895491803278688,78.25,5.0,20,104,0.00022812718816567212,0.9992997646331787,0.0004720517317764461,contradiction,0.9947027312837193,0.0008873564612197696,0.9947027312837193,0.004409912255061209,0.0511259765468759
57,339800370.jpg#0r1c,The backside of a woman leaning against the guard rail of a passenger boat looking out at the open ocean.,The woman is driving her car on the highway.,contradiction,-1.94572484912156,0.8616803278688525,82.14,6.0,29,150,0.00019983196398243308,0.9994606375694275,0.00033951643854379654,contradiction,0.9993246803523336,0.00023415348413548834,0.9993246803523336,0.0004411661635307588,0.008715312875773892
58,152979089.jpg#4r1c,A police vehicle in an urban area.,A cop car in a suburban area,contradiction,-0.499787915845116,0.6147540983606558,81.29,4.0,14,63,0.007530164439231157,0.9822437167167664,0.010226154699921608,contradiction,0.9533302178380376,0.021269030615186802,0.9533302178380376,0.025400751546775693,0.3184839246113481
59,2849864963.jpg#0r1n,6 men in work jumpsuits and 1 man in an orange jumpsuit are walking next to green and red loading docks.,All 7 men are best friends.,neutral,-2.65694733849449,0.9252049180327868,91.61,4.0,27,132,0.0016232748748734593,0.24235224723815918,0.7560244798660278,neutral,0.6790185496345527,0.003010341757855001,0.3179711086075921,0.6790185496345527,0.9300470555972032
60,4758348295.jpg#2r1e,This man is walking past a wall that has art on it.,A man walks past a wall mural.,entailment,-0.366621650232289,0.5850409836065574,104.13,0.0,19,82,0.18994584679603577,0.001053338753990829,0.8090008497238159,neutral,0.7343249631864484,0.2634979289019414,0.0021771079116101144,0.7343249631864484,0.8534076597157647
61,3655773435.jpg#0r1n,A black dog has just jumped into a swimming pool.,A dog jumped into a pool to cool off.,neutral,-0.758668173306616,0.6700819672131147,95.67,4.0,19,87,0.026338450610637665,0.0008691183174960315,0.9727924466133118,neutral,0.9694972811470416,0.028872361675113676,0.001630357177844953,0.9694972811470416,0.20608419883871237
62,3933863527.jpg#3r1c,A ballerina in a black dress and tights dances in front of a concrete wall.,a man dancing,contradiction,0.011959754254919,0.4979508196721312,87.72,4.0,18,89,0.021079659461975098,0.9708343744277954,0.00808598194271326,contradiction,0.9462193718507376,0.03848121083506068,0.9462193718507376,0.015299417314201879,0.34857572534045955
63,6659698.jpg#3r1e,there is a lady standing and six people laying on a gym floor.,There are seven people in the gym.,entailment,-1.43470648885698,0.7930327868852459,86.71,4.0,20,97,0.9420984983444214,0.01006130501627922,0.04784009978175163,entailment,0.9104091808816519,0.9104091808816519,0.026930042794619632,0.06266077632372853,0.514122553378292
64,2908391335.jpg#4r1e,A couple is back to back in formal attire.,Two people are facing away from each other.,entailment,-2.10700785310403,0.8790983606557377,79.77,4.0,17,86,0.005081769544631243,0.9828680753707886,0.012050104327499866,contradiction,0.9220844189422788,0.02917681571679069,0.9220844189422788,0.04873876534093054,0.4691262933681619
65,3427852996.jpg#4r1e,A biker pops a wheelie along side the colorful wall.,A person is riding a bike near a wall.,entailment,-2.70352518053176,0.9282786885245902,87.21,4.0,19,91,0.9795709848403931,0.00043444675975479186,0.0199945829808712,entailment,0.9719557151507996,0.9719557151507996,0.0007249395631306297,0.02731934528606973,0.18934251361151427
66,4717499333.jpg#4r1e,A street vendor selling cupcakes.,There is a person outside in this picture,entailment,0.0340185723949659,0.492827868852459,73.34,5.0,13,75,0.9820408821105957,0.00044814078137278557,0.017511002719402313,entailment,0.9711595758354267,0.9711595758354267,0.000707540106841954,0.02813288405773128,0.19333575555191682
67,2175758177.jpg#1r1n,An infant napping in it's crib in pajamas.,A baby is sleeping in a crib with its blanket.,neutral,-1.18681378985158,0.7520491803278688,79.26,4.0,18,89,0.0011458148946985602,0.002030962845310569,0.9968231916427612,neutral,0.9907058750498345,0.0031598289131964993,0.0061342960369688585,0.9907058750498345,0.08467167130708504
68,3456488632.jpg#2r1e,A couple kissing in front of a black Mercedes Benz limousine,A couple kissing in front of a car,entailment,-3.39174982677674,0.9620901639344264,77.57,7.0,19,95,0.26340264081954956,0.7062380313873291,0.030359264463186264,entailment,0.7854226579421559,0.7854226579421559,0.14412927691626987,0.07044806514157413,0.9460916889910154
69,961664774.jpg#2r1e,A group of people in blue pants and shirts in motion.,There are people moving.,entailment,-2.83717654997039,0.9364754098360656,89.24,3.0,15,78,0.988092303276062,0.0003614976885728538,0.01154620386660099,entailment,0.984444264749266,0.984444264749266,0.00047501497354331053,0.015080720277190646,0.11876647248164444
70,2775461796.jpg#2r1c,A father and children ride bikes in city street.,A woman and her daughters ride their bikes.,contradiction,-0.439699398931061,0.6014344262295082,96.69,6.0,17,92,0.000433650566264987,0.9981062412261963,0.0014600318390876055,contradiction,0.9904340558752307,0.0019805038409211164,0.9904340558752307,0.007585440283847891,0.0849401325999176
71,8089660385.jpg#3r1n,a poor looking person with white cream smeared around his eyes sitting on a backpack.,A dirty man with some product under his eyes is sitting on a pillow.,contradiction,-0.289853084965219,0.5676229508196722,82.14,6.0,29,154,0.5770477056503296,0.2773679196834564,0.1455843299627304,entailment,0.4519263146765753,0.4519263146765753,0.3431787431344249,0.20489494218900003,1.515952964619998
72,248698033.jpg#2r1n,A man sleeping on a chair with a newspaper on his chest.,the man is a farmer,neutral,-2.12722732671896,0.8811475409836066,96.69,5.0,17,76,0.000533125305082649,0.007590376306325197,0.991876482963562,neutral,0.9793583677779252,0.0009507625282102274,0.019690869693864795,0.9793583677779252,0.15058939775474578
73,3011809448.jpg#3r1n,A boy in a gray hoodie and black cap holds up an American flag.,A person is holding an American flag.,entailment,-4.08591834540005,0.980532786885246,86.2,4.0,21,101,0.9794054627418518,0.00042061699787154794,0.020173901692032814,entailment,0.9739679301751971,0.9739679301751971,0.0006416910850445525,0.025390378739758114,0.17842707230689522
74,26720379.jpg#4r1n,A young boy asleep in a stroller.,A young boy is taking his afternoon nap.,neutral,-0.636687418573376,0.6444672131147541,97.7,3.0,15,74,0.005279206670820713,0.0008014538325369358,0.9939193725585938,neutral,0.9871294242154444,0.011015537692071918,0.0018550380924834957,0.9871294242154444,0.10693008644945193
75,7712223846.jpg#1r1e,"Neck and neck to the finish line, every competitor has been training for this race.",The competitors have trained very hard and are all very close to the finish line.,entailment,-1.70498516167454,0.8319672131147541,81.63,8.0,30,165,0.40181294083595276,0.0017598042031750083,0.5964272022247314,neutral,0.6999501358486966,0.2957357346221119,0.0043141295291913295,0.6999501358486966,0.913933282401524
76,8040947572.jpg#2r1c,A football team wearing purple and white trying to stop the runner with the ball.,Lacrosse players celebrate a victory.,contradiction,-0.651111325149481,0.6475409836065574,69.79,6.0,20,119,0.00021890044445171952,0.9993933439254761,0.0003877419512718916,contradiction,0.9988915695045294,0.00029992093055705715,0.9988915695045294,0.0008085095649134058,0.013413626372208871
77,4637341301.jpg#3r1n,Many small sailboats sitting at a dock., Many small sailboats docked.,entailment,-2.48626802365118,0.9129098360655736,91.27,2.0,11,69,0.9530295729637146,0.000878723687492311,0.04609169438481331,entailment,0.9340368829977193,0.9340368829977193,0.0014188938449125994,0.06454422315736787,0.36055876886151705
78,3060969260.jpg#3r1n,One biker is running with their bike while another is riding around them.,The people are part of a club,neutral,-1.99134124411896,0.8668032786885246,86.71,4.0,20,103,0.0009643888915888965,0.04243442788720131,0.9566012024879456,neutral,0.9261686970229185,0.002289756019252737,0.07154154695782884,0.9261686970229185,0.3947868903964511
79,2800531753.jpg#0r1n,A person wearing an orange shirt with a backpack on looking across a segment of lush green trees.,A person is meditating and looking at the peaceful lush green trees.,neutral,-1.45461985942309,0.7961065573770492,73.17,7.0,30,166,0.003523244522511959,0.002523604780435562,0.9939531683921814,neutral,0.9882065647741755,0.006171327120148225,0.005622108105676458,0.9882065647741755,0.1042358222532037
80,3611694228.jpg#3r1n,Two men fight in a ring while spectators look on.,Boxers fight as the crowd screams.,neutral,-0.371163703629936,0.5860655737704918,97.2,5.0,16,84,0.0040237377397716045,0.036402031779289246,0.959574282169342,neutral,0.9378521714767111,0.007634071888357803,0.0545137566349315,0.9378521714767111,0.3693147375446547
81,8025717431.jpg#3r1c,Girls playing soccer competitively in the grass.,Nobody is playing soccer.,contradiction,-3.45038996410637,0.9641393442622952,48.97,8.0,11,74,0.00021462647418957204,0.999380350112915,0.0004049289273098111,contradiction,0.9986621756044621,0.0003654690933132997,0.9986621756044621,0.0009723553022243965,0.015831303203093672
82,2258951972.jpg#4r1n,Two gray dogs running in green grass.,Two gray dogs are running.,entailment,-3.98274862480943,0.9784836065573772,99.23,2.0,12,64,0.9845532178878784,0.00034662679536268115,0.01510021835565567,entailment,0.979714414862302,0.979714414862302,0.0004845740016540759,0.019801011136043812,0.1463423959046651
83,7671851684.jpg#0r1e,"Five men in red shirts, in a line, on a basketball court, four with hands on their hearts, and same four looking upward.",A team of basketball players are on the court.,entailment,-0.187083774929628,0.5440573770491803,89.08,8.0,32,167,0.24693959951400757,0.005397997796535492,0.7476624250411987,neutral,0.736260139383168,0.24866190364250446,0.01507795697432735,0.736260139383168,0.9157073803718729
