sample_id,sentence,domain,gold_label,agg_human_label,agg_human_confidence,machine_1_pred,machine_1_confidence,confidence_diff
45,We admired the pictures of us in the album.,out,1.0,1.0,1.0,1.0,0.802302887737751,0.19769711226224895
188,Anson demonized up the Khyber,in,0.0,0.0,1.0,0.0,0.8069614708423615,0.19303852915763853
35,"Jones, that we were talking to last night, always watches football games alone.",out,0.0,0.0,0.8,0.0,0.6075174185633659,0.1924825814366341
69,TV puts dumb ideas.,out,0.0,0.0,1.0,0.0,0.8122391521930694,0.1877608478069306
6,Everyone relies on someone. It's unclear who.,out,1.0,1.0,0.6,1.0,0.7853693512082099,0.18536935120820996
141,John is easy to please Kim.,in,0.0,0.0,1.0,0.0,0.8231623202562333,0.17683767974376674
146,the baker from whom I bought these bagels left.,in,1.0,1.0,1.0,1.0,0.8333824294805526,0.16661757051944737
148,To please John is easy.,in,1.0,1.0,1.0,1.0,0.8374530583620071,0.16254694163799288
123,Mira condemned Terry for the accident.,in,1.0,1.0,1.0,1.0,0.8387492883205414,0.1612507116794586
137,This proved a decisive factor.,in,1.0,1.0,1.0,1.0,0.8398539447784423,0.16014605522155767
46,We admired the pictures of ourselves in the album.,out,1.0,1.0,1.0,1.0,0.8407651484012604,0.15923485159873962
190,What did you ask who Medea gave?,in,0.0,0.0,1.0,0.0,0.8469383323192596,0.15306166768074037
31,Bother you that Kim left!,out,0.0,0.0,1.0,0.0,0.8481574553251267,0.15184254467487335
94,I presented it to Bill to read.,out,1.0,1.0,1.0,1.0,0.8485770481824875,0.15142295181751253
67,Chris was handed Sandy a note by Pat.,out,0.0,0.0,1.0,0.0,0.8545974487066269,0.1454025512933731
185,John considers himself proud of Mary.,in,1.0,1.0,1.0,1.0,0.859444014430046,0.14055598556995397
143,We expect there to will rain.,in,0.0,0.0,1.0,0.0,0.8661858034133911,0.13381419658660887
91,It is to give up to leave.,out,0.0,0.0,1.0,0.0,0.869676159620285,0.130323840379715
60,These dogs barked.,out,1.0,1.0,1.0,1.0,0.8701907539367676,0.1298092460632324
48,They lost themselves' books.,out,0.0,0.0,1.0,0.0,0.8777524447441101,0.12224755525588993
97,The correspondence school made Bill a good typist.,out,1.0,1.0,1.0,1.0,0.8806373941898346,0.11936260581016545
41,Who for Sandy to talk to is still enrolled in the class?,out,0.0,0.0,1.0,0.0,0.8808241093158722,0.11917589068412782
88,That he is here is clear.,out,1.0,1.0,1.0,1.0,0.8895496237277984,0.11045037627220156
83,They make good cooks.,out,1.0,1.0,1.0,1.0,0.8895587903261185,0.11044120967388149
154,I have much of the manuscript left to type.,in,1.0,1.0,1.0,1.0,0.8923766934871673,0.1076233065128327
33,I wonder in whom them to place their trust.,out,0.0,0.0,1.0,0.0,0.8949854362010956,0.10501456379890439
193,Anson thought that himself was happy.,in,0.0,0.0,1.0,0.0,0.8976383256912231,0.10236167430877685
37,The only person whose kids Dana is willing to put up with was written by John.,out,0.0,0.0,1.0,0.0,0.897771487236023,0.10222851276397704
157,They chased the man with the car.,in,1.0,1.0,1.0,1.0,0.8993948137760163,0.10060518622398373
187,John convinced Bill that Mary should sleep.,in,1.0,1.0,1.0,1.0,0.9011598467826843,0.09884015321731565
175,She goes and buying some whiskey.,in,0.0,0.0,1.0,0.0,0.9013863205909728,0.09861367940902721
16,Who did they see someone?,out,0.0,0.0,1.0,0.0,0.9025153648853302,0.09748463511466976
66,The cat was bitten the mouse.,out,0.0,0.0,0.8,0.0,0.8964509129524231,0.09645091295242303
186,Everyone hopes that he will sleep.,in,1.0,1.0,1.0,1.0,0.9057722115516662,0.0942277884483338
183,Mary revealed himself to John.,in,0.0,0.0,1.0,0.0,0.9060091626644134,0.09399083733558655
52,The teacher handed the student.,out,0.0,0.0,1.0,0.0,0.9097188234329224,0.09028117656707757
19,Mary was given by John the book.,out,0.0,0.0,1.0,0.0,0.9110889077186584,0.08891109228134164
2,I served my guests.,out,1.0,1.0,1.0,1.0,0.9120778185129166,0.08792218148708342
196,He can will go,in,0.0,0.0,1.0,0.0,0.9141233277320862,0.08587667226791385
34,I wonder whom us to trust.,out,0.0,0.0,1.0,0.0,0.9156701278686524,0.08432987213134757
129,Over the fire there bubbled a fragrant stew.,in,1.0,1.0,1.0,1.0,0.9181708300113678,0.08182916998863221
76,The bucket was kicked by Pat.,out,1.0,1.0,1.0,1.0,0.92278963804245,0.07721036195755004
103,"The higher the stakes, the lower his expectations are.",in,1.0,1.0,1.0,1.0,0.9260932850837708,0.07390671491622924
167,Captain Wentworth wrote a letter to Anne Elliott.,in,1.0,1.0,1.0,1.0,0.92679328083992,0.07320671916008004
62,"Chris walks, Pat eats broccoli, and Sandy plays squash.",out,1.0,1.0,1.0,1.0,0.9276316010951996,0.0723683989048004
43,Leslie told ourselves about us.,out,0.0,0.0,1.0,0.0,0.9284284818172456,0.07157151818275442
29,"Bill bought a red house, and Max bought one too.",out,1.0,1.0,1.0,1.0,0.929824281334877,0.07017571866512295
182,Each of the boys fought with some of the other boys.,in,1.0,1.0,1.0,1.0,0.9323490262031556,0.06765097379684437
21,John was believed by Mary to be telling the truth.,out,1.0,1.0,1.0,1.0,0.9324105310440064,0.0675894689559936
161,There were four men arriving at the station when I pulled up.,in,1.0,1.0,1.0,1.0,0.9328934001922607,0.06710659980773925
20,John was believed to be telling the truth by Mary.,out,1.0,1.0,0.8,1.0,0.8655115246772767,0.06551152467727661
115,Mike talked about politics yesterday to my friends.,in,1.0,1.0,1.0,1.0,0.9347836434841156,0.06521635651588442
131,A wonderful opportunity presented itself to him yesterday.,in,1.0,1.0,1.0,1.0,0.935066341161728,0.06493365883827196
107,They represented seriously to the dean Mary as a genuine linguist.,in,0.0,0.0,0.8,0.0,0.863825318813324,0.06382531881332398
147,Which topic did you choose without getting his approval?,in,1.0,1.0,1.0,1.0,0.936989541053772,0.06301045894622803
59,The storm arrived while we ate lunch.,out,1.0,1.0,0.8,1.0,0.8623130792379379,0.06231307923793783
176,Ann bought a first edition of Richard III for $1000.,in,1.0,1.0,1.0,1.0,0.9391011536121368,0.06089884638786325
44,Those pictures of us offended us.,out,1.0,1.0,1.0,1.0,0.9403282356262208,0.05967176437377919
192,Anson believed himself to be handsome.,in,1.0,1.0,1.0,1.0,0.9412102687358856,0.05878973126411435
40,All who lost money in the scam are eligible for the program.,out,1.0,1.0,1.0,1.0,0.9421036124229432,0.05789638757705684
85,I would hate for John to leave.,out,1.0,1.0,1.0,1.0,0.9423982220888136,0.05760177791118637
172,Emma made Harriet some food.,in,1.0,1.0,1.0,1.0,0.9442001682519912,0.055799831748008843
57,Newsweek appeared on the newsstands.,out,1.0,1.0,1.0,1.0,0.9472644877433776,0.05273551225662243
17,The book was by John written.,out,0.0,0.0,1.0,0.0,0.9482362723350524,0.051763727664947634
120,"We launched the rocket to the moon, but it blew up before it got there.",in,1.0,1.0,1.0,1.0,0.9497907042503356,0.05020929574966437
50,This is my favorite.,out,1.0,1.0,1.0,1.0,0.9506777119636536,0.04932228803634642
160,Who did you think kissed the gorilla?,in,1.0,1.0,1.0,1.0,0.953957679271698,0.046042320728302055
132,Out of the box jumped a little white rabbit.,in,1.0,1.0,1.0,1.0,0.9592441987991333,0.04075580120086675
134,John put old books in the box.,in,1.0,1.0,1.0,1.0,0.9599928879737852,0.040007112026214764
108,Mary intended John to go abroad.,in,0.0,0.0,0.6,0.0,0.563444234803319,0.03655576519668102
140,Most of the fruit is rotten.,in,1.0,1.0,1.0,1.0,0.9655675089359284,0.034432491064071646
150,It was the peasant girl who got it.,in,1.0,1.0,1.0,1.0,0.9663018512725832,0.03369814872741683
55,The guests dined.,out,1.0,1.0,1.0,1.0,0.9663792383670808,0.03362076163291916
162,Jean wants Bill to do the Macarena.,in,1.0,1.0,1.0,1.0,0.9675787270069124,0.03242127299308761
65,the putter of books left.,out,0.0,0.0,0.6,0.0,0.6312978434562683,0.03129784345626829
56,We relied on Leslie.,out,1.0,1.0,1.0,1.0,0.968799899816513,0.031200100183486956
156,They may grow as high as bamboo.,in,1.0,1.0,1.0,1.0,0.9688596880435943,0.031140311956405653
130,Soaring temperatures are predicted for this weekend.,in,1.0,1.0,1.0,1.0,0.9690365052223204,0.030963494777679568
58,The book surprised many people.,out,1.0,1.0,1.0,1.0,0.9694834411144256,0.030516558885574363
144,We never found any of the unicorns.,in,1.0,1.0,1.0,1.0,0.9697689807415008,0.030231019258499248
77,John is sad.,out,1.0,1.0,1.0,1.0,0.9698111867904664,0.030188813209533594
114,How sane is Peter?,in,1.0,1.0,1.0,1.0,0.9699578022956848,0.030042197704315154
121,The farmer loaded the cart with apples.,in,1.0,1.0,1.0,1.0,0.9702533912658692,0.02974660873413082
22,The car was driven by John to Maine.,out,1.0,1.0,1.0,1.0,0.9744104027748108,0.025589597225189165
149,It annoys me that Fido barks.,in,1.0,1.0,1.0,1.0,0.9748045182228088,0.02519548177719122
8,"Everybody gets on well with a certain relative, but often only his therapist knows which one.",out,1.0,1.0,0.8,1.0,0.7757225733995438,0.024277426600456287
70,There is a monster in Loch Ness.,out,1.0,1.0,1.0,1.0,0.9768174397945404,0.023182560205459612
165,The wealthy young man bought that piano for his secret fiancée.,in,1.0,1.0,1.0,1.0,0.9768481397628784,0.02315186023712157
100,The weights made the rope stretch over the pulley.,in,1.0,1.0,1.0,1.0,0.9778603684902192,0.02213963150978082
84,I would prefer to leave.,out,1.0,1.0,1.0,1.0,0.978063461780548,0.021936538219451962
74,We forgot our invitations.,out,1.0,1.0,1.0,1.0,0.9780780506134034,0.02192194938659664
180,I gave money to the charity.,in,1.0,1.0,1.0,1.0,0.9782816755771636,0.021718324422836388
64,Protect yourself!,out,1.0,1.0,1.0,1.0,0.980706934928894,0.019293065071105953
135,Sandy removed her ballet shoes.,in,1.0,1.0,1.0,1.0,0.9808743584156036,0.019125641584396447
173,Emma and Harriet were attacked yesterday.,in,1.0,1.0,1.0,1.0,0.9819669318199158,0.01803306818008421
79,John is sick.,out,1.0,1.0,1.0,1.0,0.9827346229553222,0.017265377044677788
136,Everyone hoped that she would sing.,in,1.0,1.0,1.0,1.0,0.9829303669929504,0.017069633007049556
159,The manager laughed.,in,1.0,1.0,1.0,1.0,0.9831815052032472,0.016818494796752792
109,"Mary will read Fred's story, and Joe will read Holly's.",in,1.0,1.0,1.0,1.0,0.9835142862796784,0.016485713720321593
171,Harriet admired Mr Knightley.,in,1.0,1.0,1.0,1.0,0.98371351480484,0.01628648519515996
169,Fanny regretted having to talk to Aunt Norris.,in,1.0,1.0,1.0,1.0,0.9837395799160004,0.016260420083999638
51,Some people yell at the dogs.,out,1.0,1.0,1.0,1.0,0.9840105772018432,0.01598942279815685
71,People are looking through the window.,out,1.0,1.0,1.0,1.0,0.9848578715324402,0.015142128467559801
90,John believed it that Bill was tardy.,out,0.0,0.0,0.8,0.0,0.8150327956676483,0.015032795667648258
28,Jerry attempted to blow up the Pentagon.,out,1.0,1.0,1.0,1.0,0.9852299761772156,0.014770023822784362
138,John is afraid of Bill.,in,1.0,1.0,1.0,1.0,0.9853724241256714,0.014627575874328613
106,The men will all leave.,in,1.0,1.0,1.0,1.0,0.9856079721450806,0.014392027854919442
80,John tried to leave.,out,1.0,1.0,1.0,1.0,0.9857321202754974,0.014267879724502608
72,It never occurred to Pat that Chris knew the answer.,out,1.0,1.0,1.0,1.0,0.9858181512355804,0.014181848764419636
158,Heidi thinks that Andy should eat salmon flavored candy bars.,in,1.0,1.0,1.0,1.0,0.9858430218696594,0.014156978130340558
151,A sick owl doesn't hunt mice.,in,1.0,1.0,1.0,1.0,0.9863583290576936,0.013641670942306394
47,Max is on the phone now.,out,1.0,1.0,1.0,1.0,0.9866927254199982,0.013307274580001804
68,The patient died.,out,1.0,1.0,1.0,1.0,0.9877631175518036,0.012236882448196429
178,I will fix the computer for Carol.,in,1.0,1.0,1.0,1.0,0.9883542931079864,0.011645706892013608
110,Mary saw the boy walking toward the railroad station.,in,1.0,1.0,1.0,1.0,0.9885123479366302,0.011487652063369769
0,"If Sam was going, Sally would know where.",out,1.0,1.0,0.8,1.0,0.7893692564964294,0.010630743503570628
7,"The newspaper has reported that they are about to appoint someone, but I can't remember who the newspaper has reported that they are about to appoint.",out,1.0,1.0,0.8,1.0,0.7913628053665162,0.008637194633483891
