sample_id,sentence_1,sentence_2,pred_label,gold_label,prompt_text,confidence,logprobs
26.0,A young boy in a beige jacket laughs as he reaches for a teal balloon.,The boy plays with the balloon.,neutral,entailment,"A young boy in a beige jacket laughs as he reaches for a teal balloon.

Can we infer that the boy plays with the balloon? Answer as yes, no or maybe.

Answer:",0.9987894759760316,"{
  "" Maybe"": -0.0012112573,
  "" maybe"": -7.595434,
  ""Maybe"": -7.402748
}"
27.0,A scene of snow and water.,a snow and water scene at sunset,neutral,neutral,"A scene of snow and water.

Can we infer that a snow and water scene at sunset? Answer as yes, no or maybe.

Answer:",0.9981770940150435,"{
  "" Maybe"": -0.0018245695,
  "" maybe"": -7.17533,
  ""Maybe"": -6.9123945
}"
28.0,"A group of people are gathered in a crowd, some of which are holding spears.",A crowd of people are holding swords,neutral,contradiction,"A group of people are gathered in a crowd, some of which are holding spears.

Can we infer that a crowd of people are holding swords? Answer as yes, no or maybe.

Answer:",0.968946581560002,"{
  "" Maybe"": -0.031545796,
  "" No"": -3.536787,
  "" maybe"": -6.6200423
}"
29.0,A man prepares food in a shanty kitchen.,A man is fixing a meal.,neutral,entailment,"A man prepares food in a shanty kitchen.

Can we infer that a man is fixing a meal? Answer as yes, no or maybe.

Answer:",0.9294681668624,"{
  "" Maybe"": -0.07314272,
  "" Yes"": -2.668371,
  ""Yes"": -7.7813177
}"
30.0,There are two people sweeping a sidewalk in this picture.,The man is clearing leaves from the sidewalk.,neutral,neutral,"There are two people sweeping a sidewalk in this picture.

Can we infer that the man is clearing leaves from the sidewalk? Answer as yes, no or maybe.

Answer:",0.9993489855619152,"{
  "" Maybe"": -0.00065122644,
  "" maybe"": -8.47015,
  ""Maybe"": -7.7856164
}"
31.0,The dogs ran around the dirt racetrack.,Dogs are humping each other.,contradiction,contradiction,"The dogs ran around the dirt racetrack.

Can we infer that dogs are humping each other? Answer as yes, no or maybe.

Answer:",0.9330173848767289,"{
  "" Maybe"": -2.7385762,
  "" No"": -0.069331445,
  ""No"": -6.292161
}"
32.0,"A man is sitting in front of a harpsichord, and a woman is preparing to sing.",a boy covers his ears,neutral,contradiction,"A man is sitting in front of a harpsichord, and a woman is preparing to sing.

Can we infer that a boy covers his ears? Answer as yes, no or maybe.

Answer:",0.9977477609051364,"{
  "" Maybe"": -0.0022547792,
  "" maybe"": -7.226237,
  ""Maybe"": -7.001969
}"
33.0,Two people dressed in red and white wait at the horse track with a horse.,The people at the track are outdoors.,neutral,entailment,"Two people dressed in red and white wait at the horse track with a horse.

Can we infer that the people at the track are outdoors? Answer as yes, no or maybe.

Answer:",0.9995851405979694,"{
  "" Maybe"": -0.00041494548,
  "" maybe"": -8.753395,
  ""Maybe"": -8.34623
}"
34.0,A person is standing next to a wooden fence with flowering trees nearby.,The bare tree branches rattle in the wind.,neutral,contradiction,"A person is standing next to a wooden fence with flowering trees nearby.

Can we infer that the bare tree branches rattle in the wind? Answer as yes, no or maybe.

Answer:",0.9991578342208258,"{
  "" Maybe"": -0.0008425206,
  "" maybe"": -8.520165,
  ""Maybe"": -7.397483
}"
35.0,An old woman in a cowboy hat smokes a cigarette.,The old lady is ten feet tall.,contradiction,contradiction,"An old woman in a cowboy hat smokes a cigarette.

Can we infer that the old lady is ten feet tall? Answer as yes, no or maybe.

Answer:",0.9818967929302254,"{
  "" Maybe"": -4.1430116,
  "" No"": -0.018269075,
  ""No"": -6.191523
}"
36.0,Two soccer players are playing soccer.,Two people play a game.,entailment,entailment,"Two soccer players are playing soccer.

Can we infer that two people play a game? Answer as yes, no or maybe.

Answer:",0.9946438257284438,"{
  "" Maybe"": -6.3074217,
  "" Yes"": -0.00537057,
  ""Yes"": -5.7711253
}"
37.0,A wielder works on wielding a beam into place while other workers set beams.,The wielder is working on a building.,neutral,neutral,"A wielder works on wielding a beam into place while other workers set beams.

Can we infer that the wielder is working on a building? Answer as yes, no or maybe.

Answer:",0.9993752726234595,"{
  "" Maybe"": -0.0006249226,
  "" maybe"": -8.066995,
  ""Maybe"": -8.150704
}"
38.0,A man is popping balloons inside a cubicle using a handmade tool.,A man is popping balloons inside a cubicle using a handmade knife.,neutral,neutral,"A man is popping balloons inside a cubicle using a handmade tool.

Can we infer that a man is popping balloons inside a cubicle using a handmade knife? Answer as yes, no or maybe.

Answer:",0.9972715170942081,"{
  "" Maybe"": -0.002732212,
  "" No"": -6.3235116,
  ""Maybe"": -7.680123
}"
39.0,a man wearing a gray shirt waving in the middle of a plant nursery,The man does not have a way to get home.,neutral,neutral,"a man wearing a gray shirt waving in the middle of a plant nursery

Can we infer that the man does not have a way to get home? Answer as yes, no or maybe.

Answer:",0.9984895437889765,"{
  "" Maybe"": -0.0015115981,
  "" maybe"": -7.222878,
  ""Maybe"": -7.394713
}"
40.0,People were watching the tournament in the stadium.,The people are sitting outside on the grass.,neutral,contradiction,"People were watching the tournament in the stadium.

Can we infer that the people are sitting outside on the grass? Answer as yes, no or maybe.

Answer:",0.9983299822341536,"{
  "" Maybe"": -0.0016714138,
  "" maybe"": -7.1892815,
  ""Maybe"": -7.0996284
}"
41.0,Two soccer players on the field running into each other.,There are two people colliding and falling.,neutral,neutral,"Two soccer players on the field running into each other.

Can we infer that there are two people colliding and falling? Answer as yes, no or maybe.

Answer:",0.9588572194606346,"{
  "" Maybe"": -0.0420131,
  "" Yes"": -3.2196517,
  ""Maybe"": -7.7443957
}"
42.0,Nine men wearing tuxedos sing.,Nine woman wearing dresses sing.,neutral,contradiction,"Nine men wearing tuxedos sing.

Can we infer that nine woman wearing dresses sing? Answer as yes, no or maybe.

Answer:",0.9944567866202146,"{
  "" Maybe"": -0.005558634,
  "" No"": -5.4608846,
  "" maybe"": -7.136378
}"
43.0,A man and woman walking away from a crowded street fair.,There are a group of men walking together.,neutral,contradiction,"A man and woman walking away from a crowded street fair.

Can we infer that there are a group of men walking together? Answer as yes, no or maybe.

Answer:",0.9989242452394593,"{
  "" Maybe"": -0.0010763338,
  "" maybe"": -7.9977975,
  ""Maybe"": -7.3169026
}"
44.0,"A man on stilts in a purple, yellow and white costume.",A man is performing on stilts.,neutral,entailment,"A man on stilts in a purple, yellow and white costume.

Can we infer that a man is performing on stilts? Answer as yes, no or maybe.

Answer:",0.9623698333919721,"{
  "" Maybe"": -0.03835646,
  "" Yes"": -3.316173,
  "" maybe"": -7.666255
}"
45.0,A young woman with glasses sits at the end of a row of seats and speaks into a microphone.,A young woman wearing glasses,entailment,entailment,"A young woman with glasses sits at the end of a row of seats and speaks into a microphone.

Can we infer that a young woman wearing glasses? Answer as yes, no or maybe.

Answer:",0.9953264237046562,"{
  "" Maybe"": -6.114416,
  "" Yes"": -0.0046845316,
  ""Yes"": -6.267513
}"
46.0,Two friends walk down the street with a stuffed animal.,Two friends are walking on the sidewalk.,neutral,entailment,"Two friends walk down the street with a stuffed animal.

Can we infer that two friends are walking on the sidewalk? Answer as yes, no or maybe.

Answer:",0.9994590161845412,"{
  "" Maybe"": -0.0005411302,
  "" maybe"": -8.2990465,
  ""Maybe"": -8.236497
}"
47.0,Two men and one woman are dressed in costume hats.,the people are swingers,neutral,neutral,"Two men and one woman are dressed in costume hats.

Can we infer that the people are swingers? Answer as yes, no or maybe.

Answer:",0.8814625609726998,"{
  "" Maybe"": -0.12617275,
  "" No"": -2.144037,
  ""Maybe"": -7.448963
}"
48.0,People judge a gray and white dog in a show.,A dog is being judged for first place in a show.,neutral,neutral,"People judge a gray and white dog in a show.

Can we infer that a dog is being judged for first place in a show? Answer as yes, no or maybe.

Answer:",0.9992569577926846,"{
  "" Maybe"": -0.0007433184,
  "" maybe"": -8.799401,
  ""Maybe"": -7.6237535
}"
49.0,Eight people are sitting on a long boat on a sunny day.,Morning ride on boat,neutral,neutral,"Eight people are sitting on a long boat on a sunny day.

Can we infer that morning ride on boat? Answer as yes, no or maybe.

Answer:",0.9995080719363058,"{
  "" Maybe"": -0.0004920491,
  "" maybe"": -8.778509,
  ""Maybe"": -8.057832
}"
50.0,A picture of two little boys holding books.,A picture of children with books.,neutral,entailment,"A picture of two little boys holding books.

Can we infer that a picture of children with books? Answer as yes, no or maybe.

Answer:",0.9351794387544976,"{
  "" Maybe"": -0.067016855,
  "" Yes"": -2.752352,
  "" maybe"": -7.8379817
}"
51.0,"A woman in her early fifties walks by herself in the subway, another woman is not far behind.",back in the fifties a woman could walk by herself in the subway.,neutral,contradiction,"A woman in her early fifties walks by herself in the subway, another woman is not far behind.

Can we infer that back in the fifties a woman could walk by herself in the subway? Answer as yes, no or maybe.

Answer:",0.9967381709608223,"{
  "" Maybe"": -0.0032671604,
  "" No"": -6.09469,
  ""Maybe"": -8.046688
}"
52.0,"A man is standing in what appears to be a parking lot and shaving his face, while his dog looks at the ground near his feet.",A women is walking with a man,neutral,contradiction,"A man is standing in what appears to be a parking lot and shaving his face, while his dog looks at the ground near his feet.

Can we infer that a women is walking with a man? Answer as yes, no or maybe.

Answer:",0.9395249197493216,"{
  "" Maybe"": -0.062380936,
  "" No"": -2.8344412,
  "" maybe"": -7.1662893
}"
53.0,A white dog with a life vest accompanies a man in a boat.,man eats carrot,contradiction,contradiction,"A white dog with a life vest accompanies a man in a boat.

Can we infer that man eats carrot? Answer as yes, no or maybe.

Answer:",0.5374647782309934,"{
  "" Maybe"": -0.7772661,
  "" No"": -0.62089205,
  "" maybe"": -6.723202
}"
54.0,A young girl in a pink shirt sitting on a dock viewing a body of water.,An old woman viewing a body of water.,neutral,contradiction,"A young girl in a pink shirt sitting on a dock viewing a body of water.

Can we infer that an old woman viewing a body of water? Answer as yes, no or maybe.

Answer:",0.9841180073025189,"{
  "" Maybe"": -0.016009463,
  "" No"": -4.4001226,
  "" maybe"": -5.8684773
}"
55.0,A bunch of happy children having fun swimming and one boy is showing off his talent with a back flip.,Kids are having fun,entailment,entailment,"A bunch of happy children having fun swimming and one boy is showing off his talent with a back flip.

Can we infer that kids are having fun? Answer as yes, no or maybe.

Answer:",0.9943649358722593,"{
  "" Yes"": -0.005651001,
  "" yes"": -7.2882433,
  ""Yes"": -5.432012
}"
56.0,"Two cyclists, in yellow, are competing in a race.",A Mustang and a Corvette are competing in a drag race.,contradiction,contradiction,"Two cyclists, in yellow, are competing in a race.

Can we infer that a Mustang and a Corvette are competing in a drag race? Answer as yes, no or maybe.

Answer:",0.8926694530399711,"{
  "" Maybe"": -2.2448905,
  "" No"": -0.11353892,
  ""No"": -7.0993176
}"
57.0,The backside of a woman leaning against the guard rail of a passenger boat looking out at the open ocean.,The woman is driving her car on the highway.,contradiction,contradiction,"The backside of a woman leaning against the guard rail of a passenger boat looking out at the open ocean.

Can we infer that the woman is driving her car on the highway? Answer as yes, no or maybe.

Answer:",0.9790521580565023,"{
  "" Maybe"": -3.9126632,
  "" No"": -0.021170361,
  ""No"": -7.0968995
}"
58.0,A police vehicle in an urban area.,A cop car in a suburban area,neutral,contradiction,"A police vehicle in an urban area.

Can we infer that a cop car in a suburban area? Answer as yes, no or maybe.

Answer:",0.9990945325832452,"{
  "" Maybe"": -0.0009058776,
  "" maybe"": -7.697452,
  ""Maybe"": -7.893572
}"
59.0,6 men in work jumpsuits and 1 man in an orange jumpsuit are walking next to green and red loading docks.,All 7 men are best friends.,contradiction,neutral,"6 men in work jumpsuits and 1 man in an orange jumpsuit are walking next to green and red loading docks.

Can we infer that all 7 men are best friends? Answer as yes, no or maybe.

Answer:",0.7228430369840693,"{
  "" Maybe"": -1.297887,
  "" No"": -0.32456318,
  ""No"": -6.133254
}"
60.0,This man is walking past a wall that has art on it.,A man walks past a wall mural.,neutral,entailment,"This man is walking past a wall that has art on it.

Can we infer that a man walks past a wall mural? Answer as yes, no or maybe.

Answer:",0.9994186045758562,"{
  "" Maybe"": -0.0005815645,
  "" maybe"": -8.685765,
  ""Maybe"": -7.945077
}"
61.0,A black dog has just jumped into a swimming pool.,A dog jumped into a pool to cool off.,neutral,neutral,"A black dog has just jumped into a swimming pool.

Can we infer that a dog jumped into a pool to cool off? Answer as yes, no or maybe.

Answer:",0.9980230777899536,"{
  "" Maybe"": -0.0019788789,
  "" Yes"": -6.767754,
  ""Maybe"": -7.5439897
}"
62.0,A ballerina in a black dress and tights dances in front of a concrete wall.,a man dancing,contradiction,contradiction,"A ballerina in a black dress and tights dances in front of a concrete wall.

Can we infer that a man dancing? Answer as yes, no or maybe.

Answer:",0.8243336961462792,"{
  "" Maybe"": -1.7576654,
  "" No"": -0.19317986,
  ""No"": -6.3562727
}"
63.0,there is a lady standing and six people laying on a gym floor.,There are seven people in the gym.,neutral,entailment,"there is a lady standing and six people laying on a gym floor.

Can we infer that there are seven people in the gym? Answer as yes, no or maybe.

Answer:",0.994164721758622,"{
  "" Maybe"": -0.00585237,
  "" Yes"": -5.3395195,
  "" maybe"": -7.4056115
}"
64.0,A couple is back to back in formal attire.,Two people are facing away from each other.,entailment,entailment,"A couple is back to back in formal attire.

Can we infer that two people are facing away from each other? Answer as yes, no or maybe.

Answer:",0.5763903251246395,"{
  "" Maybe"": -0.86734587,
  "" Yes"": -0.5509702,
  ""Yes"": -6.0675654
}"
65.0,A biker pops a wheelie along side the colorful wall.,A person is riding a bike near a wall.,entailment,entailment,"A biker pops a wheelie along side the colorful wall.

Can we infer that a person is riding a bike near a wall? Answer as yes, no or maybe.

Answer:",0.9543541939062412,"{
  "" Maybe"": -3.1654892,
  "" Yes"": -0.046720404,
  ""Yes"": -5.9585547
}"
66.0,A street vendor selling cupcakes.,There is a person outside in this picture,neutral,entailment,"A street vendor selling cupcakes.

Can we infer that there is a person outside in this picture? Answer as yes, no or maybe.

Answer:",0.9163383488838155,"{
  "" Maybe"": -0.087369606,
  "" Yes"": -2.4939055,
  "" maybe"": -7.8344545
}"
67.0,An infant napping in it's crib in pajamas.,A baby is sleeping in a crib with its blanket.,neutral,neutral,"An infant napping in it's crib in pajamas.

Can we infer that a baby is sleeping in a crib with its blanket? Answer as yes, no or maybe.

Answer:",0.9968255540420989,"{
  "" Maybe"": -0.0031794952,
  "" Yes"": -6.2233896,
  ""Maybe"": -7.286077
}"
68.0,A couple kissing in front of a black Mercedes Benz limousine,A couple kissing in front of a car,neutral,entailment,"A couple kissing in front of a black Mercedes Benz limousine

Can we infer that a couple kissing in front of a car? Answer as yes, no or maybe.

Answer:",0.9712630238702171,"{
  "" Maybe"": -0.029157968,
  "" Yes"": -3.596863,
  "" maybe"": -7.3598194
}"
69.0,A group of people in blue pants and shirts in motion.,There are people moving.,entailment,entailment,"A group of people in blue pants and shirts in motion.

Can we infer that there are people moving? Answer as yes, no or maybe.

Answer:",0.8200835694117011,"{
  "" Maybe"": -1.7478544,
  "" Yes"": -0.19834903,
  ""Yes"": -5.3702164
}"
70.0,A father and children ride bikes in city street.,A woman and her daughters ride their bikes.,neutral,contradiction,"A father and children ride bikes in city street.

Can we infer that a woman and her daughters ride their bikes? Answer as yes, no or maybe.

Answer:",0.9988445508460189,"{
  "" Maybe"": -0.0011561172,
  "" maybe"": -7.358357,
  ""Maybe"": -7.6653132
}"
71.0,a poor looking person with white cream smeared around his eyes sitting on a backpack.,A dirty man with some product under his eyes is sitting on a pillow.,neutral,contradiction,"a poor looking person with white cream smeared around his eyes sitting on a backpack.

Can we infer that a dirty man with some product under his eyes is sitting on a pillow? Answer as yes, no or maybe.

Answer:",0.9977122959926409,"{
  "" Maybe"": -0.0022903248,
  "" No"": -6.749434,
  ""Maybe"": -7.225898
}"
72.0,A man sleeping on a chair with a newspaper on his chest.,the man is a farmer,neutral,neutral,"A man sleeping on a chair with a newspaper on his chest.

Can we infer that the man is a farmer? Answer as yes, no or maybe.

Answer:",0.9972989374515303,"{
  "" Maybe"": -0.002704717,
  "" No"": -6.539171,
  ""Maybe"": -7.382744
}"
73.0,A boy in a gray hoodie and black cap holds up an American flag.,A person is holding an American flag.,entailment,entailment,"A boy in a gray hoodie and black cap holds up an American flag.

Can we infer that a person is holding an American flag? Answer as yes, no or maybe.

Answer:",0.7698612077936183,"{
  "" Maybe"": -1.4840696,
  "" Yes"": -0.26154503,
  ""Yes"": -5.9591074
}"
74.0,A young boy asleep in a stroller.,A young boy is taking his afternoon nap.,neutral,neutral,"A young boy asleep in a stroller.

Can we infer that a young boy is taking his afternoon nap? Answer as yes, no or maybe.

Answer:",0.9981021134686038,"{
  "" Maybe"": -0.0018996898,
  "" Yes"": -6.6377826,
  ""Maybe"": -8.133065
}"
75.0,"Neck and neck to the finish line, every competitor has been training for this race.",The competitors have trained very hard and are all very close to the finish line.,entailment,entailment,"Neck and neck to the finish line, every competitor has been training for this race.

Can we infer that the competitors have trained very hard and are all very close to the finish line? Answer as yes, no or maybe.

Answer:",0.5125875465610189,"{
  "" Maybe"": -0.7268089,
  "" Yes"": -0.66828376,
  ""Yes"": -5.889097
}"
76.0,A football team wearing purple and white trying to stop the runner with the ball.,Lacrosse players celebrate a victory.,neutral,contradiction,"A football team wearing purple and white trying to stop the runner with the ball.

Can we infer that lacrosse players celebrate a victory? Answer as yes, no or maybe.

Answer:",0.9989572047892079,"{
  "" Maybe"": -0.0010433393,
  "" maybe"": -7.982763,
  ""Maybe"": -7.2887154
}"
77.0,Many small sailboats sitting at a dock., Many small sailboats docked.,neutral,entailment,"Many small sailboats sitting at a dock.

Can we infer that  Many small sailboats docked? Answer as yes, no or maybe.

Answer:",0.9930949998264096,"{
  "" Maybe"": -0.00692895,
  "" No"": -5.809194,
  "" Yes"": -5.821232
}"
78.0,One biker is running with their bike while another is riding around them.,The people are part of a club,neutral,neutral,"One biker is running with their bike while another is riding around them.

Can we infer that the people are part of a club? Answer as yes, no or maybe.

Answer:",0.9991770848805182,"{
  "" Maybe"": -0.0008232539,
  "" maybe"": -8.602839,
  ""Maybe"": -7.551976
}"
79.0,A person wearing an orange shirt with a backpack on looking across a segment of lush green trees.,A person is meditating and looking at the peaceful lush green trees.,neutral,neutral,"A person wearing an orange shirt with a backpack on looking across a segment of lush green trees.

Can we infer that a person is meditating and looking at the peaceful lush green trees? Answer as yes, no or maybe.

Answer:",0.9994097216828329,"{
  "" Maybe"": -0.0005904526,
  "" maybe"": -8.773482,
  ""Maybe"": -7.8043814
}"
80.0,Two men fight in a ring while spectators look on.,Boxers fight as the crowd screams.,neutral,neutral,"Two men fight in a ring while spectators look on.

Can we infer that boxers fight as the crowd screams? Answer as yes, no or maybe.

Answer:",0.9991873387881306,"{
  "" Maybe"": -0.0008129916,
  "" maybe"": -8.091156,
  ""Maybe"": -7.695223
}"
81.0,Girls playing soccer competitively in the grass.,Nobody is playing soccer.,contradiction,contradiction,"Girls playing soccer competitively in the grass.

Can we infer that nobody is playing soccer? Answer as yes, no or maybe.

Answer:",0.5609779158054383,"{
  "" Maybe"": -0.82891685,
  "" No"": -0.57807374,
  ""No"": -6.7550697
}"
