sample_id,snli_id,sentence_1,sentence_2,label,item_difficulty,average_accuracy,flesch_score_textstat,mean_grade_level_textstat,number_of_words,number_of_characters,prob_0_no_cal,prob_1_no_cal,prob_2_no_cal,pred,confidence,prob_0_with_cal,prob_1_with_cal,prob_2_with_cal,pred_label,entropy_with_cal
10,2550027486.jpg#3r1n,Man and woman crossing the street at dusk.,A husband and a wife are enjoying a leisurely stroll in the evening.,neutral,-1.33186925978517,0.7766393442622951,86.2,6.0,21,111,0.00011497823288664222,7.515802280977368e-05,0.9998099207878113,neutral,0.9996816893064117,0.0001588269473684988,0.0001594837462197313,0.9996816893064117,neutral,0.004475365300576912
11,5635975939.jpg#3r1c,A woman singing into a microphone while a man plays drums in the background.,They are playing a PlayStation.,contradiction,0.327321146263317,0.4252049180327868,78.75,6.0,19,108,2.1003192159696482e-05,0.9999444484710693,3.4522894566180184e-05,contradiction,0.9999355978260899,2.3697486588568937e-05,0.9999355978260899,4.070468732151125e-05,contradiction,0.0010506746642314733
12,4900546628.jpg#2r1n,"Two men in front of a projector screen, one at a microphone.",Three men about to present their best idea yet in front of their company.,neutral,-1.19853076001311,0.7540983606557377,92.12,6.0,26,134,0.00010093778109876439,0.0019819424487650394,0.997917115688324,neutral,0.9866903520807074,0.00016944625139831147,0.01314020166789457,0.9866903520807074,neutral,0.10332057768499664
13,7786624414.jpg#2r1c,A cyclist is optimistic as he rushes through the air while on his BMX bike at a bicycle event.,A snowboarder flies through the air,contradiction,-0.911334779346956,0.7008196721311475,84.17,5.0,25,130,2.0140620108577423e-05,0.9999436140060425,3.624468081397936e-05,contradiction,0.9999347937073118,2.3434245093012003e-05,0.9999347937073118,4.1772047595312016e-05,contradiction,0.0010621746335183217
14,2731171552.jpg#1r1c,A boy in a blue and white shirt is pointing up and a second boy in a white shirt shields his eyes.,Two boys puch each other on swings.,contradiction,0.131191355265525,0.4702868852459016,99.06,3.0,29,134,5.243013220024295e-05,0.999657154083252,0.00029045590781606734,contradiction,0.9434503098549841,0.0024577936110629552,0.9434503098549841,0.05409189653395296,contradiction,0.3281803187207948
15,2895548671.jpg#2r1n,A group of people in dark clothing are crossing a crosswalk.,A group of people in dark clothing are crossing a crosswalk to get to the store,neutral,-1.61501394452806,0.819672131147541,83.15,6.0,27,140,0.0004889524425379932,3.787527384702116e-05,0.9994731545448303,neutral,0.9994662948737476,0.0004870959333058298,4.660919294632573e-05,0.9994662948737476,neutral,0.006800192358957456
16,4937760948.jpg#4r1e,A girl is holding a camera and making a hand gesture.,A girl holds a camera.,entailment,-3.98274862480943,0.9784836065573772,88.74,3.0,16,76,0.999474823474884,3.958206798415631e-05,0.0004856597224716097,entailment,0.9993395554844926,0.9993395554844926,5.1723596505391576e-05,0.0006087209190019537,entailment,0.008191303305588198
17,75204250.jpg#2r1n,A man posing with a antique sewing machine.,He is a sewer.,neutral,-1.88410835880238,0.8545081967213115,90.77,2.0,12,58,0.00020753787248395383,0.0015788874588906765,0.9982136487960815,neutral,0.8187509301655873,0.0017171705600067583,0.1795318992744056,0.8187509301655873,neutral,0.696809985314057
18,2916012955.jpg#4r1n,Five people standing by a gate.,Five fat people standing by a gate.,neutral,-2.07720861227919,0.8760245901639344,90.26,3.0,13,67,0.00011928554158657789,0.00020922291150782257,0.999671459197998,neutral,0.9996427593429036,0.00014926082902740734,0.00020797982806868392,0.9996427593429036,neutral,0.00495624117482007
19,2496713113.jpg#3r1c,Man sweeping trash outside a large statue.,A man is on vacation.,contradiction,0.0384307516550445,0.4918032786885246,82.31,3.0,12,64,7.757730054436252e-05,0.0003728429146576673,0.9995495676994324,neutral,0.9607142831505918,0.00015867598172468673,0.039127040867683614,0.9607142831505918,neutral,0.24049780248470062
20,4351734575.jpg#0r1e,A man wearing an orange suit with his face painted white is holding a guitar above his shoulder.,There is one man in this picture.,entailment,0.763229378915494,0.3299180327868852,84.17,5.0,25,130,0.9996857643127441,4.88926780235488e-05,0.00026534529752098024,entailment,0.9995611962263925,0.9995611962263925,7.582971904190726e-05,0.00036297405456553125,entailment,0.005818804738069658
21,7067778185.jpg#2r1e,Two men and a woman are inspecting the front tire of a bicycle.,There are a group of people near a bike.,entailment,-1.93676687534496,0.860655737704918,85.69,6.0,22,104,0.9997192025184631,5.0792659749276936e-05,0.00023003002570476383,entailment,0.999661337882235,0.999661337882235,6.203654556469323e-05,0.000276625572200298,entailment,0.0046252113779034505
22,4923755473.jpg#1r1n,This path leads up to the apple market entrance.,This road goes up to apple market entrance,entailment,-1.1234469428653,0.7407786885245902,79.77,4.0,17,91,0.6123888492584229,0.08306711167097092,0.30454400181770325,entailment,0.8069292894161633,0.8069292894161633,0.030159635542882188,0.16291107504095462,entailment,0.8285523444994097
23,956164675.jpg#2r1e,A single runner is watched by onlookers in a race.,A man is running in a race.,entailment,-0.523092234344364,0.6198770491803278,88.23,6.0,17,78,0.008626306429505348,4.451699351193383e-05,0.9913291931152344,neutral,0.8463158098064535,0.15360642980745665,7.776038609003658e-05,0.8463158098064535,neutral,0.6199472378076676
24,3590653633.jpg#4r1c,Two rodeo clowns are on the dirt.,Two circus clowns were riding bicycles.,contradiction,0.622663278953605,0.3596311475409836,90.26,3.0,13,73,1.9164286641171202e-05,0.9999388456344604,4.194020220893435e-05,contradiction,0.999285098865889,9.089693405603347e-05,0.999285098865889,0.0006240042000550633,contradiction,0.008894590523975647
25,3469609037.jpg#1r1n,A boy does a skateboarding trick in the air while holding the board with his left hand.,A sad boy does a skateboarding trick in the air while holding the board with his left hand.,neutral,-1.62233102085706,0.8206967213114754,87.55,6.0,35,179,9.453247912460938e-05,0.0002695603179745376,0.9996359348297119,neutral,0.9995536711569853,0.00012501179897211374,0.00032131704404309117,0.9995536711569853,neutral,0.005993103045122241
26,87938334.jpg#1r1e,A young boy in a beige jacket laughs as he reaches for a teal balloon.,The boy plays with the balloon.,entailment,-0.704480583986331,0.6588114754098361,94.66,3.0,21,102,0.9996917247772217,4.0646304114488885e-05,0.00026766202063299716,entailment,0.9994485764410732,0.9994485764410732,5.6798588807642685e-05,0.0004946249701190317,entailment,0.007028055183937412
27,3309042087.jpg#4r1n,A scene of snow and water.,a snow and water scene at sunset,neutral,-1.46801469540934,0.798155737704918,98.72,0.0,13,59,0.0001260085409739986,7.294095121324062e-05,0.9998010993003845,neutral,0.9997704817145265,0.00014412893057720737,8.538935489642403e-05,0.9997704817145265,neutral,0.0033243098587789365
28,7060264119.jpg#2r1c,"A group of people are gathered in a crowd, some of which are holding spears.",A crowd of people are holding swords,contradiction,0.0516687497760844,0.4887295081967213,94.15,5.0,22,113,0.00016339652938768268,0.9990803003311157,0.0007562984246760607,contradiction,0.9364148600682373,0.041226934328273554,0.9364148600682373,0.022358205603489265,contradiction,0.40099983674294076
29,3386694897.jpg#3r1e,A man prepares food in a shanty kitchen.,A man is fixing a meal.,entailment,-2.18969460684385,0.8872950819672131,98.21,0.0,14,64,0.9997333884239197,4.53221655334346e-05,0.0002213578118244186,entailment,0.99962055287256,0.99962055287256,5.5903239940308355e-05,0.00032354388749923364,entailment,0.0050881386509080365
30,4291704682.jpg#3r1n,There are two people sweeping a sidewalk in this picture.,The man is clearing leaves from the sidewalk.,neutral,-0.985463268499332,0.7151639344262295,87.72,4.0,18,103,0.001064437790773809,0.8789916038513184,0.1199440136551857,contradiction,0.5870841965630771,0.00301298296790537,0.5870841965630771,0.40990282046901755,contradiction,1.0037248079606358
31,2178095150.jpg#2r1c,The dogs ran around the dirt racetrack.,Dogs are humping each other.,contradiction,-0.900907428898312,0.6987704918032787,90.77,2.0,12,68,0.0007022192585282028,0.9291727542877197,0.07012494653463364,contradiction,0.7010522804612429,0.0006939516966856072,0.7010522804612429,0.29825376784207136,contradiction,0.8870734530700526
32,3543378438.jpg#1r1c,"A man is sitting in front of a harpsichord, and a woman is preparing to sing.",a boy covers his ears,contradiction,1.39643765267491,0.2131147540983606,86.2,4.0,21,99,2.03923318622401e-05,0.9999423027038574,3.7350040656747296e-05,contradiction,0.9999238649919749,2.2135531126181827e-05,0.9999238649919749,5.3999476899047836e-05,contradiction,0.0012176573714811837
33,2858757067.jpg#3r1e,Two people dressed in red and white wait at the horse track with a horse.,The people at the track are outdoors.,entailment,0.264525073991547,0.4395491803278688,102.61,5.0,22,111,0.999718964099884,4.050755887874402e-05,0.00024049113562796265,entailment,0.9983326797282832,0.9983326797282832,6.614671020874048e-05,0.0016011735615078775,entailment,0.018191353064825423
34,4573386995.jpg#1r1c,A person is standing next to a wooden fence with flowering trees nearby.,The bare tree branches rattle in the wind.,contradiction,-0.0674811522588409,0.5163934426229508,77.74,5.0,21,115,2.1752364773419686e-05,0.9999449253082275,3.3399348467355594e-05,contradiction,0.9999199218929605,2.543027946486574e-05,0.9999199218929605,5.464782757467142e-05,contradiction,0.0012774530076280358
35,4829253619.jpg#4r1c,An old woman in a cowboy hat smokes a cigarette.,The old lady is ten feet tall.,contradiction,0.81807490871417,0.3186475409836065,88.23,4.0,17,79,0.00017828981799539179,0.9990372657775879,0.0007844921201467514,contradiction,0.855863502232743,0.014165404879915664,0.855863502232743,0.12997109288734143,contradiction,0.661779265011734
36,3163477256.jpg#4r1n,Two soccer players are playing soccer.,Two people play a game.,entailment,-2.89137864966534,0.9395491803278688,74.35,4.0,11,62,0.9341385364532471,0.0005975849344395101,0.06526392698287964,entailment,0.9432165229543752,0.9432165229543752,0.000672565731564398,0.05611091131406068,entailment,0.31981065038887113
37,31648340.jpg#1r1n,A wielder works on wielding a beam into place while other workers set beams.,The wielder is working on a building.,neutral,-0.0012751313475036,0.5010245901639344,77.74,5.0,21,114,0.32238274812698364,0.0003566826053429395,0.6772605180740356,neutral,0.5810932084823346,0.5810932084823346,0.0003963753165224207,0.41851041620114293,entailment,0.985494672595988
38,2965189317.jpg#2r1n,A man is popping balloons inside a cubicle using a handmade tool.,A man is popping balloons inside a cubicle using a handmade knife.,neutral,-0.560624190550773,0.6280737704918032,59.3,8.0,24,132,0.0006110118702054024,0.00018193483992945403,0.999207079410553,neutral,0.9978233256583888,0.0015840039123508683,0.000592670429260053,0.9978233256583888,neutral,0.024225304440045205
39,3600403707.jpg#2r1c,a man wearing a gray shirt waving in the middle of a plant nursery,The man does not have a way to get home.,neutral,-1.57888802055219,0.8145491803278688,80.96,8.0,24,107,0.0003489104565232992,0.06527815759181976,0.9343729615211487,neutral,0.5237664970776925,0.0009461778060371225,0.47528732511627053,0.5237664970776925,neutral,1.0082255421432644
40,430292291.jpg#2r1c,People were watching the tournament in the stadium.,The people are sitting outside on the grass.,contradiction,0.408824906704733,0.4067622950819672,63.36,7.0,16,96,2.020490683207754e-05,0.9999337196350098,4.603790875989944e-05,contradiction,0.9992709959354765,0.00011465167731452525,0.9992709959354765,0.0006143523872088628,contradiction,0.009106497830196975
41,2983889345.jpg#4r1n,Two soccer players on the field running into each other.,There are two people colliding and falling.,neutral,0.413382406226253,0.4057377049180328,71.31,6.0,17,100,0.9913405776023865,0.00015956292918417603,0.008499868214130402,entailment,0.7909567045231511,0.7909567045231511,0.0002607637366533169,0.20878253174019556,entailment,0.7425415647303193
42,2760167.jpg#4r1c,Nine men wearing tuxedos sing.,Nine woman wearing dresses sing.,contradiction,0.0560820192002633,0.4877049180327868,74.86,2.0,10,63,2.0956500520696864e-05,0.999944806098938,3.425600880291313e-05,contradiction,0.9999357712820699,2.4241980270536517e-05,0.9999357712820699,3.998673765946617e-05,contradiction,0.001048551732034789
43,4676792744.jpg#2r1c,A man and woman walking away from a crowded street fair.,There are a group of men walking together.,contradiction,-0.178193431683451,0.5420081967213115,87.21,4.0,19,99,2.137664705514908e-05,0.9999432563781738,3.5358796594664454e-05,contradiction,0.9999328707240187,2.3858031122259725e-05,0.9999328707240187,4.327124485937021e-05,contradiction,0.0010904578367217856
44,168728234.jpg#2r1n,"A man on stilts in a purple, yellow and white costume.",A man is performing on stilts.,entailment,-1.11777276144397,0.7397540983606558,88.23,4.0,17,85,0.604017972946167,0.00037556313327513635,0.39560648798942566,entailment,0.5336620137006619,0.5336620137006619,0.00035614329221610717,0.46598184300712214,entailment,1.0009293679381477
45,2970162432.jpg#0r1e,A young woman with glasses sits at the end of a row of seats and speaks into a microphone.,A young woman wearing glasses,entailment,-1.96380355838005,0.8637295081967213,84.68,6.0,24,120,0.9666308164596558,0.00029082130640745163,0.03307831287384033,entailment,0.9004014215678663,0.9004014215678663,0.0006478339711017006,0.09895074446103187,entailment,0.473359502272196
46,218854747.jpg#3r1n,Two friends walk down the street with a stuffed animal.,Two friends are walking on the sidewalk.,entailment,0.622663278953605,0.3596311475409836,96.69,5.0,17,96,0.9184696078300476,0.0013078531483188272,0.08022253215312958,entailment,0.8581356672856069,0.8581356672856069,0.003326458460652786,0.13853787425374042,entailment,0.611853653009448
47,2979997455.jpg#0r1n,Two men and one woman are dressed in costume hats.,the people are swingers,neutral,-1.7282607601362,0.8350409836065574,98.21,3.0,14,74,0.0005534621886909008,0.18581238389015198,0.8136341571807861,neutral,0.6538810170281951,0.0006697404797381839,0.3454492424920666,0.6538810170281951,neutral,0.9375561052564036
48,4360937435.jpg#3r1n,People judge a gray and white dog in a show.,A dog is being judged for first place in a show.,neutral,-0.155993395303353,0.5368852459016393,103.12,1.0,21,93,0.00015077147691044956,7.395518332486972e-05,0.999775230884552,neutral,0.9997407640016545,0.0001823204904608558,7.691550788425382e-05,0.9997407640016545,neutral,0.003689751266691121
49,2959165388.jpg#4r1e,Eight people are sitting on a long boat on a sunny day.,Morning ride on boat,neutral,-1.48150739238539,0.8002049180327869,88.74,3.0,16,76,0.5577060580253601,0.00017987043247558177,0.44211408495903015,entailment,0.5281253709431275,0.47166524375590413,0.0002093853009684811,0.5281253709431275,neutral,1.0003504973539352
50,4910374312.jpg#4r1e,A picture of two little boys holding books.,A picture of children with books.,entailment,-3.57789458369205,0.9682377049180328,81.29,4.0,14,77,0.9992853999137878,4.423961217980832e-05,0.0006704403203912079,entailment,0.9991120386819865,0.9991120386819865,5.8441600026849053e-05,0.0008295197179864772,entailment,0.010592827990372655
51,4520820052.jpg#1r1c,"A woman in her early fifties walks by herself in the subway, another woman is not far behind.",back in the fifties a woman could walk by herself in the subway.,contradiction,1.27196847630062,0.2336065573770492,72.66,6.0,31,158,0.9995718598365784,5.4108710173750296e-05,0.00037400744622573256,entailment,0.9988393923571212,0.9988393923571212,0.00016660946728149135,0.0009939981755973655,entailment,0.013679190758489746
52,3574847368.jpg#0r1c,"A man is standing in what appears to be a parking lot and shaving his face, while his dog looks at the ground near his feet.",A women is walking with a man,contradiction,-0.312349806842799,0.5727459016393442,88.57,7.0,33,154,3.9721187931718305e-05,0.9997360110282898,0.00022428746160585433,contradiction,0.9996486746346166,4.8021673798303895e-05,0.9996486746346166,0.0003033036915849396,contradiction,0.004740377950127622
53,408627152.jpg#3r1c,A white dog with a life vest accompanies a man in a boat.,man eats carrot,contradiction,0.570644860260245,0.3709016393442623,88.74,6.0,16,73,2.035892248386517e-05,0.9999438524246216,3.575528899091296e-05,contradiction,0.9999346134461936,2.3127022829269373e-05,0.9999346134461936,4.2259530976935946e-05,contradiction,0.0010645336888766138
54,3873342570.jpg#2r1c,A young girl in a pink shirt sitting on a dock viewing a body of water.,An old woman viewing a body of water.,contradiction,-0.880167433535095,0.694672131147541,84.68,5.0,24,109,2.15693380596349e-05,0.999944806098938,3.3594526030356064e-05,contradiction,0.9999354644089782,2.5446537194208584e-05,0.9999354644089782,3.908905382786262e-05,contradiction,0.0010538477388204416
55,5975778602.jpg#1r1e,A bunch of happy children having fun swimming and one boy is showing off his talent with a back flip.,Kids are having fun,entailment,-2.98760413222505,0.944672131147541,84.68,5.0,24,121,0.9996693134307861,3.9149399526650086e-05,0.0002914922952186316,entailment,0.9994671500931175,0.9994671500931175,4.912874793426534e-05,0.000483721158948308,entailment,0.00679919917909378
56,6156372684.jpg#1r1c,"Two cyclists, in yellow, are competing in a race.",A Mustang and a Corvette are competing in a drag race.,contradiction,-0.854450581047999,0.6895491803278688,78.25,5.0,20,104,2.1119780285516754e-05,0.9999449253082275,3.395742169232108e-05,contradiction,0.9999357576096678,2.4299511273859836e-05,0.9999357576096678,3.9942879058455115e-05,contradiction,0.0010487928912594647
57,339800370.jpg#0r1c,The backside of a woman leaning against the guard rail of a passenger boat looking out at the open ocean.,The woman is driving her car on the highway.,contradiction,-1.94572484912156,0.8616803278688525,82.14,6.0,29,150,2.128964479197748e-05,0.999944806098938,3.385581658221781e-05,contradiction,0.999934920692058,2.476614273754144e-05,0.999934920692058,4.0313165204461776e-05,contradiction,0.0010613472924515892
58,152979089.jpg#4r1c,A police vehicle in an urban area.,A cop car in a suburban area,contradiction,-0.499787915845116,0.6147540983606558,81.29,4.0,14,63,2.2518473997479305e-05,0.9999449253082275,3.254463808843866e-05,contradiction,0.999917547164054,2.51278709065838e-05,0.999917547164054,5.7324965039340135e-05,contradiction,0.0013106482026897367
59,2849864963.jpg#0r1n,6 men in work jumpsuits and 1 man in an orange jumpsuit are walking next to green and red loading docks.,All 7 men are best friends.,neutral,-2.65694733849449,0.9252049180327868,91.61,4.0,27,132,0.00012867903569713235,0.013790060766041279,0.9860812425613403,neutral,0.7466898497110097,0.000254667875435205,0.253055482413555,0.7466898497110097,neutral,0.819385782047161
60,4758348295.jpg#2r1e,This man is walking past a wall that has art on it.,A man walks past a wall mural.,entailment,-0.366621650232289,0.5850409836065574,104.13,0.0,19,82,0.00024279281205963343,4.0215556509792805e-05,0.9997169375419617,neutral,0.9996112934116158,0.00033929683230029823,4.940975608407223e-05,0.9996112934116158,neutral,0.005177926721398299
61,3655773435.jpg#0r1n,A black dog has just jumped into a swimming pool.,A dog jumped into a pool to cool off.,neutral,-0.758668173306616,0.6700819672131147,95.67,4.0,19,87,0.0007511345902457833,4.907098991679959e-05,0.9991998076438904,neutral,0.999104781505954,0.0008337319328592438,6.148656118628691e-05,0.999104781505954,neutral,0.01067862480699245
62,3933863527.jpg#3r1c,A ballerina in a black dress and tights dances in front of a concrete wall.,a man dancing,contradiction,0.011959754254919,0.4979508196721312,87.72,4.0,18,89,8.520143455825746e-05,0.9996163845062256,0.00029833579901605844,contradiction,0.9991353822151412,0.00030931639268410145,0.9991353822151412,0.0005553013921745103,contradiction,0.010858319820755831
63,6659698.jpg#3r1e,there is a lady standing and six people laying on a gym floor.,There are seven people in the gym.,entailment,-1.43470648885698,0.7930327868852459,86.71,4.0,20,97,0.9995958209037781,6.618427141802385e-05,0.00033809049637056887,entailment,0.998437001379725,0.998437001379725,0.0003083309058346156,0.0012546677144401374,entailment,0.017942390727754682
64,2908391335.jpg#4r1e,A couple is back to back in formal attire.,Two people are facing away from each other.,entailment,-2.10700785310403,0.8790983606557377,79.77,4.0,17,86,0.9997414946556091,9.791992488317192e-05,0.00016058047185651958,entailment,0.9611153349904866,0.9611153349904866,0.03796933132471856,0.0009153336847951113,entailment,0.24341054201907802
65,3427852996.jpg#4r1e,A biker pops a wheelie along side the colorful wall.,A person is riding a bike near a wall.,entailment,-2.70352518053176,0.9282786885245902,87.21,4.0,19,91,0.9992468357086182,5.04031268064864e-05,0.0007028128602541983,entailment,0.9987068931510931,0.9987068931510931,6.66797594338464e-05,0.001226427089473201,entailment,0.014650532159859429
66,4717499333.jpg#4r1e,A street vendor selling cupcakes.,There is a person outside in this picture,entailment,0.0340185723949659,0.492827868852459,73.34,5.0,13,75,0.9996765851974487,4.2504769226070493e-05,0.00028088968247175217,entailment,0.9995167999980701,0.9995167999980701,6.658827309046805e-05,0.0004166117288395435,entailment,0.006298949113274615
67,2175758177.jpg#1r1n,An infant napping in it's crib in pajamas.,A baby is sleeping in a crib with its blanket.,neutral,-1.18681378985158,0.7520491803278688,79.26,4.0,18,89,0.00014652853133156896,5.703973874915391e-05,0.999796450138092,neutral,0.9997266734709467,0.0002102755377845945,6.305099126910319e-05,0.9997266734709467,neutral,0.0038426374673734593
68,3456488632.jpg#2r1e,A couple kissing in front of a black Mercedes Benz limousine,A couple kissing in front of a car,entailment,-3.39174982677674,0.9620901639344264,77.57,7.0,19,95,0.9280757904052734,0.0016777024138718843,0.07024648785591125,entailment,0.9712800322228092,0.9712800322228092,0.0009736713995424236,0.027746296377648364,entailment,0.1940659244321623
69,961664774.jpg#2r1e,A group of people in blue pants and shirts in motion.,There are people moving.,entailment,-2.83717654997039,0.9364754098360656,89.24,3.0,15,78,0.9995392560958862,4.246173921274021e-05,0.0004183735291007906,entailment,0.9993808674517336,0.9993808674517336,5.83108568072212e-05,0.0005608216914591733,entailment,0.007770105903523067
70,2775461796.jpg#2r1c,A father and children ride bikes in city street.,A woman and her daughters ride their bikes.,contradiction,-0.439699398931061,0.6014344262295082,96.69,6.0,17,92,2.2109001292847097e-05,0.9999443292617798,3.361425478942692e-05,contradiction,0.9999261840691337,2.330585322452058e-05,0.9999261840691337,5.051007764229972e-05,contradiction,0.0011860763477916953
71,8089660385.jpg#3r1n,a poor looking person with white cream smeared around his eyes sitting on a backpack.,A dirty man with some product under his eyes is sitting on a pillow.,contradiction,-0.289853084965219,0.5676229508196722,82.14,6.0,29,154,0.002981566358357668,0.9968356490135193,0.0001827438682084903,contradiction,0.9582954050698139,0.041009795573620965,0.9582954050698139,0.00069479935656498,contradiction,0.25515232832184875
72,248698033.jpg#2r1n,A man sleeping on a chair with a newspaper on his chest.,the man is a farmer,neutral,-2.12722732671896,0.8811475409836066,96.69,5.0,17,76,0.00010173580085393041,0.00012030915968352929,0.9997779726982117,neutral,0.9997453751942365,0.00011654232769434534,0.0001380824780688944,0.9997453751942365,neutral,0.003660659941688239
73,3011809448.jpg#3r1n,A boy in a gray hoodie and black cap holds up an American flag.,A person is holding an American flag.,entailment,-4.08591834540005,0.980532786885246,86.2,4.0,21,101,0.9947924017906189,0.00016546802362427115,0.005042112432420254,entailment,0.9952007397457663,0.9952007397457663,0.0001460080406460627,0.004653252213587477,entailment,0.04481889352921752
74,26720379.jpg#4r1n,A young boy asleep in a stroller.,A young boy is taking his afternoon nap.,neutral,-0.636687418573376,0.6444672131147541,97.7,3.0,15,74,0.0002158564457204193,4.4450756831793115e-05,0.9997397065162659,neutral,0.9996729301853126,0.00027764241672036794,4.942739796722541e-05,0.9996729301853126,neutral,0.004459012610592851
75,7712223846.jpg#1r1e,"Neck and neck to the finish line, every competitor has been training for this race.",The competitors have trained very hard and are all very close to the finish line.,entailment,-1.70498516167454,0.8319672131147541,81.63,8.0,30,165,0.9996943473815918,3.837850090349093e-05,0.00026727881049737334,entailment,0.9781660149446298,0.9781660149446298,4.618173552149973e-05,0.021787803319848375,entailment,0.1520944755010724
76,8040947572.jpg#2r1c,A football team wearing purple and white trying to stop the runner with the ball.,Lacrosse players celebrate a victory.,contradiction,-0.651111325149481,0.6475409836065574,69.79,6.0,20,119,2.0521727492450736e-05,0.9999446868896484,3.477177597233094e-05,contradiction,0.9999356362190713,2.3653306262727173e-05,0.9999356362190713,4.071047466619922e-05,contradiction,0.0010500801863926909
77,4637341301.jpg#3r1n,Many small sailboats sitting at a dock., Many small sailboats docked.,entailment,-2.48626802365118,0.9129098360655736,91.27,2.0,11,69,0.9991946816444397,6.58155040582642e-05,0.0007394181448034942,entailment,0.9990761066380311,0.9990761066380311,7.735485946379666e-05,0.0008465385025050784,entailment,0.011028692288763206
78,3060969260.jpg#3r1n,One biker is running with their bike while another is riding around them.,The people are part of a club,neutral,-1.99134124411896,0.8668032786885246,86.71,4.0,20,103,9.550784307066351e-05,0.00011562523286556825,0.9997889399528503,neutral,0.9996926611345635,0.00012037521423619515,0.00018696365120033452,0.9996926611345635,neutral,0.004326170675478685
79,2800531753.jpg#0r1n,A person wearing an orange shirt with a backpack on looking across a segment of lush green trees.,A person is meditating and looking at the peaceful lush green trees.,neutral,-1.45461985942309,0.7961065573770492,73.17,7.0,30,166,0.00011882237595273182,8.614695252617821e-05,0.9997950196266174,neutral,0.9997653378612642,0.00013786903709438842,9.679310164153049e-05,0.9997653378612642,neutral,0.0033973062535667133
