sample_id,snli_id,sentence_1,sentence_2,label,item_difficulty,average_accuracy,flesch_score_textstat,mean_grade_level_textstat,number_of_words,number_of_characters,label_1,label_2,label_3,pred,softmax_entropy,confidence
19,2496713113.jpg#3r1c,Man sweeping trash outside a large statue.,A man is on vacation.,contradiction,0.0384307516550445,0.4918032786885246,82.31,3.0,12,64,7.757730054436252e-05,0.0003728429146576673,0.9995495676994324,neutral,0.0059552754401145745,0.9995495676994324
20,4351734575.jpg#0r1e,A man wearing an orange suit with his face painted white is holding a guitar above his shoulder.,There is one man in this picture.,entailment,0.763229378915494,0.3299180327868852,84.17,5.0,25,130,0.9996857643127441,4.88926780235488e-05,0.00026534529752098024,entailment,0.004305682600334089,0.9996857643127441
21,7067778185.jpg#2r1e,Two men and a woman are inspecting the front tire of a bicycle.,There are a group of people near a bike.,entailment,-1.93676687534496,0.860655737704918,85.69,6.0,22,104,0.9997192025184631,5.0792659749276936e-05,0.00023003002570476383,entailment,0.0039097604771835435,0.9997192025184631
22,4923755473.jpg#1r1n,This path leads up to the apple market entrance.,This road goes up to apple market entrance,entailment,-1.1234469428653,0.7407786885245902,79.77,4.0,17,91,0.6123888492584229,0.08306711167097092,0.30454400181770325,entailment,1.2538062938380816,0.6123888492584229
23,956164675.jpg#2r1e,A single runner is watched by onlookers in a race.,A man is running in a race.,entailment,-0.523092234344364,0.6198770491803278,88.23,6.0,17,78,0.008626306429505348,4.451699351193383e-05,0.9913291931152344,neutral,0.07224940775201363,0.9913291931152344
24,3590653633.jpg#4r1c,Two rodeo clowns are on the dirt.,Two circus clowns were riding bicycles.,contradiction,0.622663278953605,0.3596311475409836,90.26,3.0,13,73,1.9164286641171202e-05,0.9999388456344604,4.194020220893435e-05,contradiction,0.000998345592124595,0.9999388456344604
25,3469609037.jpg#1r1n,A boy does a skateboarding trick in the air while holding the board with his left hand.,A sad boy does a skateboarding trick in the air while holding the board with his left hand.,neutral,-1.62233102085706,0.8206967213114754,87.55,6.0,35,179,9.453247912460938e-05,0.0002695603179745376,0.9996359348297119,neutral,0.004985172583807643,0.9996359348297119
26,87938334.jpg#1r1e,A young boy in a beige jacket laughs as he reaches for a teal balloon.,The boy plays with the balloon.,entailment,-0.704480583986331,0.6588114754098361,94.66,3.0,21,102,0.9996917247772217,4.0646304114488885e-05,0.00026766202063299716,entailment,0.004214039649670831,0.9996917247772217
27,3309042087.jpg#4r1n,A scene of snow and water.,a snow and water scene at sunset,neutral,-1.46801469540934,0.798155737704918,98.72,0.0,13,59,0.0001260085409739986,7.294095121324062e-05,0.9998010993003845,neutral,0.002921754487290777,0.9998010993003845
28,7060264119.jpg#2r1c,"A group of people are gathered in a crowd, some of which are holding spears.",A crowd of people are holding swords,contradiction,0.0516687497760844,0.4887295081967213,94.15,5.0,22,113,0.00016339652938768268,0.9990803003311157,0.0007562984246760607,contradiction,0.011223523160294478,0.9990803003311157
29,3386694897.jpg#3r1e,A man prepares food in a shanty kitchen.,A man is fixing a meal.,entailment,-2.18969460684385,0.8872950819672131,98.21,0.0,14,64,0.9997333884239197,4.53221655334346e-05,0.0002213578118244186,entailment,0.0037262377797533126,0.9997333884239197
30,4291704682.jpg#3r1n,There are two people sweeping a sidewalk in this picture.,The man is clearing leaves from the sidewalk.,neutral,-0.985463268499332,0.7151639344262295,87.72,4.0,18,103,0.001064437790773809,0.8789916038513184,0.1199440136551857,contradiction,0.5410504729523236,0.8789916038513184
31,2178095150.jpg#2r1c,The dogs ran around the dirt racetrack.,Dogs are humping each other.,contradiction,-0.900907428898312,0.6987704918032787,90.77,2.0,12,68,0.0007022192585282028,0.9291727542877197,0.07012494653463364,contradiction,0.374685126488392,0.9291727542877197
32,3543378438.jpg#1r1c,"A man is sitting in front of a harpsichord, and a woman is preparing to sing.",a boy covers his ears,contradiction,1.39643765267491,0.2131147540983606,86.2,4.0,21,99,2.03923318622401e-05,0.9999423027038574,3.7350040656747296e-05,contradiction,0.0009504118463130669,0.9999423027038574
33,2858757067.jpg#3r1e,Two people dressed in red and white wait at the horse track with a horse.,The people at the track are outdoors.,entailment,0.264525073991547,0.4395491803278688,102.61,5.0,22,111,0.999718964099884,4.050755887874402e-05,0.00024049113562796265,entailment,0.003887521760304829,0.999718964099884
34,4573386995.jpg#1r1c,A person is standing next to a wooden fence with flowering trees nearby.,The bare tree branches rattle in the wind.,contradiction,-0.0674811522588409,0.5163934426229508,77.74,5.0,21,115,2.1752364773419686e-05,0.9999449253082275,3.3399348467355594e-05,contradiction,0.000913117972435807,0.9999449253082275
35,4829253619.jpg#4r1c,An old woman in a cowboy hat smokes a cigarette.,The old lady is ten feet tall.,contradiction,0.81807490871417,0.3186475409836065,88.23,4.0,17,79,0.00017828981799539179,0.9990372657775879,0.0007844921201467514,contradiction,0.011701445661608835,0.9990372657775879
36,3163477256.jpg#4r1n,Two soccer players are playing soccer.,Two people play a game.,entailment,-2.89137864966534,0.9395491803278688,74.35,4.0,11,62,0.9341385364532471,0.0005975849344395101,0.06526392698287964,entailment,0.3551985833156761,0.9341385364532471
37,31648340.jpg#1r1n,A wielder works on wielding a beam into place while other workers set beams.,The wielder is working on a building.,neutral,-0.0012751313475036,0.5010245901639344,77.74,5.0,21,114,0.32238274812698364,0.0003566826053429395,0.6772605180740356,neutral,0.9113531273183444,0.6772605180740356
38,2965189317.jpg#2r1n,A man is popping balloons inside a cubicle using a handmade tool.,A man is popping balloons inside a cubicle using a handmade knife.,neutral,-0.560624190550773,0.6280737704918032,59.3,8.0,24,132,0.0006110118702054024,0.00018193483992945403,0.999207079410553,neutral,0.009927413236914559,0.999207079410553
39,3600403707.jpg#2r1c,a man wearing a gray shirt waving in the middle of a plant nursery,The man does not have a way to get home.,neutral,-1.57888802055219,0.8145491803278688,80.96,8.0,24,107,0.0003489104565232992,0.06527815759181976,0.9343729615211487,neutral,0.3525267669233925,0.9343729615211487
40,430292291.jpg#2r1c,People were watching the tournament in the stadium.,The people are sitting outside on the grass.,contradiction,0.408824906704733,0.4067622950819672,63.36,7.0,16,96,2.020490683207754e-05,0.9999337196350098,4.603790875989944e-05,contradiction,0.0010739190376162825,0.9999337196350098
41,2983889345.jpg#4r1n,Two soccer players on the field running into each other.,There are two people colliding and falling.,neutral,0.413382406226253,0.4057377049180328,71.31,6.0,17,100,0.9913405776023865,0.00015956292918417603,0.008499868214130402,entailment,0.07291634704157564,0.9913405776023865
42,2760167.jpg#4r1c,Nine men wearing tuxedos sing.,Nine woman wearing dresses sing.,contradiction,0.0560820192002633,0.4877049180327868,74.86,2.0,10,63,2.0956500520696864e-05,0.999944806098938,3.425600880291313e-05,contradiction,0.0009134927018780645,0.999944806098938
43,4676792744.jpg#2r1c,A man and woman walking away from a crowded street fair.,There are a group of men walking together.,contradiction,-0.178193431683451,0.5420081967213115,87.21,4.0,19,99,2.137664705514908e-05,0.9999432563781738,3.5358796594664454e-05,contradiction,0.0009363492102229111,0.9999432563781738
44,168728234.jpg#2r1n,"A man on stilts in a purple, yellow and white costume.",A man is performing on stilts.,entailment,-1.11777276144397,0.7397540983606558,88.23,4.0,17,85,0.604017972946167,0.00037556313327513635,0.39560648798942566,entailment,0.9728646945229035,0.604017972946167
45,2970162432.jpg#0r1e,A young woman with glasses sits at the end of a row of seats and speaks into a microphone.,A young woman wearing glasses,entailment,-1.96380355838005,0.8637295081967213,84.68,6.0,24,120,0.9666308164596558,0.00029082130640745163,0.03307831287384033,entailment,0.2134238008307716,0.9666308164596558
46,218854747.jpg#3r1n,Two friends walk down the street with a stuffed animal.,Two friends are walking on the sidewalk.,entailment,0.622663278953605,0.3596311475409836,96.69,5.0,17,96,0.9184696078300476,0.0013078531483188272,0.08022253215312958,entailment,0.41721790151009086,0.9184696078300476
47,2979997455.jpg#0r1n,Two men and one woman are dressed in costume hats.,the people are swingers,neutral,-1.7282607601362,0.8350409836065574,98.21,3.0,14,74,0.0005534621886909008,0.18581238389015198,0.8136341571807861,neutral,0.6992507291867242,0.8136341571807861
48,4360937435.jpg#3r1n,People judge a gray and white dog in a show.,A dog is being judged for first place in a show.,neutral,-0.155993395303353,0.5368852459016393,103.12,1.0,21,93,0.00015077147691044956,7.395518332486972e-05,0.999775230884552,neutral,0.003253158409899142,0.999775230884552
49,2959165388.jpg#4r1e,Eight people are sitting on a long boat on a sunny day.,Morning ride on boat,neutral,-1.48150739238539,0.8002049180327869,88.74,3.0,16,76,0.5577060580253601,0.00017987043247558177,0.44211408495903015,entailment,0.9926557156923347,0.5577060580253601
50,4910374312.jpg#4r1e,A picture of two little boys holding books.,A picture of children with books.,entailment,-3.57789458369205,0.9682377049180328,81.29,4.0,14,77,0.9992853999137878,4.423961217980832e-05,0.0006704403203912079,entailment,0.008738777593938044,0.9992853999137878
51,4520820052.jpg#1r1c,"A woman in her early fifties walks by herself in the subway, another woman is not far behind.",back in the fifties a woman could walk by herself in the subway.,contradiction,1.27196847630062,0.2336065573770492,72.66,6.0,31,158,0.9995718598365784,5.4108710173750296e-05,0.00037400744622573256,entailment,0.005642376027200747,0.9995718598365784
52,3574847368.jpg#0r1c,"A man is standing in what appears to be a parking lot and shaving his face, while his dog looks at the ground near his feet.",A women is walking with a man,contradiction,-0.312349806842799,0.5727459016393442,88.57,7.0,33,154,3.9721187931718305e-05,0.9997360110282898,0.00022428746160585433,contradiction,0.003680440849792063,0.9997360110282898
53,408627152.jpg#3r1c,A white dog with a life vest accompanies a man in a boat.,man eats carrot,contradiction,0.570644860260245,0.3709016393442623,88.74,6.0,16,73,2.035892248386517e-05,0.9999438524246216,3.575528899091296e-05,contradiction,0.0009263851497587515,0.9999438524246216
54,3873342570.jpg#2r1c,A young girl in a pink shirt sitting on a dock viewing a body of water.,An old woman viewing a body of water.,contradiction,-0.880167433535095,0.694672131147541,84.68,5.0,24,109,2.15693380596349e-05,0.999944806098938,3.3594526030356064e-05,contradiction,0.000913183577440696,0.999944806098938
55,5975778602.jpg#1r1e,A bunch of happy children having fun swimming and one boy is showing off his talent with a back flip.,Kids are having fun,entailment,-2.98760413222505,0.944672131147541,84.68,5.0,24,121,0.9996693134307861,3.9149399526650086e-05,0.0002914922952186316,entailment,0.00447346884864005,0.9996693134307861
56,6156372684.jpg#1r1c,"Two cyclists, in yellow, are competing in a race.",A Mustang and a Corvette are competing in a drag race.,contradiction,-0.854450581047999,0.6895491803278688,78.25,5.0,20,104,2.1119780285516754e-05,0.9999449253082275,3.395742169232108e-05,contradiction,0.000911598634410348,0.9999449253082275
57,339800370.jpg#0r1c,The backside of a woman leaning against the guard rail of a passenger boat looking out at the open ocean.,The woman is driving her car on the highway.,contradiction,-1.94572484912156,0.8616803278688525,82.14,6.0,29,150,2.128964479197748e-05,0.999944806098938,3.385581658221781e-05,contradiction,0.0009127272217556229,0.999944806098938
58,152979089.jpg#4r1c,A police vehicle in an urban area.,A cop car in a suburban area,contradiction,-0.499787915845116,0.6147540983606558,81.29,4.0,14,63,2.2518473997479305e-05,0.9999449253082275,3.254463808843866e-05,contradiction,0.0009122393688300336,0.9999449253082275
59,2849864963.jpg#0r1n,6 men in work jumpsuits and 1 man in an orange jumpsuit are walking next to green and red loading docks.,All 7 men are best friends.,neutral,-2.65694733849449,0.9252049180327868,91.61,4.0,27,132,0.00012867903569713235,0.013790060766041279,0.9860812425613403,neutral,0.10682884848527825,0.9860812425613403
60,4758348295.jpg#2r1e,This man is walking past a wall that has art on it.,A man walks past a wall mural.,entailment,-0.366621650232289,0.5850409836065574,104.13,0.0,19,82,0.00024279281205963343,4.0215556509792805e-05,0.9997169375419617,neutral,0.003910913032258998,0.9997169375419617
61,3655773435.jpg#0r1n,A black dog has just jumped into a swimming pool.,A dog jumped into a pool to cool off.,neutral,-0.758668173306616,0.6700819672131147,95.67,4.0,19,87,0.0007511345902457833,4.907098991679959e-05,0.9991998076438904,neutral,0.00965218663792662,0.9991998076438904
62,3933863527.jpg#3r1c,A ballerina in a black dress and tights dances in front of a concrete wall.,a man dancing,contradiction,0.011959754254919,0.4979508196721312,87.72,4.0,18,89,8.520143455825746e-05,0.9996163845062256,0.00029833579901605844,contradiction,0.0051987829825825916,0.9996163845062256
63,6659698.jpg#3r1e,there is a lady standing and six people laying on a gym floor.,There are seven people in the gym.,entailment,-1.43470648885698,0.7930327868852459,86.71,4.0,20,97,0.9995958209037781,6.618427141802385e-05,0.00033809049637056887,entailment,0.005400258971386597,0.9995958209037781
64,2908391335.jpg#4r1e,A couple is back to back in formal attire.,Two people are facing away from each other.,entailment,-2.10700785310403,0.8790983606557377,79.77,4.0,17,86,0.9997414946556091,9.791992488317192e-05,0.00016058047185651958,entailment,0.003701013389549522,0.9997414946556091
65,3427852996.jpg#4r1e,A biker pops a wheelie along side the colorful wall.,A person is riding a bike near a wall.,entailment,-2.70352518053176,0.9282786885245902,87.21,4.0,19,91,0.9992468357086182,5.04031268064864e-05,0.0007028128602541983,entailment,0.009167476414133357,0.9992468357086182
66,4717499333.jpg#4r1e,A street vendor selling cupcakes.,There is a person outside in this picture,entailment,0.0340185723949659,0.492827868852459,73.34,5.0,13,75,0.9996765851974487,4.2504769226070493e-05,0.00028088968247175217,entailment,0.004397593793955816,0.9996765851974487
67,2175758177.jpg#1r1n,An infant napping in it's crib in pajamas.,A baby is sleeping in a crib with its blanket.,neutral,-1.18681378985158,0.7520491803278688,79.26,4.0,18,89,0.00014652853133156896,5.703973874915391e-05,0.999796450138092,neutral,0.002964049728903665,0.999796450138092
68,3456488632.jpg#2r1e,A couple kissing in front of a black Mercedes Benz limousine,A couple kissing in front of a car,entailment,-3.39174982677674,0.9620901639344264,77.57,7.0,19,95,0.9280757904052734,0.0016777024138718843,0.07024648785591125,entailment,0.3845520009163528,0.9280757904052734
69,961664774.jpg#2r1e,A group of people in blue pants and shirts in motion.,There are people moving.,entailment,-2.83717654997039,0.9364754098360656,89.24,3.0,15,78,0.9995392560958862,4.246173921274021e-05,0.0004183735291007906,entailment,0.005976756133058425,0.9995392560958862
70,2775461796.jpg#2r1c,A father and children ride bikes in city street.,A woman and her daughters ride their bikes.,contradiction,-0.439699398931061,0.6014344262295082,96.69,6.0,17,92,2.2109001292847097e-05,0.9999443292617798,3.361425478942692e-05,contradiction,0.0009218321282476711,0.9999443292617798
71,8089660385.jpg#3r1n,a poor looking person with white cream smeared around his eyes sitting on a backpack.,A dirty man with some product under his eyes is sitting on a pillow.,contradiction,-0.289853084965219,0.5676229508196722,82.14,6.0,29,154,0.002981566358357668,0.9968356490135193,0.0001827438682084903,contradiction,0.03184168707953037,0.9968356490135193
72,248698033.jpg#2r1n,A man sleeping on a chair with a newspaper on his chest.,the man is a farmer,neutral,-2.12722732671896,0.8811475409836066,96.69,5.0,17,76,0.00010173580085393041,0.00012030915968352929,0.9997779726982117,neutral,0.003236159228579089,0.9997779726982117
73,3011809448.jpg#3r1n,A boy in a gray hoodie and black cap holds up an American flag.,A person is holding an American flag.,entailment,-4.08591834540005,0.980532786885246,86.2,4.0,21,101,0.9947924017906189,0.00016546802362427115,0.005042112432420254,entailment,0.04805199712225489,0.9947924017906189
74,26720379.jpg#4r1n,A young boy asleep in a stroller.,A young boy is taking his afternoon nap.,neutral,-0.636687418573376,0.6444672131147541,97.7,3.0,15,74,0.0002158564457204193,4.4450756831793115e-05,0.9997397065162659,neutral,0.0036467609308462982,0.9997397065162659
75,7712223846.jpg#1r1e,"Neck and neck to the finish line, every competitor has been training for this race.",The competitors have trained very hard and are all very close to the finish line.,entailment,-1.70498516167454,0.8319672131147541,81.63,8.0,30,165,0.9996943473815918,3.837850090349093e-05,0.00026727881049737334,entailment,0.004176320499367157,0.9996943473815918
76,8040947572.jpg#2r1c,A football team wearing purple and white trying to stop the runner with the ball.,Lacrosse players celebrate a victory.,contradiction,-0.651111325149481,0.6475409836065574,69.79,6.0,20,119,2.0521727492450736e-05,0.9999446868896484,3.477177597233094e-05,contradiction,0.0009143737742351889,0.9999446868896484
77,4637341301.jpg#3r1n,Many small sailboats sitting at a dock., Many small sailboats docked.,entailment,-2.48626802365118,0.9129098360655736,91.27,2.0,11,69,0.9991946816444397,6.58155040582642e-05,0.0007394181448034942,entailment,0.009766422825073538,0.9991946816444397
78,3060969260.jpg#3r1n,One biker is running with their bike while another is riding around them.,The people are part of a club,neutral,-1.99134124411896,0.8668032786885246,86.71,4.0,20,103,9.550784307066351e-05,0.00011562523286556825,0.9997889399528503,neutral,0.003092158455290107,0.9997889399528503
79,2800531753.jpg#0r1n,A person wearing an orange shirt with a backpack on looking across a segment of lush green trees.,A person is meditating and looking at the peaceful lush green trees.,neutral,-1.45461985942309,0.7961065573770492,73.17,7.0,30,166,0.00011882237595273182,8.614695252617821e-05,0.9997950196266174,neutral,0.0030082203053798055,0.9997950196266174
80,3611694228.jpg#3r1n,Two men fight in a ring while spectators look on.,Boxers fight as the crowd screams.,neutral,-0.371163703629936,0.5860655737704918,97.2,5.0,16,84,0.00013935855531599373,5.948386751697399e-05,0.9998012185096741,neutral,0.0029068550965050113,0.9998012185096741
81,8025717431.jpg#3r1c,Girls playing soccer competitively in the grass.,Nobody is playing soccer.,contradiction,-3.45038996410637,0.9641393442622952,48.97,8.0,11,74,1.974889346456621e-05,0.999942421913147,3.777467645704746e-05,contradiction,0.0009466136398739377,0.999942421913147
82,2258951972.jpg#4r1n,Two gray dogs running in green grass.,Two gray dogs are running.,entailment,-3.98274862480943,0.9784836065573772,99.23,2.0,12,64,0.9910476803779602,0.0005608341307379305,0.008391478098928928,entailment,0.07678940220309395,0.9910476803779602
83,7671851684.jpg#0r1e,"Five men in red shirts, in a line, on a basketball court, four with hands on their hearts, and same four looking upward.",A team of basketball players are on the court.,entailment,-0.187083774929628,0.5440573770491803,89.08,8.0,32,167,0.0005135404062457383,5.7365232351003215e-05,0.9994290471076965,neutral,0.0072432297365969955,0.9994290471076965
84,3208999896.jpg#4r1c,"A bride, a groom, 3 guys, and 3 women.",The unrelated people wander aimlessly.,contradiction,0.206578423229741,0.4528688524590163,64.37,4.0,14,77,2.0246990970917977e-05,0.9999420642852783,3.768345050048083e-05,contradiction,0.0009530483080317682,0.9999420642852783
85,3381788544.jpg#0r1c,"A group of asian women in sports attire, and one woman in the center is wearing a baseball cap.",Men are playing with a dog,contradiction,-0.622316841093204,0.6413934426229508,84.17,5.0,25,122,1.9965482351835817e-05,0.9999417066574097,3.839411147055216e-05,contradiction,0.0009590901691259014,0.9999417066574097
86,3070485870.jpg#3r1n,A snowboarder is jumping over a snow slope.,A girl jumps her green snowboard over a slope.,neutral,-0.885338307049123,0.6956967213114754,96.69,6.0,17,90,0.00021278575877659023,4.346626519691199e-05,0.9997437596321106,neutral,0.003595088000575156,0.9997437596321106
87,4788967880.jpg#0r1n,a group of people on a dock lowering into the water a boat with teal and purple decorations.,The group was getting ready to go fishing on the boat.,neutral,-1.6896493595599,0.8299180327868853,73.68,7.0,29,147,0.00014099522377364337,7.30757528799586e-05,0.9997859597206116,neutral,0.003116505156118334,0.9997859597206116
88,4831683216.jpg#0r1c,A young girl in a bathing suit drinking a beverage in a green bottle.,The girl is drinking milk from a sippy cup.,contradiction,0.52387985779839,0.3811475409836065,85.18,6.0,23,113,2.0649893485824578e-05,0.9999421834945679,3.7211128073977306e-05,contradiction,0.0009523791526381023,0.9999421834945679
89,3030015033.jpg#2r1n,Two people are sitting at a table outside of a building.,Two people are sitting eating lunch,neutral,-1.83320293410174,0.8483606557377049,71.31,4.0,17,92,0.00013476688764058053,6.511620449600741e-05,0.9998001456260681,neutral,0.002926619080300853,0.9998001456260681
