sample_id,domain,source,gold_label,source_annotation,annotator1,annotator2,annotator3,annotator4,annotator5,sentence,confidence,gold_conf,entropy,pred_label
32,out,s_97,0,*,0,0,0,1,1,"Mary arranged for, in St. Louis, John to rent a house cheap.",0.9991720914840698,0.9991720914840698,0.0096706495815308,0
33,out,s_97,0,*,0,0,0,0,0,I wonder in whom them to place their trust.,0.9988977909088136,0.9988977909088136,0.0124183624579806,0
34,out,s_97,0,*,0,0,0,0,0,I wonder whom us to trust.,0.9988645315170288,0.9988645315170288,0.0127451905231307,0
35,out,s_97,0,*,0,0,0,0,1,"Jones, that we were talking to last night, always watches football games alone.",0.9763739705085754,0.9763739705085754,0.1613416518887692,0
36,out,s_97,1,,1,1,1,1,1,A letter was received that Jones would be upset by.,0.9985740184783936,0.9985740184783936,0.015536299759839,1
37,out,s_97,0,*,0,0,0,0,0,The only person whose kids Dana is willing to put up with was written by John.,0.9929516911506652,0.9929516911506652,0.0605169618981748,0
38,out,s_97,0,*,1,0,1,1,1,The book that I like - everyone else in the class hates.,0.9979572296142578,0.00204274430871,0.0211965289512046,1
39,out,s_97,0,*,0,1,0,0,1,"Which book's, author did you meet who you liked?",0.9989492297172546,0.9989492297172546,0.0119115216387395,0
40,out,s_97,1,,1,1,1,1,1,All who lost money in the scam are eligible for the program.,0.9983024597167968,0.9983024597167968,0.018067558828428,1
41,out,s_97,0,*,0,0,0,0,0,Who for Sandy to talk to is still enrolled in the class?,0.998865246772766,0.998865246772766,0.012737774687761,0
42,out,s_97,1,,1,1,1,1,1,The only people being added to our group who were at Harvard were students.,0.9969176054000854,0.9969176054000854,0.0301524904966944,1
43,out,swb04,0,*,0,0,0,0,0,Leslie told ourselves about us.,0.9992077946662904,0.9992077946662904,0.0093038589152238,0
44,out,swb04,1,,1,1,1,1,1,Those pictures of us offended us.,0.999093532562256,0.999093532562256,0.0104699574844856,1
45,out,swb04,1,,1,1,1,1,1,We admired the pictures of us in the album.,0.9975645542144777,0.9975645542144777,0.024653182049474,1
46,out,swb04,1,,1,1,1,1,1,We admired the pictures of ourselves in the album.,0.9973984956741332,0.9973984956741332,0.0260859073997843,1
47,out,swb04,1,,1,1,1,1,1,Max is on the phone now.,0.9990360736846924,0.9990360736846924,0.0110472349486275,1
48,out,swb04,0,*,0,0,0,0,0,They lost themselves' books.,0.9993556141853333,0.9993556141853333,0.0077598509265233,0
49,out,swb04,0,*,0,0,0,0,0,I noticed the.,0.9910552501678468,0.0089446986094117,0.073713039781564,1
50,out,swb04,1,,1,1,1,1,1,This is my favorite.,0.9995248317718506,0.9995248317718506,0.0059310430517954,1
51,out,swb04,1,,1,1,1,1,1,Some people yell at the dogs.,0.9995757937431335,0.9995757937431335,0.0053636852071868,1
52,out,swb04,0,*,0,0,0,0,0,The teacher handed the student.,0.9984769225120544,0.9984769225120544,0.0164497591543966,0
53,out,swb04,0,*,0,0,0,0,0,The bird sing.,0.7994620203971863,0.2005380094051361,0.7230027976686167,1
54,out,swb04,0,*,0,0,0,0,0,I was already aware of fact.,0.9957234859466552,0.9957234859466552,0.0398100910683248,0
55,out,swb04,1,,1,1,1,1,1,The guests dined.,0.9996293783187866,0.9996293783187866,0.004758662173759,1
56,out,swb04,1,,1,1,1,1,1,We relied on Leslie.,0.9993946552276612,0.9993946552276612,0.0073443182102794,1
57,out,swb04,1,,1,1,1,1,1,Newsweek appeared on the newsstands.,0.999478042125702,0.999478042125702,0.0064447821673412,1
58,out,swb04,1,,1,1,1,1,1,The book surprised many people.,0.9993007183074952,0.9993007183074952,0.0083379083950322,1
59,out,swb04,1,,0,1,1,1,1,The storm arrived while we ate lunch.,0.9985415935516356,0.9985415935516356,0.0158427614652179,1
60,out,swb04,1,,1,1,1,1,1,These dogs barked.,0.9995111227035522,0.9995111227035522,0.0060822362365127,1
61,out,swb04,0,*,0,0,0,0,0,The cat slept soundly and furry.,0.9945318698883056,0.9945318698883056,0.048958856840061,0
62,out,swb04,1,,1,1,1,1,1,"Chris walks, Pat eats broccoli, and Sandy plays squash.",0.9978899359703064,0.9978899359703064,0.0217967737262356,1
63,out,swb04,1,,1,0,1,1,1,Nobody told Susan about herself.,0.9991680383682252,0.9991680383682252,0.009712200713451,1
64,out,swb04,1,,1,1,1,1,1,Protect yourself!,0.9996956586837769,0.9996956586837769,0.0039943503441085,1
65,out,swb04,0,*,0,0,0,1,1,the putter of books left.,0.998974084854126,0.998974084854126,0.0116659672368253,0
66,out,swb04,0,*,0,0,0,0,1,The cat was bitten the mouse.,0.9991151690483092,0.9991151690483092,0.0102500662099691,0
67,out,swb04,0,*,0,0,0,0,0,Chris was handed Sandy a note by Pat.,0.9992141723632812,0.9992141723632812,0.00923804513179,0
68,out,swb04,1,,1,1,1,1,1,The patient died.,0.9994342923164368,0.9994342923164368,0.0069180578743645,1
69,out,swb04,0,*,0,0,0,0,0,TV puts dumb ideas.,0.998969554901123,0.998969554901123,0.0117105827746313,0
70,out,swb04,1,,1,1,1,1,1,There is a monster in Loch Ness.,0.999442994594574,0.999442994594574,0.0068241241946657,1
71,out,swb04,1,,1,1,1,1,1,People are looking through the window.,0.999107301235199,0.999107301235199,0.0103298980253104,1
72,out,swb04,1,,1,1,1,1,1,It never occurred to Pat that Chris knew the answer.,0.9992058873176576,0.9992058873176576,0.0093234246835435,1
73,out,swb04,0,*,1,1,1,1,1,It loved Sandy.,0.9987144470214844,0.9987144470214844,0.0141996327741312,0
74,out,swb04,1,,1,1,1,1,1,We forgot our invitations.,0.9993003606796264,0.9993003606796264,0.0083424142501613,1
75,out,swb04,1,,0,0,0,0,1,Advantage is taken of every opportunity for improvement.,0.9993071556091307,0.9993071556091307,0.0082701690941218,1
76,out,swb04,1,,1,1,1,1,1,The bucket was kicked by Pat.,0.9988962411880492,0.9988962411880492,0.0124333167318739,1
77,out,w_80,1,,1,1,1,1,1,John is sad.,0.9994144439697266,0.9994144439697266,0.0071319016852708,1
78,out,w_80,1,,1,1,1,1,1,Of whom are you thinking?,0.998930275440216,0.998930275440216,0.0120987320300285,1
79,out,w_80,1,,1,1,1,1,1,John is sick.,0.999479591846466,0.999479591846466,0.006427402093784,1
80,out,w_80,1,,1,1,1,1,1,John tried to leave.,0.9992365837097168,0.9992365837097168,0.0090070560598648,1
81,out,w_80,0,*,0,0,0,0,1,John was struck by Bill as pompous.,0.9991863369941713,0.9991863369941713,0.009524760001506,0
82,out,w_80,0,*,1,0,0,1,0,John was promised by Bill to leave.,0.9432256817817688,0.9432256817817688,0.3145048796515143,0
83,out,w_80,1,,1,1,1,1,1,They make good cooks.,0.9995829463005066,0.9995829463005066,0.0052842984486493,1
84,out,w_80,1,,1,1,1,1,1,I would prefer to leave.,0.9993337988853456,0.9993337988853456,0.0079903691155044,1
85,out,w_80,1,,1,1,1,1,1,I would hate for John to leave.,0.9993696808815002,0.9993696808815002,0.0076105798474622,1
86,out,w_80,0,*,0,0,0,0,0,It was hated for John to leave.,0.99839586019516,0.99839586019516,0.0172046957802816,0
87,out,w_80,1,,1,1,1,1,1,to die is no fun.,0.9993489384651184,0.9993489384651184,0.0078299323079057,1
88,out,w_80,1,,1,1,1,1,1,That he is here is clear.,0.998828947544098,0.998828947544098,0.0130926819378652,1
89,out,w_80,0,*,1,0,0,0,1,John believes it sincerely that Bill is here.,0.9987298846244812,0.001270105713047,0.0140506895764342,1
90,out,w_80,0,*,1,0,0,0,0,John believed it that Bill was tardy.,0.9990980625152588,0.9990980625152588,0.0104235889857228,0
91,out,w_80,0,*,0,0,0,0,0,It is to give up to leave.,0.9989022016525269,0.9989022016525269,0.0123751562968223,0
92,out,w_80,1,,1,1,1,1,1,I bought it to read.,0.9980642199516296,0.9980642199516296,0.0202368894173911,1
93,out,w_80,0,*,1,0,0,0,0,I gave Pete the book to impress.,0.9605160355567932,0.9605160355567932,0.2399210964204196,0
94,out,w_80,1,,1,1,1,1,1,I presented it to Bill to read.,0.9984816908836364,0.9984816908836364,0.0164049574079855,1
95,out,w_80,1,,1,1,1,1,1,I gave a book to Bill to read.,0.9991517066955566,0.9991517066955566,0.0098783624306061,1
96,out,w_80,1,,1,1,1,1,1,John made Bill mad at himself.,0.9986326098442078,0.9986326098442078,0.0149807865412114,1
97,out,w_80,1,,1,1,1,1,1,The correspondence school made Bill a good typist.,0.9989742040634156,0.9989742040634156,0.011664439747509,1
98,out,w_80,0,*,1,1,1,1,1,John bought a dog for himself to play with.,0.9987642765045166,0.0012357467785477,0.0137195130562015,1
99,out,w_80,1,,1,1,1,1,1,John arranged for himself to get the prize.,0.9990293979644777,0.9990293979644777,0.0111139028561401,1
100,in,gj04,1,,1,1,1,1,1,The weights made the rope stretch over the pulley.,0.9992766976356506,0.9992766976356506,0.0085897153997158,1
101,in,cj99,0,*,1,0,1,1,1,"The more you would want, the less you would eat.",0.9989230036735536,0.0010770192602649,0.0121710261748265,1
102,in,cj99,0,*,0,1,0,1,1,"I demand that the more John eat, the more he pays.",0.9984068274497986,0.9984068274497986,0.017103598132441,0
103,in,cj99,1,,1,1,1,1,1,"The higher the stakes, the lower his expectations are.",0.9985942244529724,0.9985942244529724,0.0153460127439127,1
104,in,bc01,0,*,1,0,1,1,1,The box contained the ball from the tree.,0.9975082874298096,0.0024916655384004,0.0251398350009974,1
105,in,bc01,1,,0,0,0,1,1,"Most people probably consider, even though the courts didn't actually find, Klaus guilty of murder.",0.5374006628990173,0.5374006628990173,0.9959601198762146,1
106,in,bc01,1,,1,1,1,1,1,The men will all leave.,0.998713493347168,0.998713493347168,0.0142086650515321,1
107,in,bc01,0,*,0,0,0,1,0,They represented seriously to the dean Mary as a genuine linguist.,0.9993835687637328,0.9993835687637328,0.0074628617663168,0
108,in,bc01,0,*,1,0,0,0,1,Mary intended John to go abroad.,0.9982849955558776,0.0017150023486465,0.0182288130810797,1
109,in,bc01,1,,1,1,1,1,1,"Mary will read Fred's story, and Joe will read Holly's.",0.9978548884391784,0.9978548884391784,0.0221072810478558,1
110,in,r-67,1,,1,1,1,1,1,Mary saw the boy walking toward the railroad station.,0.9989252686500548,0.9989252686500548,0.0121479981276052,1
111,in,r-67,1,,0,0,0,0,0,A proof that the claim had been. made was giver that John had lied.,0.9990457892417908,0.0009541442850604,0.0109492943385236,0
112,in,r-67,1,,1,0,0,0,0,He attributed to a short circuit which was caused by an overloaded transducer the fire which destroyed most of my factory.,0.9932244420051576,0.9932244420051576,0.0585626072916695,1
113,in,r-67,0,*,0,0,0,0,0,I know a man who Tom drives as drives.,0.9985515475273132,0.9985515475273132,0.0157491130095122,0
114,in,r-67,1,,1,1,1,1,1,How sane is Peter?,0.9995908141136168,0.9995908141136168,0.0051955539169141,1
115,in,r-67,1,,1,1,1,1,1,Mike talked about politics yesterday to my friends.,0.9982858300209044,0.9982858300209044,0.0182208140061112,1
116,in,r-67,0,*,1,1,0,0,0,Here's a knife with which for you to cut up the onions.,0.9841850996017456,0.0158149320632219,0.1172486642895231,1
117,in,r-67,1,,1,0,0,1,1,"Sally is tall, and may be blond, and Sheila is short, and definitely is, blond.",0.905838906764984,0.905838906764984,0.4502085274269395,1
118,in,r-67,1,,0,0,0,1,1,Everybody around here who ever buys anything on credit talks in his sleep.,0.9985740184783936,0.9985740184783936,0.0155370963628661,1
119,in,r-67,0,*,0,1,0,1,0,"No writer, and no playwright, meets in Vienna.",0.9975358247756958,0.9975358247756958,0.0249014008154113,0
120,in,rhl07,1,,1,1,1,1,1,"We launched the rocket to the moon, but it blew up before it got there.",0.9968414306640624,0.9968414306640624,0.0307863648143553,1
121,in,l-93,1,,1,1,1,1,1,The farmer loaded the cart with apples.,0.9993871450424194,0.9993871450424194,0.0074243243615368,1
122,in,l-93,1,,1,1,1,1,1,We pulled free.,0.9970868229866028,0.9970868229866028,0.0287349190426116,1
123,in,l-93,1,,1,1,1,1,1,Mira condemned Terry for the accident.,0.9988279938697816,0.9988279938697816,0.0131010688965406,1
124,in,l-93,1,,1,1,1,0,1,We investigated the area for bombs.,0.9667440056800842,0.9667440056800842,0.2104662972870206,1
125,in,l-93,0,*,0,0,0,0,0,The books lifted onto the table.,0.9823712110519408,0.0176287647336721,0.1279112870070069,1
126,in,l-93,0,*,0,1,1,0,0,Lora buttered at the toast.,0.9992259740829468,0.9992259740829468,0.0091161422798158,0
127,in,l-93,1,,1,1,1,1,1,Susan whispered the news.,0.9988734126091005,0.9988734126091005,0.0126582109416056,1
128,in,l-93,0,*,1,1,1,1,1,Cynthia chewed.,0.9977681636810304,0.0022318551782518,0.0228734458865322,1
129,in,l-93,1,,1,1,1,1,1,Over the fire there bubbled a fragrant stew.,0.9995952248573304,0.9995952248573304,0.0051456701455805,1
130,in,l-93,1,,1,1,1,1,1,Soaring temperatures are predicted for this weekend.,0.9993610978126526,0.9993610978126526,0.0077015699769386,1
131,in,l-93,1,,1,1,1,1,1,A wonderful opportunity presented itself to him yesterday.,0.9992215633392334,0.9992215633392334,0.0091615381111141,1
132,in,l-93,1,,1,1,1,1,1,Out of the box jumped a little white rabbit.,0.99942809343338,0.99942809343338,0.006985680694645,1
133,in,ks08,1,,0,1,0,0,0,did the policeman meet in the park?,0.9990420937538148,0.0009579308098182,0.0109872695307487,0
134,in,ks08,1,,1,1,1,1,1,John put old books in the box.,0.9990843534469604,0.9990843534469604,0.0105618146764535,1
135,in,ks08,1,,1,1,1,1,1,Sandy removed her ballet shoes.,0.9993632435798644,0.9993632435798644,0.0076793063274067,1
136,in,ks08,1,,1,1,1,1,1,Everyone hoped that she would sing.,0.9995903372764589,0.9995903372764589,0.0052007075607253,1
137,in,ks08,1,,1,1,1,1,1,This proved a decisive factor.,0.9992152452468872,0.9992152452468872,0.0092263682325854,1
138,in,ks08,1,,1,1,1,1,1,John is afraid of Bill.,0.9994396567344666,0.9994396567344666,0.0068607132245596,1
139,in,ks08,0,*,0,0,0,0,0,That Fred was unpopular nominated Bill.,0.9986453652381896,0.9986453652381896,0.0148597652773335,0
140,in,ks08,1,,1,1,1,1,1,Most of the fruit is rotten.,0.9995934367179872,0.9995934367179872,0.0051659299808942,1
141,in,ks08,0,*,0,0,0,0,0,John is easy to please Kim.,0.996862769126892,0.996862769126892,0.0306096650533051,0
142,in,ks08,0,*,1,0,1,1,1,It tries to leave the country.,0.9980977177619934,0.9980977177619934,0.0199351949373221,0
143,in,ks08,0,*,0,0,0,0,0,We expect there to will rain.,0.9970911741256714,0.9970911741256714,0.0286976624350482,0
144,in,ks08,1,,1,1,1,1,1,We never found any of the unicorns.,0.9992424249649048,0.9992424249649048,0.0089455624514971,1
145,in,ks08,1,,1,1,0,1,1,The bed was slept in.,0.998996913433075,0.998996913433075,0.0114383304054064,1
146,in,ks08,1,,1,1,1,1,1,the baker from whom I bought these bagels left.,0.9990593791007996,0.9990593791007996,0.0108130116225796,1
147,in,ks08,1,,1,1,1,1,1,Which topic did you choose without getting his approval?,0.9984279870986938,0.9984279870986938,0.0169064395483003,1
148,in,ks08,1,,1,1,1,1,1,To please John is easy.,0.9994532465934752,0.9994532465934752,0.0067138406232765,1
149,in,ks08,1,,1,1,1,1,1,It annoys me that Fido barks.,0.9993426203727722,0.9993426203727722,0.007896587222259,1
150,in,ks08,1,,1,1,1,1,1,It was the peasant girl who got it.,0.9989840388298036,0.9989840388298036,0.0115668323404025,1
151,in,kl93,1,,1,1,1,1,1,A sick owl doesn't hunt mice.,0.9988744854927064,0.9988744854927064,0.0126471918650715,1
152,in,kl93,1,,0,1,0,0,0,1 gave Mary after the party a book.,0.9989612102508544,0.0010387973161414,0.0117932742360425,0
153,in,b_82,0,*,0,0,0,0,0,"Because she's so pleasant, as for Mary I really like her.",0.9978575110435486,0.9978575110435486,0.0220835686648206,0
154,in,b_73,1,,1,1,1,1,1,I have much of the manuscript left to type.,0.9992615580558776,0.9992615580558776,0.0087472611729636,1
155,in,b_73,0,*,0,0,0,0,0,Any trouble is what I don't want.,0.998703122138977,0.0012968062656,0.0143071204168348,1
156,in,b_73,1,,1,1,1,1,1,They may grow as high as bamboo.,0.7405229210853577,0.7405229210853577,0.8259562517843756,1
157,in,c_13,1,,1,1,1,1,1,They chased the man with the car.,0.9988467693328856,0.9988467693328856,0.0129186322996261,1
158,in,c_13,1,,1,1,1,1,1,Heidi thinks that Andy should eat salmon flavored candy bars.,0.9996047616004944,0.9996047616004944,0.0050391367586362,1
159,in,c_13,1,,1,1,1,1,1,The manager laughed.,0.9993159770965576,0.9993159770965576,0.0081782608452998,1
160,in,c_13,1,,1,1,1,1,1,Who did you think kissed the gorilla?,0.9995064735412598,0.9995064735412598,0.0061331314224194,1
161,in,c_13,1,,1,1,1,1,1,There were four men arriving at the station when I pulled up.,0.998601734638214,0.998601734638214,0.0152742087658916,1
162,in,c_13,1,,1,1,1,1,1,Jean wants Bill to do the Macarena.,0.9995348453521729,0.9995348453521729,0.005820090959975,1
163,in,c_13,0,*,0,0,0,0,0,John thinks that Mary loves himself.,0.9993162155151368,0.9993162155151368,0.0081755470670467,0
164,in,d_98,0,*,0,0,0,0,0,"You may pick every flower, but leave a few for Mary.",0.9979211688041688,0.0020788833498954,0.0215188737494595,1
165,in,m_02,1,,1,1,1,1,1,The wealthy young man bought that piano for his secret fiancée.,0.9992594122886658,0.9992594122886658,0.0087696008296608,1
166,in,m_02,1,,0,0,1,0,0,a tall building.,0.999298334121704,0.999298334121704,0.0083635935232398,1
167,in,m_02,1,,1,1,1,1,1,Captain Wentworth wrote a letter to Anne Elliott.,0.999165177345276,0.999165177345276,0.0097406356303556,1
168,in,m_02,1,,0,1,1,0,1,They realised that never had Sir Thomas been so offended.,0.9984238147735596,0.9984238147735596,0.0169460369627399,1
169,in,m_02,1,,1,1,1,1,1,Fanny regretted having to talk to Aunt Norris.,0.9991242289543152,0.9991242289543152,0.0101581940456884,1
170,in,m_02,1,,0,0,0,0,1,The idea dismayed the Prime Minister that the Dome was dull.,0.9908809661865234,0.9908809661865234,0.0748945710099721,1
171,in,m_02,1,,1,1,1,1,1,Harriet admired Mr Knightley.,0.9993698000907898,0.9993698000907898,0.007608798651618,1
172,in,m_02,1,,1,1,1,1,1,Emma made Harriet some food.,0.9993433356285096,0.9993433356285096,0.0078893005517141,1
173,in,m_02,1,,1,1,1,1,1,Emma and Harriet were attacked yesterday.,0.9990087151527404,0.9990087151527404,0.011320588144389,1
174,in,sgww85,1,,1,1,1,1,1,I want to try and buy some whiskey.,0.9993543028831482,0.9993543028831482,0.0077732868405535,1
175,in,sgww85,0,*,0,0,0,0,0,She goes and buying some whiskey.,0.9990002512931824,0.9990002512931824,0.0114054449365973,0
176,in,sks13,1,,1,1,1,1,1,Ann bought a first edition of Richard III for $1000.,0.9994763731956482,0.9994763731956482,0.0064622142277854,1
177,in,sks13,1,,1,1,1,1,1,Henri wants to buy which books about cooking?,0.9993544220924376,0.9993544220924376,0.0077719669767944,1
178,in,sks13,1,,1,1,1,1,1,I will fix the computer for Carol.,0.9991102814674376,0.9991102814674376,0.0102993338355386,1
179,in,sks13,1,,1,1,1,1,1,"Suddenly, there arrived two inspectors from the INS.",0.9993187189102172,0.9993187189102172,0.0081490694245555,1
180,in,sks13,1,,1,1,1,1,1,I gave money to the charity.,0.9991870522499084,0.9991870522499084,0.0095162549862088,1
181,in,sks13,1,,0,1,1,0,1,I saw even the student.,0.9992594122886658,0.000740529212635,0.0087688412059338,0
182,in,sks13,1,,1,1,1,1,1,Each of the boys fought with some of the other boys.,0.998728573322296,0.998728573322296,0.0140631242232558,1
183,in,sks13,0,*,0,0,0,0,0,Mary revealed himself to John.,0.9992603659629822,0.9992603659629822,0.0087599226255353,0
184,in,sks13,1,,1,1,0,1,1,Henry found that Bill is sad.,0.9988069534301758,0.9988069534301758,0.0133058815399599,1
185,in,sks13,1,,1,1,1,1,1,John considers himself proud of Mary.,0.999117910861969,0.999117910861969,0.0102222646236816,1
186,in,sks13,1,,1,1,1,1,1,Everyone hopes that he will sleep.,0.999212384223938,0.999212384223938,0.0092563375931532,1
187,in,sks13,1,,1,1,1,1,1,John convinced Bill that Mary should sleep.,0.9990358352661132,0.9990358352661132,0.0110505237945841,1
188,in,ad03,0,*,0,0,0,0,0,Anson demonized up the Khyber,0.9895765781402588,0.9895765781402588,0.0835872112747535,0
189,in,ad03,1,,1,1,1,1,1,The Peter we all like was at the party,0.9986708164215088,0.9986708164215088,0.0146173591651916,1
190,in,ad03,0,*,0,0,0,0,0,What did you ask who Medea gave?,0.9991662502288818,0.9991662502288818,0.0097302465916613,0
191,in,ad03,1,,1,1,1,1,1,It's Anson that I like,0.9874935746192932,0.0125063844025135,0.0969848527847839,0
192,in,ad03,1,,1,1,1,1,1,Anson believed himself to be handsome.,0.9994462132453918,0.9994462132453918,0.006789448915817,1
193,in,ad03,0,*,0,0,0,0,0,Anson thought that himself was happy.,0.9991292357444764,0.9991292357444764,0.0101080773399366,0
194,in,ad03,1,,0,0,0,1,0,I might be not going to the party but washing my hair,0.5126667618751526,0.5126667618751526,0.9995369986997316,1
195,in,ad03,1,,1,0,1,1,1,Jason happens to appear to seem to be sick.,0.9523438811302184,0.0476561300456523,0.2763556710614279,0
196,in,ad03,0,*,0,0,0,0,0,He can will go,0.96132892370224,0.96132892370224,0.2361658727126322,0
197,in,ad03,0,*,1,1,0,0,0,I inquired when could we leave.,0.9929270148277284,0.007072988897562,0.0606936370580794,1
198,in,ad03,0,*,0,0,0,0,1,The bookcase ran,0.9902327060699464,0.0097672827541828,0.0792463942645256,1
199,in,ad03,0,*,0,0,0,0,0,Anson became a muscle bound.,0.9972195625305176,0.9972195625305176,0.0276126637157408,0
