sample_id,content,gold_label,agg_human_label,agg_human_confidence,machine_2_pred,machine_2_confidence,confidence_diff
13,A refreshingly honest and ultimately touching tale of the sort of people usually ignored in contemporary American film .,1.0,1.0,0.5485485485485485,1.0,0.7552539,0.20670535145145152
11,This is such a dazzlingly self-assured directorial debut that it 's hard to know what to praise first .,1.0,1.0,0.7527527527527528,1.0,0.5560084,0.19674435275275282
29,"Ranging from funny to shattering and featuring some of the year 's best acting , Personal Velocity gathers plenty of dramatic momentum .",1.0,1.0,0.6826826826826827,1.0,0.8697222,0.18703951731731727
53,I was perplexed to watch it unfold with an astonishing lack of passion or uniqueness .,-1.0,-1.0,0.4744744744744745,-1.0,0.6585104,0.18403592552552556
4,"The appearance of Treebeard and Gollum 's expanded role will either have you loving what you 're seeing , or rolling your eyes .",1.0,1.0,0.5485485485485485,1.0,0.732151,0.1836024514514515
19,"Compelling as it is exotic , Fast Runner has a plot that rivals Shakespeare for intrigue , treachery and murder .",1.0,1.0,0.6546546546546547,1.0,0.47247246,0.18218219465465468
5,"Though it is by no means his best work , Laissez-Passer is a distinguished and distinctive effort by a bona-fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them .",1.0,1.0,0.5815815815815816,1.0,0.7632074,0.1816258184184184
10,"If no one singles out any of these performances as award-worthy , it 's only because we would expect nothing less from this bunch .",1.0,1.0,0.3293293293293293,1.0,0.50607187,0.1767425406706707
27,"Its direction , its script , and Weaver 's performance as a vaguely discontented woman of substance make for a mildly entertaining 77 minutes , if that 's what you 're in the mood for .",1.0,1.0,0.4094094094094094,1.0,0.58300626,0.1735968505905906
78,"When Perry fists a bull at the Moore Farm , it 's only a matter of time before he gets the upper hand in matters of the heart .",0.0,0.0,0.5475475475475475,0.0,0.7111779,0.1636303524524525
1,"A thoughtful , provocative , insistently humanizing film .",1.0,1.0,0.7187187187187187,1.0,0.87218714,0.15346842128128124
43,"A frantic search for laughs , with a hit-to-miss ratio that does n't exactly favour the audience .",-1.0,-1.0,0.6046046046046046,-1.0,0.45360005,0.15100455460460466
38,Two generations within one family test boundaries in this intelligent and restrained coming-of-age drama .,1.0,1.0,0.4214214214214214,1.0,0.5651093,0.14368787857857862
21,"Despite what anyone believes about the goal of its makers , the show ... represents a spectacular piece of theater , and there 's no denying the talent of the creative forces behind it .",1.0,1.0,0.6086086086086087,1.0,0.7492773,0.14066869139139138
74,This one does .,0.0,0.0,0.8028028028028028,0.0,0.94135904,0.13855623719719723
14,"A stunning piece of visual poetry that will , hopefully , be remembered as one of the most important stories to be told in Australia 's film history .",1.0,1.0,0.8298298298298298,1.0,0.96501595,0.13518612017017018
90,No question .,0.0,0.0,0.8868868868868869,0.0,0.7567397,0.13014718688688687
20,"Dazzling and sugar-sweet , a blast of shallow magnificence that only sex , scandal , and a chorus line of dangerous damsels can deliver .",1.0,1.0,0.4934934934934935,1.0,0.62301016,0.1295166665065065
0,"A pleasant enough movie , held together by skilled ensemble actors .",1.0,1.0,0.7887887887887888,1.0,0.9042452,0.1154564112112112
36,"The film delivers not just the full assault of Reno 's immense wit and insight , but a time travel back to what it felt like during those unforgettably uncertain days .",1.0,1.0,0.4024024024024024,1.0,0.51206404,0.10966163759759767
76,"Trivial where it should be profound , and hyper-cliched where it should be sincere .",-1.0,-1.0,0.4214214214214214,-1.0,0.53082633,0.1094049085785786
39,Vividly conveys both the pitfalls and the pleasures of over-the-top love .,1.0,1.0,0.5095095095095095,1.0,0.5955734,0.08606389049049057
6,"With a cast that includes some of the top actors working in independent film , Lovely & Amazing involves us because it is so incisive , so bleakly amusing about how we go about our lives .",1.0,1.0,0.4364364364364364,1.0,0.5048353,0.06839886356356356
69,"The rest of the plot is impossible to explain without blowing whatever tension there is , although it 's more comedy than suspense De Palma creates .",0.0,0.0,0.3723723723723723,0.0,0.43996906,0.06759668762762772
65,"Splashes its drama all over the screen , subjecting its audience and characters to action that feels not only manufactured , but also so false you can see the filmmakers ' puppet strings .",-1.0,-1.0,0.6296296296296297,-1.0,0.56941056,0.06021906962962964
15,"An endlessly fascinating , landmark movie that is as bold as anything the cinema has seen in years .",1.0,1.0,0.8238238238238238,1.0,0.88131815,0.057494326176176225
72,This film 's relationship to actual tension is the same as what Christmas-tree flocking in a spray can is to actual snow : a poor -- if durable -- imitation .,-1.0,-1.0,0.5385385385385385,-1.0,0.5950254,0.056486861461461535
83,But hard-to-believe plot twists force the movie off track in its final half hour .,-1.0,-1.0,0.7317317317317318,-1.0,0.6814544,0.05027733173173177
87,I loved it !,1.0,1.0,0.9409409409409408,1.0,0.97940904,0.038468099059059124
94,The film is directed by Wally Wolodarsky from a script by Joe Jarvis and Greg Coolidge .,0.0,0.0,0.925925925925926,0.0,0.88922006,0.03670586592592606
23,"Even when foreign directors ... borrow stuff from Hollywood , they invariably shake up the formula and make it more interesting .",1.0,1.0,0.6056056056056056,1.0,0.6371811,0.03157549439439433
26,"Greengrass has delivered an undoubted stylistic tour-de-force , and has managed elements such as sound and cinematography with skill",1.0,1.0,0.6456456456456456,1.0,0.6266536,0.018992045645645605
96,"Unless you are in dire need of a Diesel fix , there is no real reason to see it .",-1.0,-1.0,0.4834834834834834,-1.0,0.4999567,0.016473216516516564
50,Creepy but ultimately unsatisfying thriller .,-1.0,-1.0,0.6066066066066066,-1.0,0.59331876,0.013287846606606646
70,"The stupidest , most insulting movie of 2002 's first quarter .",-1.0,-1.0,0.937937937937938,-1.0,0.95008856,0.012150622062061966
25,"From the big giant titles of the opening credits to Elmer Bernstein 's perfectly melodic score , Haynes gets just about everything right .",1.0,1.0,0.7297297297297297,1.0,0.7338151,0.004085370270270339
