sample_id,paragraph,question,answer-option,pred_label,gold_label,logprobs,confidence
22,"<b>Sent 1: </b>(CNN) -- Air New Zealand's latest in-flight safety video, released Tuesday, is already another viral hit but is encountering some turbulence over its use of several bikini-clad Sports Illustrated models.<br><b>Sent 2: </b>View the video here Previous versions of the video -- starring anything from Hobbits to Bear Grylls to New Zealand's all conquering All Blacks rugby team -- have revolutionized the on-board safety message airlines deliver to passengers.<br><b>Sent 3: </b>The most recent effort though is being criticized by some as neither ground-breaking nor as creative, after the airline teamed up with Sports Illustrated magazine to produce what it's calling ""The world's most beautiful safety video.""<br><b>Sent 4: </b>The ""Safety in Paradise"" video, which rolls out on Air New Zealand flights at the end of February, is beautifully shot and certainly cheerful and fun.<br><b>Sent 5: </b>It was filmed in the Cook Islands -- home to several stunning beaches -- and coincides with the 50th anniversary of Sports Illustrated's Swimsuit franchise.<br><b>Sent 6: </b>Earlier videos have been witty, clever and quirky but the paradise video combines a far less subtle use of eye-catching material -- using four of the planet's most beautiful, and scantily clad women, to deliver information to passengers.<br><b>Sent 7: </b>The models include Ariel Meredith, Chrissy Teigen, Hannah Davis and Jessica Gomes.<br><b>Sent 8: </b>Christie Brinkley makes a cameo.<br><b>Sent 9: </b>""It seems that suddenly they are saying that my sexuality is all that matters about me,"" one critic, Massey University lecturer and feminist commentator Deborah Russell told the Sydney Morning Herald.<br><b>Sent 10: </b>Social media reaction to the video was predictably mixed, though the majority of commenters on Facebook and Twitter appeared to support the video -- and the women in it.<br><b>Sent 11: </b>Many praised Air New Zealand for using beautiful women to promote the Cook Islands and complimented the airline on its marketing prowess, given the mass of media attention now being given to the safety video.<br><b>Sent 12: </b>From the negative corner, while some commented they were appalled Air New Zealand would be so sexist, others said the Sports Illustrated version just isn't all that clever -- a disappointing follow up to the airline's creative safety videos of the past.<br>","How was the ""Safety in Paradise"" video received?",Reactions have been mixed from negative to positive,1.0,1,"{
  "" Yes"": -0.02314932,
  "" yes"": -9.375478,
  ""Yes"": -3.7826307
}",0.977116569833406
23,"<b>Sent 1: </b>(CNN) -- Air New Zealand's latest in-flight safety video, released Tuesday, is already another viral hit but is encountering some turbulence over its use of several bikini-clad Sports Illustrated models.<br><b>Sent 2: </b>View the video here Previous versions of the video -- starring anything from Hobbits to Bear Grylls to New Zealand's all conquering All Blacks rugby team -- have revolutionized the on-board safety message airlines deliver to passengers.<br><b>Sent 3: </b>The most recent effort though is being criticized by some as neither ground-breaking nor as creative, after the airline teamed up with Sports Illustrated magazine to produce what it's calling ""The world's most beautiful safety video.""<br><b>Sent 4: </b>The ""Safety in Paradise"" video, which rolls out on Air New Zealand flights at the end of February, is beautifully shot and certainly cheerful and fun.<br><b>Sent 5: </b>It was filmed in the Cook Islands -- home to several stunning beaches -- and coincides with the 50th anniversary of Sports Illustrated's Swimsuit franchise.<br><b>Sent 6: </b>Earlier videos have been witty, clever and quirky but the paradise video combines a far less subtle use of eye-catching material -- using four of the planet's most beautiful, and scantily clad women, to deliver information to passengers.<br><b>Sent 7: </b>The models include Ariel Meredith, Chrissy Teigen, Hannah Davis and Jessica Gomes.<br><b>Sent 8: </b>Christie Brinkley makes a cameo.<br><b>Sent 9: </b>""It seems that suddenly they are saying that my sexuality is all that matters about me,"" one critic, Massey University lecturer and feminist commentator Deborah Russell told the Sydney Morning Herald.<br><b>Sent 10: </b>Social media reaction to the video was predictably mixed, though the majority of commenters on Facebook and Twitter appeared to support the video -- and the women in it.<br><b>Sent 11: </b>Many praised Air New Zealand for using beautiful women to promote the Cook Islands and complimented the airline on its marketing prowess, given the mass of media attention now being given to the safety video.<br><b>Sent 12: </b>From the negative corner, while some commented they were appalled Air New Zealand would be so sexist, others said the Sports Illustrated version just isn't all that clever -- a disappointing follow up to the airline's creative safety videos of the past.<br>","Where was the ""Safety in Paradise"" video shot?",Australia,0.0,0,"{
  "" "": -10.7316265,
  "" No"": -0.05679494,
  ""No"": -2.89763
}",0.9447877876876483
24,"<b>Sent 1: </b>(CNN) -- Air New Zealand's latest in-flight safety video, released Tuesday, is already another viral hit but is encountering some turbulence over its use of several bikini-clad Sports Illustrated models.<br><b>Sent 2: </b>View the video here Previous versions of the video -- starring anything from Hobbits to Bear Grylls to New Zealand's all conquering All Blacks rugby team -- have revolutionized the on-board safety message airlines deliver to passengers.<br><b>Sent 3: </b>The most recent effort though is being criticized by some as neither ground-breaking nor as creative, after the airline teamed up with Sports Illustrated magazine to produce what it's calling ""The world's most beautiful safety video.""<br><b>Sent 4: </b>The ""Safety in Paradise"" video, which rolls out on Air New Zealand flights at the end of February, is beautifully shot and certainly cheerful and fun.<br><b>Sent 5: </b>It was filmed in the Cook Islands -- home to several stunning beaches -- and coincides with the 50th anniversary of Sports Illustrated's Swimsuit franchise.<br><b>Sent 6: </b>Earlier videos have been witty, clever and quirky but the paradise video combines a far less subtle use of eye-catching material -- using four of the planet's most beautiful, and scantily clad women, to deliver information to passengers.<br><b>Sent 7: </b>The models include Ariel Meredith, Chrissy Teigen, Hannah Davis and Jessica Gomes.<br><b>Sent 8: </b>Christie Brinkley makes a cameo.<br><b>Sent 9: </b>""It seems that suddenly they are saying that my sexuality is all that matters about me,"" one critic, Massey University lecturer and feminist commentator Deborah Russell told the Sydney Morning Herald.<br><b>Sent 10: </b>Social media reaction to the video was predictably mixed, though the majority of commenters on Facebook and Twitter appeared to support the video -- and the women in it.<br><b>Sent 11: </b>Many praised Air New Zealand for using beautiful women to promote the Cook Islands and complimented the airline on its marketing prowess, given the mass of media attention now being given to the safety video.<br><b>Sent 12: </b>From the negative corner, while some commented they were appalled Air New Zealand would be so sexist, others said the Sports Illustrated version just isn't all that clever -- a disappointing follow up to the airline's creative safety videos of the past.<br>","Where was the ""Safety in Paradise"" video shot?",Paris,0.0,0,"{
  "" "": -10.385854,
  "" No"": -0.050980497,
  ""No"": -3.0032241
}",0.9502972039980668
25,"<b>Sent 1: </b>(CNN) -- Air New Zealand's latest in-flight safety video, released Tuesday, is already another viral hit but is encountering some turbulence over its use of several bikini-clad Sports Illustrated models.<br><b>Sent 2: </b>View the video here Previous versions of the video -- starring anything from Hobbits to Bear Grylls to New Zealand's all conquering All Blacks rugby team -- have revolutionized the on-board safety message airlines deliver to passengers.<br><b>Sent 3: </b>The most recent effort though is being criticized by some as neither ground-breaking nor as creative, after the airline teamed up with Sports Illustrated magazine to produce what it's calling ""The world's most beautiful safety video.""<br><b>Sent 4: </b>The ""Safety in Paradise"" video, which rolls out on Air New Zealand flights at the end of February, is beautifully shot and certainly cheerful and fun.<br><b>Sent 5: </b>It was filmed in the Cook Islands -- home to several stunning beaches -- and coincides with the 50th anniversary of Sports Illustrated's Swimsuit franchise.<br><b>Sent 6: </b>Earlier videos have been witty, clever and quirky but the paradise video combines a far less subtle use of eye-catching material -- using four of the planet's most beautiful, and scantily clad women, to deliver information to passengers.<br><b>Sent 7: </b>The models include Ariel Meredith, Chrissy Teigen, Hannah Davis and Jessica Gomes.<br><b>Sent 8: </b>Christie Brinkley makes a cameo.<br><b>Sent 9: </b>""It seems that suddenly they are saying that my sexuality is all that matters about me,"" one critic, Massey University lecturer and feminist commentator Deborah Russell told the Sydney Morning Herald.<br><b>Sent 10: </b>Social media reaction to the video was predictably mixed, though the majority of commenters on Facebook and Twitter appeared to support the video -- and the women in it.<br><b>Sent 11: </b>Many praised Air New Zealand for using beautiful women to promote the Cook Islands and complimented the airline on its marketing prowess, given the mass of media attention now being given to the safety video.<br><b>Sent 12: </b>From the negative corner, while some commented they were appalled Air New Zealand would be so sexist, others said the Sports Illustrated version just isn't all that clever -- a disappointing follow up to the airline's creative safety videos of the past.<br>","Where was the ""Safety in Paradise"" video shot?",Massey University,0.0,0,"{
  "" "": -10.898565,
  "" No"": -0.037051894,
  ""No"": -3.3156428
}",0.963626127637247
26,"<b>Sent 1: </b>(CNN) -- Air New Zealand's latest in-flight safety video, released Tuesday, is already another viral hit but is encountering some turbulence over its use of several bikini-clad Sports Illustrated models.<br><b>Sent 2: </b>View the video here Previous versions of the video -- starring anything from Hobbits to Bear Grylls to New Zealand's all conquering All Blacks rugby team -- have revolutionized the on-board safety message airlines deliver to passengers.<br><b>Sent 3: </b>The most recent effort though is being criticized by some as neither ground-breaking nor as creative, after the airline teamed up with Sports Illustrated magazine to produce what it's calling ""The world's most beautiful safety video.""<br><b>Sent 4: </b>The ""Safety in Paradise"" video, which rolls out on Air New Zealand flights at the end of February, is beautifully shot and certainly cheerful and fun.<br><b>Sent 5: </b>It was filmed in the Cook Islands -- home to several stunning beaches -- and coincides with the 50th anniversary of Sports Illustrated's Swimsuit franchise.<br><b>Sent 6: </b>Earlier videos have been witty, clever and quirky but the paradise video combines a far less subtle use of eye-catching material -- using four of the planet's most beautiful, and scantily clad women, to deliver information to passengers.<br><b>Sent 7: </b>The models include Ariel Meredith, Chrissy Teigen, Hannah Davis and Jessica Gomes.<br><b>Sent 8: </b>Christie Brinkley makes a cameo.<br><b>Sent 9: </b>""It seems that suddenly they are saying that my sexuality is all that matters about me,"" one critic, Massey University lecturer and feminist commentator Deborah Russell told the Sydney Morning Herald.<br><b>Sent 10: </b>Social media reaction to the video was predictably mixed, though the majority of commenters on Facebook and Twitter appeared to support the video -- and the women in it.<br><b>Sent 11: </b>Many praised Air New Zealand for using beautiful women to promote the Cook Islands and complimented the airline on its marketing prowess, given the mass of media attention now being given to the safety video.<br><b>Sent 12: </b>From the negative corner, while some commented they were appalled Air New Zealand would be so sexist, others said the Sports Illustrated version just isn't all that clever -- a disappointing follow up to the airline's creative safety videos of the past.<br>","Where was the ""Safety in Paradise"" video shot?",The Cook Islands,1.0,1,"{
  "" Yes"": -0.018438999,
  "" yes"": -8.387031,
  ""Yes"": -4.017655
}",0.9817299592745059
27,"<b>Sent 1: </b>(CNN) -- Air New Zealand's latest in-flight safety video, released Tuesday, is already another viral hit but is encountering some turbulence over its use of several bikini-clad Sports Illustrated models.<br><b>Sent 2: </b>View the video here Previous versions of the video -- starring anything from Hobbits to Bear Grylls to New Zealand's all conquering All Blacks rugby team -- have revolutionized the on-board safety message airlines deliver to passengers.<br><b>Sent 3: </b>The most recent effort though is being criticized by some as neither ground-breaking nor as creative, after the airline teamed up with Sports Illustrated magazine to produce what it's calling ""The world's most beautiful safety video.""<br><b>Sent 4: </b>The ""Safety in Paradise"" video, which rolls out on Air New Zealand flights at the end of February, is beautifully shot and certainly cheerful and fun.<br><b>Sent 5: </b>It was filmed in the Cook Islands -- home to several stunning beaches -- and coincides with the 50th anniversary of Sports Illustrated's Swimsuit franchise.<br><b>Sent 6: </b>Earlier videos have been witty, clever and quirky but the paradise video combines a far less subtle use of eye-catching material -- using four of the planet's most beautiful, and scantily clad women, to deliver information to passengers.<br><b>Sent 7: </b>The models include Ariel Meredith, Chrissy Teigen, Hannah Davis and Jessica Gomes.<br><b>Sent 8: </b>Christie Brinkley makes a cameo.<br><b>Sent 9: </b>""It seems that suddenly they are saying that my sexuality is all that matters about me,"" one critic, Massey University lecturer and feminist commentator Deborah Russell told the Sydney Morning Herald.<br><b>Sent 10: </b>Social media reaction to the video was predictably mixed, though the majority of commenters on Facebook and Twitter appeared to support the video -- and the women in it.<br><b>Sent 11: </b>Many praised Air New Zealand for using beautiful women to promote the Cook Islands and complimented the airline on its marketing prowess, given the mass of media attention now being given to the safety video.<br><b>Sent 12: </b>From the negative corner, while some commented they were appalled Air New Zealand would be so sexist, others said the Sports Illustrated version just isn't all that clever -- a disappointing follow up to the airline's creative safety videos of the past.<br>",Which airline teamed up with Sports Illustrated magazine in order to produce a safety video?,Lufstansa,0.0,0,"{
  "" No"": -0.028230697,
  "" no"": -11.6440935,
  ""No"": -3.5823345
}",0.9721640655959933
28,"<b>Sent 1: </b>(CNN) -- Air New Zealand's latest in-flight safety video, released Tuesday, is already another viral hit but is encountering some turbulence over its use of several bikini-clad Sports Illustrated models.<br><b>Sent 2: </b>View the video here Previous versions of the video -- starring anything from Hobbits to Bear Grylls to New Zealand's all conquering All Blacks rugby team -- have revolutionized the on-board safety message airlines deliver to passengers.<br><b>Sent 3: </b>The most recent effort though is being criticized by some as neither ground-breaking nor as creative, after the airline teamed up with Sports Illustrated magazine to produce what it's calling ""The world's most beautiful safety video.""<br><b>Sent 4: </b>The ""Safety in Paradise"" video, which rolls out on Air New Zealand flights at the end of February, is beautifully shot and certainly cheerful and fun.<br><b>Sent 5: </b>It was filmed in the Cook Islands -- home to several stunning beaches -- and coincides with the 50th anniversary of Sports Illustrated's Swimsuit franchise.<br><b>Sent 6: </b>Earlier videos have been witty, clever and quirky but the paradise video combines a far less subtle use of eye-catching material -- using four of the planet's most beautiful, and scantily clad women, to deliver information to passengers.<br><b>Sent 7: </b>The models include Ariel Meredith, Chrissy Teigen, Hannah Davis and Jessica Gomes.<br><b>Sent 8: </b>Christie Brinkley makes a cameo.<br><b>Sent 9: </b>""It seems that suddenly they are saying that my sexuality is all that matters about me,"" one critic, Massey University lecturer and feminist commentator Deborah Russell told the Sydney Morning Herald.<br><b>Sent 10: </b>Social media reaction to the video was predictably mixed, though the majority of commenters on Facebook and Twitter appeared to support the video -- and the women in it.<br><b>Sent 11: </b>Many praised Air New Zealand for using beautiful women to promote the Cook Islands and complimented the airline on its marketing prowess, given the mass of media attention now being given to the safety video.<br><b>Sent 12: </b>From the negative corner, while some commented they were appalled Air New Zealand would be so sexist, others said the Sports Illustrated version just isn't all that clever -- a disappointing follow up to the airline's creative safety videos of the past.<br>",Which airline teamed up with Sports Illustrated magazine in order to produce a safety video?,Asian Airlines,0.0,0,"{
  "" No"": -0.04590332,
  "" no"": -10.947524,
  ""No"": -3.1051471
}",0.9551343001111624
29,"<b>Sent 1: </b>(CNN) -- Air New Zealand's latest in-flight safety video, released Tuesday, is already another viral hit but is encountering some turbulence over its use of several bikini-clad Sports Illustrated models.<br><b>Sent 2: </b>View the video here Previous versions of the video -- starring anything from Hobbits to Bear Grylls to New Zealand's all conquering All Blacks rugby team -- have revolutionized the on-board safety message airlines deliver to passengers.<br><b>Sent 3: </b>The most recent effort though is being criticized by some as neither ground-breaking nor as creative, after the airline teamed up with Sports Illustrated magazine to produce what it's calling ""The world's most beautiful safety video.""<br><b>Sent 4: </b>The ""Safety in Paradise"" video, which rolls out on Air New Zealand flights at the end of February, is beautifully shot and certainly cheerful and fun.<br><b>Sent 5: </b>It was filmed in the Cook Islands -- home to several stunning beaches -- and coincides with the 50th anniversary of Sports Illustrated's Swimsuit franchise.<br><b>Sent 6: </b>Earlier videos have been witty, clever and quirky but the paradise video combines a far less subtle use of eye-catching material -- using four of the planet's most beautiful, and scantily clad women, to deliver information to passengers.<br><b>Sent 7: </b>The models include Ariel Meredith, Chrissy Teigen, Hannah Davis and Jessica Gomes.<br><b>Sent 8: </b>Christie Brinkley makes a cameo.<br><b>Sent 9: </b>""It seems that suddenly they are saying that my sexuality is all that matters about me,"" one critic, Massey University lecturer and feminist commentator Deborah Russell told the Sydney Morning Herald.<br><b>Sent 10: </b>Social media reaction to the video was predictably mixed, though the majority of commenters on Facebook and Twitter appeared to support the video -- and the women in it.<br><b>Sent 11: </b>Many praised Air New Zealand for using beautiful women to promote the Cook Islands and complimented the airline on its marketing prowess, given the mass of media attention now being given to the safety video.<br><b>Sent 12: </b>From the negative corner, while some commented they were appalled Air New Zealand would be so sexist, others said the Sports Illustrated version just isn't all that clever -- a disappointing follow up to the airline's creative safety videos of the past.<br>",Which airline teamed up with Sports Illustrated magazine in order to produce a safety video?,AeroFrance,0.0,0,"{
  "" "": -11.6454935,
  "" No"": -0.028675672,
  ""No"": -3.566973
}",0.9717315731222103
30,"<b>Sent 1: </b>(CNN) -- Air New Zealand's latest in-flight safety video, released Tuesday, is already another viral hit but is encountering some turbulence over its use of several bikini-clad Sports Illustrated models.<br><b>Sent 2: </b>View the video here Previous versions of the video -- starring anything from Hobbits to Bear Grylls to New Zealand's all conquering All Blacks rugby team -- have revolutionized the on-board safety message airlines deliver to passengers.<br><b>Sent 3: </b>The most recent effort though is being criticized by some as neither ground-breaking nor as creative, after the airline teamed up with Sports Illustrated magazine to produce what it's calling ""The world's most beautiful safety video.""<br><b>Sent 4: </b>The ""Safety in Paradise"" video, which rolls out on Air New Zealand flights at the end of February, is beautifully shot and certainly cheerful and fun.<br><b>Sent 5: </b>It was filmed in the Cook Islands -- home to several stunning beaches -- and coincides with the 50th anniversary of Sports Illustrated's Swimsuit franchise.<br><b>Sent 6: </b>Earlier videos have been witty, clever and quirky but the paradise video combines a far less subtle use of eye-catching material -- using four of the planet's most beautiful, and scantily clad women, to deliver information to passengers.<br><b>Sent 7: </b>The models include Ariel Meredith, Chrissy Teigen, Hannah Davis and Jessica Gomes.<br><b>Sent 8: </b>Christie Brinkley makes a cameo.<br><b>Sent 9: </b>""It seems that suddenly they are saying that my sexuality is all that matters about me,"" one critic, Massey University lecturer and feminist commentator Deborah Russell told the Sydney Morning Herald.<br><b>Sent 10: </b>Social media reaction to the video was predictably mixed, though the majority of commenters on Facebook and Twitter appeared to support the video -- and the women in it.<br><b>Sent 11: </b>Many praised Air New Zealand for using beautiful women to promote the Cook Islands and complimented the airline on its marketing prowess, given the mass of media attention now being given to the safety video.<br><b>Sent 12: </b>From the negative corner, while some commented they were appalled Air New Zealand would be so sexist, others said the Sports Illustrated version just isn't all that clever -- a disappointing follow up to the airline's creative safety videos of the past.<br>",Which airline teamed up with Sports Illustrated magazine in order to produce a safety video?,Air New Zealand,1.0,1,"{
  "" Yes"": -0.0113713145,
  "" yes"": -8.929636,
  ""Yes"": -4.4968295
}",0.988693094527122
31,"<b>Sent 1: </b>(CNN) -- Air New Zealand's latest in-flight safety video, released Tuesday, is already another viral hit but is encountering some turbulence over its use of several bikini-clad Sports Illustrated models.<br><b>Sent 2: </b>View the video here Previous versions of the video -- starring anything from Hobbits to Bear Grylls to New Zealand's all conquering All Blacks rugby team -- have revolutionized the on-board safety message airlines deliver to passengers.<br><b>Sent 3: </b>The most recent effort though is being criticized by some as neither ground-breaking nor as creative, after the airline teamed up with Sports Illustrated magazine to produce what it's calling ""The world's most beautiful safety video.""<br><b>Sent 4: </b>The ""Safety in Paradise"" video, which rolls out on Air New Zealand flights at the end of February, is beautifully shot and certainly cheerful and fun.<br><b>Sent 5: </b>It was filmed in the Cook Islands -- home to several stunning beaches -- and coincides with the 50th anniversary of Sports Illustrated's Swimsuit franchise.<br><b>Sent 6: </b>Earlier videos have been witty, clever and quirky but the paradise video combines a far less subtle use of eye-catching material -- using four of the planet's most beautiful, and scantily clad women, to deliver information to passengers.<br><b>Sent 7: </b>The models include Ariel Meredith, Chrissy Teigen, Hannah Davis and Jessica Gomes.<br><b>Sent 8: </b>Christie Brinkley makes a cameo.<br><b>Sent 9: </b>""It seems that suddenly they are saying that my sexuality is all that matters about me,"" one critic, Massey University lecturer and feminist commentator Deborah Russell told the Sydney Morning Herald.<br><b>Sent 10: </b>Social media reaction to the video was predictably mixed, though the majority of commenters on Facebook and Twitter appeared to support the video -- and the women in it.<br><b>Sent 11: </b>Many praised Air New Zealand for using beautiful women to promote the Cook Islands and complimented the airline on its marketing prowess, given the mass of media attention now being given to the safety video.<br><b>Sent 12: </b>From the negative corner, while some commented they were appalled Air New Zealand would be so sexist, others said the Sports Illustrated version just isn't all that clever -- a disappointing follow up to the airline's creative safety videos of the past.<br>","What is the ""paradise"" they are talking about?",Paris,0.0,0,"{
  "" No"": -0.022554625,
  "" no"": -10.827908,
  ""No"": -3.8057501
}",0.9776978289907295
32,"<b>Sent 1: </b>(CNN) -- Air New Zealand's latest in-flight safety video, released Tuesday, is already another viral hit but is encountering some turbulence over its use of several bikini-clad Sports Illustrated models.<br><b>Sent 2: </b>View the video here Previous versions of the video -- starring anything from Hobbits to Bear Grylls to New Zealand's all conquering All Blacks rugby team -- have revolutionized the on-board safety message airlines deliver to passengers.<br><b>Sent 3: </b>The most recent effort though is being criticized by some as neither ground-breaking nor as creative, after the airline teamed up with Sports Illustrated magazine to produce what it's calling ""The world's most beautiful safety video.""<br><b>Sent 4: </b>The ""Safety in Paradise"" video, which rolls out on Air New Zealand flights at the end of February, is beautifully shot and certainly cheerful and fun.<br><b>Sent 5: </b>It was filmed in the Cook Islands -- home to several stunning beaches -- and coincides with the 50th anniversary of Sports Illustrated's Swimsuit franchise.<br><b>Sent 6: </b>Earlier videos have been witty, clever and quirky but the paradise video combines a far less subtle use of eye-catching material -- using four of the planet's most beautiful, and scantily clad women, to deliver information to passengers.<br><b>Sent 7: </b>The models include Ariel Meredith, Chrissy Teigen, Hannah Davis and Jessica Gomes.<br><b>Sent 8: </b>Christie Brinkley makes a cameo.<br><b>Sent 9: </b>""It seems that suddenly they are saying that my sexuality is all that matters about me,"" one critic, Massey University lecturer and feminist commentator Deborah Russell told the Sydney Morning Herald.<br><b>Sent 10: </b>Social media reaction to the video was predictably mixed, though the majority of commenters on Facebook and Twitter appeared to support the video -- and the women in it.<br><b>Sent 11: </b>Many praised Air New Zealand for using beautiful women to promote the Cook Islands and complimented the airline on its marketing prowess, given the mass of media attention now being given to the safety video.<br><b>Sent 12: </b>From the negative corner, while some commented they were appalled Air New Zealand would be so sexist, others said the Sports Illustrated version just isn't all that clever -- a disappointing follow up to the airline's creative safety videos of the past.<br>","What is the ""paradise"" they are talking about?",Barbados,0.0,0,"{
  "" No"": -0.022480981,
  "" no"": -10.288903,
  ""No"": -3.8100345
}",0.977769833220955
33,"<b>Sent 1: </b>(CNN) -- Air New Zealand's latest in-flight safety video, released Tuesday, is already another viral hit but is encountering some turbulence over its use of several bikini-clad Sports Illustrated models.<br><b>Sent 2: </b>View the video here Previous versions of the video -- starring anything from Hobbits to Bear Grylls to New Zealand's all conquering All Blacks rugby team -- have revolutionized the on-board safety message airlines deliver to passengers.<br><b>Sent 3: </b>The most recent effort though is being criticized by some as neither ground-breaking nor as creative, after the airline teamed up with Sports Illustrated magazine to produce what it's calling ""The world's most beautiful safety video.""<br><b>Sent 4: </b>The ""Safety in Paradise"" video, which rolls out on Air New Zealand flights at the end of February, is beautifully shot and certainly cheerful and fun.<br><b>Sent 5: </b>It was filmed in the Cook Islands -- home to several stunning beaches -- and coincides with the 50th anniversary of Sports Illustrated's Swimsuit franchise.<br><b>Sent 6: </b>Earlier videos have been witty, clever and quirky but the paradise video combines a far less subtle use of eye-catching material -- using four of the planet's most beautiful, and scantily clad women, to deliver information to passengers.<br><b>Sent 7: </b>The models include Ariel Meredith, Chrissy Teigen, Hannah Davis and Jessica Gomes.<br><b>Sent 8: </b>Christie Brinkley makes a cameo.<br><b>Sent 9: </b>""It seems that suddenly they are saying that my sexuality is all that matters about me,"" one critic, Massey University lecturer and feminist commentator Deborah Russell told the Sydney Morning Herald.<br><b>Sent 10: </b>Social media reaction to the video was predictably mixed, though the majority of commenters on Facebook and Twitter appeared to support the video -- and the women in it.<br><b>Sent 11: </b>Many praised Air New Zealand for using beautiful women to promote the Cook Islands and complimented the airline on its marketing prowess, given the mass of media attention now being given to the safety video.<br><b>Sent 12: </b>From the negative corner, while some commented they were appalled Air New Zealand would be so sexist, others said the Sports Illustrated version just isn't all that clever -- a disappointing follow up to the airline's creative safety videos of the past.<br>","What is the ""paradise"" they are talking about?",Florida Keys,0.0,0,"{
  "" No"": -0.020658555,
  "" no"": -10.040613,
  ""No"": -3.89468
}",0.979553371076283
34,"<b>Sent 1: </b>(CNN) -- Air New Zealand's latest in-flight safety video, released Tuesday, is already another viral hit but is encountering some turbulence over its use of several bikini-clad Sports Illustrated models.<br><b>Sent 2: </b>View the video here Previous versions of the video -- starring anything from Hobbits to Bear Grylls to New Zealand's all conquering All Blacks rugby team -- have revolutionized the on-board safety message airlines deliver to passengers.<br><b>Sent 3: </b>The most recent effort though is being criticized by some as neither ground-breaking nor as creative, after the airline teamed up with Sports Illustrated magazine to produce what it's calling ""The world's most beautiful safety video.""<br><b>Sent 4: </b>The ""Safety in Paradise"" video, which rolls out on Air New Zealand flights at the end of February, is beautifully shot and certainly cheerful and fun.<br><b>Sent 5: </b>It was filmed in the Cook Islands -- home to several stunning beaches -- and coincides with the 50th anniversary of Sports Illustrated's Swimsuit franchise.<br><b>Sent 6: </b>Earlier videos have been witty, clever and quirky but the paradise video combines a far less subtle use of eye-catching material -- using four of the planet's most beautiful, and scantily clad women, to deliver information to passengers.<br><b>Sent 7: </b>The models include Ariel Meredith, Chrissy Teigen, Hannah Davis and Jessica Gomes.<br><b>Sent 8: </b>Christie Brinkley makes a cameo.<br><b>Sent 9: </b>""It seems that suddenly they are saying that my sexuality is all that matters about me,"" one critic, Massey University lecturer and feminist commentator Deborah Russell told the Sydney Morning Herald.<br><b>Sent 10: </b>Social media reaction to the video was predictably mixed, though the majority of commenters on Facebook and Twitter appeared to support the video -- and the women in it.<br><b>Sent 11: </b>Many praised Air New Zealand for using beautiful women to promote the Cook Islands and complimented the airline on its marketing prowess, given the mass of media attention now being given to the safety video.<br><b>Sent 12: </b>From the negative corner, while some commented they were appalled Air New Zealand would be so sexist, others said the Sports Illustrated version just isn't all that clever -- a disappointing follow up to the airline's creative safety videos of the past.<br>","What is the ""paradise"" they are talking about?",Cook Islands,1.0,1,"{
  "" Yes"": -0.015670333,
  "" yes"": -8.529141,
  ""Yes"": -4.1801353
}",0.9844518078400243
35,"<b>Sent 1: </b>(CNN) -- Air New Zealand's latest in-flight safety video, released Tuesday, is already another viral hit but is encountering some turbulence over its use of several bikini-clad Sports Illustrated models.<br><b>Sent 2: </b>View the video here Previous versions of the video -- starring anything from Hobbits to Bear Grylls to New Zealand's all conquering All Blacks rugby team -- have revolutionized the on-board safety message airlines deliver to passengers.<br><b>Sent 3: </b>The most recent effort though is being criticized by some as neither ground-breaking nor as creative, after the airline teamed up with Sports Illustrated magazine to produce what it's calling ""The world's most beautiful safety video.""<br><b>Sent 4: </b>The ""Safety in Paradise"" video, which rolls out on Air New Zealand flights at the end of February, is beautifully shot and certainly cheerful and fun.<br><b>Sent 5: </b>It was filmed in the Cook Islands -- home to several stunning beaches -- and coincides with the 50th anniversary of Sports Illustrated's Swimsuit franchise.<br><b>Sent 6: </b>Earlier videos have been witty, clever and quirky but the paradise video combines a far less subtle use of eye-catching material -- using four of the planet's most beautiful, and scantily clad women, to deliver information to passengers.<br><b>Sent 7: </b>The models include Ariel Meredith, Chrissy Teigen, Hannah Davis and Jessica Gomes.<br><b>Sent 8: </b>Christie Brinkley makes a cameo.<br><b>Sent 9: </b>""It seems that suddenly they are saying that my sexuality is all that matters about me,"" one critic, Massey University lecturer and feminist commentator Deborah Russell told the Sydney Morning Herald.<br><b>Sent 10: </b>Social media reaction to the video was predictably mixed, though the majority of commenters on Facebook and Twitter appeared to support the video -- and the women in it.<br><b>Sent 11: </b>Many praised Air New Zealand for using beautiful women to promote the Cook Islands and complimented the airline on its marketing prowess, given the mass of media attention now being given to the safety video.<br><b>Sent 12: </b>From the negative corner, while some commented they were appalled Air New Zealand would be so sexist, others said the Sports Illustrated version just isn't all that clever -- a disappointing follow up to the airline's creative safety videos of the past.<br>","Which company created ""The world's most beautiful safety video""?",Lufstansa,0.0,0,"{
  "" NO"": -10.7794075,
  "" No"": -0.033680625,
  ""No"": -3.409535
}",0.9668802527123842
