sample_id,sentence_1,sentence_2,gold_label,agg_human_label,agg_human_confidence,num_trues,num_falses,false_machs,true_machs
50.0,A picture of two little boys holding books.,A picture of children with books.,entailment,entailment,0.9672466734902764,5.0,1.0,[4],"[0, 1, 2, 3, 5]"
51.0,"A woman in her early fifties walks by herself in the subway, another woman is not far behind.",back in the fifties a woman could walk by herself in the subway.,contradiction,neutral,0.6704196519959058,1.0,5.0,"[1, 2, 3, 4, 5]",[0]
52.0,"A man is standing in what appears to be a parking lot and shaving his face, while his dog looks at the ground near his feet.",A women is walking with a man,contradiction,contradiction,0.5721596724667349,3.0,3.0,"[0, 1, 4]","[2, 3, 5]"
53.0,A white dog with a life vest accompanies a man in a boat.,man eats carrot,contradiction,neutral,0.617195496417605,5.0,1.0,[5],"[0, 1, 2, 3, 4]"
54.0,A young girl in a pink shirt sitting on a dock viewing a body of water.,An old woman viewing a body of water.,contradiction,contradiction,0.6939611054247697,3.0,3.0,"[0, 1, 4]","[2, 3, 5]"
55.0,A bunch of happy children having fun swimming and one boy is showing off his talent with a back flip.,Kids are having fun,entailment,entailment,0.9437052200614124,5.0,1.0,[0],"[1, 2, 3, 4, 5]"
56.0,"Two cyclists, in yellow, are competing in a race.",A Mustang and a Corvette are competing in a drag race.,contradiction,contradiction,0.6888433981576254,5.0,1.0,[0],"[1, 2, 3, 4, 5]"
57.0,The backside of a woman leaning against the guard rail of a passenger boat looking out at the open ocean.,The woman is driving her car on the highway.,contradiction,contradiction,0.8607983623336745,5.0,1.0,[0],"[1, 2, 3, 4, 5]"
58.0,A police vehicle in an urban area.,A cop car in a suburban area,contradiction,contradiction,0.6141248720573184,5.0,1.0,[4],"[0, 1, 2, 3, 5]"
59.0,6 men in work jumpsuits and 1 man in an orange jumpsuit are walking next to green and red loading docks.,All 7 men are best friends.,neutral,neutral,0.924257932446264,5.0,1.0,[4],"[0, 1, 2, 3, 5]"
60.0,This man is walking past a wall that has art on it.,A man walks past a wall mural.,entailment,entailment,0.5844421699078812,1.0,5.0,"[0, 1, 2, 3, 4]",[5]
61.0,A black dog has just jumped into a swimming pool.,A dog jumped into a pool to cool off.,neutral,neutral,0.6693961105424769,5.0,1.0,[0],"[1, 2, 3, 4, 5]"
63.0,there is a lady standing and six people laying on a gym floor.,There are seven people in the gym.,entailment,entailment,0.7922210849539406,3.0,3.0,"[0, 1, 4]","[2, 3, 5]"
64.0,A couple is back to back in formal attire.,Two people are facing away from each other.,entailment,entailment,0.8781985670419652,4.0,2.0,"[0, 1]","[2, 3, 4, 5]"
65.0,A biker pops a wheelie along side the colorful wall.,A person is riding a bike near a wall.,entailment,entailment,0.9273285568065508,6.0,0.0,[],"[0, 1, 2, 3, 4, 5]"
66.0,A street vendor selling cupcakes.,There is a person outside in this picture,entailment,entailment,0.4923234390992835,4.0,2.0,"[0, 4]","[1, 2, 3, 5]"
10.0,Man and woman crossing the street at dusk.,A husband and a wife are enjoying a leisurely stroll in the evening.,neutral,neutral,0.7758444216990789,5.0,1.0,[0],"[1, 2, 3, 4, 5]"
68.0,A couple kissing in front of a black Mercedes Benz limousine,A couple kissing in front of a car,entailment,entailment,0.9611054247697032,4.0,2.0,"[1, 4]","[0, 2, 3, 5]"
69.0,A group of people in blue pants and shirts in motion.,There are people moving.,entailment,entailment,0.9355168884339816,5.0,1.0,[0],"[1, 2, 3, 4, 5]"
70.0,A father and children ride bikes in city street.,A woman and her daughters ride their bikes.,contradiction,contradiction,0.6008188331627431,5.0,1.0,[4],"[0, 1, 2, 3, 5]"
71.0,a poor looking person with white cream smeared around his eyes sitting on a backpack.,A dirty man with some product under his eyes is sitting on a pillow.,contradiction,contradiction,0.5670419651995906,3.0,3.0,"[0, 1, 4]","[2, 3, 5]"
17.0,A man posing with a antique sewing machine.,He is a sewer.,neutral,neutral,0.8536335721596725,4.0,2.0,"[0, 1]","[2, 3, 4, 5]"
73.0,A boy in a gray hoodie and black cap holds up an American flag.,A person is holding an American flag.,entailment,entailment,0.9795291709314228,5.0,1.0,[0],"[1, 2, 3, 4, 5]"
6.0,A young boy in a sweatshirt is doodling on a piece of paper.,The class pictures are on display.,contradiction,neutral,0.6908904810644831,1.0,5.0,"[0, 1, 2, 4, 5]",[3]
75.0,"Neck and neck to the finish line, every competitor has been training for this race.",The competitors have trained very hard and are all very close to the finish line.,entailment,entailment,0.8311156601842374,4.0,2.0,"[1, 2]","[0, 3, 4, 5]"
76.0,A football team wearing purple and white trying to stop the runner with the ball.,Lacrosse players celebrate a victory.,contradiction,contradiction,0.646878198567042,3.0,3.0,"[0, 1, 4]","[2, 3, 5]"
77.0,Many small sailboats sitting at a dock., Many small sailboats docked.,entailment,entailment,0.9119754350051176,3.0,3.0,"[0, 1, 4]","[2, 3, 5]"
40.0,People were watching the tournament in the stadium.,The people are sitting outside on the grass.,contradiction,neutral,0.5649948822927329,3.0,3.0,"[1, 4, 5]","[0, 2, 3]"
28.0,"A group of people are gathered in a crowd, some of which are holding spears.",A crowd of people are holding swords,contradiction,contradiction,0.4882292732855681,2.0,4.0,"[0, 1, 2, 4]","[3, 5]"
80.0,Two men fight in a ring while spectators look on.,Boxers fight as the crowd screams.,neutral,neutral,0.5854657113613101,4.0,2.0,"[0, 1]","[2, 3, 4, 5]"
81.0,Girls playing soccer competitively in the grass.,Nobody is playing soccer.,contradiction,contradiction,0.9631525076765608,5.0,1.0,[0],"[1, 2, 3, 4, 5]"
12.0,"Two men in front of a projector screen, one at a microphone.",Three men about to present their best idea yet in front of their company.,neutral,neutral,0.7533265097236438,4.0,2.0,"[0, 3]","[1, 2, 4, 5]"
84.0,"A bride, a groom, 3 guys, and 3 women.",The unrelated people wander aimlessly.,contradiction,neutral,0.5312180143295804,4.0,2.0,"[4, 5]","[0, 1, 2, 3]"
25.0,A boy does a skateboarding trick in the air while holding the board with his left hand.,A sad boy does a skateboarding trick in the air while holding the board with his left hand.,neutral,neutral,0.81985670419652,6.0,0.0,[],"[0, 1, 2, 3, 4, 5]"
5.0,A little girl in pink stands in a yellow hallway.,The girl is standing outside her apartment.,neutral,neutral,0.7881269191402251,5.0,1.0,[0],"[1, 2, 3, 4, 5]"
0.0,A little boy is opening gifts surrounded by a group of children and adults.,The boy is being punished,contradiction,contradiction,0.8382804503582395,3.0,3.0,"[0, 1, 2]","[3, 4, 5]"
88.0,A young girl in a bathing suit drinking a beverage in a green bottle.,The girl is drinking milk from a sippy cup.,contradiction,neutral,0.5547594677584442,2.0,4.0,"[0, 2, 4, 5]","[1, 3]"
9.0,A man in and a woman are holding their towels at the beach.,People are at the beach,entailment,entailment,0.962128966223132,5.0,1.0,[4],"[0, 1, 2, 3, 5]"
