paragraph_id,sentence_id,content,labels,labels_binary,mean_of_fixations,max_of_fixations,min_of_fixations,median_of_fixations,mean_of_ trts,max_of_trts,min_of_trts,median_of_trts,mean_of_ omissionRates,max_of_omissionRates,min_of_omissionRates,median_of_omissionRates,mean_of_pupilSizes,max_of_pupilSizes,min_of_pupilSizes,median_of_pupilSizes,zab_accuracy,zdm_accuracy,zdn_accuracy,zjm_accuracy,zjn_accuracy,zjs_accuracy,zkh_accuracy,zkw_accuracy,zmg_accuracy,sentence_accuracy,difficulty_1pl,difficulty_4pl,number_of_words,number_of_characters
8,2,His support abated as the United States entered WWII.,CONTROL,2,11,16,7,11,1487.125,2870,858,1111.5,0.25,0.44444444444444,0,0.27777777777778,5381.75,7860,4243,4875.5,1,1,1,1,1,1,1,1,1,1,-20.3692150115966,1.66308033466339,9,53
245,1,"PFC Fernando Luis Garcia (October 14, 1929 - September 5, 1952), born in Utuado, Puerto Rico, was a member of the United States Marines and the first Puerto Rican who was awarded the Medal of Honor.",AWARD,1,33.5,50,11,37.5,3900.625,6645,1061,3852,0.39930555555556,0.69444444444444,0.22222222222222,0.33333333333333,17827.25,21918,12419,17850.5,1,1,1,1,1,1,1,1,1,1,-20.1608428955078,1.40872371196746,36,198
273,1,Received the Presidential Medal of Freedom in 1977.,AWARD,1,12,31,6,9,1514.875,4052,717,992,0.265625,0.5,0,0.3125,4411.25,6582,2712,4358,1,1,1,1,0,1,1,0,1,0.777777777777778,1.29499304294586,-1.81888926029205,8,51
294,3,Confidential (1997) for which she received an Academy Award for Best Supporting Actress.,AWARD,1,15,24,10,13,1836.875,3789,1038,1277,0.23076923076923,0.38461538461538,0,0.26923076923077,9105.125,14135,4708,9132,1,1,1,1,1,1,1,1,1,1,-23.5969848632812,1.19422912597656,13,88
298,1,"In 1968, 6 years after her death, she was honored, as the former president of United Nations Commission on Human Rights, by a posthume Nobel Peace Prize, along with Rene Cassin, president of the European Court of Human Rights, for their work in drafting and promoting the adoption and proclamation the 1948 Universal Declaration of Human Rights.",AWARD,1,46.375,77,20,42,5360.25,9360,2090,4541,0.40789473684211,0.70175438596491,0.19298245614035,0.41228070175439,27841.375,46308,18956,26720,1,1,1,1,1,1,1,1,1,1,-18.8502330780029,1.5069807767868,57,345
298,2,"The same year, they were each awarded by one of the UN's own Human Rights Prizes.",AWARD,1,18.625,41,11,16,2174.5,4480,1379,1966,0.2734375,0.5,0,0.28125,8670.75,10654,6882,8756.5,0,1,1,1,0,1,1,1,1,0.777777777777778,1.55416095256805,0.16243876516819,16,81
317,2,He won a Nobel Prize in Chemistry in 1928.,AWARD,1,6.875,13,3,6,881.5,1902,310,620,0.44444444444444,0.77777777777778,0.22222222222222,0.44444444444444,4314.625,5334,2976,4647,1,1,1,1,1,1,1,1,1,1,-22.58154296875,1.56215596199035,9,42
10,1,"On May 26, 1943, Edsel Ford died, leaving a vacancy in the company presidency.",CONTROL,2,13,22,7,13,1486.25,3124,654,1514.5,0.33928571428571,0.57142857142857,0.071428571428571,0.32142857142857,7879,11247,4344,8102.5,1,1,1,1,1,1,1,1,1,1,-19.3872013092041,1.33420717716217,14,78
318,3,"He was awarded the 1921 Nobel Prize for Physics for his explanation of the photoelectric effect in 1905 (his ""miracle year"") and ""for his services to Theoretical Physics"".",AWARD,1,25.875,75,7,19.5,3080.875,9618,623,2346.5,0.41517857142857,0.78571428571429,0.21428571428571,0.375,14083,19100,5534,14095.5,1,1,1,1,1,1,1,1,1,1,-19.7589454650878,1.36530447006225,28,171
335,1,"The Reverend Martin Luther King, Jr. Ph.D., Boston University (January 15, 1929 - April 4, 1968) was an American Nobel Laureate, Baptist minister, and African American civil rights activist.",AWARD,1,40.75,75,15,37,4499.875,8345,1768,3642,0.30172413793103,0.6551724137931,0.068965517241379,0.29310344827586,13452.875,17118,8564,14091.5,0,1,0,0,0,1,0,0,1,0.333333333333333,4.2141261100769,0.494693130254745,29,190
335,4,He also was awarded the Presidential Medal of Freedom.,AWARD,1,8.625,15,5,7.5,1041.375,1732,497,942.5,0.31944444444444,0.44444444444444,0.22222222222222,0.33333333333333,5533.375,8731,957,5658,0,1,1,1,1,1,1,1,1,0.888888888888889,-0.95738685131073,-1.55265128612518,9,54
355,1,"In 1971, Coppola won an Academy Award for his screenplay for Patton.",AWARD,1,10.875,23,5,7.5,1413,3551,622,864,0.38541666666667,0.66666666666667,0.083333333333333,0.41666666666667,6092,7966,4345,5849.5,1,1,1,1,1,1,1,1,1,1,-22.6347332000732,1.48836159706115,12,68
355,2,"However, his name as a filmmaker was made as the co-writer and director of The Godfather (1972) and The Godfather Part II (1974), which both won the Academy Award for Best Picture - the latter being the first sequel to do so.",AWARD,1,30.875,45,16,31.5,3422.375,6284,1613,2877.5,0.43452380952381,0.61904761904762,0.28571428571429,0.4047619047619,20143.75,24475,16689,20073.5,1,1,1,1,0,1,1,1,1,0.888888888888889,-0.186670675873756,-1.94412374496459,42,225
357,6,"While The Godfather Part II won the Oscar, The Conversation won the 1974 Palme d'Or at the Cannes Film Festival.",AWARD,1,22.75,50,7,20,2866.75,8170,701,2476,0.33125,0.65,0,0.35,9904.25,14738,5905,9750,1,1,1,1,1,1,1,1,1,1,-25.6438884735107,1.41198849678039,20,112
11,5,This led to his being hired by Westinghouse company to service their steam engines.,CONTROL,2,14.125,22,8,12,1729.5,3309,723,1410,0.3125,0.5,0.071428571428571,0.32142857142857,8085.5,11155,4572,8097.5,1,1,1,1,1,1,1,1,1,1,-19.9610977172851,1.72932374477386,14,83
407,1,"Clinton received a B.S.F.S. degree from the Edmund A. Walsh School of Foreign Service at Georgetown University in Washington DC, where he became a brother of Alpha Phi Omega, worked for Senator J. William Fulbright, was elected to Phi Beta Kappa and won a Rhodes Scholarship to the University of Oxford (at the University College, Oxford) in England.",AWARD,1,53.5,77,29,55,6126.125,11311,3111,6047,0.38146551724138,0.56896551724138,0.22413793103448,0.35344827586207,26084.5,36555,20791,23717.5,1,1,1,1,1,1,1,1,0,0.888888888888889,-0.880915403366088,-0.937940776348114,58,350
418,1,He won the Gold Medal of the Royal Astronomical Society in 1841.,AWARD,1,13.25,19,4,13.5,1594.125,2939,453,1323.5,0.34375,0.66666666666667,0.16666666666667,0.29166666666667,5417.875,8821,2894,4958.5,1,1,1,1,1,1,1,1,1,1,-22.5735626220703,0.675828099250793,12,64
419,2,"There he published tables of atmospheric refraction based on Bradley's observations, which won him the Lalande Prize from the Institut de France.",AWARD,1,21.875,27,12,24,2492.125,4248,1090,2485,0.31818181818182,0.5,0.18181818181818,0.31818181818182,11753.75,14453,8622,11641,1,1,1,1,1,1,1,1,1,1,-21.5785789489746,1.31723797321319,22,145
422,1,In 1923 he was awarded the inaugural Bucher Memorial Prize by the American Mathematical Society.,AWARD,1,16.875,21,12,18,1973.125,3119,1060,1896,0.29166666666667,0.4,0.066666666666667,0.3,7886.75,10126,6715,7367,1,1,1,1,1,1,1,1,1,1,-20.9606399536132,1.67435383796691,15,96
432,2,"She was nominated for the Academy Award for Best Supporting Actress for The Godfather, Part II and for the Best Actress in a Leading Role for Rocky.",AWARD,1,18.875,35,12,17,2140.125,4012,1325,1971.5,0.45833333333333,0.59259259259259,0.2962962962963,0.46296296296296,12785.625,16672,7870,12580,1,1,0,1,0,1,1,0,1,0.666666666666667,2.14232873916625,0.412316054105758,27,148
435,2,"Lift, the mother of Danny DeVito's character in her Academy Award nominated performance in Throw Momma from the Train.",AWARD,1,33.5,50,12,34.5,3745.875,4725,1505,3937,0.21052631578947,0.47368421052632,0.10526315789474,0.18421052631579,10442.125,16048,6589,10146.5,1,1,0,1,0,1,1,0,1,0.666666666666667,2.34482192993164,0.0261071547865867,19,118
17,1,He has also made notable appearances on television.,CONTROL,2,8.875,20,5,7.5,1070.25,2120,658,915.5,0.296875,0.375,0,0.375,4322.75,5818,3131,4019.5,1,1,1,1,1,1,1,1,1,1,-19.6333789825439,1.37167012691497,8,51
480,1,"Edric Frederick Gifford, 3rd Baron Gifford, VC (5 July 1849 - 5 June 1911) was an English recipient of the Victoria Cross, the highest and most prestigious award for gallantry in the face of the enemy that can be awarded to British and Commonwealth forces.",AWARD,1,31,61,10,28,3405.75,7297,1072,2748.5,0.49166666666667,0.8,0.24444444444444,0.48888888888889,18620.125,28673,9796,17926,1,1,1,1,1,1,1,1,1,1,-23.0292987823486,1.14557409286499,45,256
520,2,"As a soldier, he led a famous cavalry charge in the Battle of San Juan Hill in 1898 for which he was posthumously awarded the Congressional Medal of Honor in 2001 by President Bill Clinton, making Roosevelt the only President to have received the award as of 2005.",AWARD,1,37.625,65,12,36,4454.875,9842,1171,3774,0.44270833333333,0.75,0.22916666666667,0.41666666666667,20867.875,38214,12244,18332,1,1,1,1,1,1,1,1,1,1,-18.1687335968017,1.05431306362152,48,264
522,1,"Roosevelt was also influential in spearheading the construction of the Panama Canal, and for his mediation in the Russo-Japanese War of 1905, he was awarded the Nobel Peace Prize in 1906.",AWARD,1,26.375,38,18,27,2979,5303,1942,2673.5,0.41532258064516,0.54838709677419,0.29032258064516,0.41935483870968,13548.625,18444,9517,13237.5,1,1,1,1,1,1,1,1,1,1,-21.8993968963623,1.1160739660263,31,187
522,2,He was the first American to win a Nobel Prize in any category.,AWARD,1,12.25,24,7,12,1386,3523,630,1185,0.375,0.53846153846154,0.076923076923077,0.42307692307692,5661.5,7204,3426,5919.5,0,1,1,1,0,1,1,1,1,0.777777777777778,0.97178691625595,-1.94668865203857,13,63
528,1,"Reynolds was nominated for an Academy Award for Best Actress following her performance in The Unsinkable Molly Brown (1964), a Golden Globe for The Debbie Reynolds Show on television (1970), a Golden Globe for the motion picture Mother (1997), and a Blockbuster Entertainment Award for In & Out (1997).",AWARD,1,36.375,88,7,35,4177.125,10001,712,3687.5,0.48469387755102,0.89795918367347,0.16326530612245,0.40816326530612,19127.375,32027,4368,20835.5,1,1,0,1,1,1,1,0,1,0.777777777777778,-0.281110703945159,-0.698313772678375,49,302
528,2,In 1997 she received the Lifetime Achievement Award in Comedy.,AWARD,1,12,21,8,10.5,1307.75,2454,738,1167.5,0.2875,0.4,0.2,0.25,5164.375,9059,2614,5066.5,1,1,1,1,1,1,1,1,1,1,-19.7678070068359,1.42774820327758,10,62
23,3,Her sister Betty sang in a duo with Rosemary for much of her early career.,CONTROL,2,12,19,6,12,1344,2080,686,1222,0.39166666666667,0.66666666666667,0.26666666666667,0.33333333333333,8006.5,12332,3969,7971,1,1,1,1,1,1,1,1,1,1,-22.0493984222412,1.40306687355041,15,74
535,2,"A special military decoration, the Dewey Medal, was also named in his honor.",AWARD,1,20.25,40,10,18,2407,4314,1266,2094.5,0.20192307692308,0.38461538461538,0.076923076923077,0.19230769230769,7562.625,10763,2869,8621.5,0,1,1,1,0,1,1,1,1,0.777777777777778,0.882817387580871,-2.35896515846252,13,76
549,2,"A screen legend, Hepburn holds the records for the most Oscars (4) and also Best Actress nominations (12).",AWARD,1,14,32,0,13.5,1647.5,3786,0,1416,0.43055555555556,1,0.11111111111111,0.38888888888889,8390,11692,0,8793.5,0,1,1,1,0,1,1,1,1,0.777777777777778,0.877191662788391,-2.59314155578613,18,106
549,3,"Hepburn won an Emmy Award in 1975 for her lead role in Love Among the Ruins, and was nominated for four other Emmys and two Tony Awards during the course of her more than 70-year acting career.",AWARD,1,25,42,7,26.5,3006.375,5607,749,2934,0.50675675675676,0.86486486486486,0.27027027027027,0.47297297297297,15485.75,21474,4013,18939.5,1,1,1,1,1,1,1,1,1,1,-20.7551364898681,1.27575266361236,37,193
600,1,He was also a fan of hockey and was inducted into the United States Hockey Hall of Fame in 1993.,AWARD,1,21.375,44,10,18.5,2308.75,4871,830,2246,0.375,0.55,0.25,0.3,9601.25,13741,7559,8650.5,1,1,1,1,0,1,0,0,0,0.555555555555556,2.00505113601684,-0.910927712917327,20,96
32,1,Bush served in the French and Indian Wars as a soldier between 1755 and 1757.,CONTROL,2,12.5,18,7,12,1502.375,2457,751,1437,0.4,0.53333333333333,0.26666666666667,0.43333333333333,7795.625,10677,6712,7292.5,1,1,1,1,1,1,1,1,1,1,-22.767276763916,1.37890255451202,15,77
638,2,"He won directing Emmys for his work on the original 1854 CBS teleplay, Twelve Angry Men.",AWARD,1,19.75,28,4,21,2415.25,4686,422,2204,0.296875,0.75,0.0625,0.25,8129.375,10303,5210,8305,1,1,1,1,1,1,1,1,1,1,-21.7245063781738,1.45761024951934,16,88
2,1,"Because of his father's legacy at Ole Miss, as well as his own status as the most highly recruited high school quarterback of his class, Peyton Manning stunned many when he chose to attend and play for the University of Tennessee.",EDUCATION,1,35.75,48,22,35,4165.25,6913,1989,3738,0.35975609756098,0.51219512195122,0.24390243902439,0.32926829268293,22907.5,31831,16499,23441,1,1,1,1,1,1,1,1,1,1,-26.1775703430175,1.14674961566925,41,230
9,4,"In 1989, he earned a Juris Doctor (J.D.) degree from New York University Law School.",EDUCATION,1,13.625,18,6,14,1511.375,2231,686,1672,0.33333333333333,0.6,0.13333333333333,0.3,8726.75,11133,6535,8812.5,1,1,1,1,1,1,1,1,1,1,-19.973461151123,1.41792809963226,15,84
25,1,"During his stay in prison, he rediscovered the Bible, learned Greek, and became a student of Christian theology at Oxford University.",EDUCATION,1,24,32,16,23.5,2664.125,3773,1675,2563,0.29761904761905,0.42857142857143,0.14285714285714,0.28571428571429,11531.125,16039,7874,11147,1,1,1,1,1,1,1,1,1,1,-21.8416061401367,1.27067875862121,21,133
26,1,"Born in Dublin to William Aitken (himself a Conservative MP) and Penelope Aitken, daughter of John Maffey, 1st Baron Rugby, he attended Eton College and read law at Christ Church, Oxford.",EDUCATION,1,28.125,44,15,27,3193.5,5261,1475,2905,0.34677419354839,0.58064516129032,0.16129032258065,0.33870967741935,15519.75,19381,11358,15736,1,1,1,1,1,1,1,1,1,1,-23.2402114868164,1.42820227146148,31,187
35,2,"He was educated at the Bury St Edmunds grammar school and at Trinity College, Dublin, studied law for a short time after 1624 at the Inner Temple, London, accompanied the ill-fated expedition of the duke of Buckingham for the relief of the Protestants of La Rochelle, and then travelled in Italy and the Levant, returning to England in 1629.",EDUCATION,1,42.5,65,10,47.5,4820.625,9135,913,4908,0.45974576271186,0.83050847457627,0.25423728813559,0.34745762711864,25298.375,34403,10370,27474,1,1,1,1,1,1,1,1,1,1,-23.8050594329834,1.48083984851837,59,341
48,1,"Dole graduated from High School in the spring of 1941, and enrolled at the University of Kansas the following Autumn.",EDUCATION,1,16.25,28,7,14.5,1927.625,4109,678,1533.5,0.40625,0.65,0.25,0.375,9544.5,14499,5549,9287,1,1,1,1,1,1,1,1,1,1,-22.3239364624023,1.50553095340728,20,117
38,4,Three other children had been born to them but had died young.,CONTROL,2,9.25,12,7,8.5,980.125,1433,695,876.5,0.34375,0.5,0.16666666666667,0.33333333333333,7281.25,11824,5658,6241,1,1,1,1,1,1,1,1,1,1,-19.7503032684326,0.986590385437011,12,62
48,4,"After the war, Dole continued to study law, and eventually earned his Law Degree from Washburn University in 1952.",EDUCATION,1,14,19,9,14,1577.25,2500,906,1494,0.38815789473684,0.52631578947368,0.26315789473684,0.36842105263158,10453.375,13298,7144,10579.5,1,1,1,1,1,1,1,1,1,1,-18.320966720581,0.799484074115753,19,114
70,3,from Dartmouth College in 1809 and an A.M. from Dartmouth in 1812.,EDUCATION,1,12.625,18,8,12,1482.5,2390,778,1349.5,0.27083333333333,0.41666666666667,0.083333333333333,0.29166666666667,7214.875,10751,4849,7130.5,1,1,1,1,0,1,1,1,1,0.888888888888889,-21.3386936187744,0.912384450435638,12,66
45,2,He began to learn mathematics around age twelve.,CONTROL,2,13.75,47,4,10.5,1840.75,7223,385,1356.5,0.28125,0.5,0.125,0.25,4234.5,5919,1791,4365,1,1,0,1,1,1,0,1,1,0.777777777777778,1.33047771453857,-1.05008912086486,8,48
94,1,"Marvin graduated from Woodberry Forest School in 1975, and spent most summers and holidays at the sprawling family estate, the Bush Compound.",EDUCATION,1,23.125,35,13,23.5,2572.375,4101,1180,2488.5,0.29545454545455,0.54545454545455,0.090909090909091,0.20454545454545,11189.75,14250,7830,11670.5,1,1,1,1,1,1,1,1,1,1,-23.9245109558105,1.33063495159149,22,141
104,3,"He was a first round draft pick in 1992, out of Georgia Tech.",EDUCATION,1,16,29,8,14,1855.875,3445,817,1572.5,0.27884615384615,0.53846153846154,0,0.30769230769231,7423.125,10958,5929,6263,1,1,1,1,0,1,0,1,1,0.777777777777778,1.03737699985504,-0.214242100715637,13,61
105,1,"Jon Barry played his high school basketball at an athletic powerhouse, De La Salle High School in Concord, California before receiving a basketball scholarship to attend Georgia Tech.",EDUCATION,1,28.625,69,11,25,3542.75,10397,1056,2781,0.34821428571429,0.67857142857143,0.10714285714286,0.30357142857143,13740.5,24796,6260,11995,1,1,1,1,1,1,1,1,1,1,-22.6468772888183,1.17837882041931,28,183
107,2,He graduated from New York University`s College of Arts and Sciences in 1953 and received a scholarship to Harvard Law School.,EDUCATION,1,16.625,29,7,17,1901.875,4060,521,1641.5,0.42857142857143,0.71428571428571,0.19047619047619,0.35714285714286,8742.25,13267,3812,8513,1,1,1,1,1,1,1,1,1,1,-20.8534202575683,1.81385135650634,21,126
114,1,"At the age of 17, and having barely passed West Point's height requirement for entrance, Grant received a cadetship to the United States Military Academy at West Point, New York, through his U.S.",EDUCATION,1,31.625,52,17,29.5,3725.25,6932,1787,3423,0.35984848484848,0.54545454545455,0.15151515151515,0.37878787878788,15928,20831,11436,15683,1,1,1,1,1,1,0,1,1,0.888888888888889,-21.3665866851806,1.43568134307861,33,195
46,2,Einstein's relationship with Mileva developed into romance over the next few years.,CONTROL,2,9.75,15,6,9,1108.875,1686,621,1056.5,0.38541666666667,0.58333333333333,0.16666666666667,0.41666666666667,5919.5,9940,4322,5522.5,1,1,1,1,1,1,1,1,1,1,-22.3993778228759,1.25449216365814,12,83
117,1,"After Raymond graduated from high school, he enrolled in the ""1Universidad del Sagrado Corazon"" (University of the Sacred Heart) of San Juan, where he earned a Bachelors Degree in ""Radio and Television Production"".",EDUCATION,1,22.75,37,7,23.5,2504.75,4494,737,2354.5,0.45833333333333,0.81818181818182,0.24242424242424,0.39393939393939,14416.25,21689,5787,14436.5,1,1,1,1,1,1,1,1,1,1,-26.0546741485595,0.96657258272171,33,214
136,1,"In 1928, Reagan entered Eureka College in Eureka, Illinois, majoring in economics and sociology, and graduating in 1932.",EDUCATION,1,19.5,30,11,18,2245.125,3697,1000,2082,0.29861111111111,0.55555555555556,0.11111111111111,0.30555555555556,9566.375,17691,4331,8641.5,1,1,1,1,1,1,1,1,1,1,-20.8852615356445,1.23319351673126,18,120
163,2,"He received an A.B. degree in 1938 and a Juris Doctor (J.D.) degree in 1941, both from Harvard University.",EDUCATION,1,16.125,21,8,17,1739.125,2762,914,1671.5,0.40131578947368,0.57894736842105,0.21052631578947,0.39473684210526,8612.5,11542,4961,8439.5,1,1,1,1,1,1,1,1,1,1,-22.2730407714843,0.891906321048736,19,106
48,2,He kept his Swiss passport for his whole life.,CONTROL,2,8,12,4,8,921.625,1657,414,854,0.375,0.66666666666667,0.11111111111111,0.38888888888889,4626.25,7622,3221,4295.5,1,1,1,1,1,1,1,1,1,1,-19.1967239379882,1.6651554107666,9,46
171,2,He was educated at a religious Imam Hatip school and at Marmara University's faculty of economics and business.,EDUCATION,1,18.125,26,13,16,2276.25,3530,1309,1852.5,0.29166666666667,0.38888888888889,0.16666666666667,0.27777777777778,10627,14588,8069,10486.5,1,1,1,1,1,1,1,1,1,1,-20.6028099060058,1.04072821140289,18,111
175,2,"He was educated at Marlborough College and, in 1910, he graduated from Trinity College, Cambridge in mathematics.",EDUCATION,1,13.25,18,8,13.5,1534.5,2639,680,1520,0.39705882352941,0.64705882352941,0.11764705882353,0.35294117647059,7474.875,10837,2421,7627,1,1,1,1,1,1,1,1,1,1,-23.6191749572753,0.873911499977111,17,113
181,2,"He was elected the Natrona County High School senior class president, represented the school at Boys State, and played halfback on the football team.",EDUCATION,1,24.75,46,11,24,2955.625,6186,1232,3042,0.34895833333333,0.625,0.125,0.29166666666667,11554.125,15984,6869,11517,1,1,0,1,1,1,1,1,1,0.888888888888889,-20.6082668304443,1.4933465719223,24,149
186,1,"Following high school, Cheney earned an academic scholarship and attended Yale University in 1959.",EDUCATION,1,11.875,17,6,12,1322.875,2201,720,1148.5,0.30357142857143,0.57142857142857,0.14285714285714,0.28571428571429,8236,10416,5035,8486.5,1,1,1,1,1,1,1,1,1,1,-26.3000164031982,1.19010698795318,14,98
54,3,"Since then, Miguel has been cast in many major movies, usually in the role of villain.",CONTROL,2,11.5,18,7,11,1289,2172,691,1130.5,0.390625,0.5625,0.25,0.375,8753.375,11668,6456,8474.5,1,1,1,1,1,1,1,1,1,1,-19.930305480957,1.54714894294738,16,86
187,2,"Mrs. Cheney has a BA with highest honors from Colorado College, an MA from The University of Colorado, and a Ph.D from The University of Wisconsin specializing in British literature.",EDUCATION,1,23.875,33,11,27,2814.875,4095,901,3088.5,0.41666666666667,0.7,0.26666666666667,0.33333333333333,13669.5,21878,5991,14411.5,1,1,1,1,1,1,1,1,1,1,-19.285415649414,1.12908828258514,30,182
188,1,"He attended the University of Wisconsin-Madison as a doctoral candidate in political science and completed all required coursework as an ABD, but left and entered politics before completing his thesis.",EDUCATION,1,24.625,39,7,26.5,2780.25,5421,633,2750.5,0.4125,0.83333333333333,0.13333333333333,0.33333333333333,14652.75,27720,4282,15338.5,1,1,1,1,1,1,1,1,1,1,-23.0758018493652,1.45047044754028,30,201
189,1,"Refocusing on academics, Cheney first matriculated to Casper Community College in 1963 and thereafter to the University of Wyoming where he began earning straight A's.",EDUCATION,1,23,36,11,25.5,2812.625,5111,1118,2986,0.39,0.68,0.16,0.32,11464.875,19872,6040,10762,1,1,1,1,1,1,1,1,1,1,-20.9509601593017,1.21387112140655,25,167
63,3,"He was re-elected several times, and served until 1784.",CONTROL,2,7.875,12,5,7.5,881.375,1383,530,840,0.375,0.66666666666667,0.11111111111111,0.33333333333333,4129.375,7194,1505,4109,1,1,1,1,1,1,1,1,1,1,-22.5825366973876,1.17952990531921,9,55
198,2,"He graduated from Princeton University in 1952, and attended Harvard University in 1954-55.",EDUCATION,1,11.875,17,4,11.5,1327.25,2224,479,1218.5,0.41346153846154,0.69230769230769,0.23076923076923,0.42307692307692,6274.25,8615,4320,5674.5,1,1,1,1,1,1,1,1,1,1,-19.9894123077392,1.26504683494567,13,91
212,1,"Haeck was educated at Trent University in Peterborough and State University of New York at Buffalo in Buffalo, New York.",EDUCATION,1,18.25,34,6,19.5,2152.75,3971,618,2329,0.40625,0.75,0.15,0.375,8903.75,14445,5216,8915,1,1,1,1,1,1,1,1,1,1,-19.7092266082763,1.13199925422668,20,120
222,1,"After attending the Douglas School in Columbus and St. George's School in Newport, Rhode Island as well as the famous Stonyhurst College in England (where he designed the boys' golf course still in use today) from 1908 to 1913, Bush entered Yale University.",EDUCATION,1,30.125,47,8,34.5,3433.25,6674,970,3513.5,0.44476744186047,0.83720930232558,0.23255813953488,0.31395348837209,19193.375,27472,4971,22568,1,1,1,1,1,1,1,1,1,1,-21.8157482147216,1.17857885360717,43,257
241,1,"The son of Sir Mortimer Margesson, he grew up in Worcestershire and was educated at Harrow School.",EDUCATION,1,14,17,8,16,1629.125,2729,823,1634,0.40441176470588,0.58823529411765,0.23529411764706,0.41176470588235,7596.875,9255,3979,8117,0,1,1,1,1,1,1,1,1,0.888888888888889,-0.666644096374511,0.879501104354858,17,98
