,paragraph_id,sentence_id,content,labels,binary_labels,flesch_score_manual,flesch_score_textstat,mean_grade_level_textstat,mean_of_fixations,max_of_fixations,min_of_fixations,median_of_fixations,mean_of_trts,max_of_trts,min_of_trts,median_of_trts,mean_of_omissionRates,max_of_omissionRates,min_of_omissionRates,median_of_omissionRates,mean_of_pupilSizes,max_of_pupilSizes,min_of_pupilSizes,median_of_pupilSizes,mean_of_average_fixation_duration,max_of_average_fixation_duration,min_of_average_fixation_duration,median_of_average_fixation_duration,number_of_words,number_of_characters,number_of_syllables,zab_item_accuracy,zdm_item_accuracy,zdn_item_accuracy,zjm_item_accuracy,zjn_item_accuracy,zjs_item_accuracy,zkh_item_accuracy,zkw_item_accuracy,zmg_item_accuracy,average_sentence_accuracy
10,8.0,2.0,His support abated as the United States entered WWII.,CONTROL,2.0,47.30000000000004,79.26,4.0,10.444444444444445,16.0,6.0,9.0,1415.6666666666667,2870.0,844.0,961.0,0.271604938271605,0.4444444444444444,0.0,0.3333333333333333,1056.3768775720166,1815.25,626.8,996.2592592592591,132.4096153846154,183.3846153846154,97.07692307692308,131.71428571428572,9.0,53.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,245.0,1.0,"PFC Fernando Luis Garcia (October 14, 1929 - September 5, 1952), born in Utuado, Puerto Rico, was a member of the United States Marines and the first Puerto Rican who was awarded the Medal of Honor.",AWARD,1.0,38.69500000000002,44.41,16.0,31.22222222222222,50.0,11.0,28.0,3616.0,6645.0,1061.0,2850.0,0.42901234567901236,0.6944444444444444,0.2222222222222222,0.3611111111111111,1003.1631212756698,1667.909090909091,645.75,960.1228070175438,110.27702810782598,141.38297872340425,93.6875,103.0,36.0,198.0,56.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,273.0,1.0,Received the Presidential Medal of Freedom in 1977.,AWARD,1.0,40.09,63.36,9.0,11.666666666666666,31.0,6.0,9.0,1460.5555555555557,4052.0,717.0,1026.0,0.2638888888888889,0.5,0.0,0.25,996.1783950617285,1641.7333333333336,580.25,939.5,120.70648652422847,153.6,97.5,119.5,8.0,51.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.7777777777777778
13,294.0,3.0,Confidential (1997) for which she received an Academy Award for Best Supporting Actress.,AWARD,1.0,50.470769230769264,49.82,13.0,14.555555555555555,24.0,10.0,11.0,1792.4444444444443,3789.0,1038.0,1395.0,0.26495726495726496,0.5384615384615384,0.0,0.3076923076923077,1047.747398666149,1767.0555555555557,589.7666666666667,1005.9696969696971,117.3940957190957,157.875,93.0,105.36363636363636,13.0,88.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,298.0,1.0,"In 1968, 6 years after her death, she was honored, as the former president of United Nations Commission on Human Rights, by a posthume Nobel Peace Prize, along with Rene Cassin, president of the European Court of Human Rights, for their work in drafting and promoting the adoption and proclamation the 1948 Universal Declaration of Human Rights.",AWARD,1.0,7.980000000000018,22.08,13.0,43.888888888888886,77.0,20.0,41.0,5053.111111111111,9360.0,2090.0,4268.0,0.43859649122807015,0.7017543859649122,0.19298245614035087,0.45614035087719296,932.1378470603354,1493.8064516129032,587.4166666666666,900.0555555555554,110.43043775898617,139.6290322580645,86.34375,108.16666666666667,57.0,345.0,95.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,298.0,2.0,"The same year, they were each awarded by one of the UN's own Human Rights Prizes.",AWARD,1.0,74.27000000000001,97.54,6.0,17.555555555555557,41.0,9.0,15.0,2073.5555555555557,4480.0,1266.0,1636.0,0.3055555555555556,0.5625,0.0,0.3125,952.2875683344432,1543.875,567.0,892.7307692307693,120.29464633352725,140.66666666666666,96.46666666666667,125.36363636363636,16.0,81.0,22.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7777777777777778
16,317.0,2.0,He won a Nobel Prize in Chemistry in 1928.,AWARD,1.0,75.50000000000003,96.18,4.0,6.777777777777778,13.0,3.0,6.0,872.3333333333334,1902.0,310.0,636.0,0.4444444444444444,0.7777777777777778,0.2222222222222222,0.4444444444444444,1011.7547619047618,1614.5,634.5,1004.9166666666666,121.83735523735524,172.9090909090909,100.66666666666667,114.5,9.0,42.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17,10.0,1.0,"On May 26, 1943, Edsel Ford died, leaving a vacancy in the company presidency.",CONTROL,2.0,59.68214285714288,57.27,9.0,12.222222222222221,22.0,6.0,12.0,1398.4444444444443,3124.0,654.0,1499.0,0.36507936507936506,0.5714285714285714,0.07142857142857142,0.35714285714285715,1013.3171117976674,1411.2857142857142,640.6666666666666,1022.4545454545455,110.31774891774893,142.0,86.54545454545455,109.28571428571429,14.0,78.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18,318.0,3.0,"He was awarded the 1921 Nobel Prize for Physics for his explanation of the photoelectric effect in 1905 (his ""miracle year"") and ""for his services to Theoretical Physics"".",AWARD,1.0,33.38642857142861,43.06,17.0,23.88888888888889,75.0,7.0,19.0,2825.6666666666665,9618.0,623.0,2243.0,0.45238095238095244,0.7857142857142857,0.21428571428571427,0.39285714285714285,990.6240840405056,1524.0,668.1428571428571,979.8760281385282,109.4542191801497,140.7058823529412,89.0,101.08333333333333,28.0,171.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19,335.0,1.0,"The Reverend Martin Luther King, Jr. Ph.D., Boston University (January 15, 1929 - April 4, 1968) was an American Nobel Laureate, Baptist minister, and African American civil rights activist.",AWARD,1.0,22.786206896551732,48.81,10.0,37.666666666666664,75.0,13.0,36.0,4127.222222222223,8345.0,1146.0,3133.0,0.33716475095785436,0.6551724137931034,0.06896551724137931,0.3448275862068966,963.7219797929608,1580.05,609.4090909090909,889.8413580246914,107.5280856070294,132.14634146341464,87.02777777777777,109.23684210526316,29.0,190.0,53.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333
20,335.0,4.0,He also was awarded the Presidential Medal of Freedom.,AWARD,1.0,37.900000000000034,53.88,8.0,8.0,15.0,3.0,7.0,1001.4444444444445,1732.0,497.0,888.0,0.3580246913580247,0.6666666666666666,0.2222222222222222,0.3333333333333333,1012.0695767195767,1479.8,619.6666666666666,992.25,131.0994909411576,227.33333333333334,99.4,117.44444444444444,9.0,54.0,17.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888
21,355.0,1.0,"In 1971, Coppola won an Academy Award for his screenplay for Patton.",AWARD,1.0,67.75500000000001,67.76,7.0,10.333333333333334,23.0,5.0,7.0,1327.7777777777778,3551.0,622.0,815.0,0.4074074074074074,0.6666666666666666,0.08333333333333333,0.4166666666666667,1040.853393725616,1599.75,621.7,1057.037037037037,121.56477455716588,154.3913043478261,93.57142857142857,123.66666666666667,12.0,68.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22,355.0,2.0,"However, his name as a filmmaker was made as the co-writer and director of The Godfather (1972) and The Godfather Part II (1974), which both won the Academy Award for Best Picture - the latter being the first sequel to do so.",AWARD,1.0,43.347857142857166,46.78,17.0,30.444444444444443,45.0,16.0,29.0,3335.1111111111113,6284.0,1613.0,2792.0,0.4417989417989418,0.6190476190476191,0.2857142857142857,0.40476190476190477,969.5253472051588,1530.264705882353,598.047619047619,940.8633333333332,106.40453928370863,139.64444444444445,82.11764705882354,102.17241379310344,42.0,225.0,60.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8888888888888888
23,357.0,6.0,"While The Godfather Part II won the Oscar, The Conversation won the 1974 Palme d'Or at the Cannes Film Festival.",AWARD,1.0,59.63500000000003,68.1,9.0,22.22222222222222,50.0,7.0,18.0,2799.6666666666665,8170.0,701.0,2320.0,0.33888888888888885,0.65,0.0,0.35,961.9222225813404,1648.2371794871794,630.75,876.8725490196078,120.41202131202132,163.4,87.55555555555556,115.21428571428571,20.0,112.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,11.0,5.0,This led to his being hired by Westinghouse company to service their steam engines.,CONTROL,2.0,47.59642857142859,65.73,8.0,13.666666666666666,22.0,8.0,12.0,1636.3333333333333,3309.0,723.0,1335.0,0.31746031746031744,0.5,0.07142857142857142,0.35714285714285715,999.1513932980599,1593.5714285714287,631.0555555555555,952.6299999999999,114.21436588103253,150.4090909090909,80.33333333333333,113.9,14.0,83.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25,407.0,1.0,"Clinton received a B.S.F.S. degree from the Edmund A. Walsh School of Foreign Service at Georgetown University in Washington DC, where he became a brother of Alpha Phi Omega, worked for Senator J. William Fulbright, was elected to Phi Beta Kappa and won a Rhodes Scholarship to the University of Oxford (at the University College, Oxford) in England.",AWARD,1.0,6.478793103448311,56.76,10.0,49.55555555555556,77.0,18.0,48.0,5655.555555555556,11311.0,1891.0,5131.0,0.41954022988505746,0.7241379310344828,0.22413793103448276,0.39655172413793105,909.5664484495568,1464.2962962962963,607.25,881.4952380952382,110.62519950721835,146.8961038961039,88.88571428571429,106.89583333333333,58.0,350.0,97.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8888888888888888
26,418.0,1.0,He won the Gold Medal of the Royal Astronomical Society in 1841.,AWARD,1.0,67.75500000000001,59.3,7.0,12.444444444444445,19.0,4.0,13.0,1505.2222222222222,2939.0,453.0,1212.0,0.3611111111111111,0.6666666666666666,0.16666666666666666,0.3333333333333333,923.1663212815992,1471.4074074074076,618.3333333333334,892.5333333333334,118.32554355975407,154.68421052631578,93.23076923076923,113.25,12.0,64.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27,419.0,2.0,"There he published tables of atmospheric refraction based on Bradley's observations, which won him the Lalande Prize from the Institut de France.",AWARD,1.0,26.84136363636364,49.15,15.0,21.0,27.0,12.0,24.0,2405.4444444444443,4248.0,1090.0,2413.0,0.34848484848484845,0.5909090909090909,0.18181818181818182,0.3181818181818182,981.5489457122096,1614.8095238095236,618.0555555555555,948.890625,112.88312408203714,157.33333333333334,87.3076923076923,109.0,22.0,145.0,41.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28,422.0,1.0,In 1923 he was awarded the inaugural Bucher Memorial Prize by the American Mathematical Society.,AWARD,1.0,11.130000000000024,22.41,13.0,16.0,21.0,9.0,18.0,1877.6666666666667,3119.0,1060.0,1844.0,0.33333333333333326,0.6666666666666666,0.06666666666666667,0.3333333333333333,946.8201873229651,1390.8666666666666,602.6,891.4696969696971,116.88633156966489,155.95,88.33333333333333,117.15,15.0,96.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,432.0,2.0,"She was nominated for the Academy Award for Best Supporting Actress for The Godfather, Part II and for the Best Actress in a Leading Role for Rocky.",AWARD,1.0,60.363333333333344,60.99,9.0,19.22222222222222,35.0,12.0,17.0,2138.222222222222,4012.0,1325.0,2063.0,0.4526748971193416,0.5925925925925926,0.2962962962962963,0.4444444444444444,970.2864572024984,1492.8636363636363,657.15625,920.0882352941177,110.5820883909119,125.3,94.66666666666667,110.58823529411765,27.0,148.0,38.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666
30,435.0,2.0,"Lift, the mother of Danny DeVito's character in her Academy Award nominated performance in Throw Momma from the Train.",AWARD,1.0,36.1605263157895,43.73,12.0,33.888888888888886,50.0,12.0,35.0,3764.8888888888887,4725.0,1505.0,3917.0,0.23391812865497075,0.47368421052631576,0.10526315789473684,0.21052631578947367,963.1547903109054,1462.0375,639.0735930735931,981.2844444444444,114.29671616522407,145.33333333333334,94.5,108.54545454545455,19.0,118.0,34.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666
31,17.0,1.0,He has also made notable appearances on television.,CONTROL,2.0,18.940000000000026,46.44,9.0,8.444444444444445,20.0,5.0,7.0,1012.6666666666666,2120.0,552.0,895.0,0.3055555555555556,0.375,0.0,0.375,967.4121913580246,1368.7,629.5555555555555,951.6666666666666,121.46569264069265,144.125,106.0,117.0,8.0,51.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32,480.0,1.0,"Edric Frederick Gifford, 3rd Baron Gifford, VC (5 July 1849 - 5 June 1911) was an English recipient of the Victoria Cross, the highest and most prestigious award for gallantry in the face of the enemy that can be awarded to British and Commonwealth forces.",AWARD,1.0,31.440000000000026,35.28,0.0,29.666666666666668,61.0,10.0,28.0,3219.0,7297.0,1072.0,2399.0,0.5061728395061729,0.8,0.24444444444444444,0.5111111111111111,955.0257807932608,1509.1052631578948,625.5,961.9166666666665,103.48976063881156,143.10256410256412,78.7,105.07142857142857,45.0,256.0,69.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33,520.0,2.0,"As a soldier, he led a famous cavalry charge in the Battle of San Juan Hill in 1898 for which he was posthumously awarded the Congressional Medal of Honor in 2001 by President Bill Clinton, making Roosevelt the only President to have received the award as of 2005.",AWARD,1.0,22.402500000000003,39.68,20.0,36.666666666666664,65.0,12.0,29.0,4293.555555555556,9842.0,1171.0,3003.0,0.45370370370370366,0.75,0.22916666666666666,0.4791666666666667,917.4220012811186,1411.5630630630628,634.2727272727273,901.1818181818181,112.07500163735796,151.41538461538462,87.11111111111111,103.55172413793103,48.0,264.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34,522.0,1.0,"Roosevelt was also influential in spearheading the construction of the Panama Canal, and for his mediation in the Russo-Japanese War of 1905, he was awarded the Nobel Peace Prize in 1906.",AWARD,1.0,25.27322580645162,48.47,12.0,24.88888888888889,38.0,13.0,26.0,2826.222222222222,5303.0,1604.0,2539.0,0.43727598566308246,0.6129032258064516,0.2903225806451613,0.41935483870967744,917.9386119795842,1423.4537037037035,633.8196969696969,898.5,112.8389314826767,139.55263157894737,92.23076923076923,107.88888888888889,31.0,187.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35,522.0,2.0,He was the first American to win a Nobel Prize in any category.,AWARD,1.0,56.97846153846157,66.74,8.0,12.0,24.0,7.0,11.0,1357.2222222222222,3523.0,630.0,1132.0,0.3675213675213675,0.5384615384615384,0.07692307692307693,0.38461538461538464,936.4799603174603,1441.547619047619,647.9611111111111,909.3095238095239,107.02529785029785,146.79166666666666,78.75,102.9090909090909,13.0,63.0,21.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7777777777777778
36,528.0,1.0,"Reynolds was nominated for an Academy Award for Best Actress following her performance in The Unsinkable Molly Brown (1964), a Golden Globe for The Debbie Reynolds Show on television (1970), a Golden Globe for the motion picture Mother (1997), and a Blockbuster Entertainment Award for In & Out (1997).",AWARD,1.0,18.977551020408185,31.22,12.0,35.77777777777778,88.0,7.0,33.0,4040.8888888888887,10001.0,712.0,3543.0,0.4965986394557823,0.8979591836734694,0.16326530612244897,0.42857142857142855,904.1738200744298,1373.4285714285713,618.3083333333333,910.8630952380952,108.16640121202938,152.28571428571428,88.6842105263158,101.71428571428571,49.0,302.0,80.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7777777777777778
37,528.0,2.0,In 1997 she received the Lifetime Achievement Award in Comedy.,AWARD,1.0,35.94500000000002,69.79,8.0,11.666666666666666,21.0,8.0,10.0,1281.4444444444443,2454.0,738.0,1071.0,0.3,0.4,0.2,0.3,963.5842151675485,1475.527777777778,633.1388888888889,894.2222222222222,109.24360481566364,144.35294117647058,86.95238095238095,102.625,10.0,62.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38,23.0,3.0,Her sister Betty sang in a duo with Rosemary for much of her early career.,CONTROL,2.0,67.53000000000003,81.63,6.0,12.333333333333334,19.0,6.0,12.0,1379.111111111111,2080.0,686.0,1304.0,0.4074074074074074,0.6666666666666666,0.26666666666666666,0.3333333333333333,985.988748597082,1546.7222222222222,649.2727272727273,970.45,111.25874336839249,138.91666666666666,87.6923076923077,109.47368421052632,15.0,74.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39,535.0,2.0,"A special military decoration, the Dewey Medal, was also named in his honor.",AWARD,1.0,30.947692307692336,58.28,8.0,19.0,40.0,9.0,18.0,2272.5555555555557,4314.0,1197.0,2029.0,0.2393162393162393,0.5384615384615384,0.07692307692307693,0.23076923076923078,1006.343991502325,1540.4375,680.3333333333334,999.0666666666666,122.3154185320852,147.85714285714286,95.61111111111111,120.0,13.0,76.0,25.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7777777777777778
40,549.0,2.0,"A screen legend, Hepburn holds the records for the most Oscars (4) and also Best Actress nominations (12).",AWARD,1.0,71.06500000000001,70.13,9.0,14.11111111111111,32.0,0.0,14.0,1686.4444444444443,3786.0,0.0,1451.0,0.43209876543209874,1.0,0.1111111111111111,0.3888888888888889,857.7481460283544,1461.5,0.0,961.3636363636364,103.67510406260406,177.21428571428572,0.0,111.61538461538461,18.0,106.0,25.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7777777777777778
41,549.0,3.0,"Hepburn won an Emmy Award in 1975 for her lead role in Love Among the Ruins, and was nominated for four other Emmys and two Tony Awards during the course of her more than 70-year acting career.",AWARD,1.0,61.81513513513515,59.3,0.0,23.77777777777778,42.0,7.0,23.0,2855.3333333333335,5607.0,749.0,2740.0,0.5225225225225225,0.8648648648648649,0.2702702702702703,0.5405405405405406,981.7421761720891,1528.2549019607843,619.1060606060605,919.6111111111111,116.24132255961968,133.5,98.5,117.64285714285714,37.0,193.0,47.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42,600.0,1.0,He was also a fan of hockey and was inducted into the United States Hockey Hall of Fame in 1993.,AWARD,1.0,68.09500000000004,68.1,9.0,20.666666666666668,44.0,10.0,17.0,2255.1111111111113,4871.0,830.0,2246.0,0.39444444444444443,0.55,0.25,0.3,977.3001067744719,1526.7777777777778,619.1785714285714,961.994603174603,108.08178668281609,140.1764705882353,83.0,110.3125,20.0,96.0,28.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5555555555555556
43,32.0,1.0,Bush served in the French and Indian Wars as a soldier between 1755 and 1757.,CONTROL,2.0,90.09000000000002,81.63,6.0,12.0,18.0,7.0,11.0,1425.6666666666667,2457.0,751.0,1229.0,0.4222222222222222,0.6,0.26666666666666666,0.4666666666666667,983.7155122655123,1524.8125,623.8181818181819,1005.5,115.3401152315368,144.52941176470588,97.375,107.9375,15.0,77.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44,638.0,2.0,"He won directing Emmys for his work on the original 1854 CBS teleplay, Twelve Angry Men.",AWARD,1.0,63.69500000000001,72.16,8.0,18.333333333333332,28.0,4.0,19.0,2236.1111111111113,4686.0,422.0,2093.0,0.3472222222222222,0.75,0.0625,0.25,986.7842764745542,1514.25,663.1714285714286,991.3541666666666,116.86489051539304,173.55555555555554,97.21428571428571,110.15789473684211,16.0,88.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,2.0,1.0,"Because of his father's legacy at Ole Miss, as well as his own status as the most highly recruited high school quarterback of his class, Peyton Manning stunned many when he chose to attend and play for the University of Tennessee.",EDUCATION,1.0,35.22487804878051,46.78,10.0,35.77777777777778,48.0,22.0,36.0,4119.0,6913.0,1989.0,3749.0,0.3685636856368564,0.5121951219512195,0.24390243902439024,0.36585365853658536,1004.3119485783714,1413.7028985507247,671.695652173913,1021.2258064516129,111.79242000156665,150.2826086956522,84.46875,110.55555555555556,41.0,230.0,63.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46,9.0,4.0,"In 1989, he earned a Juris Doctor (J.D.) degree from New York University Law School.",EDUCATION,1.0,67.53000000000003,80.78,4.0,12.666666666666666,18.0,5.0,13.0,1404.5555555555557,2231.0,550.0,1669.0,0.37777777777777777,0.7333333333333333,0.13333333333333333,0.3333333333333333,973.7759744884746,1472.3125,679.1538461538462,1003.060606060606,111.42031101614434,141.0,93.05555555555556,110.0,15.0,84.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47,25.0,1.0,"During his stay in prison, he rediscovered the Bible, learned Greek, and became a student of Christian theology at Oxford University.",EDUCATION,1.0,32.43428571428572,41.7,13.0,23.11111111111111,32.0,16.0,23.0,2567.5555555555557,3773.0,1675.0,2439.0,0.3227513227513227,0.5238095238095238,0.14285714285714285,0.2857142857142857,1008.0587306109529,1450.6466666666668,733.675925925926,1015.8444444444444,110.45973700649675,130.10344827586206,91.30434782608695,104.95,21.0,133.0,38.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
