sample_id,snli_id,sentence_1,sentence_2,label,item_difficulty,average_accuracyX,flesch_score_textstat,mean_grade_level_textstat,number_of_words,number_of_characters,c,n,e,confidence,gold_conf,entropy,pred_label
20,4351734575.jpg#0r1e,A man wearing an orange suit with his face painted white is holding a guitar above his shoulder.,There is one man in this picture.,entailment,0.7632293789,0.32991803280000004,84.17,5,25,130,0.00047899820269999997,0.01209544332,0.9874255584999999,0.9874255584999999,0.9874255584999999,0.1003494175,entailment
21,7067778185.jpg#2r1e,Two men and a woman are inspecting the front tire of a bicycle.,There are a group of people near a bike.,entailment,-1.936766875,0.8606557376999999,85.69,6,22,104,0.0005083532703,0.01877311417,0.9807185326000001,0.9807185326000001,0.9807185326000001,0.14077704189999998,entailment
22,4923755473.jpg#1r1n,This path leads up to the apple market entrance.,This road goes up to apple market entrance,entailment,-1.123446943,0.7407786885,79.77,4,17,91,0.04789819857,0.1539684526,0.7981333488,0.7981333488,0.7981333488,0.8852176118,entailment
23,956164675.jpg#2r1e,A single runner is watched by onlookers in a race.,A man is running in a race.,entailment,-0.5230922343,0.6198770492,88.23,6,17,78,0.006474068467,0.6852708823,0.3082550492,0.6852708823,0.006474068467,0.9440766868000001,neutral
24,3590653633.jpg#4r1c,Two rodeo clowns are on the dirt.,Two circus clowns were riding bicycles.,contradiction,0.622663279,0.3596311475,90.26,3,13,73,0.9893882727,0.010197814509999998,0.0004139128312,0.9893882727,0.010197814509999998,0.0873443022,contradiction
25,3469609037.jpg#1r1n,A boy does a skateboarding trick in the air while holding the board with his left hand.,A sad boy does a skateboarding trick in the air while holding the board with his left hand.,neutral,-1.622331021,0.8206967212999999,87.55,6,35,179,0.0008948878863,0.9976367961,0.0014683159650000002,0.9976367961,0.0008948878863,0.026286224959999997,neutral
26,87938334.jpg#1r1e,A young boy in a beige jacket laughs as he reaches for a teal balloon.,The boy plays with the balloon.,entailment,-0.704480584,0.6588114754,94.66,3,21,102,0.01830738497,0.3062411261,0.6754514889,0.6754514889,0.6754514889,1.010849875,entailment
27,3309042087.jpg#4r1n,A scene of snow and water.,a snow and water scene at sunset,neutral,-1.468014695,0.7981557376999999,98.72,0,13,59,0.0009751197374,0.9964825838,0.002542296466,0.9964825838,0.0009751197374,0.036732611899999996,neutral
28,7060264119.jpg#2r1c,"A group of people are gathered in a crowd, some of which are holding spears.",A crowd of people are holding swords,contradiction,0.05166874978,0.4887295082,94.15,5,22,113,0.9937299651,0.005132248119,0.001137786735,0.9937299651,0.005132248119,0.05918124869,contradiction
29,3386694897.jpg#3r1e,A man prepares food in a shanty kitchen.,A man is fixing a meal.,entailment,-2.189694607,0.8872950820000001,98.21,0,14,64,0.001010929782,0.038376073219999994,0.960612997,0.960612997,0.960612997,0.24625582899999998,entailment
30,4291704682.jpg#3r1n,There are two people sweeping a sidewalk in this picture.,The man is clearing leaves from the sidewalk.,neutral,-0.9854632685,0.7151639343999999,87.72,4,18,103,0.7527886706999999,0.2329783273,0.014233001980000002,0.7527886706999999,0.2329783273,0.8853769452,contradiction
31,2178095150.jpg#2r1c,The dogs ran around the dirt racetrack.,Dogs are humping each other.,contradiction,-0.9009074289,0.6987704918000001,90.77,2,12,68,0.1194820946,0.8746415128,0.005876392576999999,0.8746415128,0.1194820946,0.5787901386,neutral
32,3543378438.jpg#1r1c,"A man is sitting in front of a harpsichord, and a woman is preparing to sing.",a boy covers his ears,contradiction,1.3964376530000002,0.2131147541,86.2,4,21,99,0.9991711508,0.0006740078260000001,0.0001548413662,0.9991711508,0.0006740078260000001,0.010255732679999999,contradiction
33,2858757067.jpg#3r1e,Two people dressed in red and white wait at the horse track with a horse.,The people at the track are outdoors.,entailment,0.26452507399999997,0.4395491803,102.61,5,22,111,0.001752486141,0.1431004739,0.8551470399,0.8551470399,0.8551470399,0.6104831214,entailment
34,4573386995.jpg#1r1c,A person is standing next to a wooden fence with flowering trees nearby.,The bare tree branches rattle in the wind.,contradiction,-0.06748115226,0.5163934426,77.74,5,21,115,0.9871141004,0.01242560053,0.0004602990403999999,0.9871141004,0.01242560053,0.10223337689999999,contradiction
35,4829253619.jpg#4r1c,An old woman in a cowboy hat smokes a cigarette.,The old lady is ten feet tall.,contradiction,0.8180749087000001,0.31864754100000003,88.23,4,17,79,0.4401949737,0.5411632358,0.01864179052,0.5411632358,0.4401949737,1.107596537,neutral
36,3163477256.jpg#4r1n,Two soccer players are playing soccer.,Two people play a game.,entailment,-2.89137865,0.9395491803,74.35,4,11,62,0.0009467261877,0.035367959500000004,0.9636853143,0.9636853143,0.9636853143,0.2314611955,entailment
37,31648340.jpg#1r1n,A wielder works on wielding a beam into place while other workers set beams.,The wielder is working on a building.,neutral,-0.001275131348,0.5010245902,77.74,5,21,114,0.0021495401860000003,0.2078995723,0.7899508875,0.7899508875,0.7899508875,0.7588714683,entailment
38,2965189317.jpg#2r1n,A man is popping balloons inside a cubicle using a handmade tool.,A man is popping balloons inside a cubicle using a handmade knife.,neutral,-0.5606241906,0.6280737705,59.3,8,24,132,0.01132355274,0.7633341585,0.2253422887,0.7633341585,0.01132355274,0.8550497228,neutral
39,3600403707.jpg#2r1c,a man wearing a gray shirt waving in the middle of a plant nursery,The man does not have a way to get home.,neutral,-1.578888021,0.8145491803,80.96,8,24,107,0.17775989539999998,0.8124476920999999,0.009792412521999999,0.8124476920999999,0.17775989539999998,0.7517856005,neutral
40,430292291.jpg#2r1c,People were watching the tournament in the stadium.,The people are sitting outside on the grass.,contradiction,0.4088249067,0.4067622951,63.36,7,16,96,0.988071995,0.009738004096,0.0021900009220000003,0.988071995,0.009738004096,0.1015246513,contradiction
41,2983889345.jpg#4r1n,Two soccer players on the field running into each other.,There are two people colliding and falling.,neutral,0.4133824062,0.4057377049,71.31,6,17,100,0.001253282761,0.7413964811,0.2573502361,0.7413964811,0.001253282761,0.8360718081999999,neutral
42,2760167.jpg#4r1c,Nine men wearing tuxedos sing.,Nine woman wearing dresses sing.,contradiction,0.0560820192,0.487704918,74.86,2,10,63,0.9997342213,0.00015336384059999998,0.0001124148373,0.9997342213,0.00015336384059999998,0.0038013788700000006,contradiction
43,4676792744.jpg#2r1c,A man and woman walking away from a crowded street fair.,There are a group of men walking together.,contradiction,-0.17819343170000002,0.5420081967,87.21,4,19,99,0.998077723,0.001633031588,0.00028924544680000003,0.998077723,0.001633031588,0.02128977815,contradiction
44,168728234.jpg#2r1n,"A man on stilts in a purple, yellow and white costume.",A man is performing on stilts.,entailment,-1.117772761,0.7397540984000001,88.23,4,17,85,0.0011325754739999999,0.7656041024,0.2332633221,0.7656041024,0.0011325754739999999,0.7959391123,neutral
45,2970162432.jpg#0r1e,A young woman with glasses sits at the end of a row of seats and speaks into a microphone.,A young woman wearing glasses,entailment,-1.9638035580000002,0.8637295081999999,84.68,6,24,120,0.001730678822,0.051846591229999996,0.9464227299,0.9464227299,0.9464227299,0.3124296044,entailment
46,218854747.jpg#3r1n,Two friends walk down the street with a stuffed animal.,Two friends are walking on the sidewalk.,entailment,0.622663279,0.3596311475,96.69,5,17,96,0.05518815776,0.6212754098,0.32353643239999996,0.6212754098,0.05518815776,1.184002856,neutral
47,2979997455.jpg#0r1n,Two men and one woman are dressed in costume hats.,the people are swingers,neutral,-1.72826076,0.8350409836,98.21,3,14,74,0.2056928156,0.7898259262999999,0.004481258125,0.7898259262999999,0.2056928156,0.7730888848999999,neutral
48,4360937435.jpg#3r1n,People judge a gray and white dog in a show.,A dog is being judged for first place in a show.,neutral,-0.1559933953,0.5368852459000001,103.12,1,21,93,0.0008602298439,0.9973994211,0.0017403490160000001,0.9973994211,0.0008602298439,0.028459420069999998,neutral
49,2959165388.jpg#4r1e,Eight people are sitting on a long boat on a sunny day.,Morning ride on boat,neutral,-1.481507392,0.8002049179999999,88.74,3,16,76,0.009449658466999999,0.8951584768999999,0.09539186466,0.8951584768999999,0.009449658466999999,0.5299642278,neutral
50,4910374312.jpg#4r1e,A picture of two little boys holding books.,A picture of children with books.,entailment,-3.5778945839999996,0.9682377048999999,81.29,4,14,77,0.00043752475510000006,0.01622102075,0.9833414545,0.9833414545,0.9833414545,0.1251640072,entailment
51,4520820052.jpg#1r1c,"A woman in her early fifties walks by herself in the subway, another woman is not far behind.",back in the fifties a woman could walk by herself in the subway.,contradiction,1.2719684759999998,0.23360655739999997,72.66,6,31,158,0.003731894114,0.07680361519,0.9194644906999999,0.9194644906999999,0.9194644906999999,0.42585898520000004,entailment
52,3574847368.jpg#0r1c,"A man is standing in what appears to be a parking lot and shaving his face, while his dog looks at the ground near his feet.",A women is walking with a man,contradiction,-0.3123498068,0.5727459015999999,88.57,7,33,154,0.9426019537,0.05512315474999999,0.002274891559,0.9426019537,0.05512315474999999,0.3308388779,contradiction
53,408627152.jpg#3r1c,A white dog with a life vest accompanies a man in a boat.,man eats carrot,contradiction,0.5706448603000001,0.3709016393,88.74,6,16,73,0.9996505571,0.0002408173243,0.00010862561909999998,0.9996505571,0.0002408173243,0.004829041079,contradiction
54,3873342570.jpg#2r1c,A young girl in a pink shirt sitting on a dock viewing a body of water.,An old woman viewing a body of water.,contradiction,-0.8801674334999999,0.6946721311,84.68,5,24,109,0.9995842572,0.0002794534928,0.0001362892796,0.9995842572,0.0002794534928,0.005648739064,contradiction
55,5975778602.jpg#1r1e,A bunch of happy children having fun swimming and one boy is showing off his talent with a back flip.,Kids are having fun,entailment,-2.987604132,0.9446721311,84.68,5,24,121,0.0007795249766000001,0.027325719710000005,0.9718947553,0.9718947553,0.9718947553,0.1899395412,entailment
56,6156372684.jpg#1r1c,"Two cyclists, in yellow, are competing in a race.",A Mustang and a Corvette are competing in a drag race.,contradiction,-0.8544505809999999,0.6895491803,78.25,5,20,104,0.9997359445999999,0.0001520744311,0.0001119809312,0.9997359445999999,0.0001520744311,0.0037793403249999995,contradiction
57,339800370.jpg#0r1c,The backside of a woman leaning against the guard rail of a passenger boat looking out at the open ocean.,The woman is driving her car on the highway.,contradiction,-1.945724849,0.8616803279,82.14,6,29,150,0.9997347612,0.0001543060456,0.00011093277930000001,0.9997347612,0.0001543060456,0.00379385626,contradiction
58,152979089.jpg#4r1c,A police vehicle in an urban area.,A cop car in a suburban area,contradiction,-0.4997879158,0.6147540984000001,81.29,4,14,63,0.9983438544,0.001404675324,0.0002514702496,0.9983438544,0.001404675324,0.01870431267,contradiction
59,2849864963.jpg#0r1n,6 men in work jumpsuits and 1 man in an orange jumpsuit are walking next to green and red loading docks.,All 7 men are best friends.,neutral,-2.656947338,0.9252049179999999,91.61,4,27,132,0.18230453600000002,0.8157949654000001,0.001900498631,0.8157949654000001,0.18230453600000002,0.7044588347,neutral
60,4758348295.jpg#2r1e,This man is walking past a wall that has art on it.,A man walks past a wall mural.,entailment,-0.36662165020000004,0.5850409836,104.13,0,19,82,0.001048373924,0.8905401759,0.1084114501,0.8905401759,0.001048373924,0.5068201938,neutral
61,3655773435.jpg#0r1n,A black dog has just jumped into a swimming pool.,A dog jumped into a pool to cool off.,neutral,-0.7586681733,0.6700819672,95.67,4,19,87,0.000475156715,0.9559844909,0.043540352360000006,0.9559844909,0.000475156715,0.2641957158,neutral
62,3933863527.jpg#3r1c,A ballerina in a black dress and tights dances in front of a concrete wall.,a man dancing,contradiction,0.011959754250000001,0.4979508197,87.72,4,18,89,0.8306936436,0.09057087720000001,0.07873547921,0.8306936436,0.09057087720000001,0.8248246116,contradiction
63,6659698.jpg#3r1e,there is a lady standing and six people laying on a gym floor.,There are seven people in the gym.,entailment,-1.434706489,0.7930327869,86.71,4,20,97,0.006912541397000001,0.02939242452,0.9636950341,0.9636950341,0.9636950341,0.2505835866,entailment
64,2908391335.jpg#4r1e,A couple is back to back in formal attire.,Two people are facing away from each other.,entailment,-2.1070078530000003,0.8790983606999999,79.77,4,17,86,0.01559811956,0.051918813870000004,0.9324830665999999,0.9324830665999999,0.9324830665999999,0.409237577,entailment
65,3427852996.jpg#4r1e,A biker pops a wheelie along side the colorful wall.,A person is riding a bike near a wall.,entailment,-2.7035251810000003,0.9282786885,87.21,4,19,91,0.0008127731983999999,0.031816381910000004,0.9673708448999999,0.9673708448999999,0.9673708448999999,0.2128978726,entailment
66,4717499333.jpg#4r1e,A street vendor selling cupcakes.,There is a person outside in this picture,entailment,0.034018572389999994,0.4928278689,73.34,5,13,75,0.0004246859406,0.01684450816,0.9827308059000001,0.9827308059000001,0.9827308059000001,0.12869558080000001,entailment
67,2175758177.jpg#1r1n,An infant napping in it's crib in pajamas.,A baby is sleeping in a crib with its blanket.,neutral,-1.18681379,0.7520491803,79.26,4,18,89,0.0006509657526000001,0.9962436484,0.003105385858,0.9962436484,0.0006509657526000001,0.03817064238,neutral
68,3456488632.jpg#2r1e,A couple kissing in front of a black Mercedes Benz limousine,A couple kissing in front of a car,entailment,-3.391749827,0.9620901639,77.57,7,19,95,0.0008178302885,0.03567091987,0.9635112498,0.9635112498,0.9635112498,0.231602709,entailment
69,961664774.jpg#2r1e,A group of people in blue pants and shirts in motion.,There are people moving.,entailment,-2.83717655,0.9364754098,89.24,3,15,78,0.00040044847460000006,0.014209947490000001,0.9853896040000001,0.9853896040000001,0.9853896040000001,0.1126489165,entailment
70,2775461796.jpg#2r1c,A father and children ride bikes in city street.,A woman and her daughters ride their bikes.,contradiction,-0.4396993989,0.6014344262,96.69,6,17,92,0.9996181852,0.0002548554414,0.0001269593164,0.9996181852,0.0002548554414,0.005236488186,contradiction
71,8089660385.jpg#3r1n,a poor looking person with white cream smeared around his eyes sitting on a backpack.,A dirty man with some product under his eyes is sitting on a pillow.,contradiction,-0.289853085,0.5676229508,82.14,6,29,154,0.8273056823,0.100313568,0.07238074974,0.8273056823,0.100313568,0.8332521481999999,contradiction
72,248698033.jpg#2r1n,A man sleeping on a chair with a newspaper on his chest.,the man is a farmer,neutral,-2.127227327,0.8811475409999999,96.69,5,17,76,0.0016118483790000001,0.9972434866,0.0011446650280000001,0.9972434866,0.0016118483790000001,0.0301089099,neutral
73,3011809448.jpg#3r1n,A boy in a gray hoodie and black cap holds up an American flag.,A person is holding an American flag.,entailment,-4.085918345,0.9805327869,86.2,4,21,101,0.0004526430601,0.02237471037,0.9771726465999999,0.9771726465999999,0.9771726465999999,0.1602405712,entailment
74,26720379.jpg#4r1n,A young boy asleep in a stroller.,A young boy is taking his afternoon nap.,neutral,-0.6366874186,0.6444672131,97.7,3,15,74,0.0006775807752000001,0.9903957357,0.008926683529000001,0.9903957357,0.0006775807752000001,0.08169220767999999,neutral
75,7712223846.jpg#1r1e,"Neck and neck to the finish line, every competitor has been training for this race.",The competitors have trained very hard and are all very close to the finish line.,entailment,-1.7049851619999998,0.8319672131,81.63,8,30,165,0.0016122327689999999,0.1089663849,0.8894213823999999,0.8894213823999999,0.8894213823999999,0.5138021095,entailment
76,8040947572.jpg#2r1c,A football team wearing purple and white trying to stop the runner with the ball.,Lacrosse players celebrate a victory.,contradiction,-0.6511113251,0.6475409836,69.79,6,20,119,0.9997378547,0.0001531652486,0.0001089800263,0.9997378547,0.0001531652486,0.003753726397,contradiction
77,4637341301.jpg#3r1n,Many small sailboats sitting at a dock.,Many small sailboats docked.,entailment,-2.486268024,0.9129098361,91.27,2,11,69,0.0009423199608,0.02935728608,0.9697003940000001,0.9697003940000001,0.9697003940000001,0.2019484049,entailment
78,3060969260.jpg#3r1n,One biker is running with their bike while another is riding around them.,The people are part of a club,neutral,-1.991341244,0.8668032787000001,86.71,4,20,103,0.0040138825910000005,0.9941525752,0.0018335422390000002,0.9941525752,0.0040138825910000005,0.05703400677,neutral
79,2800531753.jpg#0r1n,A person wearing an orange shirt with a backpack on looking across a segment of lush green trees.,A person is meditating and looking at the peaceful lush green trees.,neutral,-1.4546198590000001,0.7961065573999999,73.17,7,30,166,0.0014470306,0.9955357717000001,0.00301719767,0.9955357717000001,0.0014470306,0.04533722597,neutral
80,3611694228.jpg#3r1n,Two men fight in a ring while spectators look on.,Boxers fight as the crowd screams.,neutral,-0.3711637036,0.5860655738,97.2,5,16,84,0.005551067843,0.9809388179999999,0.013510114109999999,0.9809388179999999,0.005551067843,0.15272528900000001,neutral
81,8025717431.jpg#3r1c,Girls playing soccer competitively in the grass.,Nobody is playing soccer.,contradiction,-3.4503899639999998,0.9641393443,48.97,8,11,74,0.9997244318,0.0001647876544,0.00011078053200000001,0.9997244318,0.0001647876544,0.003924066778,contradiction
82,2258951972.jpg#4r1n,Two gray dogs running in green grass.,Two gray dogs are running.,entailment,-3.982748625,0.9784836066,99.23,2,12,64,0.00046156199789999997,0.01720356503,0.982334873,0.982334873,0.982334873,0.1312062594,entailment
83,7671851684.jpg#0r1e,"Five men in red shirts, in a line, on a basketball court, four with hands on their hearts, and same four looking upward.",A team of basketball players are on the court.,entailment,-0.18708377489999997,0.544057377,89.08,8,32,167,0.002296113602,0.8465805938,0.1511232926,0.8465805938,0.002296113602,0.6355386761,neutral
84,3208999896.jpg#4r1c,"A bride, a groom, 3 guys, and 3 women.",The unrelated people wander aimlessly.,contradiction,0.2065784232,0.4528688525,64.37,4,14,77,0.9988971126999999,0.0009204235467,0.00018246378990000001,0.9988971126999999,0.0009204235467,0.013139324240000002,contradiction
85,3381788544.jpg#0r1c,"A group of asian women in sports attire, and one woman in the center is wearing a baseball cap.",Men are playing with a dog,contradiction,-0.6223168411,0.6413934426,84.17,5,25,122,0.9997277732,0.0001642096774,0.00010801713750000001,0.9997277732,0.0001642096774,0.0038804419689999997,contradiction
86,3070485870.jpg#3r1n,A snowboarder is jumping over a snow slope.,A girl jumps her green snowboard over a slope.,neutral,-0.885338307,0.6956967212999999,96.69,6,17,90,0.0012258194300000002,0.9963998720999999,0.002374308495,0.9963998720999999,0.0012258194300000002,0.03774057688,neutral
87,4788967880.jpg#0r1n,a group of people on a dock lowering into the water a boat with teal and purple decorations.,The group was getting ready to go fishing on the boat.,neutral,-1.68964936,0.8299180328,73.68,7,29,147,0.001236650867,0.9972424790000001,0.001520870112,0.9972424790000001,0.001236650867,0.03015470414,neutral
88,4831683216.jpg#0r1c,A young girl in a bathing suit drinking a beverage in a green bottle.,The girl is drinking milk from a sippy cup.,contradiction,0.5238798578,0.38114754100000003,85.18,6,23,113,0.9883661669,0.01125296686,0.00038086622989999997,0.9883661669,0.01125296686,0.09385875484999999,contradiction
89,3030015033.jpg#2r1n,Two people are sitting at a table outside of a building.,Two people are sitting eating lunch,neutral,-1.833202934,0.8483606557,71.31,4,17,92,0.001395948429,0.9964266454,0.0021774061970000003,0.9964266454,0.001395948429,0.03764114728,neutral
