sample_id,snli_id,sentence_1,sentence_2,label,item_difficulty,average_accuracy,flesch_score_textstat,mean_grade_level_textstat,number_of_words,number_of_characters,prob_0_no_cal,prob_1_no_cal,prob_2_no_cal,pred_label,confidence,prob_0_with_cal,prob_1_with_cal,prob_2_with_cal,entropy_with_cal
30,4291704682.jpg#3r1n,There are two people sweeping a sidewalk in this picture.,The man is clearing leaves from the sidewalk.,neutral,-0.985463268499332,0.7151639344262295,87.72,4.0,18,103,0.011450218968093395,0.3572251796722412,0.6313246488571167,contradiction,0.5599450996095141,0.01279666865557157,0.5599450996095141,0.4272582317349143,1.0731094251875446
31,2178095150.jpg#2r1c,The dogs ran around the dirt racetrack.,Dogs are humping each other.,contradiction,-0.900907428898312,0.6987704918032787,90.77,2.0,12,68,0.012289397418498993,0.2368185818195343,0.7508919835090637,neutral,0.7553790183516559,0.01283701633108203,0.23178396531726198,0.7553790183516559,0.875251091150098
32,3543378438.jpg#1r1c,"A man is sitting in front of a harpsichord, and a woman is preparing to sing.",a boy covers his ears,contradiction,1.39643765267491,0.2131147540983606,86.2,4.0,21,99,0.0017380674835294485,0.9958064556121826,0.0024554901756346226,contradiction,0.9818830319998149,0.007322225625530519,0.9818830319998149,0.010794742374654644,0.14836702038842256
33,2858757067.jpg#3r1e,Two people dressed in red and white wait at the horse track with a horse.,The people at the track are outdoors.,entailment,0.264525073991547,0.4395491803278688,102.61,5.0,22,111,0.9368374943733215,0.0019915702287107706,0.061170946806669235,entailment,0.8985278372508335,0.8985278372508335,0.005025419463603408,0.09644674328556324,0.5025012118198731
34,4573386995.jpg#1r1c,A person is standing next to a wooden fence with flowering trees nearby.,The bare tree branches rattle in the wind.,contradiction,-0.0674811522588409,0.5163934426229508,77.74,5.0,21,115,0.010898022912442684,0.8721636533737183,0.11693834513425827,contradiction,0.7996149792515871,0.015545001178856514,0.7996149792515871,0.1848400195695562,0.8015647545707889
35,4829253619.jpg#4r1c,An old woman in a cowboy hat smokes a cigarette.,The old lady is ten feet tall.,contradiction,0.81807490871417,0.3186475409836065,88.23,4.0,17,79,0.0014879353111609817,0.9197004437446594,0.07881161570549011,contradiction,0.8116462638089301,0.004456110317243434,0.8116462638089301,0.18389762587382613,0.7284367774557438
36,3163477256.jpg#4r1n,Two soccer players are playing soccer.,Two people play a game.,entailment,-2.89137864966534,0.9395491803278688,74.35,4.0,11,62,0.9537198543548584,0.0007773985271342099,0.04550274834036827,entailment,0.9431670159575916,0.9431670159575916,0.0019544577008900736,0.05487852634151822,0.32701558818024445
37,31648340.jpg#1r1n,A wielder works on wielding a beam into place while other workers set beams.,The wielder is working on a building.,neutral,-0.0012751313475036,0.5010245901639344,77.74,5.0,21,114,0.322037935256958,0.1088619977235794,0.5691000819206238,neutral,0.47319099990690555,0.40884695199895404,0.11796204809414038,0.47319099990690555,1.4021233681458507
38,2965189317.jpg#2r1n,A man is popping balloons inside a cubicle using a handmade tool.,A man is popping balloons inside a cubicle using a handmade knife.,neutral,-0.560624190550773,0.6280737704918032,59.3,8.0,24,132,0.07183407247066498,0.01051101554185152,0.9176548719406128,neutral,0.8157133999849353,0.11006298094245728,0.07422361907260741,0.8157133999849353,0.8685919711016131
39,3600403707.jpg#2r1c,a man wearing a gray shirt waving in the middle of a plant nursery,The man does not have a way to get home.,neutral,-1.57888802055219,0.8145491803278688,80.96,8.0,24,107,0.09228894859552383,0.4689946472644806,0.4387163519859314,contradiction,0.5031994454279703,0.07301551626934862,0.5031994454279703,0.4237850383026809,1.2991483620634199
40,430292291.jpg#2r1c,People were watching the tournament in the stadium.,The people are sitting outside on the grass.,contradiction,0.408824906704733,0.4067622950819672,63.36,7.0,16,96,0.004022024571895599,0.9792544841766357,0.016723528504371643,contradiction,0.919669010793441,0.017969483397666308,0.919669010793441,0.06236150580889268,0.4649465020602335
41,2983889345.jpg#4r1n,Two soccer players on the field running into each other.,There are two people colliding and falling.,neutral,0.413382406226253,0.4057377049180328,71.31,6.0,17,100,0.7760041356086731,0.03545873239636421,0.188537135720253,entailment,0.6059552315881551,0.6059552315881551,0.18649615305842893,0.2075486153534158,1.360593272873472
42,2760167.jpg#4r1c,Nine men wearing tuxedos sing.,Nine woman wearing dresses sing.,contradiction,0.0560820192002633,0.4877049180327868,74.86,2.0,10,63,3.6112276575295255e-05,0.999779999256134,0.00018395115330349654,contradiction,0.9996866083911345,7.84330086280712e-05,0.9996866083911345,0.00023495860023739303,0.004354238895895488
43,4676792744.jpg#2r1c,A man and woman walking away from a crowded street fair.,There are a group of men walking together.,contradiction,-0.178193431683451,0.5420081967213115,87.21,4.0,19,99,0.014559812843799591,0.9804760813713074,0.0049640885554254055,contradiction,0.949123728499201,0.039444593018934784,0.949123728499201,0.011431678481864329,0.3292137166469109
44,168728234.jpg#2r1n,"A man on stilts in a purple, yellow and white costume.",A man is performing on stilts.,entailment,-1.11777276144397,0.7397540983606558,88.23,4.0,17,85,0.7953915596008301,0.0009788163006305695,0.20362965762615204,entailment,0.718397536798252,0.718397536798252,0.0014817535903872464,0.28012070961136076,0.8709743726485197
45,2970162432.jpg#0r1e,A young woman with glasses sits at the end of a row of seats and speaks into a microphone.,A young woman wearing glasses,entailment,-1.96380355838005,0.8637295081967213,84.68,6.0,24,120,0.9728255867958069,0.0008869219454936683,0.02628745324909687,entailment,0.9544538795357188,0.9544538795357188,0.0032008110019257807,0.04234530946235553,0.2838803948790829
46,218854747.jpg#3r1n,Two friends walk down the street with a stuffed animal.,Two friends are walking on the sidewalk.,entailment,0.622663278953605,0.3596311475409836,96.69,5.0,17,96,0.5182327032089233,0.13013435900211334,0.35163289308547974,entailment,0.41395636957450294,0.41395636957450294,0.22146631992199176,0.3645773105035054,1.539108909045017
47,2979997455.jpg#0r1n,Two men and one woman are dressed in costume hats.,the people are swingers,neutral,-1.7282607601362,0.8350409836065574,98.21,3.0,14,74,0.028527341783046722,0.0378723219037056,0.9336003065109253,neutral,0.8270653209676042,0.05046300156540884,0.12247167746698694,0.8270653209676042,0.8150072729570391
48,4360937435.jpg#3r1n,People judge a gray and white dog in a show.,A dog is being judged for first place in a show.,neutral,-0.155993395303353,0.5368852459016393,103.12,1.0,21,93,0.006894352380186319,0.0005351416766643524,0.9925704598426819,neutral,0.9931123111234764,0.006181001757067507,0.0007066871194562143,0.9931123111234764,0.0626550173902483
49,2959165388.jpg#4r1e,Eight people are sitting on a long boat on a sunny day.,Morning ride on boat,neutral,-1.48150739238539,0.8002049180327869,88.74,3.0,16,76,0.5781416893005371,0.015793271362781525,0.40606507658958435,neutral,0.5383351365209451,0.3723134702685983,0.08935139321045656,0.5383351365209451,1.3229936654512224
50,4910374312.jpg#4r1e,A picture of two little boys holding books.,A picture of children with books.,entailment,-3.57789458369205,0.9682377049180328,81.29,4.0,14,77,0.9922547340393066,5.825553307658993e-05,0.007687106262892485,entailment,0.9780155555730075,0.9780155555730075,0.000781441136065946,0.021203003290926573,0.15731128373913675
51,4520820052.jpg#1r1c,"A woman in her early fifties walks by herself in the subway, another woman is not far behind.",back in the fifties a woman could walk by herself in the subway.,contradiction,1.27196847630062,0.2336065573770492,72.66,6.0,31,158,0.9018306732177734,0.04462048411369324,0.053548794239759445,entailment,0.9011445897508545,0.9011445897508545,0.0309761726739709,0.06787923757517451,0.5540301697602934
52,3574847368.jpg#0r1c,"A man is standing in what appears to be a parking lot and shaving his face, while his dog looks at the ground near his feet.",A women is walking with a man,contradiction,-0.312349806842799,0.5727459016393442,88.57,7.0,33,154,0.006989377085119486,0.9703558683395386,0.022654827684164047,contradiction,0.9740153672779631,0.006483114488433129,0.9740153672779631,0.01950151823360411,0.19489684536981627
53,408627152.jpg#3r1c,A white dog with a life vest accompanies a man in a boat.,man eats carrot,contradiction,0.570644860260245,0.3709016393442623,88.74,6.0,16,73,5.939483344263863e-06,0.9998010993003845,0.00019300286658108234,contradiction,0.9995010194924059,1.7847801806069954e-05,0.9995010194924059,0.0004811327057882317,0.006303923475182436
54,3873342570.jpg#2r1c,A young girl in a pink shirt sitting on a dock viewing a body of water.,An old woman viewing a body of water.,contradiction,-0.880167433535095,0.694672131147541,84.68,5.0,24,109,9.525338828098029e-05,0.9994816184043884,0.0004231786588206887,contradiction,0.9975158297771105,0.001315633735956623,0.9975158297771105,0.0011685364869328404,0.0275529035747952
55,5975778602.jpg#1r1e,A bunch of happy children having fun swimming and one boy is showing off his talent with a back flip.,Kids are having fun,entailment,-2.98760413222505,0.944672131147541,84.68,5.0,24,121,0.9250392913818359,0.0027298068162053823,0.07223083078861237,entailment,0.9174393590584011,0.9174393590584011,0.002136599467068707,0.08042404147453003,0.4254446399247231
56,6156372684.jpg#1r1c,"Two cyclists, in yellow, are competing in a race.",A Mustang and a Corvette are competing in a drag race.,contradiction,-0.854450581047999,0.6895491803278688,78.25,5.0,20,104,5.331697684596293e-05,0.9765114188194275,0.023435238748788834,contradiction,0.7822538842753265,0.001264120565468693,0.7822538842753265,0.21648199515920485,0.7672393598373206
57,339800370.jpg#0r1c,The backside of a woman leaning against the guard rail of a passenger boat looking out at the open ocean.,The woman is driving her car on the highway.,contradiction,-1.94572484912156,0.8616803278688525,82.14,6.0,29,150,5.738957611356454e-07,0.999980092048645,1.934575084305834e-05,contradiction,0.9998718262370732,7.892968316897738e-06,0.9998718262370732,0.00012028079460967809,0.0018849105533693775
58,152979089.jpg#4r1c,A police vehicle in an urban area.,A cop car in a suburban area,contradiction,-0.499787915845116,0.6147540983606558,81.29,4.0,14,63,0.003095504827797413,0.9926624298095703,0.004242051392793655,contradiction,0.9022046761603932,0.0417118754214785,0.9022046761603932,0.05608344841812831,0.5582340389643575
59,2849864963.jpg#0r1n,6 men in work jumpsuits and 1 man in an orange jumpsuit are walking next to green and red loading docks.,All 7 men are best friends.,neutral,-2.65694733849449,0.9252049180327868,91.61,4.0,27,132,0.0034608980640769005,0.03880859911441803,0.9577304720878601,neutral,0.9040797276175582,0.0021680534646710474,0.0937522189177708,0.9040797276175582,0.4708738718851667
60,4758348295.jpg#2r1e,This man is walking past a wall that has art on it.,A man walks past a wall mural.,entailment,-0.366621650232289,0.5850409836065574,104.13,0.0,19,82,0.487029105424881,0.012993386946618557,0.4999775290489197,entailment,0.5440456503574367,0.5440456503574367,0.01720442338379515,0.43874992625876813,1.1000846468592531
61,3655773435.jpg#0r1n,A black dog has just jumped into a swimming pool.,A dog jumped into a pool to cool off.,neutral,-0.758668173306616,0.6700819672131147,95.67,4.0,19,87,0.00737776467576623,0.0006691587623208761,0.9919530749320984,neutral,0.9897241871195042,0.008896452415548343,0.0013793604649474248,0.9897241871195042,0.08846238315261787
62,3933863527.jpg#3r1c,A ballerina in a black dress and tights dances in front of a concrete wall.,a man dancing,contradiction,0.011959754254919,0.4979508196721312,87.72,4.0,18,89,0.11996728181838989,0.6980948448181152,0.18193785846233368,contradiction,0.6093899728687402,0.20405589235906632,0.6093899728687402,0.1865541347721933,1.3552362582499258
63,6659698.jpg#3r1e,there is a lady standing and six people laying on a gym floor.,There are seven people in the gym.,entailment,-1.43470648885698,0.7930327868852459,86.71,4.0,20,97,0.923165500164032,0.030385250225663185,0.046449314802885056,entailment,0.7689300495357729,0.7689300495357729,0.1636705533416717,0.06739939712255541,0.9811075331215533
64,2908391335.jpg#4r1e,A couple is back to back in formal attire.,Two people are facing away from each other.,entailment,-2.10700785310403,0.8790983606557377,79.77,4.0,17,86,0.920146644115448,0.024828847497701645,0.055024418979883194,entailment,0.7562650150987522,0.7562650150987522,0.12879269685871417,0.1149422880425336,1.04436338925011
65,3427852996.jpg#4r1e,A biker pops a wheelie along side the colorful wall.,A person is riding a bike near a wall.,entailment,-2.70352518053176,0.9282786885245902,87.21,4.0,19,91,0.976561427116394,0.0005145297036506236,0.022924061864614487,entailment,0.9680177289191804,0.9680177289191804,0.0018709425990928975,0.030111328481726426,0.21451844436144624
66,4717499333.jpg#4r1e,A street vendor selling cupcakes.,There is a person outside in this picture,entailment,0.0340185723949659,0.492827868852459,73.34,5.0,13,75,0.9979873895645142,7.888137042755261e-05,0.0019337348639965057,entailment,0.9948850493727167,0.9948850493727167,0.00018970921605484273,0.004925241411228591,0.047460839841503254
67,2175758177.jpg#1r1n,An infant napping in it's crib in pajamas.,A baby is sleeping in a crib with its blanket.,neutral,-1.18681378985158,0.7520491803278688,79.26,4.0,18,89,0.7306034564971924,0.004003557842224836,0.265392929315567,entailment,0.5646896028854717,0.5646896028854717,0.025174640183437343,0.41013575693109094,1.1266578984867859
68,3456488632.jpg#2r1e,A couple kissing in front of a black Mercedes Benz limousine,A couple kissing in front of a car,entailment,-3.39174982677674,0.9620901639344264,77.57,7.0,19,95,0.9597073197364807,0.0006333989440463483,0.0396592803299427,entailment,0.9478879382885226,0.9478879382885226,0.0027244676930398416,0.04938759401843734,0.31072758897421837
69,961664774.jpg#2r1e,A group of people in blue pants and shirts in motion.,There are people moving.,entailment,-2.83717654997039,0.9364754098360656,89.24,3.0,15,78,0.9949789643287659,0.00022509865812025964,0.004795946646481752,entailment,0.9909986239600402,0.9909986239600402,0.0005514007473352443,0.008449975292624494,0.0770899199369274
70,2775461796.jpg#2r1c,A father and children ride bikes in city street.,A woman and her daughters ride their bikes.,contradiction,-0.439699398931061,0.6014344262295082,96.69,6.0,17,92,4.412738053360954e-05,0.995253324508667,0.004702600184828043,contradiction,0.9920998641832237,0.0001287484504481597,0.9920998641832237,0.007771387366328014,0.06747505158735825
71,8089660385.jpg#3r1n,a poor looking person with white cream smeared around his eyes sitting on a backpack.,A dirty man with some product under his eyes is sitting on a pillow.,contradiction,-0.289853084965219,0.5676229508196722,82.14,6.0,29,154,0.1406536102294922,0.7638357877731323,0.09551063925027847,contradiction,0.7065399020043596,0.14856067208710547,0.7065399020043596,0.1448994259085349,1.166576185412796
72,248698033.jpg#2r1n,A man sleeping on a chair with a newspaper on his chest.,the man is a farmer,neutral,-2.12722732671896,0.8811475409836066,96.69,5.0,17,76,0.002985545201227069,0.002561224391683936,0.9944532513618469,neutral,0.995757787047165,0.0015091722105342303,0.0027330407423004645,0.995757787047165,0.043523821868086364
73,3011809448.jpg#3r1n,A boy in a gray hoodie and black cap holds up an American flag.,A person is holding an American flag.,entailment,-4.08591834540005,0.980532786885246,86.2,4.0,21,101,0.9792537689208984,0.000215166321140714,0.020531078800559044,entailment,0.9713092605022104,0.9713092605022104,0.0009552056362883991,0.0277355338615012,0.19382649970746527
74,26720379.jpg#4r1n,A young boy asleep in a stroller.,A young boy is taking his afternoon nap.,neutral,-0.636687418573376,0.6444672131147541,97.7,3.0,15,74,0.007379256188869476,0.0014246634673327208,0.9911960363388062,neutral,0.9762064610420839,0.015817627599930745,0.0079759113579854,0.9762064610420839,0.18413449925435416
75,7712223846.jpg#1r1e,"Neck and neck to the finish line, every competitor has been training for this race.",The competitors have trained very hard and are all very close to the finish line.,entailment,-1.70498516167454,0.8319672131147541,81.63,8.0,30,165,0.06556212902069092,0.0038695235271006823,0.930568277835846,neutral,0.8672077396048704,0.12180603458958078,0.010986225805549059,0.8672077396048704,0.6197217147839585
76,8040947572.jpg#2r1c,A football team wearing purple and white trying to stop the runner with the ball.,Lacrosse players celebrate a victory.,contradiction,-0.651111325149481,0.6475409836065574,69.79,6.0,20,119,1.3901606507715769e-05,0.9994888305664062,0.0004971797461621463,contradiction,0.9968128580875418,8.751576890924383e-05,0.9968128580875418,0.003099626143548464,0.03160178337819683
77,4637341301.jpg#3r1n,Many small sailboats sitting at a dock., Many small sailboats docked.,entailment,-2.48626802365118,0.9129098360655736,91.27,2.0,11,69,0.9808066487312317,0.0021383350249379873,0.017054928466677666,entailment,0.8614512645692662,0.8614512645692662,0.01899581977660968,0.11955291565412429,0.6603137884778585
78,3060969260.jpg#3r1n,One biker is running with their bike while another is riding around them.,The people are part of a club,neutral,-1.99134124411896,0.8668032786885246,86.71,4.0,20,103,0.0031644615810364485,0.015605920925736427,0.9812296628952026,neutral,0.9465823811909977,0.007374558395672971,0.0460430604133294,0.9465823811909977,0.33167638345673967
79,2800531753.jpg#0r1n,A person wearing an orange shirt with a backpack on looking across a segment of lush green trees.,A person is meditating and looking at the peaceful lush green trees.,neutral,-1.45461985942309,0.7961065573770492,73.17,7.0,30,166,0.021226275712251663,0.017530817538499832,0.9612428545951843,neutral,0.9430655060111629,0.02816689229946467,0.0287676016893723,0.9430655060111629,0.37208377031927165
80,3611694228.jpg#3r1n,Two men fight in a ring while spectators look on.,Boxers fight as the crowd screams.,neutral,-0.371163703629936,0.5860655737704918,97.2,5.0,16,84,0.014580178074538708,0.02896837517619133,0.956451416015625,neutral,0.8430984264311742,0.025233636625955996,0.13166793694286974,0.8430984264311742,0.7266784619999883
81,8025717431.jpg#3r1c,Girls playing soccer competitively in the grass.,Nobody is playing soccer.,contradiction,-3.45038996410637,0.9641393442622952,48.97,8.0,11,74,6.058594590285793e-05,0.9998408555984497,9.854686504695565e-05,contradiction,0.9983764265313206,0.00035225060154356883,0.9983764265313206,0.0012713228671358346,0.018610555977134725
82,2258951972.jpg#4r1n,Two gray dogs running in green grass.,Two gray dogs are running.,entailment,-3.98274862480943,0.9784836065573772,99.23,2.0,12,64,0.9773330688476562,0.0005884454003535211,0.02207847125828266,entailment,0.9682769590454072,0.9682769590454072,0.0010232337336403257,0.03069980722095235,0.20948213313172667
83,7671851684.jpg#0r1e,"Five men in red shirts, in a line, on a basketball court, four with hands on their hearts, and same four looking upward.",A team of basketball players are on the court.,entailment,-0.187083774929628,0.5440573770491803,89.08,8.0,32,167,0.7314468026161194,0.0028015710413455963,0.2657516598701477,entailment,0.6900128372647878,0.6900128372647878,0.010399148279023385,0.2995880144561889,0.9588385361455435
