sample_id,snli_id,sentence_1,sentence_2,label,item_difficulty,average_accuracy,flesch_score_textstat,mean_grade_level_textstat,number_of_words,number_of_characters,label_1,label_2,label_3,pred_label,softmax_entropy,confidence
10,2550027486.jpg#3r1n,Man and woman crossing the street at dusk.,A husband and a wife are enjoying a leisurely stroll in the evening.,neutral,-1.33186925978517,0.7766393442622951,86.2,6.0,21,111,0.025346245616674423,0.008066276088356972,0.966587483882904,neutral,0.23786950087390873,0.966587483882904
11,5635975939.jpg#3r1c,A woman singing into a microphone while a man plays drums in the background.,They are playing a PlayStation.,contradiction,0.327321146263317,0.4252049180327868,78.75,6.0,19,108,6.425697210943326e-05,0.9964852333068848,0.0034504488576203585,contradiction,0.03417778001931707,0.9964852333068848
12,4900546628.jpg#2r1n,"Two men in front of a projector screen, one at a microphone.",Three men about to present their best idea yet in front of their company.,neutral,-1.19853076001311,0.7540983606557377,92.12,6.0,26,134,0.020270254462957382,0.05587917938828468,0.9238505363464355,neutral,0.4521207274596898,0.9238505363464355
13,7786624414.jpg#2r1c,A cyclist is optimistic as he rushes through the air while on his BMX bike at a bicycle event.,A snowboarder flies through the air,contradiction,-0.911334779346956,0.7008196721311475,84.17,5.0,25,130,1.3148311154509429e-05,0.999901294708252,8.559511479688808e-05,contradiction,0.0015122170930552375,0.999901294708252
14,2731171552.jpg#1r1c,A boy in a blue and white shirt is pointing up and a second boy in a white shirt shields his eyes.,Two boys puch each other on swings.,contradiction,0.131191355265525,0.4702868852459016,99.06,3.0,29,134,0.0024141056928783655,0.9811890125274658,0.016396835446357727,contradiction,0.1451109683313208,0.9811890125274658
15,2895548671.jpg#2r1n,A group of people in dark clothing are crossing a crosswalk.,A group of people in dark clothing are crossing a crosswalk to get to the store,neutral,-1.61501394452806,0.819672131147541,83.15,6.0,27,140,0.0008936771773733199,0.0003348125610500574,0.9987714886665344,neutral,0.014687569001019507,0.9987714886665344
16,4937760948.jpg#4r1e,A girl is holding a camera and making a hand gesture.,A girl holds a camera.,entailment,-3.98274862480943,0.9784836065573772,88.74,3.0,16,76,0.9882026314735413,0.0013119096402078867,0.010485508479177952,entailment,0.09842668886504546,0.9882026314735413
17,75204250.jpg#2r1n,A man posing with a antique sewing machine.,He is a sewer.,neutral,-1.88410835880238,0.8545081967213115,90.77,2.0,12,58,0.01599900983273983,0.3632940351963043,0.6207069754600525,neutral,1.0532006892513635,0.6207069754600525
18,2916012955.jpg#4r1n,Five people standing by a gate.,Five fat people standing by a gate.,neutral,-2.07720861227919,0.8760245901639344,90.26,3.0,13,67,0.00024571685935370624,7.650013867532834e-05,0.9996777772903442,neutral,0.004457183470321036,0.9996777772903442
19,2496713113.jpg#3r1c,Man sweeping trash outside a large statue.,A man is on vacation.,contradiction,0.0384307516550445,0.4918032786885246,82.31,3.0,12,64,0.0018300795927643776,0.10584857314825058,0.8923214077949524,neutral,0.5062502395037194,0.8923214077949524
20,4351734575.jpg#0r1e,A man wearing an orange suit with his face painted white is holding a guitar above his shoulder.,There is one man in this picture.,entailment,0.763229378915494,0.3299180327868852,84.17,5.0,25,130,0.9985698461532593,0.00010988552821800113,0.0013202003901824355,entailment,0.016134638408222813,0.9985698461532593
21,7067778185.jpg#2r1e,Two men and a woman are inspecting the front tire of a bicycle.,There are a group of people near a bike.,entailment,-1.93676687534496,0.860655737704918,85.69,6.0,22,104,0.9683197140693665,0.0052234758622944355,0.02645677700638771,entailment,0.22321050162625736,0.9683197140693665
22,4923755473.jpg#1r1n,This path leads up to the apple market entrance.,This road goes up to apple market entrance,entailment,-1.1234469428653,0.7407786885245902,79.77,4.0,17,91,0.9120252132415771,0.008187121711671352,0.0797877311706543,entailment,0.4689640962111559,0.9120252132415771
23,956164675.jpg#2r1e,A single runner is watched by onlookers in a race.,A man is running in a race.,entailment,-0.523092234344364,0.6198770491803278,88.23,6.0,17,78,0.5959866046905518,0.05447985604405403,0.3495335578918457,entailment,1.2037726565496356,0.5959866046905518
24,3590653633.jpg#4r1c,Two rodeo clowns are on the dirt.,Two circus clowns were riding bicycles.,contradiction,0.622663278953605,0.3596311475409836,90.26,3.0,13,73,0.00010876318265218288,0.9990518689155579,0.0008394214091822505,contradiction,0.011376798942871389,0.9990518689155579
25,3469609037.jpg#1r1n,A boy does a skateboarding trick in the air while holding the board with his left hand.,A sad boy does a skateboarding trick in the air while holding the board with his left hand.,neutral,-1.62233102085706,0.8206967213114754,87.55,6.0,35,179,0.00015190616250038147,0.00014438766811508685,0.9997037053108215,neutral,0.004196320803412175,0.9997037053108215
26,87938334.jpg#1r1e,A young boy in a beige jacket laughs as he reaches for a teal balloon.,The boy plays with the balloon.,entailment,-0.704480583986331,0.6588114754098361,94.66,3.0,21,102,0.8978291153907776,0.011104337871074677,0.09106648713350296,entailment,0.5265094051935295,0.8978291153907776
27,3309042087.jpg#4r1n,A scene of snow and water.,a snow and water scene at sunset,neutral,-1.46801469540934,0.798155737704918,98.72,0.0,13,59,0.009970891289412975,0.011537010781466961,0.9784921407699585,neutral,0.17125084023284906,0.9784921407699585
28,7060264119.jpg#2r1c,"A group of people are gathered in a crowd, some of which are holding spears.",A crowd of people are holding swords,contradiction,0.0516687497760844,0.4887295081967213,94.15,5.0,22,113,0.5566606521606445,0.20972765982151031,0.23361165821552277,entailment,1.4331274471304827,0.5566606521606445
29,3386694897.jpg#3r1e,A man prepares food in a shanty kitchen.,A man is fixing a meal.,entailment,-2.18969460684385,0.8872950819672131,98.21,0.0,14,64,0.9067068696022034,0.004813509061932564,0.08847963064908981,entailment,0.47471501196939053,0.9067068696022034
30,4291704682.jpg#3r1n,There are two people sweeping a sidewalk in this picture.,The man is clearing leaves from the sidewalk.,neutral,-0.985463268499332,0.7151639344262295,87.72,4.0,18,103,0.011450218968093395,0.3572251796722412,0.6313246488571167,neutral,1.0232625798321493,0.6313246488571167
31,2178095150.jpg#2r1c,The dogs ran around the dirt racetrack.,Dogs are humping each other.,contradiction,-0.900907428898312,0.6987704918032787,90.77,2.0,12,68,0.012289397418498993,0.2368185818195343,0.7508919835090637,neutral,0.8804981764520546,0.7508919835090637
32,3543378438.jpg#1r1c,"A man is sitting in front of a harpsichord, and a woman is preparing to sing.",a boy covers his ears,contradiction,1.39643765267491,0.2131147540983606,86.2,4.0,21,99,0.0017380674835294485,0.9958064556121826,0.0024554901756346226,contradiction,0.04326098844584757,0.9958064556121826
33,2858757067.jpg#3r1e,Two people dressed in red and white wait at the horse track with a horse.,The people at the track are outdoors.,entailment,0.264525073991547,0.4395491803278688,102.61,5.0,22,111,0.9368374943733215,0.0019915702287107706,0.061170946806669235,entailment,0.3526326471215795,0.9368374943733215
34,4573386995.jpg#1r1c,A person is standing next to a wooden fence with flowering trees nearby.,The bare tree branches rattle in the wind.,contradiction,-0.0674811522588409,0.5163934426229508,77.74,5.0,21,115,0.010898022912442684,0.8721636533737183,0.11693834513425827,contradiction,0.6052183821542683,0.8721636533737183
35,4829253619.jpg#4r1c,An old woman in a cowboy hat smokes a cigarette.,The old lady is ten feet tall.,contradiction,0.81807490871417,0.3186475409836065,88.23,4.0,17,79,0.0014879353111609817,0.9197004437446594,0.07881161570549011,contradiction,0.41392201637252884,0.9197004437446594
36,3163477256.jpg#4r1n,Two soccer players are playing soccer.,Two people play a game.,entailment,-2.89137864966534,0.9395491803278688,74.35,4.0,11,62,0.9537198543548584,0.0007773985271342099,0.04550274834036827,entailment,0.276075326821498,0.9537198543548584
37,31648340.jpg#1r1n,A wielder works on wielding a beam into place while other workers set beams.,The wielder is working on a building.,neutral,-0.0012751313475036,0.5010245901639344,77.74,5.0,21,114,0.322037935256958,0.1088619977235794,0.5691000819206238,neutral,1.337548880923987,0.5691000819206238
38,2965189317.jpg#2r1n,A man is popping balloons inside a cubicle using a handmade tool.,A man is popping balloons inside a cubicle using a handmade knife.,neutral,-0.560624190550773,0.6280737704918032,59.3,8.0,24,132,0.07183407247066498,0.01051101554185152,0.9176548719406128,neutral,0.4557565885207834,0.9176548719406128
39,3600403707.jpg#2r1c,a man wearing a gray shirt waving in the middle of a plant nursery,The man does not have a way to get home.,neutral,-1.57888802055219,0.8145491803278688,80.96,8.0,24,107,0.09228894859552383,0.4689946472644806,0.4387163519859314,contradiction,1.3510466078313978,0.4689946472644806
40,430292291.jpg#2r1c,People were watching the tournament in the stadium.,The people are sitting outside on the grass.,contradiction,0.408824906704733,0.4067622950819672,63.36,7.0,16,96,0.004022024571895599,0.9792544841766357,0.016723528504371643,contradiction,0.16032547747687417,0.9792544841766357
41,2983889345.jpg#4r1n,Two soccer players on the field running into each other.,There are two people colliding and falling.,neutral,0.413382406226253,0.4057377049180328,71.31,6.0,17,100,0.7760041356086731,0.03545873239636421,0.188537135720253,entailment,0.9085657146040645,0.7760041356086731
42,2760167.jpg#4r1c,Nine men wearing tuxedos sing.,Nine woman wearing dresses sing.,contradiction,0.0560820192002633,0.4877049180327868,74.86,2.0,10,63,3.6112276575295255e-05,0.999779999256134,0.00018395115330349654,contradiction,0.0031329012168447895,0.999779999256134
43,4676792744.jpg#2r1c,A man and woman walking away from a crowded street fair.,There are a group of men walking together.,contradiction,-0.178193431683451,0.5420081967213115,87.21,4.0,19,99,0.014559812843799591,0.9804760813713074,0.0049640885554254055,contradiction,0.15472867069675703,0.9804760813713074
44,168728234.jpg#2r1n,"A man on stilts in a purple, yellow and white costume.",A man is performing on stilts.,entailment,-1.11777276144397,0.7397540983606558,88.23,4.0,17,85,0.7953915596008301,0.0009788163006305695,0.20362965762615204,entailment,0.7400029104002074,0.7953915596008301
45,2970162432.jpg#0r1e,A young woman with glasses sits at the end of a row of seats and speaks into a microphone.,A young woman wearing glasses,entailment,-1.96380355838005,0.8637295081967213,84.68,6.0,24,120,0.9728255867958069,0.0008869219454936683,0.02628745324909687,entailment,0.1856546987405408,0.9728255867958069
46,218854747.jpg#3r1n,Two friends walk down the street with a stuffed animal.,Two friends are walking on the sidewalk.,entailment,0.622663278953605,0.3596311475409836,96.69,5.0,17,96,0.5182327032089233,0.13013435900211334,0.35163289308547974,entailment,1.4045127689486074,0.5182327032089233
47,2979997455.jpg#0r1n,Two men and one woman are dressed in costume hats.,the people are swingers,neutral,-1.7282607601362,0.8350409836065574,98.21,3.0,14,74,0.028527341783046722,0.0378723219037056,0.9336003065109253,neutral,0.41778973434359623,0.9336003065109253
48,4360937435.jpg#3r1n,People judge a gray and white dog in a show.,A dog is being judged for first place in a show.,neutral,-0.155993395303353,0.5368852459016393,103.12,1.0,21,93,0.006894352380186319,0.0005351416766643524,0.9925704598426819,neutral,0.06599838527098174,0.9925704598426819
49,2959165388.jpg#4r1e,Eight people are sitting on a long boat on a sunny day.,Morning ride on boat,neutral,-1.48150739238539,0.8002049180327869,88.74,3.0,16,76,0.5781416893005371,0.015793271362781525,0.40606507658958435,entailment,1.0795122363952463,0.5781416893005371
50,4910374312.jpg#4r1e,A picture of two little boys holding books.,A picture of children with books.,entailment,-3.57789458369205,0.9682377049180328,81.29,4.0,14,77,0.9922547340393066,5.825553307658993e-05,0.007687106262892485,entailment,0.06593948757159343,0.9922547340393066
51,4520820052.jpg#1r1c,"A woman in her early fifties walks by herself in the subway, another woman is not far behind.",back in the fifties a woman could walk by herself in the subway.,contradiction,1.27196847630062,0.2336065573770492,72.66,6.0,31,158,0.9018306732177734,0.04462048411369324,0.053548794239759445,entailment,0.5607480782805135,0.9018306732177734
52,3574847368.jpg#0r1c,"A man is standing in what appears to be a parking lot and shaving his face, while his dog looks at the ground near his feet.",A women is walking with a man,contradiction,-0.312349806842799,0.5727459016393442,88.57,7.0,33,154,0.006989377085119486,0.9703558683395386,0.022654827684164047,contradiction,0.21596237930393195,0.9703558683395386
53,408627152.jpg#3r1c,A white dog with a life vest accompanies a man in a boat.,man eats carrot,contradiction,0.570644860260245,0.3709016393442623,88.74,6.0,16,73,5.939483344263863e-06,0.9998010993003845,0.00019300286658108234,contradiction,0.0027715809909887863,0.9998010993003845
54,3873342570.jpg#2r1c,A young girl in a pink shirt sitting on a dock viewing a body of water.,An old woman viewing a body of water.,contradiction,-0.880167433535095,0.694672131147541,84.68,5.0,24,109,9.525338828098029e-05,0.9994816184043884,0.0004231786588206887,contradiction,0.006762456091766493,0.9994816184043884
55,5975778602.jpg#1r1e,A bunch of happy children having fun swimming and one boy is showing off his talent with a back flip.,Kids are having fun,entailment,-2.98760413222505,0.944672131147541,84.68,5.0,24,121,0.9250392913818359,0.0027298068162053823,0.07223083078861237,entailment,0.401081025962981,0.9250392913818359
56,6156372684.jpg#1r1c,"Two cyclists, in yellow, are competing in a race.",A Mustang and a Corvette are competing in a drag race.,contradiction,-0.854450581047999,0.6895491803278688,78.25,5.0,20,104,5.331697684596293e-05,0.9765114188194275,0.023435238748788834,contradiction,0.16114849242708837,0.9765114188194275
57,339800370.jpg#0r1c,The backside of a woman leaning against the guard rail of a passenger boat looking out at the open ocean.,The woman is driving her car on the highway.,contradiction,-1.94572484912156,0.8616803278688525,82.14,6.0,29,150,5.738957611356454e-07,0.999980092048645,1.934575084305834e-05,contradiction,0.00034354458655156577,0.999980092048645
58,152979089.jpg#4r1c,A police vehicle in an urban area.,A cop car in a suburban area,contradiction,-0.499787915845116,0.6147540983606558,81.29,4.0,14,63,0.003095504827797413,0.9926624298095703,0.004242051392793655,contradiction,0.0697815451224004,0.9926624298095703
59,2849864963.jpg#0r1n,6 men in work jumpsuits and 1 man in an orange jumpsuit are walking next to green and red loading docks.,All 7 men are best friends.,neutral,-2.65694733849449,0.9252049180327868,91.61,4.0,27,132,0.0034608980640769005,0.03880859911441803,0.9577304720878601,neutral,0.269880721846155,0.9577304720878601
60,4758348295.jpg#2r1e,This man is walking past a wall that has art on it.,A man walks past a wall mural.,entailment,-0.366621650232289,0.5850409836065574,104.13,0.0,19,82,0.487029105424881,0.012993386946618557,0.4999775290489197,neutral,1.0869248383743348,0.4999775290489197
61,3655773435.jpg#0r1n,A black dog has just jumped into a swimming pool.,A dog jumped into a pool to cool off.,neutral,-0.758668173306616,0.6700819672131147,95.67,4.0,19,87,0.00737776467576623,0.0006691587623208761,0.9919530749320984,neutral,0.07087270392283594,0.9919530749320984
62,3933863527.jpg#3r1c,A ballerina in a black dress and tights dances in front of a concrete wall.,a man dancing,contradiction,0.011959754254919,0.4979508196721312,87.72,4.0,18,89,0.11996728181838989,0.6980948448181152,0.18193785846233368,contradiction,1.1762710546802249,0.6980948448181152
63,6659698.jpg#3r1e,there is a lady standing and six people laying on a gym floor.,There are seven people in the gym.,entailment,-1.43470648885698,0.7930327868852459,86.71,4.0,20,97,0.923165500164032,0.030385250225663185,0.046449314802885056,entailment,0.46532005309384333,0.923165500164032
64,2908391335.jpg#4r1e,A couple is back to back in formal attire.,Two people are facing away from each other.,entailment,-2.10700785310403,0.8790983606557377,79.77,4.0,17,86,0.920146644115448,0.024828847497701645,0.055024418979883194,entailment,0.47307037777372984,0.920146644115448
65,3427852996.jpg#4r1e,A biker pops a wheelie along side the colorful wall.,A person is riding a bike near a wall.,entailment,-2.70352518053176,0.9282786885245902,87.21,4.0,19,91,0.976561427116394,0.0005145297036506236,0.022924061864614487,entailment,0.16390349353767844,0.976561427116394
66,4717499333.jpg#4r1e,A street vendor selling cupcakes.,There is a person outside in this picture,entailment,0.0340185723949659,0.492827868852459,73.34,5.0,13,75,0.9979873895645142,7.888137042755261e-05,0.0019337348639965057,entailment,0.02140726558794322,0.9979873895645142
67,2175758177.jpg#1r1n,An infant napping in it's crib in pajamas.,A baby is sleeping in a crib with its blanket.,neutral,-1.18681378985158,0.7520491803278688,79.26,4.0,18,89,0.7306034564971924,0.004003557842224836,0.265392929315567,entailment,0.8706409261085857,0.7306034564971924
68,3456488632.jpg#2r1e,A couple kissing in front of a black Mercedes Benz limousine,A couple kissing in front of a car,entailment,-3.39174982677674,0.9620901639344264,77.57,7.0,19,95,0.9597073197364807,0.0006333989440463483,0.0396592803299427,entailment,0.2483339459045032,0.9597073197364807
69,961664774.jpg#2r1e,A group of people in blue pants and shirts in motion.,There are people moving.,entailment,-2.83717654997039,0.9364754098360656,89.24,3.0,15,78,0.9949789643287659,0.00022509865812025964,0.004795946646481752,entailment,0.046900998494706525,0.9949789643287659
70,2775461796.jpg#2r1c,A father and children ride bikes in city street.,A woman and her daughters ride their bikes.,contradiction,-0.439699398931061,0.6014344262295082,96.69,6.0,17,92,4.412738053360954e-05,0.995253324508667,0.004702600184828043,contradiction,0.043832268908330245,0.995253324508667
71,8089660385.jpg#3r1n,a poor looking person with white cream smeared around his eyes sitting on a backpack.,A dirty man with some product under his eyes is sitting on a pillow.,contradiction,-0.289853084965219,0.5676229508196722,82.14,6.0,29,154,0.1406536102294922,0.7638357877731323,0.09551063925027847,contradiction,1.0185043260074393,0.7638357877731323
72,248698033.jpg#2r1n,A man sleeping on a chair with a newspaper on his chest.,the man is a farmer,neutral,-2.12722732671896,0.8811475409836066,96.69,5.0,17,76,0.002985545201227069,0.002561224391683936,0.9944532513618469,neutral,0.055071641547685575,0.9944532513618469
73,3011809448.jpg#3r1n,A boy in a gray hoodie and black cap holds up an American flag.,A person is holding an American flag.,entailment,-4.08591834540005,0.980532786885246,86.2,4.0,21,101,0.9792537689208984,0.000215166321140714,0.020531078800559044,entailment,0.1473372606735712,0.9792537689208984
74,26720379.jpg#4r1n,A young boy asleep in a stroller.,A young boy is taking his afternoon nap.,neutral,-0.636687418573376,0.6444672131147541,97.7,3.0,15,74,0.007379256188869476,0.0014246634673327208,0.9911960363388062,neutral,0.07837789549947266,0.9911960363388062
75,7712223846.jpg#1r1e,"Neck and neck to the finish line, every competitor has been training for this race.",The competitors have trained very hard and are all very close to the finish line.,entailment,-1.70498516167454,0.8319672131147541,81.63,8.0,30,165,0.06556212902069092,0.0038695235271006823,0.930568277835846,neutral,0.3853411092242172,0.930568277835846
76,8040947572.jpg#2r1c,A football team wearing purple and white trying to stop the runner with the ball.,Lacrosse players celebrate a victory.,contradiction,-0.651111325149481,0.6475409836065574,69.79,6.0,20,119,1.3901606507715769e-05,0.9994888305664062,0.0004971797461621463,contradiction,0.006417463624138177,0.9994888305664062
77,4637341301.jpg#3r1n,Many small sailboats sitting at a dock., Many small sailboats docked.,entailment,-2.48626802365118,0.9129098360655736,91.27,2.0,11,69,0.9808066487312317,0.0021383350249379873,0.017054928466677666,entailment,0.14656309480069799,0.9808066487312317
78,3060969260.jpg#3r1n,One biker is running with their bike while another is riding around them.,The people are part of a club,neutral,-1.99134124411896,0.8668032786885246,86.71,4.0,20,103,0.0031644615810364485,0.015605920925736427,0.9812296628952026,neutral,0.14676434346689823,0.9812296628952026
79,2800531753.jpg#0r1n,A person wearing an orange shirt with a backpack on looking across a segment of lush green trees.,A person is meditating and looking at the peaceful lush green trees.,neutral,-1.45461985942309,0.7961065573770492,73.17,7.0,30,166,0.021226275712251663,0.017530817538499832,0.9612428545951843,neutral,0.2750667408763802,0.9612428545951843
80,3611694228.jpg#3r1n,Two men fight in a ring while spectators look on.,Boxers fight as the crowd screams.,neutral,-0.371163703629936,0.5860655737704918,97.2,5.0,16,84,0.014580178074538708,0.02896837517619133,0.956451416015625,neutral,0.29838619792899657,0.956451416015625
81,8025717431.jpg#3r1c,Girls playing soccer competitively in the grass.,Nobody is playing soccer.,contradiction,-3.45038996410637,0.9641393442622952,48.97,8.0,11,74,6.058594590285793e-05,0.9998408555984497,9.854686504695565e-05,contradiction,0.0023899543227844915,0.9998408555984497
82,2258951972.jpg#4r1n,Two gray dogs running in green grass.,Two gray dogs are running.,entailment,-3.98274862480943,0.9784836065573772,99.23,2.0,12,64,0.9773330688476562,0.0005884454003535211,0.02207847125828266,entailment,0.16010092661213612,0.9773330688476562
83,7671851684.jpg#0r1e,"Five men in red shirts, in a line, on a basketball court, four with hands on their hearts, and same four looking upward.",A team of basketball players are on the court.,entailment,-0.187083774929628,0.5440573770491803,89.08,8.0,32,167,0.7314468026161194,0.0028015710413455963,0.2657516598701477,entailment,0.8618438482362265,0.7314468026161194
84,3208999896.jpg#4r1c,"A bride, a groom, 3 guys, and 3 women.",The unrelated people wander aimlessly.,contradiction,0.206578423229741,0.4528688524590163,64.37,4.0,14,77,0.0004195422225166112,0.9964432120323181,0.003137194085866213,contradiction,0.03591882896352144,0.9964432120323181
85,3381788544.jpg#0r1c,"A group of asian women in sports attire, and one woman in the center is wearing a baseball cap.",Men are playing with a dog,contradiction,-0.622316841093204,0.6413934426229508,84.17,5.0,25,122,3.384758019819856e-05,0.99933260679245,0.0006335597136057913,contradiction,0.00819628541157345,0.99933260679245
86,3070485870.jpg#3r1n,A snowboarder is jumping over a snow slope.,A girl jumps her green snowboard over a slope.,neutral,-0.885338307049123,0.6956967213114754,96.69,6.0,17,90,0.004837268963456154,0.0060802605003118515,0.9890824556350708,neutral,0.09763142672034753,0.9890824556350708
87,4788967880.jpg#0r1n,a group of people on a dock lowering into the water a boat with teal and purple decorations.,The group was getting ready to go fishing on the boat.,neutral,-1.6896493595599,0.8299180327868853,73.68,7.0,29,147,0.006755861919373274,0.013111589476466179,0.9801325798034668,neutral,0.15907034751044563,0.9801325798034668
88,4831683216.jpg#0r1c,A young girl in a bathing suit drinking a beverage in a green bottle.,The girl is drinking milk from a sippy cup.,contradiction,0.52387985779839,0.3811475409836065,85.18,6.0,23,113,0.0035608101170510054,0.0212688148021698,0.9751704335212708,neutral,0.18248599758959588,0.9751704335212708
89,3030015033.jpg#2r1n,Two people are sitting at a table outside of a building.,Two people are sitting eating lunch,neutral,-1.83320293410174,0.8483606557377049,71.31,4.0,17,92,0.006992471404373646,0.004913394805043936,0.98809415102005,neutral,0.10482098167474323,0.98809415102005
