sample_id,sentence_1,sentence_2,pred_label,gold_label,prompt_text,confidence,logprobs,c,n,e
16.0,A girl is holding a camera and making a hand gesture.,A girl holds a camera.,entailment,entailment,"A girl is holding a camera and making a hand gesture.

Can we infer that a girl holds a camera? Answer as yes, no or maybe.

Answer:",0.8021653983676341,"{
  "" Maybe"": -1.6350714,
  "" Yes"": -0.22044046,
  "" maybe"": -8.914572,
  "" yes"": -7.7062883,
  ""Yes"": -6.158759
}",0.00019686874876245763,0.19507286807438265,0.8047302631768549
17.0,A man posing with a antique sewing machine.,He is a sewer.,neutral,neutral,"A man posing with a antique sewing machine.

Can we infer that he is a sewer? Answer as yes, no or maybe.

Answer:",0.9988765608308187,"{
  "" "": -10.761705,
  "" Maybe"": -0.0011240707,
  "" No"": -9.325087,
  "" maybe"": -7.809611,
  ""Maybe"": -7.4453106
}",8.91592019722308e-05,0.9998665513378985,4.4289460129243174e-05
18.0,Five people standing by a gate.,Five fat people standing by a gate.,neutral,neutral,"Five people standing by a gate.

Can we infer that five fat people standing by a gate? Answer as yes, no or maybe.

Answer:",0.5660884731549194,"{
  "" Maybe"": -0.5690049,
  "" No"": -0.83957183,
  "" maybe"": -6.9718094,
  ""Maybe"": -7.876385,
  ""No"": -7.623835
}",0.4323840727080309,0.5674060302337195,0.00020989705824958627
19.0,Man sweeping trash outside a large statue.,A man is on vacation.,neutral,contradiction,"Man sweeping trash outside a large statue.

Can we infer that a man is on vacation? Answer as yes, no or maybe.

Answer:",0.9979489877061107,"{
  "" "": -10.093786,
  "" Maybe"": -0.0020531185,
  "" No"": -6.70312,
  "" maybe"": -8.226878,
  ""Maybe"": -7.6103134
}",0.0012270774424056712,0.9987116740650155,6.124849257882481e-05
20.0,A man wearing an orange suit with his face painted white is holding a guitar above his shoulder.,There is one man in this picture.,entailment,entailment,"A man wearing an orange suit with his face painted white is holding a guitar above his shoulder.

Can we infer that there is one man in this picture? Answer as yes, no or maybe.

Answer:",0.9952880376906945,"{
  "" Maybe"": -8.917103,
  "" YES"": -9.750667,
  "" Yes"": -0.0047230986,
  "" yes"": -7.5008626,
  ""Yes"": -5.541346
}",4.577764023372399e-05,0.00013407610117527251,0.9998201462585911
21.0,Two men and a woman are inspecting the front tire of a bicycle.,There are a group of people near a bike.,neutral,entailment,"Two men and a woman are inspecting the front tire of a bicycle.

Can we infer that there are a group of people near a bike? Answer as yes, no or maybe.

Answer:",0.9977958636837521,"{
  "" Maybe"": -0.002206569,
  "" No"": -6.510399,
  "" Yes"": -9.25528,
  "" maybe"": -8.279204,
  ""Maybe"": -7.9747868
}",0.0014878859381179024,0.9983936310235046,9.560551990325363e-05
22.0,This path leads up to the apple market entrance.,This road goes up to apple market entrance,neutral,entailment,"This path leads up to the apple market entrance.

Can we infer that this road goes up to apple market entrance? Answer as yes, no or maybe.

Answer:",0.783501603971921,"{
  "" Maybe"": -0.24398217,
  "" Yes"": -1.5348432,
  "" maybe"": -8.4171505,
  ""Maybe"": -8.85478,
  ""Yes"": -7.5830994
}",0.00013619589080438033,0.7838653455989917,0.2159984585102039
23.0,A single runner is watched by onlookers in a race.,A man is running in a race.,neutral,entailment,"A single runner is watched by onlookers in a race.

Can we infer that a man is running in a race? Answer as yes, no or maybe.

Answer:",0.9995261294521304,"{
  "" "": -11.1414795,
  "" Maybe"": -0.00047398286,
  "" No"": -11.303228,
  "" maybe"": -8.482581,
  ""Maybe"": -8.389714
}",1.2333048855801517e-05,0.9999603653310711,2.7301620073028054e-05
24.0,Two rodeo clowns are on the dirt.,Two circus clowns were riding bicycles.,contradiction,contradiction,"Two rodeo clowns are on the dirt.

Can we infer that two circus clowns were riding bicycles? Answer as yes, no or maybe.

Answer:",0.7250593249194819,"{
  "" Maybe"": -1.2990962,
  "" No"": -0.3215018,
  "" maybe"": -7.0526457,
  ""Maybe"": -8.204621,
  ""No"": -7.0613832
}",0.7259169159727432,0.273916723021808,0.00016636100544875632
25.0,A boy does a skateboarding trick in the air while holding the board with his left hand.,A sad boy does a skateboarding trick in the air while holding the board with his left hand.,neutral,neutral,"A boy does a skateboarding trick in the air while holding the board with his left hand.

Can we infer that a sad boy does a skateboarding trick in the air while holding the board with his left hand? Answer as yes, no or maybe.

Answer:",0.8710516188444176,"{
  "" Maybe"": -0.13805404,
  "" No"": -2.0677605,
  "" maybe"": -6.957582,
  ""Maybe"": -6.9892364,
  ""No"": -7.983238
}",0.12680982447655328,0.8729247632226598,0.0002654123007869158
26.0,A young boy in a beige jacket laughs as he reaches for a teal balloon.,The boy plays with the balloon.,neutral,entailment,"A young boy in a beige jacket laughs as he reaches for a teal balloon.

Can we infer that the boy plays with the balloon? Answer as yes, no or maybe.

Answer:",0.9988273260201445,"{
  "" "": -10.71987,
  "" Maybe"": -0.0011733621,
  "" Yes"": -10.233887,
  "" maybe"": -7.6224008,
  ""Maybe"": -7.4272923
}",5.2580735857232774e-05,0.9999114874332169,3.593183092586849e-05
27.0,A scene of snow and water.,a snow and water scene at sunset,neutral,neutral,"A scene of snow and water.

Can we infer that a snow and water scene at sunset? Answer as yes, no or maybe.

Answer:",0.9981720879698347,"{
  "" "": -10.285309,
  "" Maybe"": -0.0018295847,
  "" maybe"": -7.183168,
  ""Maybe"": -6.900629,
  ""maybe"": -11.283563
}",2.446181183191065e-05,0.9999510763763362,1.2230905915955326e-05
28.0,"A group of people are gathered in a crowd, some of which are holding spears.",A crowd of people are holding swords,neutral,contradiction,"A group of people are gathered in a crowd, some of which are holding spears.

Can we infer that a crowd of people are holding swords? Answer as yes, no or maybe.

Answer:",0.9697847852286466,"{
  "" Maybe"": -0.030681103,
  "" No"": -3.565414,
  "" maybe"": -6.62877,
  ""Maybe"": -7.5890036,
  ""No"": -9.929954
}",0.028333966992829612,0.9716125580806036,5.3474926566710046e-05
29.0,A man prepares food in a shanty kitchen.,A man is fixing a meal.,neutral,entailment,"A man prepares food in a shanty kitchen.

Can we infer that a man is fixing a meal? Answer as yes, no or maybe.

Answer:",0.9340897904393192,"{
  "" Maybe"": -0.06818271,
  "" Yes"": -2.7368436,
  "" maybe"": -8.326686,
  ""Maybe"": -7.8958535,
  ""Yes"": -7.840039
}",0.00012782051034510022,0.9347040470743081,0.06516813241534683
30.0,There are two people sweeping a sidewalk in this picture.,The man is clearing leaves from the sidewalk.,neutral,neutral,"There are two people sweeping a sidewalk in this picture.

Can we infer that the man is clearing leaves from the sidewalk? Answer as yes, no or maybe.

Answer:",0.9993454088383356,"{
  ""\n"": -11.641324,
  "" "": -11.802286,
  "" Maybe"": -0.0006548055,
  "" maybe"": -8.460913,
  ""Maybe"": -7.781906
}",1.2898074223000044e-05,0.999974203851554,6.449037111500022e-06
31.0,The dogs ran around the dirt racetrack.,Dogs are humping each other.,contradiction,contradiction,"The dogs ran around the dirt racetrack.

Can we infer that dogs are humping each other? Answer as yes, no or maybe.

Answer:",0.9431221474850486,"{
  "" Maybe"": -2.906368,
  "" No"": -0.058559474,
  "" maybe"": -8.427603,
  ""Maybe"": -9.742346,
  ""No"": -6.3278217
}",0.9449080672892479,0.05495143321941799,0.00014049949133410067
32.0,"A man is sitting in front of a harpsichord, and a woman is preparing to sing.",a boy covers his ears,neutral,contradiction,"A man is sitting in front of a harpsichord, and a woman is preparing to sing.

Can we infer that a boy covers his ears? Answer as yes, no or maybe.

Answer:",0.9977472851791173,"{
  ""\n"": -9.595594,
  "" Maybe"": -0.002255256,
  "" No"": -7.6621785,
  "" maybe"": -7.221482,
  ""Maybe"": -6.986174
}",0.0004702817851696834,0.9994025810756255,0.00012713713920475822
33.0,Two people dressed in red and white wait at the horse track with a horse.,The people at the track are outdoors.,neutral,entailment,"Two people dressed in red and white wait at the horse track with a horse.

Can we infer that the people at the track are outdoors? Answer as yes, no or maybe.

Answer:",0.9995574847887501,"{
  ""\n"": -12.118306,
  "" "": -12.2232485,
  "" Maybe"": -0.00044261315,
  "" maybe"": -8.708836,
  ""Maybe"": -8.259115
}",9.253431380751298e-06,0.9999814931372385,4.6267156903478934e-06
34.0,A person is standing next to a wooden fence with flowering trees nearby.,The bare tree branches rattle in the wind.,neutral,contradiction,"A person is standing next to a wooden fence with flowering trees nearby.

Can we infer that the bare tree branches rattle in the wind? Answer as yes, no or maybe.

Answer:",0.9991407868352049,"{
  ""\n"": -11.663297,
  "" "": -11.273122,
  "" Maybe"": -0.0008595825,
  "" maybe"": -8.518537,
  ""Maybe"": -7.3704596
}",1.495149390701167e-05,0.999970097012186,7.47574695347808e-06
35.0,An old woman in a cowboy hat smokes a cigarette.,The old lady is ten feet tall.,contradiction,contradiction,"An old woman in a cowboy hat smokes a cigarette.

Can we infer that the old lady is ten feet tall? Answer as yes, no or maybe.

Answer:",0.9831517661092122,"{
  "" "": -9.743206,
  "" Maybe"": -4.2246733,
  "" No"": -0.01699178,
  "" maybe"": -10.056363,
  ""No"": -6.192994
}",0.9851954648593874,0.014673025417566017,0.0001315097230466522
36.0,Two soccer players are playing soccer.,Two people play a game.,entailment,entailment,"Two soccer players are playing soccer.

Can we infer that two people play a game? Answer as yes, no or maybe.

Answer:",0.9946865043240055,"{
  "" Maybe"": -6.310068,
  "" YES"": -9.500549,
  "" Yes"": -0.0053276625,
  "" yes"": -8.047022,
  ""Yes"": -5.7826333
}",2.012909339288438e-05,0.0018179096171532033,0.9981619612894539
37.0,A wielder works on wielding a beam into place while other workers set beams.,The wielder is working on a building.,neutral,neutral,"A wielder works on wielding a beam into place while other workers set beams.

Can we infer that the wielder is working on a building? Answer as yes, no or maybe.

Answer:",0.9993875519229337,"{
  "" "": -11.499862,
  "" Maybe"": -0.0006126357,
  "" maybe"": -8.09094,
  ""Maybe"": -8.164747,
  ""maybe"": -12.099999
}",8.039119181457721e-06,0.9999839217616371,4.019559590728861e-06
38.0,A man is popping balloons inside a cubicle using a handmade tool.,A man is popping balloons inside a cubicle using a handmade knife.,neutral,neutral,"A man is popping balloons inside a cubicle using a handmade tool.

Can we infer that a man is popping balloons inside a cubicle using a handmade knife? Answer as yes, no or maybe.

Answer:",0.9972349795302498,"{
  "" "": -10.646228,
  "" Maybe"": -0.0027688502,
  "" No"": -6.3035,
  "" maybe"": -7.8078756,
  ""Maybe"": -7.67785
}",0.0018298889445656113,0.9981044694873771,6.564156805732857e-05
39.0,a man wearing a gray shirt waving in the middle of a plant nursery,The man does not have a way to get home.,neutral,neutral,"a man wearing a gray shirt waving in the middle of a plant nursery

Can we infer that the man does not have a way to get home? Answer as yes, no or maybe.

Answer:",0.9984999159525313,"{
  "" "": -10.2335,
  "" Maybe"": -0.0015012103,
  "" No"": -9.172817,
  "" maybe"": -7.231859,
  ""Maybe"": -7.391444
}",0.00010382362624314568,0.9998395962596703,5.6580114086490774e-05
40.0,People were watching the tournament in the stadium.,The people are sitting outside on the grass.,neutral,contradiction,"People were watching the tournament in the stadium.

Can we infer that the people are sitting outside on the grass? Answer as yes, no or maybe.

Answer:",0.9982933852259749,"{
  "" Maybe"": -0.0017080727,
  "" No"": -10.076711,
  "" maybe"": -7.1595488,
  ""Maybe"": -7.085501,
  ""maybe"": -10.7830305
}",4.204748428873691e-05,0.9999286943593614,2.925815634990947e-05
41.0,Two soccer players on the field running into each other.,There are two people colliding and falling.,neutral,neutral,"Two soccer players on the field running into each other.

Can we infer that there are two people colliding and falling? Answer as yes, no or maybe.

Answer:",0.9611788106947328,"{
  "" Maybe"": -0.03959482,
  "" Yes"": -3.2794228,
  "" maybe"": -7.8371315,
  ""Maybe"": -7.7323914,
  ""Yes"": -8.353407
}",0.00010242032556206926,0.962012005082177,0.03788557459226093
42.0,Nine men wearing tuxedos sing.,Nine woman wearing dresses sing.,neutral,contradiction,"Nine men wearing tuxedos sing.

Can we infer that nine woman wearing dresses sing? Answer as yes, no or maybe.

Answer:",0.9944320498153127,"{
  "" "": -11.01454,
  "" Maybe"": -0.005583509,
  "" No"": -5.46435,
  "" maybe"": -7.0948815,
  ""Maybe"": -7.680542
}",0.004235092962989143,0.9957231134413025,4.179359570832819e-05
43.0,A man and woman walking away from a crowded street fair.,There are a group of men walking together.,neutral,contradiction,"A man and woman walking away from a crowded street fair.

Can we infer that there are a group of men walking together? Answer as yes, no or maybe.

Answer:",0.9989462978344064,"{
  "" Maybe"": -0.0010542577,
  "" No"": -9.925258,
  "" maybe"": -8.007356,
  ""Maybe"": -7.335585,
  ""maybe"": -11.747617
}",4.892324091769781e-05,0.999939132414609,1.194434447338022e-05
44.0,"A man on stilts in a purple, yellow and white costume.",A man is performing on stilts.,neutral,entailment,"A man on stilts in a purple, yellow and white costume.

Can we infer that a man is performing on stilts? Answer as yes, no or maybe.

Answer:",0.9645088190775819,"{
  "" Maybe"": -0.036136303,
  "" Yes"": -3.375217,
  "" maybe"": -7.705795,
  ""Maybe"": -7.73237,
  ""Yes"": -8.506813
}",0.00018978578048678418,0.9653974335834314,0.034412780636081816
45.0,A young woman with glasses sits at the end of a row of seats and speaks into a microphone.,A young woman wearing glasses,entailment,entailment,"A young woman with glasses sits at the end of a row of seats and speaks into a microphone.

Can we infer that a young woman wearing glasses? Answer as yes, no or maybe.

Answer:",0.9952891112089509,"{
  "" Maybe"": -6.086484,
  "" YES"": -9.500649,
  "" Yes"": -0.00472202,
  "" yes"": -7.6738615,
  ""Yes"": -6.280904
}",2.617015371553233e-05,0.0022733881117669814,0.9977004417345174
46.0,Two friends walk down the street with a stuffed animal.,Two friends are walking on the sidewalk.,neutral,entailment,"Two friends walk down the street with a stuffed animal.

Can we infer that two friends are walking on the sidewalk? Answer as yes, no or maybe.

Answer:",0.9994585386731211,"{
  ""\n"": -12.1763315,
  "" Maybe"": -0.00054160797,
  "" Yes"": -11.491942,
  "" maybe"": -8.307216,
  ""Maybe"": -8.228888
}",1.768640735000382e-05,0.9999721015409916,1.0212051658401055e-05
47.0,Two men and one woman are dressed in costume hats.,the people are swingers,neutral,neutral,"Two men and one woman are dressed in costume hats.

Can we infer that the people are swingers? Answer as yes, no or maybe.

Answer:",0.8765925235082291,"{
  "" Maybe"": -0.13171302,
  "" No"": -2.1034155,
  "" maybe"": -7.8628607,
  ""Maybe"": -7.455687,
  ""No"": -8.439982
}",0.12225494581532387,0.8775554394260623,0.00018961475861378752
48.0,People judge a gray and white dog in a show.,A dog is being judged for first place in a show.,neutral,neutral,"People judge a gray and white dog in a show.

Can we infer that a dog is being judged for first place in a show? Answer as yes, no or maybe.

Answer:",0.9992660184963021,"{
  "" "": -11.1208105,
  "" Maybe"": -0.000734251,
  "" No"": -9.51605,
  "" maybe"": -8.814307,
  ""Maybe"": -7.633842
}",7.366004765415758e-05,0.9998984089159274,2.7931036418404886e-05
49.0,Eight people are sitting on a long boat on a sunny day.,Morning ride on boat,neutral,neutral,"Eight people are sitting on a long boat on a sunny day.

Can we infer that morning ride on boat? Answer as yes, no or maybe.

Answer:",0.9995106970477531,"{
  "" "": -11.338239,
  "" Maybe"": -0.0004894227,
  "" maybe"": -8.782685,
  ""Maybe"": -8.066287,
  ""maybe"": -12.229243
}",8.552461587763016e-06,0.9999828950768245,4.276230793909264e-06
50.0,A picture of two little boys holding books.,A picture of children with books.,neutral,entailment,"A picture of two little boys holding books.

Can we infer that a picture of children with books? Answer as yes, no or maybe.

Answer:",0.9342785049783561,"{
  "" Maybe"": -0.0679807,
  "" Yes"": -2.738282,
  "" maybe"": -7.851593,
  ""Maybe"": -8.122946,
  ""Yes"": -8.174204
}",7.250520279167283e-05,0.9349642899968419,0.06496320480036638
51.0,"A woman in her early fifties walks by herself in the subway, another woman is not far behind.",back in the fifties a woman could walk by herself in the subway.,neutral,contradiction,"A woman in her early fifties walks by herself in the subway, another woman is not far behind.

Can we infer that back in the fifties a woman could walk by herself in the subway? Answer as yes, no or maybe.

Answer:",0.9968160756716987,"{
  "" Maybe"": -0.0031890038,
  "" No"": -6.117197,
  "" Yes"": -8.132873,
  "" maybe"": -8.087708,
  ""Maybe"": -8.054312
}",0.0022046268796061946,0.9974410978557873,0.00029372312090344786
52.0,"A man is standing in what appears to be a parking lot and shaving his face, while his dog looks at the ground near his feet.",A women is walking with a man,neutral,contradiction,"A man is standing in what appears to be a parking lot and shaving his face, while his dog looks at the ground near his feet.

Can we infer that a women is walking with a man? Answer as yes, no or maybe.

Answer:",0.9396629066319769,"{
  "" Maybe"": -0.062234078,
  "" No"": -2.8364515,
  "" maybe"": -7.1904,
  ""Maybe"": -7.2256517,
  ""No"": -8.8749
}",0.058773213332792784,0.9411443723338154,8.241433339173376e-05
53.0,A white dog with a life vest accompanies a man in a boat.,man eats carrot,contradiction,contradiction,"A white dog with a life vest accompanies a man in a boat.

Can we infer that man eats carrot? Answer as yes, no or maybe.

Answer:",0.5433686749742275,"{
  "" Maybe"": -0.7901602,
  "" No"": -0.60996723,
  "" maybe"": -6.726176,
  ""Maybe"": -7.6702867,
  ""No"": -7.0194745
}",0.5442629702958095,0.4554376888302644,0.00029934087392602393
54.0,A young girl in a pink shirt sitting on a dock viewing a body of water.,An old woman viewing a body of water.,neutral,contradiction,"A young girl in a pink shirt sitting on a dock viewing a body of water.

Can we infer that an old woman viewing a body of water? Answer as yes, no or maybe.

Answer:",0.9819674832067464,"{
  "" "": -9.590434,
  "" Maybe"": -0.018197084,
  "" No"": -4.24903,
  "" maybe"": -5.8233,
  ""Maybe"": -7.303944
}",0.014278076928670112,0.9855981910928125,0.00012373197851733853
55.0,A bunch of happy children having fun swimming and one boy is showing off his talent with a back flip.,Kids are having fun,entailment,entailment,"A bunch of happy children having fun swimming and one boy is showing off his talent with a back flip.

Can we infer that kids are having fun? Answer as yes, no or maybe.

Answer:",0.9943267874949766,"{
  "" Maybe"": -7.8679075,
  "" YES"": -8.816403,
  "" Yes"": -0.0056893663,
  "" yes"": -7.2829714,
  ""Yes"": -5.41979
}",2.6879927476741727e-05,0.0003828346060661024,0.9995902854664571
56.0,"Two cyclists, in yellow, are competing in a race.",A Mustang and a Corvette are competing in a drag race.,contradiction,contradiction,"Two cyclists, in yellow, are competing in a race.

Can we infer that a Mustang and a Corvette are competing in a drag race? Answer as yes, no or maybe.

Answer:",0.8873465837104634,"{
  "" Maybe"": -2.1959069,
  "" No"": -0.119519636,
  "" maybe"": -7.8752947,
  ""Maybe"": -9.117007,
  ""No"": -7.1071844
}",0.888165781993159,0.11174741592234358,8.680208449740601e-05
57.0,The backside of a woman leaning against the guard rail of a passenger boat looking out at the open ocean.,The woman is driving her car on the highway.,contradiction,contradiction,"The backside of a woman leaning against the guard rail of a passenger boat looking out at the open ocean.

Can we infer that the woman is driving her car on the highway? Answer as yes, no or maybe.

Answer:",0.980822537866172,"{
  "" "": -10.581228,
  "" Maybe"": -4.0055428,
  "" No"": -0.019363735,
  "" maybe"": -9.744583,
  ""No"": -7.087335
}",0.9816581591978766,0.018273011101476788,6.882970064658878e-05
58.0,A police vehicle in an urban area.,A cop car in a suburban area,neutral,contradiction,"A police vehicle in an urban area.

Can we infer that a cop car in a suburban area? Answer as yes, no or maybe.

Answer:",0.9990965600778102,"{
  "" "": -10.9326935,
  "" Maybe"": -0.00090384827,
  "" No"": -10.075777,
  "" maybe"": -7.704845,
  ""Maybe"": -7.892907
}",4.20867749849614e-05,0.9999205811919162,3.733203309885802e-05
59.0,6 men in work jumpsuits and 1 man in an orange jumpsuit are walking next to green and red loading docks.,All 7 men are best friends.,contradiction,neutral,"6 men in work jumpsuits and 1 man in an orange jumpsuit are walking next to green and red loading docks.

Can we infer that all 7 men are best friends? Answer as yes, no or maybe.

Answer:",0.716967576833384,"{
  "" Maybe"": -1.2775203,
  "" No"": -0.33272466,
  "" maybe"": -6.650294,
  ""Maybe"": -7.9092164,
  ""No"": -6.084172
}",0.7192462270991714,0.28038858910375697,0.0003651837970716221
60.0,This man is walking past a wall that has art on it.,A man walks past a wall mural.,neutral,entailment,"This man is walking past a wall that has art on it.

Can we infer that a man walks past a wall mural? Answer as yes, no or maybe.

Answer:",0.9994186045758561,"{
  "" "": -11.188405,
  "" Maybe"": -0.0005815645,
  "" Yes"": -10.594159,
  "" maybe"": -8.701356,
  ""Maybe"": -7.936565
}",3.2541228976668e-05,0.9999423968010169,2.5061970006347197e-05
