snli_id,sentence_1,sentence_2,label,item_difficulty,average_accuracy,flesch_score_textstat,mean_grade_level_textstat,number_of_words,number_of_characters,e,c,n,pred_conf,gold_conf,entropy,pred_label
75204250.jpg#2r1n,A man posing with a antique sewing machine.,He is a sewer.,neutral,-1.88410835880238,0.854508196721311,90.77,2,12,58,0.0103946337054724,0.172612221839863,0.816993144454664,0.816993144454664,0.172612221839863,0.744185884243222,neutral
2916012955.jpg#4r1n,Five people standing by a gate.,Five fat people standing by a gate.,neutral,-2.07720861227919,0.876024590163934,90.26,3,13,67,0.00125727810124372,0.00155145926380358,0.997191262634953,0.997191262634953,0.00155145926380358,0.0306393977329688,neutral
2496713113.jpg#3r1c,Man sweeping trash outside a large statue.,A man is on vacation.,contradiction,0.0384307516550445,0.491803278688525,82.31,3,12,64,0.00109188579776938,0.0249569367771281,0.973951177425102,0.973951177425102,0.0249569367771281,0.180710856719444,neutral
4351734575.jpg#0r1e,A man wearing an orange suit with his face painted white is holding a guitar above his shoulder.,There is one man in this picture.,entailment,0.763229378915494,0.329918032786885,84.17,5,25,130,0.987425558480607,0.00047899820265014,0.0120954433167425,0.987425558480607,0.987425558480607,0.100349417495751,entailment
7067778185.jpg#2r1e,Two men and a woman are inspecting the front tire of a bicycle.,There are a group of people near a bike.,entailment,-1.93676687534496,0.860655737704918,85.69,6,22,104,0.980718532558654,0.000508353270290325,0.018773114171056,0.980718532558654,0.980718532558654,0.140777041872754,entailment
4923755473.jpg#1r1n,This path leads up to the apple market entrance.,This road goes up to apple market entrance,entailment,-1.1234469428653,0.74077868852459,79.77,4,17,91,0.798133348795677,0.0478981985747622,0.153968452629561,0.798133348795677,0.798133348795677,0.885217611762978,entailment
956164675.jpg#2r1e,A single runner is watched by onlookers in a race.,A man is running in a race.,entailment,-0.523092234344364,0.619877049180328,88.23,6,17,78,0.308255049214848,0.00647406846688331,0.685270882318269,0.685270882318269,0.00647406846688331,0.944076686795055,neutral
3590653633.jpg#4r1c,Two rodeo clowns are on the dirt.,Two circus clowns were riding bicycles.,contradiction,0.622663278953605,0.359631147540984,90.26,3,13,73,0.000413912831245209,0.989388272660764,0.0101978145079911,0.989388272660764,0.0101978145079911,0.0873443022045825,contradiction
3469609037.jpg#1r1n,A boy does a skateboarding trick in the air while holding the board with his left hand.,A sad boy does a skateboarding trick in the air while holding the board with his left hand.,neutral,-1.62233102085706,0.820696721311475,87.55,6,35,179,0.00146831596525271,0.000894887886325534,0.997636796148422,0.997636796148422,0.000894887886325534,0.0262862249570883,neutral
87938334.jpg#1r1e,A young boy in a beige jacket laughs as he reaches for a teal balloon.,The boy plays with the balloon.,entailment,-0.704480583986331,0.658811475409836,94.66,3,21,102,0.675451488942305,0.0183073849742336,0.306241126083461,0.675451488942305,0.675451488942305,1.01084987500834,entailment
3309042087.jpg#4r1n,A scene of snow and water.,a snow and water scene at sunset,neutral,-1.46801469540934,0.798155737704918,98.72,0,13,59,0.00254229646648092,0.000975119737386112,0.996482583796133,0.996482583796133,0.000975119737386112,0.0367326119044181,neutral
7060264119.jpg#2r1c,"A group of people are gathered in a crowd, some of which are holding spears.",A crowd of people are holding swords,contradiction,0.0516687497760844,0.488729508196721,94.15,5,22,113,0.0011377867346187,0.993729965146524,0.00513224811885722,0.993729965146524,0.00513224811885722,0.0591812486926423,contradiction
3386694897.jpg#3r1e,A man prepares food in a shanty kitchen.,A man is fixing a meal.,entailment,-2.18969460684385,0.887295081967213,98.21,0,14,64,0.960612997000153,0.00101092978196864,0.038376073217878,0.960612997000153,0.960612997000153,0.246255829023012,entailment
4291704682.jpg#3r1n,There are two people sweeping a sidewalk in this picture.,The man is clearing leaves from the sidewalk.,neutral,-0.985463268499332,0.715163934426229,87.72,4,18,103,0.0142330019773058,0.752788670695856,0.232978327326839,0.752788670695856,0.232978327326839,0.885376945237233,contradiction
2178095150.jpg#2r1c,The dogs ran around the dirt racetrack.,Dogs are humping each other.,contradiction,-0.900907428898312,0.698770491803279,90.77,2,12,68,0.00587639257654444,0.119482094600391,0.874641512823065,0.874641512823065,0.119482094600391,0.578790138632986,neutral
3543378438.jpg#1r1c,"A man is sitting in front of a harpsichord, and a woman is preparing to sing.",a boy covers his ears,contradiction,1.39643765267491,0.213114754098361,86.2,4,21,99,0.000154841366184144,0.999171150807776,0.000674007826040161,0.999171150807776,0.000674007826040161,0.010255732679751,contradiction
2858757067.jpg#3r1e,Two people dressed in red and white wait at the horse track with a horse.,The people at the track are outdoors.,entailment,0.264525073991547,0.439549180327869,102.61,5,22,111,0.855147039910246,0.00175248614087243,0.143100473948882,0.855147039910246,0.855147039910246,0.610483121363614,entailment
4573386995.jpg#1r1c,A person is standing next to a wooden fence with flowering trees nearby.,The bare tree branches rattle in the wind.,contradiction,-0.0674811522588409,0.516393442622951,77.74,5,21,115,0.000460299040417024,0.987114100427966,0.0124256005316172,0.987114100427966,0.0124256005316172,0.102233376941888,contradiction
4829253619.jpg#4r1c,An old woman in a cowboy hat smokes a cigarette.,The old lady is ten feet tall.,contradiction,0.81807490871417,0.318647540983606,88.23,4,17,79,0.0186417905180734,0.440194973651792,0.541163235830135,0.541163235830135,0.440194973651792,1.10759653654103,neutral
3163477256.jpg#4r1n,Two soccer players are playing soccer.,Two people play a game.,entailment,-2.89137864966534,0.939549180327869,74.35,4,11,62,0.963685314314221,0.000946726187652496,0.0353679594981265,0.963685314314221,0.963685314314221,0.231461195460654,entailment
31648340.jpg#1r1n,A wielder works on wielding a beam into place while other workers set beams.,The wielder is working on a building.,neutral,-0.0012751313475036,0.501024590163934,77.74,5,21,114,0.78995088747597,0.00214954018580381,0.207899572338227,0.78995088747597,0.78995088747597,0.758871468250924,entailment
2965189317.jpg#2r1n,A man is popping balloons inside a cubicle using a handmade tool.,A man is popping balloons inside a cubicle using a handmade knife.,neutral,-0.560624190550773,0.628073770491803,59.3,8,24,132,0.225342288709622,0.0113235527420176,0.76333415854836,0.76333415854836,0.0113235527420176,0.855049722829416,neutral
3600403707.jpg#2r1c,a man wearing a gray shirt waving in the middle of a plant nursery,The man does not have a way to get home.,neutral,-1.57888802055219,0.814549180327869,80.96,8,24,107,0.00979241252230275,0.177759895363343,0.812447692114354,0.812447692114354,0.177759895363343,0.751785600547999,neutral
430292291.jpg#2r1c,People were watching the tournament in the stadium.,The people are sitting outside on the grass.,contradiction,0.408824906704733,0.406762295081967,63.36,7,16,96,0.00219000092227646,0.98807199498147,0.00973800409625342,0.98807199498147,0.00973800409625342,0.101524651291295,contradiction
2983889345.jpg#4r1n,Two soccer players on the field running into each other.,There are two people colliding and falling.,neutral,0.413382406226253,0.405737704918033,71.31,6,17,100,0.257350236100893,0.00125328276073029,0.741396481138377,0.741396481138377,0.00125328276073029,0.836071808161296,neutral
2760167.jpg#4r1c,Nine men wearing tuxedos sing.,Nine woman wearing dresses sing.,contradiction,0.0560820192002633,0.487704918032787,74.86,2,10,63,0.000112414837278186,0.999734221322118,0.000153363840603549,0.999734221322118,0.000153363840603549,0.0038013788702219,contradiction
4676792744.jpg#2r1c,A man and woman walking away from a crowded street fair.,There are a group of men walking together.,contradiction,-0.178193431683451,0.542008196721311,87.21,4,19,99,0.00028924544684629,0.998077722965512,0.00163303158764173,0.998077722965512,0.00163303158764173,0.021289778146785,contradiction
168728234.jpg#2r1n,"A man on stilts in a purple, yellow and white costume.",A man is performing on stilts.,entailment,-1.11777276144397,0.739754098360656,88.23,4,17,85,0.23326332210878,0.00113257547416893,0.765604102417051,0.765604102417051,0.00113257547416893,0.795939112343259,neutral
2970162432.jpg#0r1e,A young woman with glasses sits at the end of a row of seats and speaks into a microphone.,A young woman wearing glasses,entailment,-1.96380355838005,0.863729508196721,84.68,6,24,120,0.946422729947762,0.00173067882222849,0.05184659123001,0.946422729947762,0.946422729947762,0.312429604368051,entailment
218854747.jpg#3r1n,Two friends walk down the street with a stuffed animal.,Two friends are walking on the sidewalk.,entailment,0.622663278953605,0.359631147540984,96.69,5,17,96,0.323536432396105,0.0551881577574986,0.621275409846397,0.621275409846397,0.0551881577574986,1.18400285563093,neutral
2979997455.jpg#0r1n,Two men and one woman are dressed in costume hats.,the people are swingers,neutral,-1.7282607601362,0.835040983606557,98.21,3,14,74,0.00448125812493816,0.205692815603534,0.789825926271528,0.789825926271528,0.205692815603534,0.773088884924877,neutral
4360937435.jpg#3r1n,People judge a gray and white dog in a show.,A dog is being judged for first place in a show.,neutral,-0.155993395303353,0.536885245901639,103.12,1,21,93,0.00174034901607232,0.000860229843893223,0.997399421140034,0.997399421140034,0.000860229843893223,0.0284594200692673,neutral
2959165388.jpg#4r1e,Eight people are sitting on a long boat on a sunny day.,Morning ride on boat,neutral,-1.48150739238539,0.800204918032787,88.74,3,16,76,0.095391864661972,0.00944965846663605,0.895158476871392,0.895158476871392,0.00944965846663605,0.529964227792728,neutral
4910374312.jpg#4r1e,A picture of two little boys holding books.,A picture of children with books.,entailment,-3.57789458369205,0.968237704918033,81.29,4,14,77,0.983341454493439,0.000437524755115646,0.0162210207514458,0.983341454493439,0.983341454493439,0.125164007185321,entailment
4520820052.jpg#1r1c,"A woman in her early fifties walks by herself in the subway, another woman is not far behind.",back in the fifties a woman could walk by herself in the subway.,contradiction,1.27196847630062,0.233606557377049,72.66,6,31,158,0.919464490693713,0.00373189411447126,0.0768036151918153,0.919464490693713,0.919464490693713,0.425858985206674,entailment
3574847368.jpg#0r1c,"A man is standing in what appears to be a parking lot and shaving his face, while his dog looks at the ground near his feet.",A women is walking with a man,contradiction,-0.312349806842799,0.572745901639344,88.57,7,33,154,0.00227489155880576,0.942601953696052,0.0551231547451419,0.942601953696052,0.0551231547451419,0.33083887785853,contradiction
408627152.jpg#3r1c,A white dog with a life vest accompanies a man in a boat.,man eats carrot,contradiction,0.570644860260245,0.370901639344262,88.74,6,16,73,0.000108625619114042,0.999650557056595,0.000240817324290556,0.999650557056595,0.000240817324290556,0.00482904107911773,contradiction
3873342570.jpg#2r1c,A young girl in a pink shirt sitting on a dock viewing a body of water.,An old woman viewing a body of water.,contradiction,-0.880167433535095,0.694672131147541,84.68,5,24,109,0.000136289279572569,0.999584257227656,0.000279453492771142,0.999584257227656,0.000279453492771142,0.00564873906378157,contradiction
5975778602.jpg#1r1e,A bunch of happy children having fun swimming and one boy is showing off his talent with a back flip.,Kids are having fun,entailment,-2.98760413222505,0.944672131147541,84.68,5,24,121,0.971894755315145,0.000779524976587506,0.0273257197082677,0.971894755315145,0.971894755315145,0.18993954115751,entailment
6156372684.jpg#1r1c,"Two cyclists, in yellow, are competing in a race.",A Mustang and a Corvette are competing in a drag race.,contradiction,-0.854450581047999,0.689549180327869,78.25,5,20,104,0.000111980931246564,0.999735944637668,0.000152074431084933,0.999735944637668,0.000152074431084933,0.00377934032537148,contradiction
339800370.jpg#0r1c,The backside of a woman leaning against the guard rail of a passenger boat looking out at the open ocean.,The woman is driving her car on the highway.,contradiction,-1.94572484912156,0.861680327868852,82.14,6,29,150,0.000110932779297782,0.999734761175086,0.000154306045615819,0.999734761175086,0.000154306045615819,0.00379385626038638,contradiction
152979089.jpg#4r1c,A police vehicle in an urban area.,A cop car in a suburban area,contradiction,-0.499787915845116,0.614754098360656,81.29,4,14,63,0.000251470249562076,0.998343854426635,0.00140467532380333,0.998343854426635,0.00140467532380333,0.0187043126658029,contradiction
2849864963.jpg#0r1n,6 men in work jumpsuits and 1 man in an orange jumpsuit are walking next to green and red loading docks.,All 7 men are best friends.,neutral,-2.65694733849449,0.925204918032787,91.61,4,27,132,0.00190049863122857,0.182304535958437,0.815794965410334,0.815794965410334,0.182304535958437,0.70445883465602,neutral
4758348295.jpg#2r1e,This man is walking past a wall that has art on it.,A man walks past a wall mural.,entailment,-0.366621650232289,0.585040983606557,104.13,0,19,82,0.108411450126927,0.00104837392363943,0.890540175949434,0.890540175949434,0.00104837392363943,0.506820193803379,neutral
3655773435.jpg#0r1n,A black dog has just jumped into a swimming pool.,A dog jumped into a pool to cool off.,neutral,-0.758668173306616,0.670081967213115,95.67,4,19,87,0.0435403523622567,0.000475156715031605,0.955984490922712,0.955984490922712,0.000475156715031605,0.264195715843858,neutral
3933863527.jpg#3r1c,A ballerina in a black dress and tights dances in front of a concrete wall.,a man dancing,contradiction,0.011959754254919,0.497950819672131,87.72,4,18,89,0.078735479209961,0.830693643592206,0.0905708771978327,0.830693643592206,0.0905708771978327,0.82482461160089,contradiction
6659698.jpg#3r1e,there is a lady standing and six people laying on a gym floor.,There are seven people in the gym.,entailment,-1.43470648885698,0.793032786885246,86.71,4,20,97,0.963695034082212,0.00691254139696166,0.029392424520826,0.963695034082212,0.963695034082212,0.250583586593787,entailment
2908391335.jpg#4r1e,A couple is back to back in formal attire.,Two people are facing away from each other.,entailment,-2.10700785310403,0.879098360655738,79.77,4,17,86,0.93248306657664,0.0155981195576363,0.0519188138657242,0.93248306657664,0.93248306657664,0.40923757704371,entailment
3427852996.jpg#4r1e,A biker pops a wheelie along side the colorful wall.,A person is riding a bike near a wall.,entailment,-2.70352518053176,0.92827868852459,87.21,4,19,91,0.96737084488955,0.000812773198431438,0.0318163819120188,0.96737084488955,0.96737084488955,0.212897872621423,entailment
4717499333.jpg#4r1e,A street vendor selling cupcakes.,There is a person outside in this picture,entailment,0.0340185723949659,0.492827868852459,73.34,5,13,75,0.982730805900929,0.0004246859406072,0.0168445081584637,0.982730805900929,0.982730805900929,0.128695580831354,entailment
2175758177.jpg#1r1n,An infant napping in it's crib in pajamas.,A baby is sleeping in a crib with its blanket.,neutral,-1.18681378985158,0.752049180327869,79.26,4,18,89,0.00310538585783247,0.000650965752599007,0.996243648389569,0.996243648389569,0.000650965752599007,0.0381706423761097,neutral
3456488632.jpg#2r1e,A couple kissing in front of a black Mercedes Benz limousine,A couple kissing in front of a car,entailment,-3.39174982677674,0.962090163934426,77.57,7,19,95,0.963511249839496,0.000817830288543721,0.0356709198719606,0.963511249839496,0.963511249839496,0.231602708994316,entailment
961664774.jpg#2r1e,A group of people in blue pants and shirts in motion.,There are people moving.,entailment,-2.83717654997039,0.936475409836066,89.24,3,15,78,0.985389604037617,0.000400448474605206,0.0142099474877774,0.985389604037617,0.985389604037617,0.112648916513985,entailment
2775461796.jpg#2r1c,A father and children ride bikes in city street.,A woman and her daughters ride their bikes.,contradiction,-0.439699398931061,0.601434426229508,96.69,6,17,92,0.000126959316440191,0.999618185242149,0.00025485544141104,0.999618185242149,0.00025485544141104,0.00523648818615063,contradiction
8089660385.jpg#3r1n,a poor looking person with white cream smeared around his eyes sitting on a backpack.,A dirty man with some product under his eyes is sitting on a pillow.,contradiction,-0.289853084965219,0.567622950819672,82.14,6,29,154,0.072380749742106,0.827305682277348,0.100313567980546,0.827305682277348,0.100313567980546,0.833252148151883,contradiction
248698033.jpg#2r1n,A man sleeping on a chair with a newspaper on his chest.,the man is a farmer,neutral,-2.12722732671896,0.881147540983607,96.69,5,17,76,0.00114466502771704,0.00161184837876935,0.997243486593514,0.997243486593514,0.00161184837876935,0.0301089098972091,neutral
3011809448.jpg#3r1n,A boy in a gray hoodie and black cap holds up an American flag.,A person is holding an American flag.,entailment,-4.08591834540005,0.980532786885246,86.2,4,21,101,0.977172646567694,0.000452643060073184,0.0223747103722331,0.977172646567694,0.977172646567694,0.16024057121204,entailment
26720379.jpg#4r1n,A young boy asleep in a stroller.,A young boy is taking his afternoon nap.,neutral,-0.636687418573376,0.644467213114754,97.7,3,15,74,0.00892668352934474,0.000677580775167113,0.990395735695488,0.990395735695488,0.000677580775167113,0.0816922076772344,neutral
7712223846.jpg#1r1e,"Neck and neck to the finish line, every competitor has been training for this race.",The competitors have trained very hard and are all very close to the finish line.,entailment,-1.70498516167454,0.831967213114754,81.63,8,30,165,0.889421382380858,0.00161223276881919,0.108966384850323,0.889421382380858,0.889421382380858,0.513802109459735,entailment
8040947572.jpg#2r1c,A football team wearing purple and white trying to stop the runner with the ball.,Lacrosse players celebrate a victory.,contradiction,-0.651111325149481,0.647540983606557,69.79,6,20,119,0.000108980026347859,0.999737854725078,0.000153165248573753,0.999737854725078,0.000153165248573753,0.0037537263971969,contradiction
4637341301.jpg#3r1n,Many small sailboats sitting at a dock., Many small sailboats docked.,entailment,-2.48626802365118,0.912909836065574,91.27,2,11,69,0.969700393957279,0.000942319960817361,0.0293572860819034,0.969700393957279,0.969700393957279,0.201948404854159,entailment
3060969260.jpg#3r1n,One biker is running with their bike while another is riding around them.,The people are part of a club,neutral,-1.99134124411896,0.866803278688525,86.71,4,20,103,0.00183354223893692,0.00401388259089711,0.994152575170166,0.994152575170166,0.00401388259089711,0.0570340067656265,neutral
2800531753.jpg#0r1n,A person wearing an orange shirt with a backpack on looking across a segment of lush green trees.,A person is meditating and looking at the peaceful lush green trees.,neutral,-1.45461985942309,0.796106557377049,73.17,7,30,166,0.00301719767009955,0.00144703059983443,0.995535771730066,0.995535771730066,0.00144703059983443,0.0453372259681705,neutral
3611694228.jpg#3r1n,Two men fight in a ring while spectators look on.,Boxers fight as the crowd screams.,neutral,-0.371163703629936,0.586065573770492,97.2,5,16,84,0.0135101141130423,0.00555106784299801,0.98093881804396,0.98093881804396,0.00555106784299801,0.152725288999425,neutral
8025717431.jpg#3r1c,Girls playing soccer competitively in the grass.,Nobody is playing soccer.,contradiction,-3.45038996410637,0.964139344262295,48.97,8,11,74,0.000110780531986619,0.999724431813576,0.000164787654437417,0.999724431813576,0.000164787654437417,0.00392406677776487,contradiction
2258951972.jpg#4r1n,Two gray dogs running in green grass.,Two gray dogs are running.,entailment,-3.98274862480943,0.978483606557377,99.23,2,12,64,0.982334872969634,0.000461561997867547,0.0172035650324984,0.982334872969634,0.982334872969634,0.131206259365164,entailment
7671851684.jpg#0r1e,"Five men in red shirts, in a line, on a basketball court, four with hands on their hearts, and same four looking upward.",A team of basketball players are on the court.,entailment,-0.187083774929628,0.54405737704918,89.08,8,32,167,0.151123292607278,0.00229611360245168,0.84658059379027,0.84658059379027,0.00229611360245168,0.635538676059601,neutral
3208999896.jpg#4r1c,"A bride, a groom, 3 guys, and 3 women.",The unrelated people wander aimlessly.,contradiction,0.206578423229741,0.452868852459016,64.37,4,14,77,0.000182463789935315,0.998897112663384,0.000920423546680683,0.998897112663384,0.000920423546680683,0.013139324239644,contradiction
3381788544.jpg#0r1c,"A group of asian women in sports attire, and one woman in the center is wearing a baseball cap.",Men are playing with a dog,contradiction,-0.622316841093204,0.641393442622951,84.17,5,25,122,0.000108017137544009,0.99972777318503,0.000164209677425833,0.99972777318503,0.000164209677425833,0.00388044196903978,contradiction
3070485870.jpg#3r1n,A snowboarder is jumping over a snow slope.,A girl jumps her green snowboard over a slope.,neutral,-0.885338307049123,0.695696721311475,96.69,6,17,90,0.00237430849477168,0.00122581943011413,0.996399872075114,0.996399872075114,0.00122581943011413,0.0377405768821156,neutral
4788967880.jpg#0r1n,a group of people on a dock lowering into the water a boat with teal and purple decorations.,The group was getting ready to go fishing on the boat.,neutral,-1.6896493595599,0.829918032786885,73.68,7,29,147,0.00152087011157719,0.00123665086694769,0.997242479021475,0.997242479021475,0.00123665086694769,0.0301547041354772,neutral
4831683216.jpg#0r1c,A young girl in a bathing suit drinking a beverage in a green bottle.,The girl is drinking milk from a sippy cup.,contradiction,0.52387985779839,0.381147540983606,85.18,6,23,113,0.000380866229897203,0.988366166911022,0.0112529668590803,0.988366166911022,0.0112529668590803,0.0938587548475313,contradiction
3030015033.jpg#2r1n,Two people are sitting at a table outside of a building.,Two people are sitting eating lunch,neutral,-1.83320293410174,0.848360655737705,71.31,4,17,92,0.00217740619748687,0.00139594842854737,0.996426645373966,0.996426645373966,0.00139594842854737,0.0376411472845027,neutral
