snli_id,sentence_1,sentence_2,label,Sample_ID,e,n,c,Prob_Pred,Prob_Gold,Entropy,pred_label,Match,Match_INT
3163477256.jpg#4r1n,Two soccer players are playing soccer.,Two people play a game.,entailment,3163477256.jpg#4,0.563781026304523,0.22098164253218,0.215237331163297,0.563781026304523,0.563781026304523,1.42439454215974,entailment,TRUE,1
31648340.jpg#1r1n,A wielder works on wielding a beam into place while other workers set beams.,The wielder is working on a building.,neutral,31648340.jpg#1,0.390189655339647,0.349856481464246,0.259953863196107,0.390189655339647,0.349856481464246,1.56513643259028,entailment,FALSE,0
3208999896.jpg#4r1c,"A bride, a groom, 3 guys, and 3 women.",The unrelated people wander aimlessly.,contradiction,3208999896.jpg#4,0.214581780728769,0.216888618512471,0.56852960075876,0.56852960075876,0.56852960075876,1.41786807980438,contradiction,TRUE,1
3309042087.jpg#4r1n,A scene of snow and water.,a snow and water scene at sunset,neutral,3309042087.jpg#4,0.226659268045123,0.4764279510449,0.296912780909977,0.4764279510449,0.4764279510449,1.51514773283349,neutral,TRUE,1
3361210233.jpg#0r1n,A large brown and white dog is carrying a stick through a white and snowy area.,A puppy is playing fetch with a stick.,neutral,3361210233.jpg#0,0.215906812842532,0.568484413764068,0.215608773393401,0.568484413764068,0.568484413764068,1.41793999226463,neutral,TRUE,1
3381788544.jpg#0r1c,"A group of asian women in sports attire, and one woman in the center is wearing a baseball cap.",Men are playing with a dog,contradiction,3381788544.jpg#0,0.212790657850743,0.213862983707859,0.573346358441398,0.573346358441398,0.573346358441398,1.4110730425937,contradiction,TRUE,1
3386694897.jpg#3r1e,A man prepares food in a shanty kitchen.,A man is fixing a meal.,entailment,3386694897.jpg#3,0.538809006963476,0.239505878159907,0.221685114876616,0.538809006963476,0.538809006963476,1.45634397126814,entailment,TRUE,1
339800370.jpg#0r1c,The backside of a woman leaning against the guard rail of a passenger boat looking out at the open ocean.,The woman is driving her car on the highway.,contradiction,339800370.jpg#0,0.212661961259902,0.213571174740639,0.573766863999459,0.573766863999459,0.573766863999459,1.410473281644,contradiction,TRUE,1
3427852996.jpg#4r1e,A biker pops a wheelie along side the colorful wall.,A person is riding a bike near a wall.,entailment,3427852996.jpg#4,0.562413155355914,0.222064903422181,0.215521941221906,0.562413155355914,0.562413155355914,1.42624714400446,entailment,TRUE,1
3433982387.jpg#1r1n,A young girl in a white dress watches bubbles while a woman and girl toddler observe.,A girl is watching bubbles.,entailment,3433982387.jpg#1,0.568117978757711,0.21755228273795,0.214329738504339,0.568117978757711,0.568117978757711,1.41843456984823,entailment,TRUE,1
3456488632.jpg#2r1e,A couple kissing in front of a black Mercedes Benz limousine,A couple kissing in front of a car,entailment,3456488632.jpg#2,0.557187993872189,0.225831656470461,0.21698034965735,0.557187993872189,0.557187993872189,1.4332271162958,entailment,TRUE,1
3469609037.jpg#1r1n,A boy does a skateboarding trick in the air while holding the board with his left hand.,A sad boy does a skateboarding trick in the air while holding the board with his left hand.,neutral,3469609037.jpg#1,0.215185046006958,0.569793720899491,0.215021233093551,0.569793720899491,0.569793720899491,1.41610502435117,neutral,TRUE,1
3512127856.jpg#2r1n,A little girl in pink stands in a yellow hallway.,The girl is standing outside her apartment.,neutral,3512127856.jpg#2,0.228272244709713,0.398414958965856,0.373312796324431,0.398414958965856,0.398414958965856,1.5461259262796,neutral,TRUE,1
3543378438.jpg#1r1c,"A man is sitting in front of a harpsichord, and a woman is preparing to sing.",a boy covers his ears,contradiction,3543378438.jpg#1,0.232391053628414,0.238431651158804,0.529177295212782,0.529177295212782,0.529177295212782,1.46830902815351,contradiction,TRUE,1
3574847368.jpg#0r1c,"A man is standing in what appears to be a parking lot and shaving his face, while his dog looks at the ground near his feet.",A women is walking with a man,contradiction,3574847368.jpg#0,0.214907342475915,0.219053245390563,0.566039412133523,0.566039412133523,0.566039412133523,1.42131139667903,contradiction,TRUE,1
358127240.jpg#4r1n,a toddler playing with a toy car next to a dog.,A toddler plays with toy cars while his dog sleeps.,neutral,358127240.jpg#4,0.228336543250566,0.461533708807565,0.310129747941869,0.461533708807565,0.461533708807565,1.52519557797964,neutral,TRUE,1
3590653633.jpg#4r1c,Two rodeo clowns are on the dirt.,Two circus clowns were riding bicycles.,contradiction,3590653633.jpg#4,0.213403979510187,0.215617171313649,0.570978849176165,0.570978849176165,0.570978849176165,1.41442710697941,contradiction,TRUE,1
3600403707.jpg#2r1c,a man wearing a gray shirt waving in the middle of a plant nursery,The man does not have a way to get home.,neutral,3600403707.jpg#2,0.256740742027348,0.397996465253934,0.345262792718718,0.397996465253934,0.397996465253934,1.5623463018349,neutral,TRUE,1
3611694228.jpg#3r1n,Two men fight in a ring while spectators look on.,Boxers fight as the crowd screams.,neutral,3611694228.jpg#3,0.269168690535887,0.403036644195515,0.327794665268598,0.403036644195515,0.403036644195515,1.5655027348926,neutral,TRUE,1
3626964430.jpg#0r1e,"People playing cricket in the park, pine trees in the back.","People are playing sports in the park, near the pine trees",entailment,3626964430.jpg#0,0.538021591366495,0.233113487535122,0.228864921098384,0.538021591366495,0.538021591366495,1.45777495511629,entailment,TRUE,1
3655773435.jpg#0r1n,A black dog has just jumped into a swimming pool.,A dog jumped into a pool to cool off.,neutral,3655773435.jpg#0,0.219840641491545,0.564161054414391,0.215998304094063,0.564161054414391,0.564161054414391,1.42390358034458,neutral,TRUE,1
3873342570.jpg#2r1c,A young girl in a pink shirt sitting on a dock viewing a body of water.,An old woman viewing a body of water.,contradiction,3873342570.jpg#2,0.21728621293237,0.217836629790915,0.564877157276715,0.564877157276715,0.564877157276715,1.42294329213652,contradiction,TRUE,1
3933863527.jpg#3r1c,A ballerina in a black dress and tights dances in front of a concrete wall.,a man dancing,contradiction,3933863527.jpg#3,0.380095403849552,0.332825639102477,0.287078957047971,0.380095403849552,0.287078957047971,1.57557653226324,entailment,FALSE,0
408627152.jpg#3r1c,A white dog with a life vest accompanies a man in a boat.,man eats carrot,contradiction,408627152.jpg#3,0.212758018758712,0.213839845125876,0.573402136115413,0.573402136115413,0.573402136115413,1.41099344054394,contradiction,TRUE,1
4291704682.jpg#3r1n,There are two people sweeping a sidewalk in this picture.,The man is clearing leaves from the sidewalk.,neutral,4291704682.jpg#3,0.235661685424561,0.422425387202118,0.341912927373321,0.422425387202118,0.422425387202118,1.54596036565548,neutral,TRUE,1
430292291.jpg#2r1c,People were watching the tournament in the stadium.,The people are sitting outside on the grass.,contradiction,430292291.jpg#2,0.215908161402779,0.224678982928621,0.5594128556686,0.5594128556686,0.5594128556686,1.43025198070829,contradiction,TRUE,1
4351734575.jpg#0r1e,A man wearing an orange suit with his face painted white is holding a guitar above his shoulder.,There is one man in this picture.,entailment,4351734575.jpg#0,0.568392891681153,0.216906612731256,0.214700495587591,0.568392891681153,0.568392891681153,1.41805990307985,entailment,TRUE,1
4360937435.jpg#3r1n,People judge a gray and white dog in a show.,A dog is being judged for first place in a show.,neutral,4360937435.jpg#3,0.216419809975057,0.568005671548491,0.215574518476452,0.568005671548491,0.568005671548491,1.41860741563223,neutral,TRUE,1
4520820052.jpg#1r1c,"A woman in her early fifties walks by herself in the subway, another woman is not far behind.",back in the fifties a woman could walk by herself in the subway.,contradiction,4520820052.jpg#1,0.498658471532358,0.253092489496262,0.24824903897138,0.498658471532358,0.24824903897138,1.50130258146499,entailment,FALSE,0
4573386995.jpg#1r1c,A person is standing next to a wooden fence with flowering trees nearby.,The bare tree branches rattle in the wind.,contradiction,4573386995.jpg#1,0.22986611727268,0.2990944916898,0.47103939103752,0.47103939103752,0.47103939103752,1.51998478144268,contradiction,TRUE,1
4576144189.jpg#3r1e,Some people hanging out on a large backyard deck.,people hanging out on deck,entailment,4576144189.jpg#3,0.544038833115526,0.236214892574499,0.219746274309975,0.544038833115526,0.544038833115526,1.4499287630387,entailment,TRUE,1
4637341301.jpg#3r1n,Many small sailboats sitting at a dock., Many small sailboats docked.,entailment,4637341301.jpg#3,0.512271108217267,0.241395255988556,0.246333635794177,0.512271108217267,0.512271108217267,1.48725829614395,entailment,TRUE,1
4676792744.jpg#2r1c,A man and woman walking away from a crowded street fair.,There are a group of men walking together.,contradiction,4676792744.jpg#2,0.224467412629628,0.220393118212206,0.555139469158166,0.555139469158166,0.555139469158166,1.43604311752317,contradiction,TRUE,1
4717499333.jpg#4r1e,A street vendor selling cupcakes.,There is a person outside in this picture,entailment,4717499333.jpg#4,0.568390241238352,0.217286352491074,0.214323406270573,0.568390241238352,0.568390241238352,1.41805706787665,entailment,TRUE,1
4758348295.jpg#2r1e,This man is walking past a wall that has art on it.,A man walks past a wall mural.,entailment,4758348295.jpg#2,0.310203098533117,0.459613702440794,0.230183199026089,0.459613702440794,0.310203098533117,1.527095984961,neutral,FALSE,0
4788967880.jpg#0r1n,a group of people on a dock lowering into the water a boat with teal and purple decorations.,The group was getting ready to go fishing on the boat.,neutral,4788967880.jpg#0,0.218421984147202,0.558424612163387,0.223153403689411,0.558424612163387,0.558424612163387,1.4316671888203,neutral,TRUE,1
4829253619.jpg#4r1c,An old woman in a cowboy hat smokes a cigarette.,The old lady is ten feet tall.,contradiction,4829253619.jpg#4,0.229844382127015,0.308980229784107,0.461175388088878,0.461175388088878,0.461175388088878,1.52605668079387,contradiction,TRUE,1
4831683216.jpg#0r1c,A young girl in a bathing suit drinking a beverage in a green bottle.,The girl is drinking milk from a sippy cup.,contradiction,4831683216.jpg#0,0.225209004103722,0.46957641770245,0.305214578193828,0.46957641770245,0.305214578193828,1.51901305158976,neutral,FALSE,0
4900546628.jpg#2r1n,"Two men in front of a projector screen, one at a microphone.",Three men about to present their best idea yet in front of their company.,neutral,4900546628.jpg#2,0.224654521865358,0.542780796934784,0.232564681199858,0.542780796934784,0.542780796934784,1.45183318813301,neutral,TRUE,1
4910374312.jpg#4r1e,A picture of two little boys holding books.,A picture of children with books.,entailment,4910374312.jpg#4,0.564614269846712,0.220353334377703,0.215032395775585,0.564614269846712,0.564614269846712,1.42325855074213,entailment,TRUE,1
4919196839.jpg#0r1e,A man in and a woman are holding their towels at the beach.,People are at the beach,entailment,4919196839.jpg#0,0.558587649535317,0.225387103798147,0.216025246666535,0.558587649535317,0.558587649535317,1.4313421855089,entailment,TRUE,1
4923755473.jpg#1r1n,This path leads up to the apple market entrance.,This road goes up to apple market entrance,entailment,4923755473.jpg#1,0.479520044300145,0.279918523126228,0.240561432573627,0.479520044300145,0.479520044300145,1.51712057656463,entailment,TRUE,1
4937760948.jpg#4r1e,A girl is holding a camera and making a hand gesture.,A girl holds a camera.,entailment,4937760948.jpg#4,0.568051893678418,0.217349255154793,0.214598851166789,0.568051893678418,0.568051893678418,1.41853149446627,entailment,TRUE,1
507370108.jpg#3r1n,A group of dancers are performing.,The audience is silent.,neutral,507370108.jpg#3,0.214268351823196,0.218498498541615,0.567233149635189,0.567233149635189,0.218498498541615,1.41965461302852,contradiction,FALSE,0
5635975939.jpg#3r1c,A woman singing into a microphone while a man plays drums in the background.,They are playing a PlayStation.,contradiction,5635975939.jpg#3,0.256531888115782,0.414511600079987,0.328956511804231,0.414511600079987,0.328956511804231,1.55781818334686,neutral,FALSE,0
5975778602.jpg#1r1e,A bunch of happy children having fun swimming and one boy is showing off his talent with a back flip.,Kids are having fun,entailment,5975778602.jpg#1,0.555013570636272,0.228017010140878,0.21696941922285,0.555013570636272,0.555013570636272,1.43603824235957,entailment,TRUE,1
6156372684.jpg#1r1c,"Two cyclists, in yellow, are competing in a race.",A Mustang and a Corvette are competing in a drag race.,contradiction,6156372684.jpg#1,0.227255551919108,0.340138230712623,0.432606217368269,0.432606217368269,0.432606217368269,1.53794001199331,contradiction,TRUE,1
6659698.jpg#3r1e,there is a lady standing and six people laying on a gym floor.,There are seven people in the gym.,entailment,6659698.jpg#3,0.491255927953628,0.240980242234309,0.267763829812062,0.491255927953628,0.491255927953628,1.50750583240774,entailment,TRUE,1
6775386430.jpg#1r1n,A young boy in a sweatshirt is doodling on a piece of paper.,The class pictures are on display.,contradiction,6775386430.jpg#1,0.246007831528087,0.409944721384554,0.34404744708736,0.409944721384554,0.34404744708736,1.55472157555446,neutral,FALSE,0
7060264119.jpg#2r1c,"A group of people are gathered in a crowd, some of which are holding spears.",A crowd of people are holding swords,contradiction,7060264119.jpg#2,0.436441551121564,0.263259590695361,0.300298858183075,0.436441551121564,0.300298858183075,1.55011352077609,entailment,FALSE,0
7067778185.jpg#2r1e,Two men and a woman are inspecting the front tire of a bicycle.,There are a group of people near a bike.,entailment,7067778185.jpg#2,0.566513376072378,0.218210262382242,0.21527636154538,0.566513376072378,0.566513376072378,1.42066933232081,entailment,TRUE,1
75204250.jpg#2r1n,A man posing with a antique sewing machine.,He is a sewer.,neutral,75204250.jpg#2,0.2262050538806,0.462205054824579,0.311589891294821,0.462205054824579,0.462205054824579,1.52384896459009,neutral,TRUE,1
7671851684.jpg#0r1e,"Five men in red shirts, in a line, on a basketball court, four with hands on their hearts, and same four looking upward.",A team of basketball players are on the court.,entailment,7671851684.jpg#0,0.418241168278539,0.349485700123122,0.232273131598338,0.418241168278539,0.418241168278539,1.54523206493134,entailment,TRUE,1
7712223846.jpg#1r1e,"Neck and neck to the finish line, every competitor has been training for this race.",The competitors have trained very hard and are all very close to the finish line.,entailment,7712223846.jpg#1,0.27005628909012,0.492876274653182,0.237067436256698,0.492876274653182,0.27005628909012,1.50542822165567,neutral,FALSE,0
7786624414.jpg#2r1c,A cyclist is optimistic as he rushes through the air while on his BMX bike at a bicycle event.,A snowboarder flies through the air,contradiction,7786624414.jpg#2,0.213438267063695,0.214441604758056,0.572120128178249,0.572120128178249,0.572120128178249,1.41281787985468,contradiction,TRUE,1
8025717431.jpg#3r1c,Girls playing soccer competitively in the grass.,Nobody is playing soccer.,contradiction,8025717431.jpg#3,0.212660921925654,0.213677207565557,0.573661870508788,0.573661870508788,0.573661870508788,1.41062291764488,contradiction,TRUE,1
8040947572.jpg#2r1c,A football team wearing purple and white trying to stop the runner with the ball.,Lacrosse players celebrate a victory.,contradiction,8040947572.jpg#2,0.217616887589126,0.241572594641598,0.540810517769275,0.540810517769275,0.540810517769275,1.45347660019968,contradiction,TRUE,1
8089660385.jpg#3r1n,a poor looking person with white cream smeared around his eyes sitting on a backpack.,A dirty man with some product under his eyes is sitting on a pillow.,contradiction,8089660385.jpg#3,0.296829223001342,0.28452605400594,0.418644722992718,0.418644722992718,0.418644722992718,1.56198479634357,contradiction,TRUE,1
87938334.jpg#1r1e,A young boy in a beige jacket laughs as he reaches for a teal balloon.,The boy plays with the balloon.,entailment,87938334.jpg#1,0.488205999469047,0.259760370955516,0.252033629575437,0.488205999469047,0.488205999469047,1.51130845915158,entailment,TRUE,1
956164675.jpg#2r1e,A single runner is watched by onlookers in a race.,A man is running in a race.,entailment,956164675.jpg#2,0.38344982634935,0.333840663010174,0.282709510640476,0.38344982634935,0.38344982634935,1.57393001505723,entailment,TRUE,1
961664774.jpg#2r1e,A group of people in blue pants and shirts in motion.,There are people moving.,entailment,961664774.jpg#2,0.568068398461884,0.217688478261674,0.214243123276441,0.568068398461884,0.568068398461884,1.41850127534864,entailment,TRUE,1
