sample_id,sentence_1,sentence_2,gold_label,machine_0_pred,machine_0_confidence,machine_1_pred,machine_1_confidence,machine_2_pred,machine_2_confidence,machine_3_pred,machine_3_confidence,machine_4_pred,machine_4_confidence,agg_human_label,agg_human_confidence
54,A young girl in a pink shirt sitting on a dock viewing a body of water.,An old woman viewing a body of water.,contradiction,entailment,0.3333333333333333,entailment,0.6561878057351521,contradiction,0.56,contradiction,0.999584257227656,neutral,0.9822189560310016,contradiction,0.6939611054247697
55,A bunch of happy children having fun swimming and one boy is showing off his talent with a back flip.,Kids are having fun,entailment,neutral,0.3333333333333333,entailment,0.537028012476624,entailment,0.56,entailment,0.971894755315145,entailment,0.994332569820357,entailment,0.9437052200614124
56,"Two cyclists, in yellow, are competing in a race.",A Mustang and a Corvette are competing in a drag race.,contradiction,entailment,0.3333333333333333,contradiction,0.6228147648027529,contradiction,0.43,contradiction,0.999735944637668,contradiction,0.8818513011404434,contradiction,0.6888433981576254
57,The backside of a woman leaning against the guard rail of a passenger boat looking out at the open ocean.,The woman is driving her car on the highway.,contradiction,neutral,0.3333333333333333,contradiction,0.966055581220844,contradiction,0.57,contradiction,0.999734761175086,contradiction,0.9808360664447364,contradiction,0.8607983623336745
58,A police vehicle in an urban area.,A cop car in a suburban area,contradiction,contradiction,0.3333333333333333,contradiction,0.3854189833688948,contradiction,0.47,contradiction,0.998343854426634,neutral,0.99910162697889,contradiction,0.6141248720573184
59,6 men in work jumpsuits and 1 man in an orange jumpsuit are walking next to green and red loading docks.,All 7 men are best friends.,neutral,neutral,0.3333333333333333,neutral,0.9685702480748838,neutral,0.54,neutral,0.815794965410334,contradiction,0.7169675768333841,neutral,0.924257932446264
60,This man is walking past a wall that has art on it.,A man walks past a wall mural.,entailment,contradiction,0.3333333333333333,neutral,0.4055218169796667,neutral,0.46,neutral,0.890540175949434,neutral,0.999423253842042,entailment,0.5844421699078812
61,A black dog has just jumped into a swimming pool.,A dog jumped into a pool to cool off.,neutral,contradiction,0.3333333333333333,neutral,0.5865223921791374,neutral,0.56,neutral,0.955984490922712,neutral,0.9980013198266046,neutral,0.6693961105424769
63,there is a lady standing and six people laying on a gym floor.,There are seven people in the gym.,entailment,contradiction,0.3333333333333333,contradiction,0.3978086850570453,entailment,0.49,entailment,0.963695034082212,neutral,0.9922341327782592,entailment,0.7922210849539406
64,A couple is back to back in formal attire.,Two people are facing away from each other.,entailment,neutral,0.3333333333333333,contradiction,0.4765090499270418,entailment,0.43,entailment,0.93248306657664,entailment,0.5728392171411424,entailment,0.8781985670419652
65,A biker pops a wheelie along side the colorful wall.,A person is riding a bike near a wall.,entailment,entailment,0.3333333333333333,entailment,0.839482731779181,entailment,0.56,entailment,0.96737084488955,entailment,0.9387590495033034,entailment,0.9273285568065508
66,A street vendor selling cupcakes.,There is a person outside in this picture,entailment,neutral,0.3333333333333333,entailment,0.9765300773601172,entailment,0.57,entailment,0.982730805900929,neutral,0.9469897097607756,entailment,0.4923234390992835
67,An infant napping in it's crib in pajamas.,A baby is sleeping in a crib with its blanket.,neutral,contradiction,0.3333333333333333,contradiction,0.6702651234210218,neutral,0.42,neutral,0.996243648389569,neutral,0.9971195238552348,neutral,0.7512794268167861
68,A couple kissing in front of a black Mercedes Benz limousine,A couple kissing in front of a car,entailment,entailment,0.3333333333333333,contradiction,0.4230888436131713,entailment,0.56,entailment,0.963511249839496,neutral,0.9707925104327944,entailment,0.9611054247697032
69,A group of people in blue pants and shirts in motion.,There are people moving.,entailment,neutral,0.3333333333333333,entailment,0.8462979177371163,entailment,0.57,entailment,0.985389604037617,entailment,0.7893710656680126,entailment,0.9355168884339816
70,A father and children ride bikes in city street.,A woman and her daughters ride their bikes.,contradiction,contradiction,0.3333333333333333,contradiction,0.482136737942287,contradiction,0.57,contradiction,0.999618185242149,neutral,0.9988659500212468,contradiction,0.6008188331627431
71,a poor looking person with white cream smeared around his eyes sitting on a backpack.,A dirty man with some product under his eyes is sitting on a pillow.,contradiction,neutral,0.3333333333333333,entailment,0.5969512220826386,contradiction,0.42,contradiction,0.827305682277348,neutral,0.997703890800808,contradiction,0.5670419651995906
72,A man sleeping on a chair with a newspaper on his chest.,the man is a farmer,neutral,contradiction,0.3333333333333333,neutral,0.8775130014913174,neutral,0.57,neutral,0.997243486593514,neutral,0.9972986984987336,neutral,0.8802456499488229
73,A boy in a gray hoodie and black cap holds up an American flag.,A person is holding an American flag.,entailment,neutral,0.3333333333333333,entailment,0.6544766201790995,entailment,0.57,entailment,0.977172646567694,entailment,0.7642856746555124,entailment,0.9795291709314228
74,A young boy asleep in a stroller.,A young boy is taking his afternoon nap.,neutral,contradiction,0.3333333333333333,neutral,0.5242686716096148,neutral,0.56,neutral,0.990395735695488,neutral,0.9981030672554392,neutral,0.6438075742067554
75,"Neck and neck to the finish line, every competitor has been training for this race.",The competitors have trained very hard and are all very close to the finish line.,entailment,entailment,0.3333333333333333,neutral,0.6183700947097052,neutral,0.49,entailment,0.889421382380858,entailment,0.5275971605377653,entailment,0.8311156601842374
76,A football team wearing purple and white trying to stop the runner with the ball.,Lacrosse players celebrate a victory.,contradiction,neutral,0.3333333333333333,neutral,0.4857681264086378,contradiction,0.54,contradiction,0.999737854725078,neutral,0.9989381908187284,contradiction,0.646878198567042
77,Many small sailboats sitting at a dock., Many small sailboats docked.,entailment,neutral,0.3333333333333333,neutral,0.4141395269533781,entailment,0.51,entailment,0.969700393957279,neutral,0.9922723982316362,entailment,0.9119754350051176
78,One biker is running with their bike while another is riding around them.,The people are part of a club,neutral,neutral,0.3333333333333333,neutral,0.4980824454691054,neutral,0.56,neutral,0.994152575170166,neutral,0.9991947294045334,neutral,0.8659160696008188
79,A person wearing an orange shirt with a backpack on looking across a segment of lush green trees.,A person is meditating and looking at the peaceful lush green trees.,neutral,neutral,0.3333333333333333,neutral,0.5357770732160271,neutral,0.55,neutral,0.995535771730066,neutral,0.999424446234649,neutral,0.7952917093142272
80,Two men fight in a ring while spectators look on.,Boxers fight as the crowd screams.,neutral,contradiction,0.3333333333333333,contradiction,0.6655524328080751,neutral,0.4,neutral,0.980938818043959,neutral,0.9991843581567934,neutral,0.5854657113613101
81,Girls playing soccer competitively in the grass.,Nobody is playing soccer.,contradiction,neutral,0.3333333333333333,contradiction,0.5026421591818259,contradiction,0.57,contradiction,0.999724431813576,contradiction,0.5369329245516169,contradiction,0.9631525076765608
82,Two gray dogs running in green grass.,Two gray dogs are running.,entailment,contradiction,0.3333333333333333,entailment,0.5551608742843296,entailment,0.57,entailment,0.982334872969634,entailment,0.9954815165019798,entailment,0.977482088024565
84,"A bride, a groom, 3 guys, and 3 women.",The unrelated people wander aimlessly.,contradiction,contradiction,0.3333333333333333,contradiction,0.8572950032067732,contradiction,0.57,contradiction,0.998897112663384,neutral,0.9944639984469812,neutral,0.5312180143295804
85,"A group of asian women in sports attire, and one woman in the center is wearing a baseball cap.",Men are playing with a dog,contradiction,entailment,0.3333333333333333,entailment,0.5159314260029637,contradiction,0.57,contradiction,0.99972777318503,contradiction,0.9843358029365564,contradiction,0.6407369498464688
86,A snowboarder is jumping over a snow slope.,A girl jumps her green snowboard over a slope.,neutral,neutral,0.3333333333333333,contradiction,0.5326580618523872,neutral,0.55,neutral,0.996399872075114,neutral,0.9987380377449137,neutral,0.6949846468781986
87,a group of people on a dock lowering into the water a boat with teal and purple decorations.,The group was getting ready to go fishing on the boat.,neutral,neutral,0.3333333333333333,neutral,0.6623894948740086,neutral,0.56,neutral,0.997242479021475,neutral,0.9992623228876418,neutral,0.8290685772773797
88,A young girl in a bathing suit drinking a beverage in a green bottle.,The girl is drinking milk from a sippy cup.,contradiction,entailment,0.3333333333333333,contradiction,0.5920534325902251,neutral,0.47,contradiction,0.988366166911022,neutral,0.9945120991487746,neutral,0.5547594677584442
89,Two people are sitting at a table outside of a building.,Two people are sitting eating lunch,neutral,contradiction,0.3333333333333333,contradiction,0.8391290123611326,neutral,0.56,neutral,0.996426645373965,neutral,0.999459372691636,neutral,0.8474923234390993
