sstb_id,zuco_id,content,control_id,sstb_label,BERT_MC_DROPOUT
1685,351,"shamelessly resorting to pee-related sight gags that might even cause tom green a grimace; still, myer's energy and the silliness of it all eventually prevail.",,0,1.3374258361570452
1688,24,"this version moves beyond the original's nostalgia for the communal film experiences of yesteryear to a deeper realization of cinema's inability to stand in for true, lived experience.",,0,1.4435169459774368
1691,158,allen's funniest and most likeable movie in years.,20.0,1,0.2922781947789241
1743,21,"but if you've paid a matinee price and bought a big tub of popcorn, there's guilty fun to be had here.",,0,1.3202652352713034
1770,252,the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths.,,1,0.35137390586599127
1777,237,"measured against practically any like-themed film other than its oscar-sweeping franchise predecessor the silence of the lambs, red dragon rates as an exceptional thriller.",,1,0.6515030441633085
1784,303,a solid piece of journalistic work that draws a picture of a man for whom political expedience became a deadly foreign policy.,,0,1.4912464311581377
1827,98,"... creates a visceral sense of its characters' lives and conflicted emotions that carries it far above... what could have been a melodramatic, lifetime channel-style anthology.",,0,1.4887549184950883
1893,31,"same song, second verse, coulda been better, but it coulda been worse.",6.0,0,1.421609967893183
1936,272,the pianist is polanski's best film.,35.0,1,0.7914485088494169
1940,83,"high crimes knows the mistakes that bad movies make and is determined not to make them, and maybe that is nobility of a sort.",,0,1.4154414661546868
1954,116,"i thought the relationships were wonderful, the comedy was funny, and the love `real'.",,1,0.31576061993640653
1984,261,"this method almost never fails him, and it works superbly here.",,1,0.9898420194572745
2023,273,maybe thomas wolfe was right: you can't go home again.,,0,1.1868820266028417
2044,259,"the real charm of this trifle is the deadpan comic face of its star, jean reno, who resembles sly stallone in a hot sake half-sleep.",,0,1.2884720064848518
2081,281,"alain choquart's camera barely stops moving, portraying both the turmoil of the time and giving conduct a perpetual sense of urgency, which, for a film that takes nearly three hours to unspool, is both funny and irritating.",,0,1.5100527340299859
2082,35,mostly martha could have used a little trimming -- 10 or 15 minutes could be cut and no one would notice -- but it's a pleasurable trifle.,,0,1.334026427080091
2100,354,"bogdanovich taps deep into the hearst mystique, entertainingly reenacting a historic scandal.",,1,1.269502320094684
2109,244,"it would be disingenuous to call reno a great film, but you can say that about most of the flicks moving in and out of the multiplex.",,0,1.402369924775859
2130,318,"methodical, measured, and gently tedious in its comedy, secret ballot is a purposefully reductive movie -- which may be why it's so successful at lodging itself in the brain.",,1,1.2634191217510158
2146,114,"just about the best straight-up, old-school horror film of the last 15 years.",,1,0.5439627655310841
2223,263,steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate manhattan denizens -- especially the a**holes.,,0,1.5641448893620074
2254,107,"at its worst the screenplay is callow, but at its best it is a young artist's thoughtful consideration of fatherhood.",,0,1.434031930799702
2260,297,norton holds the film together.,,0,0.3692310149898962
2263,294,a creaky staircase gothic.,,0,1.0340811167387147
2268,176,isabelle huppert excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol's most intense psychological mysteries.,,1,0.5222082070711576
2270,390,wedding feels a bit anachronistic.,,-1,0.6392140238459065
2295,284,"the film just might turn on many people to opera, in general, an art form at once visceral and spiritual, wonderfully vulgar and sublimely lofty -- and as emotionally grand as life.",,1,1.0496427949193852
2345,243,"pacino and williams seem to keep upping the ante on each other, just as their characters do in the film.",,1,0.9993048488730478
2347,164,the cast is top-notch and i predict there will be plenty of female audience members drooling over michael idemoto as michael.,,1,1.2716641420160295
2361,127,the simplicity of the way home has few equals this side of aesop.,,0,1.4372043227775175
2366,10,exudes the fizz of a busby berkeley musical and the visceral excitement of a sports extravaganza.,,1,1.000431249244874
2384,380,"but the talented cast alone will keep you watching, as will the fight scenes.",40.0,1,0.8946577053893003
2401,88,"one of the finest, most humane and important holocaust movies ever made.",,1,0.3828200091695074
2407,265,the most compelling performance of the year adds substantial depth to this shocking testament to anti-semitism and neo-fascism.,,1,1.3199692531291685
2436,120,"ultimate x is a ride, basically the kind of greatest-hits reel that might come with a subscription to espn the magazine.",,0,0.7477372263234745
2456,268,"a work of extraordinary journalism, but it is also a work of deft and subtle poetry.",33.0,1,1.1137961073095317
2458,108,at 78 minutes it just zings along with vibrance and warmth.,,1,1.1958270162568672
2486,95,"... a solid, well-formed satire.",,1,1.0398217256418645
2520,179,photographed with melancholy richness and eloquently performed yet also decidedly uncinematic.,,0,1.3955858111385993
2561,39,"the ring is worth a look, if you don't demand much more than a few cheap thrills from your halloween entertainment.",,0,1.0806110229296475
2564,232,"armed with a game supporting cast, from the pitch-perfect forster to the always hilarious meara and levy, like mike shoots and scores, doing its namesake proud.",,1,0.7169605009949478
2581,289,"hard, endearing, caring, warm.",,1,1.3889456469801116
2594,357,"devos and cassel have tremendous chemistry -- their sexual and romantic tension, while never really vocalized, is palpable.",,1,0.858796570961991
2643,197,"for veggietales fans, this is more appetizing than a side dish of asparagus.",,1,0.7221849039715328
2703,209,"denis forges out of the theories of class - based rage and sisterly obsession a razor-sided tuning fork that rings with cultural, sexual and social discord.",,0,1.1301960289305073
2742,199,a truly wonderful tale combined with stunning animation.,29.0,1,0.1448899121538357
2817,204,a portrait of an artist.,,0,0.3886567993701522
2871,203,"while tattoo borrows heavily from both seven and the silence of the lambs, it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in.",,1,1.433474793002232
2925,285,"the delicious trimmings... arrive early and stay late, filling nearly every minute... with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a scrooge or two.",,1,0.8889902751040928
2953,168,it's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair.,,1,0.3144215630167887
2969,393,"every individual will see the movie through the prism of his or her own beliefs and prejudices, but the one thing most will take away is the sense that peace is possible.",,1,1.4558138774967786
2974,247,narc is a no-bull throwback to 1970s action films.,,1,0.9572637758609598
2986,191,audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling.,,1,0.519060193634102
3002,238,"the movie has no respect for laws, political correctness or common decency, but it displays something more important: respect for its flawed, crazy people.",,0,1.5258894124693858
3043,348,"the climactic events are so well realized that you may forget all about the original conflict, just like the movie does.",,0,1.328042978673923
3089,115,"gosling creates a staggeringly compelling character, a young man whose sharp intellect is at the very root of his contradictory, self-hating, self-destructive ways.",,1,1.5361106853754645
3172,267,a biopic about crane's life in the classic tradition but evolves into what has become of us all in the era of video.,,0,0.5480995932192754
3174,138,"thanks to a small star with big heart, this family film sequel is plenty of fun for all.",,1,0.34261506593369334
3188,146,"the fun of the movie is the chance it affords to watch jackson, who also served as executive producer, take his smooth, shrewd, powerful act abroad.",,1,0.8755110488513947
3229,401,"it's a head-turner -- thoughtfully written, beautifully read and, finally, deeply humanizing.",45.0,1,0.6195782486489471
3273,30,it's all a rather shapeless good time...,,0,1.2846115119209345
3422,77,"whatever heartwarming scene the impressively discreet filmmakers may have expected to record with their mini dv, they show a remarkable ability to document both sides of this emotional car-wreck.",,1,0.8707192682330552
3440,241,the film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work.,,1,0.9350060391602714
3545,135,"a fiercely clever and subtle film, capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries.",,1,1.3578850642863358
3570,329,"this is an extraordinary film, not least because it is japanese and yet feels universal.",,1,0.7050707384015238
3576,63,"qutting may be a flawed film, but it is nothing if not sincere.",,0,1.2823927637421533
3577,6,"beautifully crafted, engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic, twisty yarn that will keep them guessing.",,1,0.8747679118170165
3600,372,"while this gentle and affecting melodrama will have luvvies in raptures, it's far too slight and introspective to appeal to anything wider than a niche audience.",,0,1.533390779752069
3611,373,griffin & co. manage to be spectacularly outrageous.,,1,1.2149702331417556
3712,68,"it's a powerful though flawed movie, guaranteed to put a lump in your throat while reaffirming washington as possibly the best actor working in movies today.",,1,1.347107771470018
3731,54,it depends on how well flatulence gags fit into your holiday concept.,,0,0.9023806723176202
3744,32,i love the robust middle of this picture.,,1,0.1956414442287509
3755,306,samuel beckett applied to the iranian voting process.,,0,0.34201488947784486
3798,41,"what makes how i killed my father compelling, besides its terrific performances, is fontaine's willingness to wander into the dark areas of parent-child relationships without flinching.",,1,1.1614377093556418
3804,399,its engaging simplicity is driven by appealing leads.,,1,0.4604032317872172
3811,358,"as a girl-meets-girl romantic comedy, kissing jessica steinis quirky, charming and often hilarious.",,1,0.37850156780200506
3842,212,"like the best of godard's movies... it is visually ravishing, penetrating, impenetrable.",,1,0.6474343646005216
3850,92,features one of the most affecting depictions of a love affair ever committed to film.,,1,1.521320005418612
3906,333,"the asylum material is gripping, as are the scenes of jia with his family.",,1,1.1498471105833936
3911,12,"ryan gosling is, in a word, brilliant as the conflicted daniel.",,1,1.2655656372164343
3936,309,"this enthralling documentary... is at once playful and haunting, an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends.",,1,1.336040859869647
3956,129,"dong shows how intolerance has the power to deform families, then tear them apart.",,0,1.0532501310212325
3974,91,"angel presents events partly from the perspective of aurelie and christelle, and infuses the film with the sensibility of a particularly nightmarish fairytale.",,1,1.2113364977030008
3981,100,just how these families interact may surprise you.,,0,1.0993196396558056
4010,190,"a colorful, vibrant introduction to a universal human impulse, lushly photographed and beautifully recorded.",26.0,1,0.3989557224430952
4033,79,"it has fun with the quirks of family life, but it also treats the subject with fondness and respect.",,1,0.8291337772631027
4062,367,"this odd, poetic road movie, spiked by jolts of pop music, pretty much takes place in morton's ever-watchful gaze -- and it's a tribute to the actress, and to her inventive director, that the journey is such a mesmerizing one.",,1,1.2235650661186244
4067,26,"a first-class, thoroughly involving b movie that effectively combines two surefire, beloved genres -- the prison flick and the fight film.",,1,0.6999361963600147
4077,339,`enigma' is the kind of engaging historical drama that hollywood appears to have given up on in favor of sentimental war movies in the vein of `we were soldiers.',,0,1.3138399634350688
4146,57,"sparkling, often hilarious romantic jealousy comedy... attal looks so much like a young robert deniro that it seems the film should instead be called `my husband is travis bickle'.",,1,0.9868801342441151
4173,216,"in xxx, diesel is that rare creature -- an action hero with table manners, and one who proves that elegance is more than tattoo deep.",,1,1.078707518949898
4202,184,"impresses as a skillfully assembled, highly polished and professional adaptation... just about as chilling and unsettling as `manhunter' was.",,1,1.355052682009276
4212,134,"a miraculous movie, i'm going home is so slight, yet overflows with wisdom and emotion.",17.0,1,1.4198536810625721
4232,22,"there's not much to fatale, outside of its stylish surprises... but that's ok.",4.0,0,1.3425516070833603
4282,177,a small movie with a big impact.,23.0,1,1.12751060582861
4285,277,"like rudy yellow lodge, eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider.",,-1,1.2485515655492276
4317,155,the immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary space station 3d.,,1,0.30599955110620564
4335,242,"in some ways, lagaan is quintessential bollywood.",,0,1.320276758108911
4465,202,"it's a hoot watching the rock chomp on jumbo ants, pull an arrow out of his back, and leap unscathed through raging fire!",,1,1.5193375614021163
4466,325,returning director rob minkoff... and screenwriter bruce joel rubin... have done a fine job of updating white's dry wit to a new age.,,1,0.6487516657148052
4468,61,"a strong script, powerful direction and splendid production design allows us to be transported into the life of wladyslaw szpilman, who is not only a pianist, but a good human being.",10.0,1,0.38166338284679235
4537,34,the soundtrack alone is worth the price of admission.,7.0,1,0.9557189416995846
4591,353,"most haunting about ``fence'' is its conclusion, when we hear the ultimate fate of these girls and realize, much to our dismay, that this really did happen.",,1,1.0570368450279297
4596,391,"an action/thriller of the finest kind, evoking memories of day of the jackal, the french connection, and heat.",,1,0.8554074808440885
4649,248,intriguing and downright intoxicating.,,1,0.8014046704991903
4672,334,"... by the time it's done with us, mira nair's new movie has its audience giddy with the delight of discovery, of having been immersed in a foreign culture only to find that human nature is pretty much the same all over.",,1,1.0569341713853646
4704,166,this is one of those war movies that focuses on human interaction rather than battle and action sequences... and it's all the stronger because of it.,,1,1.2527676342438039
4786,311,"at its best when the guarded, resentful betty and the manipulative yet needy margot are front and center.",,0,1.480243325121237
4801,97,read my lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love.,,1,0.45130930515754447
4806,224,it's a funny little movie with clever dialogue and likeable characters.,,1,0.21305056004498957
4864,346,its vision of that awkward age when sex threatens to overwhelm everything else is acute enough to make everyone who has been there squirm with recognition.,,0,1.3791252656331943
4956,201,``simone'' is a fun and funky look into an artificial creation in a world that thrives on artificiality.,,1,0.4017162589677568
5032,405,martyr gets royally screwed and comes back for more.,,0,0.4022192652258678
5047,110,"as quiet, patient and tenacious as mr. lopez himself, who approaches his difficult, endless work with remarkable serenity and discipline.",,1,1.283349675211554
5053,113,jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness.,,1,0.28977969532068326
5137,389,but what's nice is that there's a casual intelligence that permeates the script.,42.0,1,0.8385748508735419
5209,128,exceptionally well acted by diane lane and richard gere.,15.0,1,0.5291078070584717
5211,251,"in addition to scoring high for originality of plot -- putting together familiar themes of family, forgiveness and love in a new way -- lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded.",,1,1.1809922227500684
5213,319,one of the most exciting action films to come out of china in recent years.,,1,0.34604083135189234
5304,119,"elegantly produced and expressively performed, the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy.",,1,0.665103647171853
5310,298,"a breathtaking adventure for all ages, spirit tells its poignant and uplifting story in a stunning fusion of music and images.",,1,0.2567412691463224
5313,65,... something appears to have been lost in the translation this time.,,-1,1.1598786866255704
5401,123,that haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace.,,1,0.9709707071434002
5424,133,"it's like an old warner bros. costumer jived with sex -- this could be the movie errol flynn always wanted to make, though bette davis, cast as joan, would have killed him.",,0,1.1136100220812981
5425,131,it's a great american adventure and a wonderful film to bring to imax.,,1,0.15505416206223746
5455,287,even more baffling is that it's funny.,,0,1.0769434928999981
5565,249,"the wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film are maintained, but its overall impact falls a little flat with a storyline that never quite delivers the original magic.",,0,1.3588196180111243
5596,331,"if borstal boy isn't especially realistic, it is an engaging nostalgia piece.",,0,1.1748773795986414
5603,29,another best of the year selection.,,1,0.8569873134749142
5626,233,it will guarantee to have you leaving the theater with a smile on your face.,32.0,1,0.9378342078623848
5679,151,mazel tov to a film about a family's joyous life acting on the yiddish stage.,,1,1.1823038484368737
5706,361,"as a remake, it's a pale imitation.",,-1,0.8535768975083048
5838,220,"it never is, not fully.",,0,0.7331799268238429
5849,377,it just doesn't have much else... especially in a moral sense.,,0,1.4081996206921557
5860,142,exactly what you'd expect from a guy named kaos.,,0,0.8304858188728605
5923,288,"parker should be commended for taking a fresh approach to familiar material, but his determination to remain true to the original text leads him to adopt a somewhat mannered tone... that ultimately dulls the human tragedy at the story's core.",,0,1.553715345465734
5998,388,"... jones, despite a definitely distinctive screen presence, just isn't able to muster for a movie that, its title notwithstanding, should have been a lot nastier if it wanted to fully capitalize on its lead's specific gifts.",,0,1.5102804390597282
6029,33,"that's not vintage spielberg and that, finally, is minimally satisfying.",,0,1.4845473629417296
6075,327,"if you already like this sort of thing, this is that sort of thing all over again.",,0,1.1087877145424303
6086,266,"labute can't avoid a fatal mistake in the modern era: he's changed the male academic from a lower-class brit to an american, a choice that upsets the novel's exquisite balance and shreds the fabric of the film.",,0,0.8517527635219284
6091,320,adam sandler's eight crazy nights grows on you -- like a rash.,,-1,1.020378742996522
6132,213,the cumulative effect of the movie is repulsive and depressing.,,-1,0.46630150578554536
6138,355,"peralta's mythmaking could have used some informed, adult hindsight.",,0,1.2224064189997617
6147,150,mr. soderbergh's direction and visual style struck me as unusually and unimpressively fussy and pretentious.,,-1,0.6622127477978373
6173,86,... a bland murder-on-campus yawner.,,-1,1.256667340852118
6208,258,"although the sequel has all the outward elements of the original, the first film's lovely flakiness is gone, replaced by the forced funniness found in the dullest kiddie flicks.",,-1,1.4304314740038893
6226,279,"circuit queens won't learn a thing, they'll be too busy cursing the film's strategically placed white sheets.",,0,0.7823952561166732
6252,379,"viewed as a comedy, a romance, a fairy tale, or a drama, there's nothing remotely triumphant about this motion picture.",,0,1.5612039860322533
6285,99,reeks of rot and hack work from start to finish.,,0,0.5107675341747991
6291,387,"the art direction is often exquisite, and the anthropomorphic animal characters are beautifully realized through clever makeup design, leaving one to hope that the eventual dvd release will offer subtitles and the original italian-language soundtrack.",,1,0.522347126057392
6302,165,kirshner and monroe seem to be in a contest to see who can out-bad-act the other.,,-1,1.1627078012322636
6304,104,a lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get involved with her.,,-1,0.8249283714928798
6331,234,"the misery of these people becomes just another voyeuristic spectacle, to be consumed and forgotten.",,-1,0.39220441449648746
6406,264,"the emperor's club is one of those films that possesses all the good intentions in the world, but...",,0,1.2354427039351625
6430,352,"we never truly come to care about the main characters and whether or not they'll wind up together, and michele's spiritual quest is neither amusing nor dramatic enough to sustain interest.",,-1,1.4745844079772472
6534,45,crush could be the worst film a man has made about women since valley of the dolls.,,-1,0.36644579895483576
6543,58,"i did go back and check out the last 10 minutes, but these were more repulsive than the first 30 or 40 minutes.",,-1,1.4561119234307238
6558,321,"the film feels formulaic, its plot and pacing typical hollywood war-movie stuff, while the performances elicit more of a sense of deja vu than awe.",,-1,1.5424860822429487
6575,301,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls.,,-1,0.35528464086179207
6600,74,"it is supremely unfunny and unentertaining to watch middle-age and older men drink to excess, piss on trees, b.s. one another and put on a show in drag.",11.0,-1,0.4942805033411614
6684,280,"a lot of talent is wasted in this crass, low-wattage endeavor.",36.0,-1,0.7244753689157236
6725,126,"i was feeling this movie until it veered off too far into the exxon zone, and left me behind at the station looking for a return ticket to realism.",,-1,1.288598413733236
6747,314,"it's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script, unimpressive acting and indifferent direction.",,0,1.4070880968196293
6756,210,the movie slides downhill as soon as macho action conventions assert themselves.,,-1,1.235630165024603
6773,87,in comparison to his earlier films it seems a disappointingly thin slice of lower-class london life; despite the title... amounts to surprisingly little.,,-1,0.6120049496225406
6792,137,anemic chronicle of money grubbing new yorkers and their serial loveless hook ups.,,0,1.3405953044297958
6825,124,"some elements of it really blow the big one, but other parts are decent.",,0,1.274133296934467
6844,304,"the doofus-on-the-loose banter of welcome to collinwood has a cocky, after-hours loopiness to it.",,0,1.462315681612647
6964,254,bad and baffling from the get-go.,,-1,0.337823478795836
6972,292,both the crime story and the love story are unusual.,,0,1.3847411871144686
6983,81,"since lee is a sentimentalist, the film is more worshipful than your random e!",,0,1.3612008897949708
7124,274,"the director, with his fake backdrops and stately pacing, never settles on a consistent tone.",,-1,1.1601039838982006
7132,240,"after seeing the film, i can tell you that there's no other reason why anyone should bother remembering it.",,-1,1.246118011039519
7216,256,the original wasn't a good movie but this remake makes it look like a masterpiece!,,-1,1.3993401064156088
7218,270,gere gives a good performance in a film that doesn't merit it.,,0,1.4133799101187943
7221,25,"there's no palpable chemistry between lopez and male lead ralph fiennes, plus the script by working girl scribe kevin wade is workmanlike in the extreme.",,-1,1.4920239647226885
7291,85,this thing works on no level whatsoever for me.,,-1,1.0652184896861008
7308,118,feels less like a cousin to blade runner than like a bottom-feeder sequel in the escape from new york series.,,-1,1.3446318232368715
7452,101,"the movie is what happens when you blow up small potatoes to 10 times their natural size, and it ain't pretty.",,-1,0.5994794531602022
7464,90,"the twist that ends the movie is the one with the most emotional resonance, but twists are getting irritating, and this is the kind of material where the filmmakers should be very careful about raising eyebrows.",,0,1.1890525336480557
7495,136,"it's as if you're watching a movie that was made in 1978 but not released then because it was so weak, and it has been unearthed and released now, when it has become even weaker.",,-1,0.5562599550244021
7513,253,"at its worst, it implodes in a series of very bad special effects.",,-1,0.23868704640669736
7529,73,if only the story about a multi-million dollar con bothered to include the con.,,0,1.2660368696797986
7535,257,"to my taste, the film's comic characters come perilously close to being amoses and andys for a new generation.",,0,1.463947796969335
7542,215,"a very long movie, dull in stretches, with entirely too much focus on meal preparation and igloo construction.",,-1,1.2177962520607333
7616,223,"with the exception of some fleetingly amusing improvisations by cedric the entertainer as perry's boss, there isn't a redeeming moment here.",,-1,1.55182886776842
7638,296,"if you're a wwf fan, or you related to the people who watched the robots getting butchered in a.i., you'll probably like rollerball.",,0,1.115480505392082
7699,172,the only entertainment you'll derive from this choppy and sloppy affair will be from unintentional giggles -- several of them.,,-1,1.3134941063241836
7706,269,... think of it as american pie on valium.,,0,0.33572982649772626
7709,44,"... a plotline that's as lumpy as two-day old porridge... the filmmakers' paws, sad to say, were all over this ``un-bear-able'' project!",8.0,-1,0.5531875279624008
7733,161,there are plot holes big enough for shamu the killer whale to swim through.,,-1,0.6146479360053375
7741,156,it's everything you don't go to the movies for.,,-1,0.4791631853346578
7757,111,"instead of hiding pinocchio from critics, miramax should have hidden it from everyone.",,-1,1.0391196924610424
7898,192,even horror fans will most likely not find what they're seeking with trouble every day; the movie lacks both thrills and humor.,,-1,1.1391100617073775
7908,222,it should be mentioned that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit.,,1,1.5320252375042183
7912,56,the film seems a dead weight.,,-1,0.6565167253969239
