sample_id,sentence_1,sentence_2,gold_label,machine_0_pred,machine_0_confidence,machine_1_pred,machine_1_confidence,machine_2_pred,machine_2_confidence,machine_3_pred,machine_3_confidence,machine_4_pred,machine_4_confidence,agg_human_label,agg_human_confidence
23,A single runner is watched by onlookers in a race.,A man is running in a race.,entailment,entailment,0.351486412,contradiction,0.439534657,entailment,0.595986605,neutral,0.516448861,neutral,0.999529349,entailment,0.619242579
26,A young boy in a beige jacket laughs as he reaches for a teal balloon.,The boy plays with the balloon.,entailment,contradiction,0.358934906,entailment,0.532194302,entailment,0.897829115,entailment,0.780873982,neutral,0.998821723,entailment,0.658137155
28,"A group of people are gathered in a crowd, some of which are holding spears.",A crowd of people are holding swords,contradiction,neutral,0.412721034,entailment,0.494792431,entailment,0.556660652,contradiction,0.814558238,neutral,0.969784785,contradiction,0.488229273
29,A man prepares food in a shanty kitchen.,A man is fixing a meal.,entailment,entailment,0.347214862,neutral,0.475717651,entailment,0.90670687,entailment,0.72189543,neutral,0.933125038,entailment,0.886386899
30,There are two people sweeping a sidewalk in this picture.,The man is clearing leaves from the sidewalk.,neutral,entailment,0.368432827,contradiction,0.498279704,neutral,0.631324649,neutral,0.665786058,neutral,0.999343623,neutral,0.714431934
31,The dogs ran around the dirt racetrack.,Dogs are humping each other.,contradiction,contradiction,0.392458756,neutral,0.441523529,neutral,0.750891984,contradiction,0.733362455,contradiction,0.943299173,contradiction,0.698055271
33,Two people dressed in red and white wait at the horse track with a horse.,The people at the track are outdoors.,entailment,neutral,0.338541137,entailment,0.878889683,entailment,0.936837494,entailment,0.797472798,neutral,0.999594258,neutral,0.547594678
34,A person is standing next to a wooden fence with flowering trees nearby.,The bare tree branches rattle in the wind.,contradiction,neutral,0.368920906,contradiction,0.475524084,contradiction,0.872163653,contradiction,0.89815204,neutral,0.99913447,contradiction,0.515864893
35,An old woman in a cowboy hat smokes a cigarette.,The old lady is ten feet tall.,contradiction,contradiction,0.364606537,neutral,0.809412817,contradiction,0.919700444,contradiction,0.80680512,contradiction,0.983153497,neutral,0.665301945
37,A wielder works on wielding a beam into place while other workers set beams.,The wielder is working on a building.,neutral,neutral,0.394463038,entailment,0.487600538,neutral,0.569100082,entailment,0.758579447,neutral,0.999378015,neutral,0.500511771
38,A man is popping balloons inside a cubicle using a handmade tool.,A man is popping balloons inside a cubicle using a handmade knife.,neutral,neutral,0.403756542,contradiction,0.751986684,neutral,0.917654872,neutral,0.865977565,neutral,0.997257092,neutral,0.627430911
39,a man wearing a gray shirt waving in the middle of a plant nursery,The man does not have a way to get home.,neutral,contradiction,0.364876359,neutral,0.878719379,contradiction,0.468994647,neutral,0.813219428,neutral,0.998499916,neutral,0.813715455
40,People were watching the tournament in the stadium.,The people are sitting outside on the grass.,contradiction,neutral,0.371810092,entailment,0.87105416,contradiction,0.979254484,contradiction,0.939553442,neutral,0.998302147,neutral,0.564994882
41,Two soccer players on the field running into each other.,There are two people colliding and falling.,neutral,entailment,0.358156198,neutral,0.432642544,entailment,0.776004136,neutral,0.85238901,neutral,0.964053734,entailment,0.556806551
44,"A man on stilts in a purple, yellow and white costume.",A man is performing on stilts.,entailment,contradiction,0.341372315,entailment,0.569525714,entailment,0.79539156,neutral,0.573338283,neutral,0.966032141,entailment,0.738996929
46,Two friends walk down the street with a stuffed animal.,Two friends are walking on the sidewalk.,entailment,neutral,0.353264155,neutral,0.598637165,entailment,0.518232703,neutral,0.729182377,neutral,0.999453174,neutral,0.501535312
47,Two men and one woman are dressed in costume hats.,the people are swingers,neutral,contradiction,0.397744982,contradiction,0.407130086,neutral,0.933600307,neutral,0.644606399,neutral,0.897276567,neutral,0.834186285
49,Eight people are sitting on a long boat on a sunny day.,Morning ride on boat,neutral,contradiction,0.351056347,contradiction,0.530284206,entailment,0.578141689,neutral,0.671299192,neutral,0.999509623,neutral,0.799385875
51,"A woman in her early fifties walks by herself in the subway, another woman is not far behind.",back in the fifties a woman could walk by herself in the subway.,contradiction,entailment,0.360646067,neutral,0.483136523,entailment,0.901830673,entailment,0.943600707,neutral,0.996886827,neutral,0.670419652
52,"A man is standing in what appears to be a parking lot and shaving his face, while his dog looks at the ground near his feet.",A women is walking with a man,contradiction,contradiction,0.356310392,entailment,0.716552388,contradiction,0.970355868,contradiction,0.92303688,neutral,0.94298816,contradiction,0.572159672
58,A police vehicle in an urban area.,A cop car in a suburban area,contradiction,entailment,0.425925669,contradiction,0.385283795,contradiction,0.99266243,contradiction,0.946498358,neutral,0.999101627,contradiction,0.614124872
59,6 men in work jumpsuits and 1 man in an orange jumpsuit are walking next to green and red loading docks.,All 7 men are best friends.,neutral,contradiction,0.393771017,neutral,0.968565027,neutral,0.957730472,neutral,0.690056028,contradiction,0.716967577,neutral,0.924257932
60,This man is walking past a wall that has art on it.,A man walks past a wall mural.,entailment,contradiction,0.38436558,neutral,0.404988409,neutral,0.499977529,neutral,0.735139296,neutral,0.999423254,entailment,0.58444217
62,A ballerina in a black dress and tights dances in front of a concrete wall.,a man dancing,contradiction,entailment,0.369901296,entailment,0.45100225,contradiction,0.698094845,contradiction,0.939804345,contradiction,0.821461942,contradiction,0.497441146
63,there is a lady standing and six people laying on a gym floor.,There are seven people in the gym.,entailment,contradiction,0.361529492,contradiction,0.397242903,entailment,0.9231655,entailment,0.910870559,neutral,0.992234133,entailment,0.792221085
64,A couple is back to back in formal attire.,Two people are facing away from each other.,entailment,entailment,0.402963468,contradiction,0.47659734,entailment,0.920146644,contradiction,0.913588435,entailment,0.572839217,entailment,0.878198567
68,A couple kissing in front of a black Mercedes Benz limousine,A couple kissing in front of a car,entailment,neutral,0.347827483,contradiction,0.423335138,entailment,0.95970732,entailment,0.705325679,neutral,0.97079251,entailment,0.961105425
71,a poor looking person with white cream smeared around his eyes sitting on a backpack.,A dirty man with some product under his eyes is sitting on a pillow.,contradiction,contradiction,0.423880046,entailment,0.596510823,contradiction,0.763835788,entailment,0.452817846,neutral,0.997703891,contradiction,0.567041965
75,"Neck and neck to the finish line, every competitor has been training for this race.",The competitors have trained very hard and are all very close to the finish line.,entailment,contradiction,0.390522603,neutral,0.618403709,neutral,0.930568278,neutral,0.664431879,entailment,0.527597161,entailment,0.83111566
77,Many small sailboats sitting at a dock.,Many small sailboats docked.,entailment,neutral,0.370913176,neutral,0.414176824,entailment,0.980806649,entailment,0.929812016,neutral,0.992272398,entailment,0.911975435
83,"Five men in red shirts, in a line, on a basketball court, four with hands on their hearts, and same four looking upward.",A team of basketball players are on the court.,entailment,contradiction,0.401825173,neutral,0.461666846,entailment,0.731446803,neutral,0.703888791,neutral,0.998292072,entailment,0.543500512
67,An infant napping in it's crib in pajamas.,A baby is sleeping in a crib with its blanket.,neutral,neutral,0.381465127,contradiction,0.669950959,entailment,0.730603456,neutral,0.989558824,neutral,0.997119524,neutral,0.751279427
88,A young girl in a bathing suit drinking a beverage in a green bottle.,The girl is drinking milk from a sippy cup.,contradiction,neutral,0.350244536,contradiction,0.591617901,neutral,0.975170434,contradiction,0.875654673,neutral,0.994512099,neutral,0.554759468
11,A woman singing into a microphone while a man plays drums in the background.,They are playing a PlayStation.,contradiction,neutral,0.380554296,contradiction,0.942943892,contradiction,0.996485233,contradiction,0.990072525,neutral,0.759870618,neutral,0.557830092
24,Two rodeo clowns are on the dirt.,Two circus clowns were riding bicycles.,contradiction,entailment,0.409406741,contradiction,0.671250968,contradiction,0.999051869,contradiction,0.985610982,contradiction,0.725059325,neutral,0.59877175
32,"A man is sitting in front of a harpsichord, and a woman is preparing to sing.",a boy covers his ears,contradiction,contradiction,0.413041878,entailment,0.665569359,contradiction,0.995806456,contradiction,0.987285171,neutral,0.997733995,neutral,0.737973388
42,Nine men wearing tuxedos sing.,Nine woman wearing dresses sing.,contradiction,neutral,0.36646077,entailment,0.415377143,contradiction,0.999779999,contradiction,0.998374765,neutral,0.995270574,neutral,0.488229273
43,A man and woman walking away from a crowded street fair.,There are a group of men walking together.,contradiction,neutral,0.338593103,entailment,0.697162545,contradiction,0.980476081,contradiction,0.976919925,neutral,0.99894886,contradiction,0.541453429
