sample_id,sst_phrase_id,sst_sentence_id,content,five_way_labels,three_way_labels,average_accuracy,flesch_score_textstat,mean_grade_level_textstat,number_of_words,number_of_characters,gold_label,confidence,gold_confidence,entropy,pred_label
41,27306,544,"You wo n't believe much of it , but you will laugh at the audacity , at the who 's who casting and the sheer insanity of it all .",3,0,0.15015015015015,69.45,10,28,129,1,0.342974130763998,0.316736206109687,1.58405301224792,1
12,24277,556,"A bowel-curdling , heart-stopping recipe for terror .",4,1,0.743743743743744,31.55,0,8,53,2,0.427940693848736,0.427940693848736,1.55619176639623,1
26,25454,563,"Greengrass has delivered an undoubted stylistic tour-de-force , and has managed elements such as sound and cinematography with skill",5,1,0.912912912912913,36.28,15,20,132,2,0.56788396684507,0.56788396684507,1.4187651661183,1
39,27137,566,Vividly conveys both the pitfalls and the pleasures of over-the-top love .,4,1,0.833833833833834,68.77,5,13,74,2,0.52351623905016,0.52351623905016,1.47429751686234,1
92,225332,575,Only two words will tell you what you know when deciding to see it : Anthony .,3,0,0.678678678678679,81.63,6,15,78,1,0.372068392932125,0.334071988969784,1.57831976849469,-1
30,26559,585,Several degrees shy of the gross-out contests one expects from current teen fare .,3,0,0.288288288288288,66.74,12,14,82,1,0.441664969216382,0.299556139403515,1.54634355308105,-1
35,26771,596,"The best thing the film does is to show us not only what that mind looks like , but how the creative process itself operates .",4,1,0.840840840840841,80.96,8,24,126,2,0.563848701820418,0.563848701820418,1.42431663203483,1
19,25019,650,"Compelling as it is exotic , Fast Runner has a plot that rivals Shakespeare for intrigue , treachery and murder .",5,1,0.903903903903904,61.67,12,18,113,2,0.561117118319534,0.561117118319534,1.42802816237117,1
31,26591,655,Skip work to see it at the first opportunity .,4,1,0.907907907907908,79.26,5,9,46,2,0.369185412459023,0.369185412459023,1.5803925031821,1
18,24868,662,Both deeply weird and charmingly dear .,4,1,0.850850850850851,90.77,0,6,39,2,0.566096467568687,0.566096467568687,1.42123739874229,1
90,225164,669,No question .,3,0,0.886886886886887,77.91,1,2,13,1,0.404117704615824,0.329579323573663,1.56433460609142,-1
22,25152,676,Do we really need a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman does n't work ?,1,-1,0.937937937937938,62.01,9,32,147,0,0.495035040068707,0.495035040068707,1.50245361393949,-1
80,222443,680,"As adapted by Kevin Molony from Simon Leys ' novel `` The Death of Napoleon '' and directed by Alan Taylor , Napoleon 's journey is interesting but his Parisian rebirth is stillborn",2,-1,0.585585585585586,58.96,12,29,181,0,0.433611770819784,0.261213694135711,1.55116977307468,1
42,32271,725,has a plot full of twists upon knots ... and a nonstop parade of mock-Tarantino scuzbag types that starts out clever but veers into overkill .,2,-1,0.698698698698699,84.68,5,25,142,0,0.502622867865954,0.502622867865954,1.49566867908309,-1
25,25372,758,"From the big giant titles of the opening credits to Elmer Bernstein 's perfectly melodic score , Haynes gets just about everything right .",4,1,0.934934934934935,57.61,11,22,138,2,0.566472356217409,0.566472356217409,1.42071653816582,1
24,25296,761,Ferrara directs the entire film with the kind of detachment that makes any given frame look like a family 's custom-made Christmas card .,3,0,0.25025025025025,56.59,11,24,137,1,0.469637314702811,0.279205840655058,1.52663047343025,-1
17,24638,764,An incredibly clever and superbly paced caper filled with scams within scams within scams .,4,1,0.834834834834835,65.73,8,14,91,2,0.568005448359461,0.568005448359461,1.41859507137136,1
86,223573,780,Happily for Mr. Chin -- though unhappily for his subjects -- the invisible hand of the marketplace wrote a script that no human screenwriter could have hoped to match .,4,1,0.495495495495496,66.23,10,27,168,2,0.496700962220744,0.496700962220744,1.50315820458989,1
34,26707,818,"The 3D images only enhance the film 's otherworldly quality , giving it a strange combo of you-are-there closeness with the disorienting unreality of the seemingly broken-down fourth wall of the movie screen .",5,1,0.668668668668669,30.54,17,35,209,2,0.518731155757876,0.518731155757876,1.47982902186002,1
27,25812,908,"Its direction , its script , and Weaver 's performance as a vaguely discontented woman of substance make for a mildly entertaining 77 minutes , if that 's what you 're in the mood for .",4,1,0.426426426426426,47.46,17,32,185,2,0.517434694293458,0.517434694293458,1.48113160616072,1
13,24441,933,A refreshingly honest and ultimately touching tale of the sort of people usually ignored in contemporary American film .,5,1,0.918918918918919,27.83,15,18,120,2,0.56754395742207,0.56754395742207,1.41923343334064,1
21,25110,952,"Despite what anyone believes about the goal of its makers , the show ... represents a spectacular piece of theater , and there 's no denying the talent of the creative forces behind it .",5,1,0.910910910910911,64.2,9,31,186,2,0.566361842625079,0.566361842625079,1.42087140949381,1
14,24480,970,"A stunning piece of visual poetry that will , hopefully , be remembered as one of the most important stories to be told in Australia 's film history .",5,1,0.94994994994995,53.55,10,26,150,2,0.567169680785451,0.567169680785451,1.41975934601138,1
20,25083,975,"Dazzling and sugar-sweet , a blast of shallow magnificence that only sex , scandal , and a chorus line of dangerous damsels can deliver .",5,1,0.815815815815816,41.7,13,22,137,2,0.393732928728256,0.393732928728256,1.57267886763485,1
37,26929,990,The way Coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,5,1,0.905905905905906,31.21,15,23,151,2,0.568037681209918,0.568037681209918,1.41854934521087,1
15,24617,998,"An endlessly fascinating , landmark movie that is as bold as anything the cinema has seen in years .",5,1,0.951951951951952,62.68,10,17,100,2,0.56838278572721,0.56838278572721,1.41807199329045,1
16,24626,1038,An excellent romp that boasts both a heart and a mind .,5,1,0.95995995995996,94.15,3,11,55,2,0.56874689709879,0.56874689709879,1.41756366122657,1
33,26650,1074,"Still , it gets the job done -- a sleepy afternoon rental .",2,-1,0.244244244244244,95.17,7,10,59,0,0.543123988618488,0.222715103265826,1.45129657764556,1
23,25257,1097,"Even when foreign directors ... borrow stuff from Hollywood , they invariably shake up the formula and make it more interesting .",4,1,0.790790790790791,53.37,8,19,129,2,0.434573312312532,0.434573312312532,1.55266238615993,1
60,147407,7918,"Meandering , sub-aquatic mess : It 's so bad it 's good , but only if you slide in on a freebie .",1,-1,0.733733733733734,69.11,9,20,97,0,0.497731681008426,0.497731681008426,1.50008743248783,-1
93,225600,7923,Remember when Bond had more glamour than clamor ?,2,-1,0.62962962962963,71.82,5,8,49,0,0.384932684564048,0.384932684564048,1.57260264690045,-1
48,143972,7983,Audiences can be expected to suspend their disbelief only so far -- and that does not include the 5 o'clock shadow on the tall wooden kid as he skips off to school .,1,-1,0.762762762762763,56.93,13,32,165,0,0.42959813598802,0.42959813598802,1.55336425758719,-1
58,147211,7998,"Literally nothing in The Pool is new , but if you grew up on the stalker flicks of the 1980 's this one should appease you for 90 minutes .",3,0,0.292292292292292,68.44,11,28,139,1,0.510060127664207,0.25354031027926,1.48921517017373,1
89,224195,8041,It 's laughing at us .,2,-1,0.622622622622623,100.24,2,5,22,0,0.41319627833984,0.279103460162341,1.56394640942873,1
51,145782,8051,"Helmer DeVito ... attempts to do too many things in this story about ethics , payola , vice , murder , kids ' TV and revenge .",2,-1,0.658658658658659,68.1,9,20,126,0,0.496754504912278,0.496754504912278,1.50112392755982,-1
71,150053,8057,"There 's no mistaking the fact that this hybrid misses the impact of the Disney classic , and even that of the excellent 1934 MGM version .",3,0,0.077077077077077,63.02,9,25,139,1,0.430185548494635,0.292541114598581,1.5554097051442,-1
46,143704,8134,An Afterschool Special without the courage of its convictions .,2,-1,0.713713713713714,53.88,12,9,63,0,0.398728279787369,0.398728279787369,1.57103261382599,-1
73,150208,8192,This ill-fitting Tuxedo is strictly off-the-rack .,3,0,0.184184184184184,48.47,8,9,50,1,0.517365778938203,0.256014761080954,1.48047163464565,-1
75,150318,8197,This time Kaufman 's imagination has failed him .,1,-1,0.935935935935936,71.82,5,8,49,0,0.50556279754879,0.50556279754879,1.49270310729528,-1
63,148026,8214,"Part comedy , part drama , the movie winds up accomplishing neither in full , and leaves us feeling touched and amused by several moments and ideas , but nevertheless dissatisfied with the movie as a whole .",3,0,0.083083083083083,46.44,15,33,207,1,0.442290895016005,0.303872497532846,1.54483579200278,-1
82,222573,8224,"Being author Wells ' great-grandson , you 'd think filmmaker Simon Wells would have more reverence for the material .",2,-1,0.860860860860861,45.76,14,18,117,0,0.372150059629866,0.372150059629866,1.57832974287166,-1
47,143936,8229,Aspires for the piquant but only really achieves a sort of ridiculous sourness .,2,-1,0.863863863863864,66.74,7,13,80,0,0.502931254153406,0.502931254153406,1.49496163789177,-1
78,150863,8275,"When Perry fists a bull at the Moore Farm , it 's only a matter of time before he gets the upper hand in matters of the heart .",3,0,0.547547547547548,77.91,9,27,127,1,0.391752224001255,0.309767431793567,1.57401769570971,1
61,147497,8284,Morrissette 's script and direction show a fair amount of intelligence and wit -- but it does n't signify a whole lot either .,3,0,0.36036036036036,57.61,9,23,126,1,0.397087621214872,0.341305847090492,1.56451178315089,-1
79,222110,8315,A very bad sign .,1,-1,0.903903903903904,118.18,2,4,17,0,0.499061758874021,0.499061758874021,1.49957595007095,-1
55,146434,8381,It 's a worse sign when you begin to envy her condition .,3,0,0.213213213213213,84.68,3,12,57,1,0.4563158048176,0.292665276263278,1.53586751054382,-1
72,150181,8384,This film 's relationship to actual tension is the same as what Christmas-tree flocking in a spray can is to actual snow : a poor -- if durable -- imitation .,2,-1,0.914914914914915,52.53,10,28,158,0,0.505699872941975,0.505699872941975,1.4924165274803,-1
57,146607,8396,All this turns out to be neither funny nor provocative - only dull .,2,-1,0.846846846846847,84.68,6,12,68,0,0.509396307858836,0.509396307858836,1.48857219409126,-1
76,150510,8405,"Trivial where it should be profound , and hyper-cliched where it should be sincere .",1,-1,0.837837837837838,75.2,6,14,84,0,0.426865997550898,0.426865997550898,1.55415261346588,-1
85,223511,8453,"Good for a few unintentional laughs , `` Extreme Ops '' was obviously made for the `` XXX '' crowd , people who enjoy mindless action without the benefit of decent acting , writing , and direction .",2,-1,0.674674674674675,33.58,16,29,198,0,0.380009368090252,0.380009368090252,1.57713774205199,-1
96,226877,8476,"Unless you are in dire need of a Diesel fix , there is no real reason to see it .",2,-1,0.927927927927928,87.05,6,18,81,0,0.488627260157037,0.488627260157037,1.50853262477119,-1
62,147947,8504,"Opens at a funeral , ends on the protagonist 's death bed and does n't get much livelier in the three hours in between .",1,-1,0.897897897897898,73.51,10,24,120,0,0.471321279910826,0.471321279910826,1.52367330814073,-1
94,226271,8535,The film is directed by Wally Wolodarsky from a script by Joe Jarvis and Greg Coolidge .,3,0,0.925925925925926,80.62,9,16,88,1,0.451781161146578,0.290257602555945,1.54012645718392,1
67,149229,8541,The average local news columnist has a bigger rant on the war between modern landscape architecture and small-town America .,3,0,0.38038038038038,43.73,12,20,124,1,0.452828490997559,0.297304949833826,1.53777104339838,-1
49,144655,8557,"Credit must be given to Harland Williams , Michael Rosenbaum and Barry Watson , who inject far more good-natured spirit and talent into this project than it deserves",4,1,0.517517517517518,53.55,13,27,165,2,0.559421455668765,0.559421455668765,1.43032106644847,1
64,148116,8583,"Plays as hollow catharsis , with lots of tears but very little in the way of insights .",2,-1,0.746746746746747,80.62,6,16,87,0,0.500753956666285,0.500753956666285,1.49741985106475,-1
83,222744,8626,But hard-to-believe plot twists force the movie off track in its final half hour .,2,-1,0.826826826826827,91.11,9,16,82,0,0.504408870585618,0.504408870585618,1.49355273545576,-1
77,150520,8661,"Truth to tell , if you 've seen more than half-a-dozen horror films , there 's nothing here you have n't seen before .",2,-1,0.818818818818819,84.0,7,24,118,0,0.419400121179636,0.419400121179636,1.56167375266697,-1
53,146138,8671,I was perplexed to watch it unfold with an astonishing lack of passion or uniqueness .,2,-1,0.874874874874875,64.71,8,15,86,0,0.516226608833312,0.516226608833312,1.48180266592907,-1
54,146415,8683,"It 's a flashy , star-splashed reduction .",3,0,0.203203203203203,73.85,9,7,42,1,0.36552405877864,0.308759226654579,1.58132221883517,-1
74,150282,8687,This one does .,3,0,0.802802802802803,119.19,1,3,15,1,0.4125166523288,0.3072629146033,1.56438816656045,1
44,143545,8695,"After seeing SWEPT AWAY , I feel sorry for Madonna .",2,-1,0.816816816816817,79.26,5,9,52,0,0.491617037712787,0.491617037712787,1.50647067440397,-1
65,148807,8741,"Splashes its drama all over the screen , subjecting its audience and characters to action that feels not only manufactured , but also so false you can see the filmmakers ' puppet strings .",1,-1,0.894894894894895,41.03,15,30,188,0,0.51498042937611,0.51498042937611,1.48321689138852,-1
45,143603,8767,"All ends well , sort of , but the frenzied comic moments never click .",2,-1,0.700700700700701,84.68,7,12,70,0,0.447657741741387,0.447657741741387,1.53887258842342,-1
95,226497,8782,"The story is less vibrant , the jokes are a little lukewarm , but will anyone really care ?",3,0,0.22022022022022,72.16,8,16,91,1,0.478104403522391,0.287764472097128,1.51652896398498,-1
56,146495,8797,It 's hard not to feel you 've just watched a feature-length video game with some really heavy back story .,1,-1,0.476476476476477,76.56,8,21,107,0,0.358166277315995,0.358166277315995,1.58131088826348,-1
52,146095,8804,I loved looking at this movie .,4,1,0.956956956956957,99.23,3,6,31,2,0.56650311189395,0.56650311189395,1.42068398773741,1
59,147390,8815,"Maybe it 's asking too much , but if a movie is truly going to inspire me , I want a little more than this .",2,-1,0.868868868868869,81.97,8,23,108,0,0.464973394841225,0.464973394841225,1.52846940981425,-1
66,149110,8826,"The Irwins emerge unscathed , but the fictional footage is unconvincing and criminally badly acted .",1,-1,0.91991991991992,31.89,14,14,100,0,0.504734872830857,0.504734872830857,1.49332287688529,-1
50,144659,8871,Creepy but ultimately unsatisfying thriller .,2,-1,0.828828828828829,-1.29,15,5,45,0,0.440789890883305,0.440789890883305,1.54484125464492,-1
91,225184,8875,"Not ` terrible filmmaking ' bad , but more like , ' I once had a nightmare like this , and it 's now coming true ' bad .",2,-1,0.865865865865866,75.54,8,21,120,0,0.497406762552061,0.497406762552061,1.50047885238011,-1
69,149794,8901,"The rest of the plot is impossible to explain without blowing whatever tension there is , although it 's more comedy than suspense De Palma creates .",3,0,0.372372372372372,46.1,13,25,149,1,0.458639266087892,0.295805268025412,1.53304962807947,-1
84,223018,8974,Could The Country Bears really be as bad as its trailers ?,1,-1,0.781781781781782,77.23,6,11,58,0,0.511506399353523,0.511506399353523,1.48652540357105,-1
88,224007,8975,In a word -- yes .,3,0,0.324324324324324,118.18,2,4,18,1,0.457011756976879,0.289048114096937,1.53601090026505,1
68,149771,8980,The problem with this film is that it 's forced to make its characters idiots in order to advance the plot .,2,-1,0.915915915915916,75.54,10,21,108,0,0.507286066478567,0.507286066478567,1.49084217641779,-1
43,143103,9048,"A frantic search for laughs , with a hit-to-miss ratio that does n't exactly favour the audience .",2,-1,0.890890890890891,72.16,11,19,98,0,0.503637104264879,0.503637104264879,1.49446470219227,-1
70,149900,9066,"The stupidest , most insulting movie of 2002 's first quarter .",1,-1,0.968968968968969,69.79,10,10,63,0,0.519116531460213,0.519116531460213,1.47877152825269,-1
