sstb_id,zuco_id,content,control_id,sstb_label,BERT_MC_DROPOUT,BERT_SOFTMAX_ENTROPY,BERT_TEMPERATURE,TREE_LSTM_MC_DROPOUT
1532,171,"Director of photography Benoit Delhomme shot the movie in delicious colors, and the costumes and sets are grand.",,1,0.68359552276226,0.54243095905551,1.4766958389819,0.095187194059601
1565,211,"More romantic, more emotional and ultimately more satisfying than the teary-eyed original.",,1,0.96689755603169,0.85428632594311,1.5201415802949,0.18612404881664
1632,37,"Featuring a dangerously seductive performance from the great Daniel Auteuil, ``Sade'' covers the same period as Kaufmann's ``Quills'' with more unsettlingly realistic results.",,1,1.5165044911945,1.4950503434299,1.5799179342206,1.0203422500364
1648,344,A thinly veiled look at different aspects of Chinese life clashing with each other.,,0,1.1673291470436,1.1098423981488,1.537947288104,0.49006311757883
1656,226,"Not the kind of film that will appeal to a mainstream American audience, but there is a certain charm about the film that makes it a suitable entry into the fest circuit.",,1,1.1416699374741,1.0707397347181,1.5417933361253,0.063190981774985
1685,351,"Shamelessly resorting to pee-related sight gags that might even cause Tom Green a grimace; still, Myer's energy and the silliness of it all eventually prevail.",,0,1.2774638269598,1.252017789886,1.5580575634347,1.5816525741706
1688,24,"This version moves beyond the original's nostalgia for the communal film experiences of yesteryear to a deeper realization of cinema's inability to stand in for true, lived experience.",,0,1.4490962351541,1.428978994526,1.5728659576046,1.4464969691342
1691,158,Allen's funniest and most likeable movie in years.,20.0,1,0.26286780711801,0.15532049869493,1.353467173951,1.3892796942469
1743,21,"But if you've paid a matinee price and bought a big tub of popcorn, there's guilty fun to be had here.",,0,1.2958792992575,1.3320310843648,1.5614313470967,0.7332769548377
1770,252,The quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths.,,1,0.32991234134964,0.24664083555031,1.3983229150271,1.1981223374955
1777,237,"Measured against practically any like-themed film other than its Oscar-sweeping franchise predecessor The Silence of the Lambs, Red Dragon rates as an exceptional thriller.",,1,0.76294668403518,0.64358410300433,1.4955076452986,1.1733340143578
1784,303,A solid piece of journalistic work that draws a picture of a man for whom political expedience became a deadly foreign policy.,,0,1.5183603559799,1.5024430176773,1.5794136810882,1.4465679821311
1827,98,"... creates a visceral sense of its characters' lives and conflicted emotions that carries it far above... what could have been a melodramatic, Lifetime Channel-style anthology.",,0,1.4997447818679,1.4754881768075,1.5774049237262,1.1457316243144
1893,31,"Same song, second verse, coulda been better, but it coulda been worse.",6.0,0,1.3984623069656,1.3787941990303,1.5721560132218,0.84400956002046
1936,272,The Pianist is Polanski's best film.,35.0,1,0.60467586596036,0.60788003173292,1.4839259896242,0.78169228584034
1940,83,"High Crimes knows the mistakes that bad movies make and is determined not to make them, and maybe that is nobility of a sort.",,0,1.3447231460245,1.4488234706698,1.5765505139167,0.029389615988889
1954,116,"I thought the relationships were wonderful, the comedy was funny, and the love `real'.",,1,0.31307487436704,0.23672083325288,1.3932049693114,1.356000758662
1984,261,"This method almost never fails him, and it works superbly here.",,1,0.94927251599729,0.71490986585739,1.5076265747743,1.3214487507923
2023,273,Maybe Thomas Wolfe was right: You can't go home again.,,0,1.2161809910038,1.263288586919,1.5661376523376,1.5421209743883
2044,259,"The real charm of this trifle is the deadpan comic face of its star, Jean Reno, who resembles Sly Stallone in a hot sake half-sleep.",,0,1.3087246834505,1.2414670842122,1.5556473985655,0.1564381711228
2081,281,"Alain Choquart's camera barely stops moving, portraying both the turmoil of the time and giving Conduct a perpetual sense of urgency, which, for a film that takes nearly three hours to unspool, is both funny and irritating.",,0,1.4776028754825,1.4179297111474,1.5760012013298,0.11088173735795
2082,35,Mostly Martha could have used a little trimming -- 10 or 15 minutes could be cut and no one would notice -- but it's a pleasurable trifle.,,0,1.3196057677966,1.2091130200013,1.5524811979631,0.26593550491417
2100,354,"Bogdanovich taps deep into the Hearst mystique, entertainingly reenacting a historic scandal.",,1,1.3132136026206,1.2127151966236,1.5485042711446,1.2853574630288
2109,244,"It would be disingenuous to call Reno a great film, but you can say that about most of the flicks moving in and out of the multiplex.",,0,1.422990300649,1.4207211615535,1.572767755511,0.055854989880431
2130,318,"Methodical, measured, and gently tedious in its comedy, Secret Ballot is a purposefully reductive movie -- which may be why it's so successful at lodging itself in the brain.",,1,1.2842061488129,1.2196418838785,1.5565795445332,0.11071713767651
2146,114,"Just about the best straight-up, old-school horror film of the last 15 years.",,1,0.61959269519162,0.45560280904067,1.4473843198474,1.5087713715244
2223,263,Steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate Manhattan denizens -- especially the a**holes.,,0,1.5661228618296,1.557959877289,1.5833046165814,0.59402462427849
2254,107,"At its worst the screenplay is callow, but at its best it is a young artist's thoughtful consideration of fatherhood.",,0,1.453823694261,1.4238459143371,1.5762810171028,1.480916233173
2260,297,Norton holds the film together.,,0,0.40846283739146,0.36501043175073,1.4546865312204,0.063389987930007
2263,294,A creaky staircase gothic.,,0,1.1364416648879,1.0943139126198,1.5208093889282,0.12953025062154
2268,176,Isabelle Huppert excels as the enigmatic Mika and Anna Mouglalis is a stunning new young talent in one of Chabrol's most intense psychological mysteries.,,1,0.63461602467943,0.49304906456532,1.4696691438156,0.49585089484726
2270,390,Wedding feels a bit anachronistic.,,-1,0.65080943813238,0.48295007132401,1.459722011255,1.4516508511746
2295,284,"The film just might turn on many people to opera, in general, an art form at once visceral and spiritual, wonderfully vulgar and sublimely lofty -- and as emotionally grand as life.",,1,1.3519076352729,1.3638368678847,1.5675657962703,0.041110366020147
2345,243,"Pacino and Williams seem to keep upping the ante on each other, just as their characters do in the film.",,1,0.93891339899655,0.99512962605805,1.5437102547518,1.5091529219243
2347,164,The cast is top-notch and I predict there will be plenty of female audience members drooling over Michael Idemoto as Michael.,,1,1.2608576981404,1.0982100075924,1.5381559030595,0.18641722700844
2361,127,The simplicity of The Way Home has few equals this side of Aesop.,,0,1.4318437955328,1.448498251477,1.5746384108044,0.33571918302279
2366,10,Exudes the fizz of a Busby Berkeley musical and the visceral excitement of a sports extravaganza.,,1,1.1113145696402,1.0535633114284,1.5367145164626,0.48938716288507
2384,380,"But the talented cast alone will keep you watching, as will the fight scenes.",40.0,1,1.0546736314224,0.88578340060478,1.5079246207082,0.051096291165466
2401,88,"One of the finest, most humane and important Holocaust movies ever made.",,1,0.40822769411207,0.30902857404669,1.4298257511076,1.115289391955
2407,265,The most compelling performance of the year adds substantial depth to this shocking testament to anti-Semitism and neo-fascism.,,1,1.3474174262329,1.3125467398919,1.5638428878271,0.11633273146862
2436,120,"Ultimate X is a ride, basically the kind of greatest-hits reel that might come with a subscription to ESPN the Magazine.",,0,0.66036810488035,0.53779172704849,1.4679192203431,0.76425988628115
2456,268,"A work of extraordinary journalism, but it is also a work of deft and subtle poetry.",33.0,1,1.0697472228399,0.94484000713661,1.5311584449439,0.16091595485243
2458,108,At 78 minutes it just zings along with vibrance and warmth.,,1,1.1116172591058,1.0141295813948,1.5285422448589,0.03041912716808
2486,95,"... a solid, well-formed satire.",,1,1.0595328292399,0.96190687747763,1.518928758641,0.82294693023295
2520,179,Photographed with melancholy richness and eloquently performed yet also decidedly uncinematic.,,0,1.3749960481773,1.3261472139135,1.5648512221091,0.069064625629636
2561,39,"The Ring is worth a look, if you don't demand much more than a few cheap thrills from your Halloween entertainment.",,0,1.1439509433725,1.161234081897,1.5412077351991,0.12755083403455
2564,232,"Armed with a game supporting cast, from the pitch-perfect Forster to the always hilarious Meara and Levy, Like Mike shoots and scores, doing its namesake proud.",,1,0.6660767680061,0.48336085188559,1.4587695713345,0.4333942477771
2581,289,"Hard, endearing, caring, warm.",,1,1.4441192292208,1.3192493337527,1.5625731399158,1.4465264259388
2594,357,"Devos and Cassel have tremendous chemistry -- their sexual and romantic tension, while never really vocalized, is palpable.",,1,1.0272651003197,0.86255834748431,1.5222714134432,0.72735430576572
2643,197,"For VeggieTales fans, this is more appetizing than a side dish of asparagus.",,1,0.83684444743189,0.71972391822901,1.4982598836603,1.1712582577862
2703,209,"Denis forges out of the theories of class - based rage and sisterly obsession a razor-sided tuning fork that rings with cultural, sexual and social discord.",,0,1.0093571488246,0.89054611615512,1.5100396633485,1.3529849805494
2742,199,A truly wonderful tale combined with stunning animation.,29.0,1,0.15647602862825,0.12819294424807,1.3406611737851,0.65806759745529
2817,204,A portrait of an artist.,,0,0.36135347865411,0.32714780622835,1.4400720474893,0.15278944384527
2871,203,"While Tattoo borrows heavily from both Seven and The Silence of the Lambs, it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in.",,1,1.4486050527032,1.4085769506281,1.5746205246087,0.35034869130089
2925,285,"The delicious trimmings... arrive early and stay late, filling nearly every minute... with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a Scrooge or two.",,1,0.91512725247764,0.86023073428754,1.5149552714755,0.13611531039727
2953,168,It's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair.,,1,0.26056517440127,0.18948925934426,1.3735076243254,1.2746044188029
2969,393,"Every individual will see the movie through the prism of his or her own beliefs and prejudices, but the one thing most will take away is the sense that peace is possible.",,1,1.4072523402512,1.4324927720658,1.5750411941727,1.4880713655087
2974,247,Narc is a no-bull throwback to 1970s action films.,,1,0.91766382459522,0.85210464002559,1.5352077764584,1.1857317178785
2986,191,Audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling.,,1,0.54190138147784,0.40246537239925,1.4503496447136,0.3599676103999
3002,238,"The movie has no respect for laws, political correctness or common decency, but it displays something more important: respect for its flawed, crazy people.",,0,1.5331451885266,1.5401366272495,1.5823707507872,0.80605622564198
3043,348,"The climactic events are so well realized that you may forget all about the original conflict, just like the movie does.",,0,1.3849125678261,1.2996742684314,1.5569248856961,1.5774121086829
3089,115,"Gosling creates a staggeringly compelling character, a young man whose sharp intellect is at the very root of his contradictory, self-hating, self-destructive ways.",,1,1.5502003640474,1.5350793054182,1.5817476576431,0.47394003879253
3172,267,A biopic about Crane's life in the classic tradition but evolves into what has become of us all in the era of video.,,0,0.52177145712929,0.47622404482707,1.4700832780389,0.10043330115929
3174,138,"Thanks to a small star with big heart, this family film sequel is plenty of fun for all.",,1,0.39197309783108,0.34561046626594,1.4283200429992,1.180647968057
3188,146,"The fun of the movie is the chance it affords to watch Jackson, who also served as executive producer, take his smooth, shrewd, powerful act abroad.",,1,0.84952808194169,0.76356272589057,1.5080864563827,0.3567594411854
3229,401,"It's a head-turner -- thoughtfully written, beautifully read and, finally, deeply humanizing.",45.0,1,0.49445743049324,0.34426003699353,1.4319177480726,0.56825796279265
3273,30,It's all a rather shapeless good time...,,0,1.2313425515473,1.2082506129986,1.5466090223321,0.50431349764485
3422,77,"Whatever heartwarming scene the impressively discreet filmmakers may have expected to record with their mini DV, they show a remarkable ability to document both sides of this emotional car-wreck.",,1,0.84293375115966,0.76223622370446,1.5118926044289,0.044036558523561
3440,241,The film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work.,,1,1.0011076570107,0.92161916759109,1.5326975176864,0.028704514920858
3545,135,"A fiercely clever and subtle film, capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries.",,1,1.4525238493858,1.4100736296473,1.5718866883906,0.41632348816527
3570,329,"This is an extraordinary film, not least because it is Japanese and yet feels universal.",,1,0.67339978927984,0.47091511237759,1.4702789942955,0.45613113615466
3576,63,"Qutting may be a flawed film, but it is nothing if not sincere.",,0,1.3186826509181,1.3624632424523,1.5691918922342,0.47301369856796
3577,6,"Beautifully crafted, engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic, twisty yarn that will keep them guessing.",,1,0.77092203550364,0.61199123400613,1.4811281758599,0.10639677084102
3600,372,"While this gentle and affecting melodrama will have luvvies in raptures, it's far too slight and introspective to appeal to anything wider than a niche audience.",,0,1.5201546509764,1.5158088213717,1.5805331161627,0.10346622890125
3611,373,Griffin & Co. manage to be spectacularly outrageous.,,1,1.2139578572675,1.0163627761162,1.5384106093654,0.033805189386203
3712,68,"It's a powerful though flawed movie, guaranteed to put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today.",,1,1.4103552512381,1.3923573528166,1.5703247419555,1.2337014538477
3731,54,It depends on how well flatulence gags fit into your holiday concept.,,0,1.082043810394,1.0727036046083,1.534407541184,1.3420526243493
3744,32,I love the robust middle of this picture.,,1,0.23726806055009,0.19108128124546,1.3786975447805,0.11398709911058
3755,306,Samuel Beckett applied to the Iranian voting process.,,0,0.36177161147402,0.32621196263368,1.4481260810206,0.73888888335085
3798,41,"What makes How I Killed My Father compelling, besides its terrific performances, is Fontaine's willingness to wander into the dark areas of parent-child relationships without flinching.",,1,1.1838935700701,1.034013011609,1.5464528620851,0.050258063899666
3804,399,Its engaging simplicity is driven by appealing leads.,,1,0.47606732563648,0.37693411792204,1.4333876837896,0.23918431270929
3811,358,"As a girl-meets-girl romantic comedy, Kissing Jessica Steinis quirky, charming and often hilarious.",,1,0.4108303935589,0.30908851000052,1.4220237581511,0.48260689124454
3842,212,"Like the best of Godard's movies... it is visually ravishing, penetrating, impenetrable.",,1,0.65294365683826,0.45881067244023,1.4596384276867,1.2415404000668
3850,92,Features one of the most affecting depictions of a love affair ever committed to film.,,1,1.4354632564115,1.2045451607944,1.5589706193281,0.92079617856271
3906,333,"The asylum material is gripping, as are the scenes of Jia with his family.",,1,0.99332673192906,0.8248418642195,1.5171311959742,0.12853906077643
3911,12,"Ryan Gosling is, in a word, brilliant as the conflicted Daniel.",,1,1.2208999369695,1.2393592648433,1.5539358272241,1.0710671070733
3936,309,"This enthralling documentary... is at once playful and haunting, an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends.",,1,1.3416090561653,1.2180183676543,1.5562436624161,1.0770339741291
3956,129,"Dong shows how intolerance has the power to deform families, then tear them apart.",,0,1.227246010795,1.1121524691152,1.5462308324828,1.390344162424
3974,91,"Angel presents events partly from the perspective of Aurelie and Christelle, and infuses the film with the sensibility of a particularly nightmarish fairytale.",,1,1.2521676727663,1.2703860529461,1.5536236787128,0.060162461195173
3981,100,Just how these families interact may surprise you.,,0,1.0173839231057,0.96626586375507,1.5194959574236,0.54336274863316
4010,190,"A colorful, vibrant introduction to a universal human impulse, lushly photographed and beautifully recorded.",26.0,1,0.33475096574251,0.2420036028416,1.3902043880018,1.3153409440626
4033,79,"It has fun with the quirks of family life, but it also treats the subject with fondness and respect.",,1,0.82808012555259,0.76742794997738,1.5123984054051,1.001578440192
4062,367,"This odd, poetic road movie, spiked by jolts of pop music, pretty much takes place in Morton's ever-watchful gaze -- and it's a tribute to the actress, and to her inventive director, that the journey is such a mesmerizing one.",,1,1.2063716165466,1.1613811270635,1.5492637465308,0.1380826784509
4067,26,"A first-class, thoroughly involving B movie that effectively combines two surefire, beloved genres -- the prison flick and the fight film.",,1,0.74050269012361,0.53714541624654,1.4670701419957,1.4475080306923
4077,339,`Enigma' is the kind of engaging historical drama that Hollywood appears to have given up on in favor of sentimental war movies in the vein of `We Were Soldiers.',,0,1.3488798807045,1.3361578940635,1.5619847872672,0.034825964724105
4146,57,"Sparkling, often hilarious romantic jealousy comedy... Attal looks so much like a young Robert DeNiro that it seems the film should instead be called `My Husband Is Travis Bickle'.",,1,1.0430962753143,0.90627410155918,1.5196271801862,1.3312596967068
4173,216,"In XXX, Diesel is that rare creature -- an action hero with table manners, and one who proves that elegance is more than tattoo deep.",,1,1.0821213745695,1.023710648883,1.5360893595267,1.1230165897201
4202,184,"Impresses as a skillfully assembled, highly polished and professional adaptation... just about as chilling and unsettling as `Manhunter' was.",,1,1.2210586769563,1.1639491720062,1.5492083681172,0.74338565043549
4212,134,"A miraculous movie, I'm Going Home is so slight, yet overflows with wisdom and emotion.",17.0,1,1.3262479957469,1.1867447844474,1.5489571014643,1.5384878249301
4232,22,"There's not much to Fatale, outside of its stylish surprises... but that's OK.",4.0,0,1.3101800006421,1.2468244297779,1.5505776939834,1.5400859333451
4282,177,A small movie with a big impact.,23.0,1,1.1271073065123,1.0686269278522,1.4996866517319,1.4391084172704
4285,277,"Like Rudy Yellow Lodge, Eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider.",,-1,1.2261472136387,1.2345366133391,1.5450415724521,0.20031530867397
4317,155,The immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary Space Station 3D.,,1,0.28179310048642,0.22498026560908,1.3941636006073,0.12945642230251
4335,242,"In some ways, Lagaan is quintessential Bollywood.",,0,1.2881665652969,1.1654833432432,1.5456521108627,0.26848790009741
4465,202,"It's a hoot watching The Rock chomp on jumbo ants, pull an arrow out of his back, and leap unscathed through raging fire!",,1,1.5384845619053,1.5307252206463,1.5820560225361,0.70450815658464
4466,325,Returning director Rob Minkoff... and screenwriter Bruce Joel Rubin... have done a fine job of updating White's dry wit to a new age.,,1,0.60541921797305,0.44039021264559,1.4472972966261,1.2824615833256
4468,61,"A strong script, powerful direction and splendid production design allows us to be transported into the life of Wladyslaw Szpilman, who is not only a pianist, but a good human being.",10.0,1,0.44931920791308,0.35352345252563,1.4383360546115,0.085921608084446
4537,34,The soundtrack alone is worth the price of admission.,7.0,1,0.98984098756137,0.96441507245781,1.5285732017361,0.13222543439449
4591,353,"Most haunting about ``Fence'' is its conclusion, when we hear the ultimate fate of these girls and realize, much to our dismay, that this really did happen.",,1,1.0634871403399,0.90467973639435,1.523688206521,0.031185300482913
4596,391,"An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.",,1,0.82428808008372,0.68397981799561,1.487435295615,0.16861896589473
4649,248,Intriguing and downright intoxicating.,,1,0.45417857771321,0.30676736765098,1.4323755658892,1.4690863463919
4672,334,"... by the time it's done with us, Mira Nair's new movie has its audience giddy with the delight of discovery, of having been immersed in a foreign culture only to find that human nature is pretty much the same all over.",,1,1.0785112867453,0.99073925294682,1.5320059754473,0.42343876971185
4704,166,This is one of those war movies that focuses on human interaction rather than battle and action sequences... and it's all the stronger because of it.,,1,1.3004908420577,1.2528823466719,1.5548308249392,0.50214876423306
4786,311,"At its best when the guarded, resentful Betty and the manipulative yet needy Margot are front and center.",,0,1.5076879725806,1.4942139917988,1.5787494840906,0.44172206851716
4801,97,Read My Lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love.,,1,0.44200977326877,0.31830940282219,1.4224044417488,0.63032194868545
4806,224,It's a funny little movie with clever dialogue and likeable characters.,,1,0.29157461375424,0.20719326091323,1.3823406532737,1.190111384098
4864,346,Its vision of that awkward age when sex threatens to overwhelm everything else is acute enough to make everyone who has been there squirm with recognition.,,0,1.2860694088523,1.3417300459602,1.5634873996878,1.534560465685
4956,201,``Simone'' is a fun and funky look into an artificial creation in a world that thrives on artificiality.,,1,0.41303581308225,0.28995402123516,1.4117351540373,0.041304622606983
5032,405,Martyr gets royally screwed and comes back for more.,,0,0.41735846802469,0.32378962999194,1.4185092066895,0.39918641215845
