sample_id,sentence,pred_label,gold_label,prompt_text,confidence,logprobs
10.0,She talked to John or Mary but I don't know which.,1.0,1.0,"She talked to John or Mary but I don't know which.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9956801196421401,"{
  "" No"": -6.8326044,
  "" Yes"": -0.004329238,
  ""Yes"": -6.4455523
}"
11.0,She talked to John or Mary but I don't know which one.,1.0,1.0,"She talked to John or Mary but I don't know which one.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9924791055350777,"{
  "" No"": -5.532455,
  "" Yes"": -0.007549319,
  ""Yes"": -6.408937
}"
12.0,"Meg is attracted to Harry, but they don't know who she is attracted to.",0.0,1.0,"Meg is attracted to Harry, but they don't know who she is attracted to.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9168618613532225,"{
  "" No"": -0.08679846,
  "" Yes"": -2.510842,
  ""No"": -7.196833
}"
13.0,What did you leave before they started playing?,0.0,0.0,"What did you leave before they started playing?

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9985756144014968,"{
  "" No"": -0.001425401,
  "" Yes"": -7.8909135,
  ""No"": -7.150122
}"
14.0,"I think Agnes said that Bill would speak, but I don't remember what about.",0.0,1.0,"I think Agnes said that Bill would speak, but I don't remember what about.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9479467236383923,"{
  "" No"": -0.053456977,
  "" Yes"": -2.9973998,
  ""No"": -7.0343146
}"
15.0,"Tony sent Mo a picture that he painted, but it's not clear with what.",0.0,0.0,"Tony sent Mo a picture that he painted, but it's not clear with what.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9204568648241401,"{
  "" No"": -0.08288514,
  "" Yes"": -2.56623,
  ""No"": -6.789626
}"
16.0,Who did they see someone?,0.0,0.0,"Who did they see someone?

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.998528765727825,"{
  ""\n"": -8.239092,
  "" No"": -0.0014723176,
  ""No"": -6.9123363
}"
17.0,The book was by John written.,0.0,0.0,"The book was by John written.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9983993624888303,"{
  ""\n"": -7.7974806,
  "" No"": -0.0016019199,
  ""No"": -7.1721835
}"
18.0,The book was seen by Mary.,1.0,1.0,"The book was seen by Mary.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9902699383696537,"{
  "" No"": -5.0910006,
  "" Yes"": -0.009777708,
  ""Yes"": -6.5048943
}"
19.0,Mary was given by John the book.,1.0,0.0,"Mary was given by John the book.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.6514036062515809,"{
  "" No"": -1.0644444,
  "" Yes"": -0.42862585,
  ""Yes"": -6.5821953
}"
20.0,John was believed to be telling the truth by Mary.,1.0,1.0,"John was believed to be telling the truth by Mary.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9698135135888475,"{
  "" No"": -3.7337935,
  "" Yes"": -0.03065148,
  ""Yes"": -5.957184
}"
21.0,John was believed by Mary to be telling the truth.,1.0,1.0,"John was believed by Mary to be telling the truth.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.8352846784166176,"{
  "" No"": -1.8383555,
  "" Yes"": -0.17998268,
  ""Yes"": -6.2031946
}"
22.0,The car was driven by John to Maine.,1.0,1.0,"The car was driven by John to Maine.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9943177881822463,"{
  ""\n"": -6.4813643,
  "" Yes"": -0.005698417,
  ""Yes"": -6.078994
}"
23.0,Chocolate eggs were hidden from each other by the children.,1.0,0.0,"Chocolate eggs were hidden from each other by the children.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9029268469285993,"{
  "" No"": -2.3804073,
  "" Yes"": -0.10211374,
  ""Yes"": -6.1280093
}"
24.0,Books were taken from no student and given to Mary.,0.0,1.0,"Books were taken from no student and given to Mary.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9981243448438012,"{
  "" No"": -0.0018774164,
  "" Yes"": -7.9665546,
  ""No"": -6.9968204
}"
25.0,"Bill ate the peaches, but Harry the grapes.",1.0,0.0,"Bill ate the peaches, but Harry the grapes.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9909779243851627,"{
  "" No"": -5.220685,
  "" Yes"": -0.009063021,
  ""Yes"": -6.3882318
}"
26.0,Bill ate the peaches and Harry did the grapes.,1.0,0.0,"Bill ate the peaches and Harry did the grapes.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9938304605500179,"{
  "" No"": -6.231126,
  "" Yes"": -0.0061886497,
  ""Yes"": -6.147467
}"
27.0,"Because Steve's of a spider's eye had been stolen, I borrowed Fred's diagram of a snake's fang.",1.0,0.0,"Because Steve's of a spider's eye had been stolen, I borrowed Fred's diagram of a snake's fang.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.924201007883136,"{
  "" No"": -2.6513088,
  "" Yes"": -0.07882569,
  ""Yes"": -6.200621
}"
28.0,Jerry attempted to blow up the Pentagon.,0.0,1.0,"Jerry attempted to blow up the Pentagon.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9962364734852495,"{
  "" No"": -0.0037706264,
  "" Yes"": -6.761709,
  ""No"": -6.46837
}"
29.0,"Bill bought a red house, and Max bought one too.",1.0,1.0,"Bill bought a red house, and Max bought one too.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9958119072242732,"{
  "" No"": -6.9916897,
  "" Yes"": -0.0041968874,
  ""Yes"": -6.357067
}"
30.0,I know the person whose mother died.,1.0,1.0,"I know the person whose mother died.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.561190252463704,"{
  "" No"": -0.83089393,
  "" Yes"": -0.5776953,
  ""Yes"": -6.901096
}"
31.0,Bother you that Kim left!,0.0,0.0,"Bother you that Kim left!

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9687821962772574,"{
  "" No"": -0.031715464,
  "" Yes"": -3.5336246,
  ""No"": -6.9605803
}"
32.0,"Mary arranged for, in St. Louis, John to rent a house cheap.",0.0,0.0,"Mary arranged for, in St. Louis, John to rent a house cheap.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.995966106096667,"{
  "" No"": -0.004042052,
  "" Yes"": -6.4263115,
  ""No"": -6.6900024
}"
33.0,I wonder in whom them to place their trust.,0.0,0.0,"I wonder in whom them to place their trust.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9981183852607547,"{
  ""\n"": -7.892747,
  "" No"": -0.0018833872,
  ""No"": -6.7865973
}"
34.0,I wonder whom us to trust.,0.0,0.0,"I wonder whom us to trust.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9981504525248547,"{
  ""\n"": -7.7446103,
  "" No"": -0.00185126,
  ""No"": -7.01052
}"
35.0,"Jones, that we were talking to last night, always watches football games alone.",1.0,0.0,"Jones, that we were talking to last night, always watches football games alone.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9346932391464287,"{
  "" No"": -2.7958176,
  "" Yes"": -0.06753689,
  ""Yes"": -6.272077
}"
36.0,A letter was received that Jones would be upset by.,0.0,1.0,"A letter was received that Jones would be upset by.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9982017723522179,"{
  "" No"": -0.0017998464,
  "" Yes"": -7.7823415,
  ""No"": -7.152016
}"
37.0,The only person whose kids Dana is willing to put up with was written by John.,0.0,0.0,"The only person whose kids Dana is willing to put up with was written by John.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9973670046289109,"{
  "" No"": -0.0026364678,
  "" Yes"": -6.9300804,
  ""No"": -6.913548
}"
38.0,The book that I like - everyone else in the class hates.,1.0,0.0,"The book that I like - everyone else in the class hates.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.781010269547772,"{
  "" No"": -1.533376,
  "" Yes"": -0.24716698,
  ""Yes"": -6.512565
}"
39.0,"Which book's, author did you meet who you liked?",0.0,0.0,"Which book's, author did you meet who you liked?

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9990987667148825,"{
  "" "": -9.206363,
  "" No"": -0.00090163964,
  ""No"": -7.303773
}"
40.0,All who lost money in the scam are eligible for the program.,1.0,1.0,"All who lost money in the scam are eligible for the program.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9950443738338631,"{
  ""\n"": -6.7547197,
  "" Yes"": -0.004967946,
  ""Yes"": -6.0201592
}"
41.0,Who for Sandy to talk to is still enrolled in the class?,0.0,0.0,"Who for Sandy to talk to is still enrolled in the class?

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.5961382355310192,"{
  "" No"": -0.5172827,
  "" Yes"": -0.91249293,
  ""Yes"": -6.917616
}"
42.0,The only people being added to our group who were at Harvard were students.,1.0,1.0,"The only people being added to our group who were at Harvard were students.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.5440768901100431,"{
  ""\n"": -6.239652,
  "" No"": -0.7953922,
  "" Yes"": -0.6086647
}"
43.0,Leslie told ourselves about us.,0.0,0.0,"Leslie told ourselves about us.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9982796162595851,"{
  ""\n"": -8.138312,
  "" No"": -0.0017218653,
  ""No"": -6.7490163
}"
44.0,Those pictures of us offended us.,1.0,1.0,"Those pictures of us offended us.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9748884566156445,"{
  "" No"": -3.8887515,
  "" Yes"": -0.025432218,
  ""Yes"": -6.394803
}"
45.0,We admired the pictures of us in the album.,1.0,1.0,"We admired the pictures of us in the album.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9962346844453968,"{
  "" No"": -7.138852,
  "" Yes"": -0.0037724222,
  ""Yes"": -6.455722
}"
46.0,We admired the pictures of ourselves in the album.,1.0,1.0,"We admired the pictures of ourselves in the album.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9795748911206783,"{
  "" No"": -4.078679,
  "" Yes"": -0.020636586,
  ""Yes"": -6.3137484
}"
47.0,Max is on the phone now.,1.0,1.0,"Max is on the phone now.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9942407192110605,"{
  "" No"": -5.8731422,
  "" Yes"": -0.0057759294,
  ""Yes"": -6.5208764
}"
48.0,They lost themselves' books.,0.0,0.0,"They lost themselves' books.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9757121249706723,"{
  "" No"": -0.02458769,
  "" Yes"": -3.8253021,
  ""No"": -6.7696185
}"
49.0,I noticed the.,0.0,0.0,"I noticed the.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9987063875388921,"{
  ""\n"": -8.579745,
  "" No"": -0.0012944499,
  ""No"": -6.968381
}"
50.0,This is my favorite.,0.0,1.0,"This is my favorite.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.8458678899681445,"{
  "" No"": -0.16739209,
  "" Yes"": -1.8807232,
  ""No"": -7.2135897
}"
51.0,Some people yell at the dogs.,1.0,1.0,"Some people yell at the dogs.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9909051486478121,"{
  "" No"": -5.8424053,
  "" Yes"": -0.009136462,
  ""Yes"": -5.754513
}"
52.0,The teacher handed the student.,0.0,0.0,"The teacher handed the student.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9982850418242152,"{
  ""\n"": -8.183309,
  "" No"": -0.0017164304,
  ""No"": -6.7075567
}"
53.0,The bird sing.,0.0,0.0,"The bird sing.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9936810888216794,"{
  "" No"": -0.00633896,
  "" Yes"": -5.281329,
  ""No"": -7.101109
}"
54.0,I was already aware of fact.,0.0,0.0,"I was already aware of fact.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.7444060700216805,"{
  ""\n"": -6.5846577,
  "" No"": -0.2951686,
  "" Yes"": -1.3767172
}"
55.0,The guests dined.,1.0,1.0,"The guests dined.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9943449079731645,"{
  ""\n"": -6.5819917,
  "" Yes"": -0.0056711426,
  ""Yes"": -6.137427
}"
56.0,We relied on Leslie.,1.0,1.0,"We relied on Leslie.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9967902648491308,"{
  "" Yes"": -0.0032148974,
  "" yes"": -7.2738214,
  ""Yes"": -6.4881105
}"
57.0,Newsweek appeared on the newsstands.,1.0,1.0,"Newsweek appeared on the newsstands.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9751147749646872,"{
  "" No"": -3.894806,
  "" Yes"": -0.025200097,
  ""Yes"": -6.236059
}"
58.0,The book surprised many people.,1.0,1.0,"The book surprised many people.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.5390038312650388,"{
  ""\n"": -6.7807727,
  "" No"": -0.78256613,
  "" Yes"": -0.6180326
}"
59.0,The storm arrived while we ate lunch.,1.0,1.0,"The storm arrived while we ate lunch.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9953945527458229,"{
  ""\n"": -6.8765874,
  "" Yes"": -0.004616085,
  ""Yes"": -6.225193
}"
60.0,These dogs barked.,1.0,1.0,"These dogs barked.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9965128646282745,"{
  "" Yes"": -0.0034932296,
  "" yes"": -6.940238,
  ""Yes"": -6.4242344
}"
61.0,The cat slept soundly and furry.,0.0,0.0,"The cat slept soundly and furry.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9603290411962032,"{
  "" No"": -0.040479302,
  "" Yes"": -3.2952704,
  ""No"": -6.6905684
}"
62.0,"Chris walks, Pat eats broccoli, and Sandy plays squash.",1.0,1.0,"Chris walks, Pat eats broccoli, and Sandy plays squash.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9955149529980359,"{
  ""\n"": -6.8299417,
  "" Yes"": -0.004495135,
  ""Yes"": -6.2301726
}"
63.0,Nobody told Susan about herself.,0.0,1.0,"Nobody told Susan about herself.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9480793478178352,"{
  ""\n"": -6.858147,
  "" No"": -0.05331708,
  "" Yes"": -3.0130756
}"
64.0,Protect yourself!,1.0,1.0,"Protect yourself!

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.5853434265894558,"{
  "" No"": -0.88643634,
  "" Yes"": -0.53555655,
  ""Yes"": -7.021595
}"
65.0,the putter of books left.,0.0,0.0,"the putter of books left.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9980401855491674,"{
  ""\n"": -7.9218216,
  "" No"": -0.0019617374,
  ""No"": -6.740006
}"
66.0,The cat was bitten the mouse.,0.0,0.0,"The cat was bitten the mouse.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9981515262358739,"{
  ""\n"": -8.260756,
  "" No"": -0.0018501843,
  ""No"": -6.6443825
}"
67.0,Chris was handed Sandy a note by Pat.,0.0,0.0,"Chris was handed Sandy a note by Pat.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.6861710488431038,"{
  ""\n"": -6.777667,
  "" No"": -0.37662834,
  "" Yes"": -1.169681
}"
68.0,The patient died.,1.0,1.0,"The patient died.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9920238605626405,"{
  ""\n"": -6.32417,
  "" No"": -5.8823156,
  "" Yes"": -0.008008119
}"
69.0,TV puts dumb ideas.,0.0,0.0,"TV puts dumb ideas.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9985735868956276,"{
  "" "": -8.908324,
  "" No"": -0.0014274314,
  ""No"": -6.8596272
}"
70.0,There is a monster in Loch Ness.,1.0,1.0,"There is a monster in Loch Ness.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.6844592147717332,"{
  "" No"": -1.1693027,
  "" Yes"": -0.37912622,
  ""Yes"": -6.258516
}"
71.0,People are looking through the window.,1.0,1.0,"People are looking through the window.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9927708687880785,"{
  "" No"": -5.813535,
  "" Yes"": -0.007255388,
  ""Yes"": -6.270206
}"
72.0,It never occurred to Pat that Chris knew the answer.,1.0,1.0,"It never occurred to Pat that Chris knew the answer.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9948498825648092,"{
  ""\n"": -6.6032124,
  "" Yes"": -0.005163425,
  ""Yes"": -6.460558
}"
73.0,It loved Sandy.,0.0,0.0,"It loved Sandy.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.5879392810123499,"{
  ""\n"": -7.171273,
  "" No"": -0.5311316,
  "" Yes"": -0.8927381
}"
74.0,We forgot our invitations.,1.0,1.0,"We forgot our invitations.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9971687575480287,"{
  "" Yes"": -0.002835258,
  "" yes"": -7.3622885,
  ""Yes"": -6.6460824
}"
75.0,Advantage is taken of every opportunity for improvement.,1.0,1.0,"Advantage is taken of every opportunity for improvement.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9930691886297,"{
  "" No"": -6.137564,
  "" Yes"": -0.006954941,
  ""Yes"": -6.0357194
}"
76.0,The bucket was kicked by Pat.,1.0,1.0,"The bucket was kicked by Pat.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.8973889669299075,"{
  "" No"": -2.3262167,
  "" Yes"": -0.10826588,
  ""Yes"": -6.1217885
}"
77.0,John is sad.,1.0,1.0,"John is sad.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9051259714468832,"{
  "" No"": -2.3929074,
  "" Yes"": -0.09968115,
  ""Yes"": -6.576398
}"
78.0,Of whom are you thinking?,0.0,1.0,"Of whom are you thinking?

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9993190062515674,"{
  "" No"": -0.00068122573,
  "" Yes"": -8.912214,
  ""No"": -7.719373
}"
79.0,John is sick.,1.0,1.0,"John is sick.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9960608200048375,"{
  "" No"": -6.951194,
  "" Yes"": -0.003946959,
  ""Yes"": -6.61553
}"
80.0,John tried to leave.,1.0,1.0,"John tried to leave.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9922715631355372,"{
  "" No"": -5.45485,
  "" Yes"": -0.007758456,
  ""Yes"": -6.4654436
}"
81.0,John was struck by Bill as pompous.,0.0,0.0,"John was struck by Bill as pompous.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.8730660040384578,"{
  ""\n"": -7.0232024,
  "" No"": -0.13574412,
  "" Yes"": -2.0848048
}"
82.0,John was promised by Bill to leave.,0.0,0.0,"John was promised by Bill to leave.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9911201993882428,"{
  "" No"": -0.008919461,
  "" Yes"": -4.960175,
  ""No"": -6.8815713
}"
83.0,They make good cooks.,0.0,1.0,"They make good cooks.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.8753821632285841,"{
  ""\n"": -6.432379,
  "" No"": -0.13309473,
  "" Yes"": -2.1117706
}"
84.0,I would prefer to leave.,1.0,1.0,"I would prefer to leave.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9952907215880357,"{
  ""\n"": -6.48751,
  "" Yes"": -0.004720402,
  ""Yes"": -6.1736784
}"
85.0,I would hate for John to leave.,1.0,1.0,"I would hate for John to leave.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9969377881642979,"{
  ""\n"": -7.2464576,
  "" Yes"": -0.00306691,
  ""Yes"": -6.5225596
}"
86.0,It was hated for John to leave.,1.0,0.0,"It was hated for John to leave.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.971152341158007,"{
  "" No"": -3.7115893,
  "" Yes"": -0.029271932,
  ""Yes"": -6.2200294
}"
87.0,to die is no fun.,1.0,1.0,"to die is no fun.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9769754892722138,"{
  "" No"": -3.9249508,
  "" Yes"": -0.023293715,
  ""Yes"": -6.4365683
}"
88.0,That he is here is clear.,1.0,1.0,"That he is here is clear.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.7295958122700008,"{
  ""\n"": -6.4676514,
  "" No"": -1.3259039,
  "" Yes"": -0.31526458
}"
89.0,John believes it sincerely that Bill is here.,1.0,0.0,"John believes it sincerely that Bill is here.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9951659661324741,"{
  ""\n"": -6.7861543,
  "" Yes"": -0.0048457556,
  ""Yes"": -6.4332757
}"
90.0,John believed it that Bill was tardy.,0.0,0.0,"John believed it that Bill was tardy.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.5495976576504605,"{
  ""\n"": -6.637442,
  "" No"": -0.5985688,
  "" Yes"": -0.80590326
}"
91.0,It is to give up to leave.,0.0,0.0,"It is to give up to leave.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9975085665848583,"{
  ""\n"": -7.263225,
  "" No"": -0.0024945422,
  ""No"": -6.6137094
}"
92.0,I bought it to read.,1.0,1.0,"I bought it to read.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9802636841989688,"{
  "" No"": -4.1348205,
  "" Yes"": -0.019933678,
  ""Yes"": -6.3035583
}"
93.0,I gave Pete the book to impress.,0.0,0.0,"I gave Pete the book to impress.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9948396299932045,"{
  "" No"": -0.0051737307,
  "" Yes"": -5.5726495,
  ""No"": -7.073924
}"
94.0,I presented it to Bill to read.,1.0,1.0,"I presented it to Bill to read.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9956418524078079,"{
  ""\n"": -6.96483,
  "" Yes"": -0.004367672,
  ""Yes"": -6.493564
}"
95.0,I gave a book to Bill to read.,1.0,1.0,"I gave a book to Bill to read.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9965511906521336,"{
  ""\n"": -7.1423244,
  "" Yes"": -0.0034547702,
  ""Yes"": -6.401007
}"
96.0,John made Bill mad at himself.,0.0,1.0,"John made Bill mad at himself.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9982831349019496,"{
  ""\n"": -8.118875,
  "" No"": -0.0017183406,
  ""No"": -6.7990885
}"
97.0,The correspondence school made Bill a good typist.,1.0,1.0,"The correspondence school made Bill a good typist.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.6039150419282041,"{
  ""\n"": -6.5839763,
  "" No"": -0.93690836,
  "" Yes"": -0.50432175
}"
98.0,John bought a dog for himself to play with.,1.0,0.0,"John bought a dog for himself to play with.

Is this sentence linguistically acceptable? Answer as yes or no. Explain your reasoning.

Answer:",0.9958840276294755,"{
  ""\n"": -6.876271,
  "" Yes"": -0.0041244663,
  ""Yes"": -6.2404656
}"
