sstb_id,zuco_id,content,sstb_label,control_id,flesch_score_manual,flesch_score_textstat,mean_grade_level_textstat,mean_of_fixations,max_of_fixations,min_of_fixations,median_of_fixations,mean_of_trts,max_of_trts,min_of_trts,median_of_trts,mean_of_omissionRates,max_of_omissionRates,min_of_omissionRates,median_of_omissionRates,mean_of_pupilSizes,max_of_pupilSizes,min_of_pupilSizes,median_of_pupilSizes,mean_of_average_fixation_duration,max_of_average_fixation_duration,min_of_average_fixation_duration,median_of_average_fixation_duration,number_of_words,number_of_characters,number_of_syllables,zab_item_accuracy,zdm_item_accuracy,zgw_item_accuracy,zjm_item_accuracy,zjn_item_accuracy,zjs_item_accuracy,zkb_item_accuracy,zkh_item_accuracy,zkw_item_accuracy,zmg_item_accuracy,zph_item_accuracy,average_sentence_accuracy
290,381.0,It's solid and affecting and exactly as thought-provoking as it should be.,1,41.0,53.655,50.84,10.0,13.454545454545455,31.0,4.0,12.0,1625.6363636363637,4331.0,489.0,1386.0,0.46969696969696967,0.9166666666666666,0.25,0.3333333333333333,943.2014039201539,1702.28125,359.3,969.6229166666667,117.60704254201322,152.75,88.75,115.5,12.0,74.0,20.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7272727272727273
342,178.0,This bold and lyrical first feature from Raja Amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment.,1,,29.03000000000003,44.07,14.0,36.18181818181818,61.0,18.0,36.0,4287.636363636364,7520.0,1885.0,3931.0,0.22895622895622897,0.4074074074074074,0.037037037037037035,0.2222222222222222,805.5663869424229,1076.2058823529412,288.44545454545454,825.2833333333332,117.30492533852986,137.25,101.75,111.42105263157895,27.0,165.0,48.0,,,,,,,,,,,,
344,336.0,Girls gone wild and gone civil again,0,,90.95857142857145,106.67,3.0,10.181818181818182,17.0,6.0,9.0,1281.1818181818182,2249.0,746.0,1095.0,0.19480519480519476,0.42857142857142855,0.14285714285714285,0.14285714285714285,850.7303030303029,1770.0,341.5,826.9166666666666,125.91608271407735,151.2,108.75,121.66666666666667,7.0,36.0,9.0,,,,,,,,,,,,
349,162.0,... always remains movingly genuine.,1,21.0,15.640000000000015,8.2,13.0,10.181818181818182,15.0,5.0,11.0,1388.090909090909,1960.0,644.0,1395.0,0.21818181818181823,0.4,0.2,0.2,797.7248737373737,1117.875,265.79166666666663,824.9583333333334,138.42551236642146,172.85714285714286,107.3076923076923,136.8181818181818,5.0,36.0,11.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8181818181818182
371,69.0,An intriguing and entertaining introduction to Johnson.,1,,6.35857142857148,5.15,20.0,10.636363636363637,14.0,7.0,11.0,1381.7272727272727,1951.0,905.0,1249.0,0.3116883116883116,0.42857142857142855,0.0,0.2857142857142857,760.1686580086581,1063.6399999999999,227.32,841.25,130.78879933198115,177.36363636363637,99.0,124.9,7.0,55.0,16.0,,,,,,,,,,,,
384,121.0,"Celebrated at Sundance, this slight comedy of manners has winning performances and a glossy, glib charm that's hard to beat.",1,,46.94500000000005,59.64,13.0,23.90909090909091,46.0,15.0,23.0,2870.181818181818,6230.0,1818.0,2559.0,0.2681818181818182,0.55,0.1,0.25,763.816001181429,1254.090909090909,251.16666666666669,803.9166666666667,118.99135050800851,146.9090909090909,95.72727272727273,121.2,20.0,124.0,33.0,,,,,,,,,,,,
406,308.0,"Often gruelling and heartbreaking to witness, but Seldahl and Wollter's sterling performances raise this far above the level of the usual maudlin disease movie.",1,,30.900000000000034,55.58,12.0,21.818181818181817,33.0,11.0,21.0,2422.3636363636365,3622.0,1151.0,2327.0,0.36363636363636365,0.7083333333333334,0.16666666666666666,0.3333333333333333,880.7563411927769,1762.1285714285714,385.32142857142856,880.8809523809523,110.4274970851549,135.20833333333334,92.25,107.6842105263158,24.0,160.0,43.0,,,,,,,,,,,,
408,182.0,"The stunning, dreamlike visuals will impress even those viewers who have little patience for Euro-film pretension.",1,24.0,26.682500000000005,38.32,12.0,20.818181818181817,39.0,11.0,20.0,2511.7272727272725,5472.0,1156.0,2253.0,0.24431818181818182,0.4375,0.0625,0.25,751.6944999865456,1067.5555555555557,268.84090909090907,767.3821428571429,118.30796098274514,140.30769230769232,101.15384615384616,116.4375,16.0,114.0,31.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6363636363636364
456,153.0,An inspiring and heart-affecting film about the desperate attempts of Vietnamese refugees living in U.S. relocation camps to keep their hopes alive in 1975.,1,,20.325000000000017,67.76,7.0,27.454545454545453,41.0,18.0,28.0,3087.7272727272725,5023.0,1930.0,3253.0,0.3068181818181818,0.5,0.16666666666666666,0.3333333333333333,702.7121289103197,1038.523148148148,240.52604166666666,671.688888888889,111.69436220946942,122.51219512195122,96.07692307692308,113.5,24.0,156.0,46.0,,,,,,,,,,,,
478,109.0,"Only an epic documentary could get it all down, and Spike Lee's Jim Brown: All American at long last gives its subject a movie worthy of his talents.",1,14.0,54.5364285714286,68.44,9.0,30.272727272727273,42.0,18.0,31.0,3625.4545454545455,6596.0,1942.0,3252.0,0.2889610389610389,0.4642857142857143,0.10714285714285714,0.2857142857142857,789.4658885991815,1101.138888888889,262.5708333333333,859.2,118.10724041761273,169.12820512820514,100.8076923076923,109.1891891891892,28.0,149.0,41.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7272727272727273
677,312.0,Ford deserves to be remembered at Oscar time for crafting this wonderful portrait of a conflicted soldier.,1,,45.26235294117649,54.22,12.0,16.454545454545453,22.0,11.0,18.0,1952.090909090909,2644.0,1204.0,2075.0,0.3529411764705882,0.5294117647058824,0.17647058823529413,0.35294117647058826,855.4990269578906,1735.7916666666665,372.21999999999997,815.7791666666667,118.54000229568413,133.83333333333334,104.05555555555556,120.38888888888889,17.0,106.0,29.0,,,,,,,,,,,,
726,18.0,A work of astonishing delicacy and force.,1,3.0,30.53000000000003,38.99,10.0,13.363636363636363,23.0,7.0,12.0,1734.2727272727273,3150.0,722.0,1701.0,0.2727272727272727,0.42857142857142855,0.14285714285714285,0.2857142857142857,889.3800468975468,1277.9583333333333,303.46999999999997,971.0416666666666,127.13982284733274,142.41666666666666,102.55555555555556,132.5,7.0,41.0,14.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091
768,363.0,"Not as distinctive or even as humorous as its needs to be to stand out, but it has clearly been made with affection and care.",0,,63.020000000000024,71.48,10.0,19.272727272727273,29.0,5.0,19.0,2209.6363636363635,3256.0,692.0,2279.0,0.4109090909090909,0.84,0.28,0.36,843.2267744850466,1622.1395833333331,352.8333333333333,882.875,115.86246619684006,141.4,92.14285714285714,111.47368421052632,25.0,125.0,35.0,,,,,,,,,,,,
793,342.0,"So young, so smart, such talent, such a wise ***.",1,,103.625,104.64,4.0,11.454545454545455,18.0,6.0,11.0,1360.2727272727273,2187.0,781.0,1370.0,0.2545454545454545,0.4,0.2,0.2,879.4611742424241,1897.7857142857142,367.2142857142857,831.6666666666666,118.43188705234161,130.16666666666666,101.22222222222223,121.125,10.0,49.0,11.0,,,,,,,,,,,,
840,225.0,"``13 Conversations'' holds its goodwill close, but is relatively slow to come to the point.",0,,56.25000000000003,64.71,10.0,16.818181818181817,24.0,11.0,17.0,2016.4545454545455,3160.0,1208.0,1859.0,0.29090909090909095,0.4,0.2,0.26666666666666666,732.6181971227426,1112.4444444444443,210.70833333333334,677.4,117.75938860448429,143.63636363636363,96.76923076923077,115.25,15.0,91.0,24.0,,,,,,,,,,,,
882,17.0,The film often achieves a mesmerizing poetry.,1,2.0,30.53000000000003,38.99,12.0,10.090909090909092,17.0,6.0,9.0,1280.8181818181818,1954.0,809.0,1230.0,0.2987012987012987,0.5714285714285714,0.0,0.2857142857142857,876.5968903318903,1238.125,309.33333333333337,912.9,127.46591725268196,149.76923076923077,114.94117647058823,123.8,7.0,45.0,14.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7272727272727273
884,324.0,It's neither as romantic nor as thrilling as it should be.,-1,38.0,80.30636363636367,85.69,6.0,8.818181818181818,13.0,6.0,8.0,1089.0,1475.0,701.0,1082.0,0.4462809917355371,0.6363636363636364,0.2727272727272727,0.45454545454545453,900.2041847041847,1770.3888888888887,361.0,978.5416666666667,123.75298716435078,140.4,102.1,126.5,11.0,58.0,15.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7272727272727273
904,386.0,A richly imagined and admirably mature work from a gifted director who definitely has something on his mind.,1,,19.36500000000001,53.21,11.0,16.181818181818183,26.0,10.0,16.0,1947.0,3971.0,1008.0,1744.0,0.3737373737373737,0.7222222222222222,0.1111111111111111,0.3333333333333333,823.1009472640155,1658.6666666666667,319.8333333333333,770.5,117.27271478521479,152.73076923076923,91.5,114.47619047619048,18.0,108.0,36.0,,,,,,,,,,,,
907,208.0,It never fails to engage us.,1,,73.84500000000001,90.77,2.0,7.909090909090909,16.0,5.0,7.0,1055.5454545454545,2669.0,617.0,850.0,0.30303030303030304,0.3333333333333333,0.16666666666666666,0.3333333333333333,841.334722222222,1215.5,248.66666666666666,860.7,129.77797619047618,177.2,91.0,123.4,6.0,28.0,9.0,,,,,,,,,,,,
944,160.0,"There is a refreshing absence of cynicism in Stuart Little 2 -- quite a rarity, even in the family film market.",1,,40.4914285714286,51.18,10.0,24.363636363636363,35.0,16.0,26.0,2956.2727272727275,4555.0,1869.0,2813.0,0.3246753246753247,0.5238095238095238,0.14285714285714285,0.3333333333333333,775.6718832587426,1125.8833333333332,266.32738095238096,814.1944444444445,120.32538436046524,142.09677419354838,94.65384615384616,122.30434782608695,21.0,111.0,36.0,,,,,,,,,,,,
974,260.0,"... a cute and sometimes side-splittingly funny blend of Legally Blonde and Drop Dead Gorgeous, starring Piper Perabo in what could be her breakthrough role.",1,,35.94800000000001,64.04,14.0,23.454545454545453,33.0,15.0,22.0,2617.4545454545455,3829.0,1486.0,2486.0,0.3418181818181818,0.52,0.24,0.32,837.0396722043006,1738.0208333333333,377.11111111111114,798.3645833333334,110.15958723707804,134.86363636363637,93.2,113.0,25.0,157.0,43.0,,,,,,,,,,,,
984,80.0,"Novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty, no-budget approach.",1,,34.42500000000004,30.2,15.0,33.09090909090909,62.0,18.0,30.0,4012.818181818182,8135.0,2148.0,3732.0,0.25000000000000006,0.4166666666666667,0.08333333333333333,0.25,752.6284540696323,1065.7380952380952,226.9578947368421,810.9416666666667,120.53339602658988,134.525,107.02857142857142,119.33333333333333,24.0,144.0,42.0,,,,,,,,,,,,
990,291.0,The way Coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining.,1,,29.180000000000007,31.21,15.0,23.09090909090909,38.0,13.0,24.0,2619.0,5109.0,1270.0,2430.0,0.3963636363636363,0.6,0.28,0.32,827.5698750991531,1616.7,370.74242424242425,869.0714285714286,112.01175987754937,134.44736842105263,97.07142857142857,112.60714285714286,25.0,150.0,45.0,,,,,,,,,,,,
999,360.0,"... a haunting vision, with images that seem more like disturbing hallucinations.",-1,,39.55500000000001,43.39,12.0,12.727272727272727,25.0,6.0,10.0,1501.7272727272727,3148.0,932.0,1083.0,0.4090909090909091,0.8333333333333334,0.16666666666666666,0.3333333333333333,884.0864478114479,1728.5625,390.8333333333333,885.5,118.64428266178265,155.33333333333334,99.14285714285714,119.11111111111111,12.0,81.0,22.0,,,,,,,,,,,,
1029,230.0,Genuinely touching because it's realistic about all kinds of love.,1,,27.485000000000014,52.87,10.0,13.272727272727273,22.0,7.0,12.0,1535.4545454545455,2761.0,792.0,1323.0,0.20909090909090908,0.3,0.1,0.2,738.3943241943242,1169.5,193.35714285714286,675.3111111111111,118.01645021645022,169.28571428571428,99.0,109.66666666666667,10.0,66.0,20.0,,,,,,,,,,,,
1059,194.0,"This is cool, slick stuff, ready to quench the thirst of an audience that misses the summer blockbusters.",1,,71.06500000000001,78.59,10.0,17.545454545454547,26.0,13.0,16.0,2168.4545454545455,3496.0,1371.0,2064.0,0.27272727272727276,0.3888888888888889,0.05555555555555555,0.2777777777777778,774.5374125651532,1177.3636363636363,243.0,811.576388888889,123.10182733932734,158.61111111111111,97.92857142857143,127.5,18.0,105.0,25.0,,,,,,,,,,,,
1134,173.0,The film serves as a valuable time capsule to remind us of the devastating horror suffered by an entire people.,0,,38.48500000000004,59.64,10.0,20.0,24.0,15.0,20.0,2353.090909090909,3030.0,1697.0,2362.0,0.33181818181818185,0.45,0.15,0.35,736.9471403818997,1013.1615384615385,198.39583333333334,746.4166666666666,118.0785639843622,139.38095238095238,102.69565217391305,121.8,20.0,111.0,35.0,,,,,,,,,,,,
1147,221.0,"Not only is Undercover Brother as funny, if not more so, than both Austin Powers films, but it's also one of the smarter, savvier spoofs to come along in some time.",1,31.0,55.292580645161294,65.39,9.0,35.18181818181818,70.0,17.0,33.0,4077.090909090909,8818.0,1876.0,3787.0,0.31085043988269795,0.5161290322580645,0.12903225806451613,0.3225806451612903,738.9624445856401,1040.8761904761905,217.13636363636363,764.2173913043479,115.3244957341904,140.25925925925927,104.48717948717949,110.3529411764706,31.0,164.0,44.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8181818181818182
1151,286.0,"The inhospitability of the land emphasizes the spare precision of the narratives and helps to give them an atavistic power, as if they were tales that had been handed down since the beginning of time.",0,,26.28142857142859,52.87,19.0,29.272727272727273,50.0,14.0,26.0,3371.0,6110.0,1659.0,2803.0,0.41038961038961036,0.6285714285714286,0.22857142857142856,0.4,829.1467280846396,1717.923076923077,361.35,865.8666666666667,114.80961780584856,134.52631578947367,91.1923076923077,117.94594594594595,35.0,200.0,60.0,,,,,,,,,,,,
1175,9.0,"Ultimately feels emp11111ty and unsatisfying, like swallowing a Communion wafer without the wine.",-1,,17.932307692307717,15.98,13.0,31.09090909090909,50.0,19.0,29.0,3778.6363636363635,6188.0,1931.0,3853.0,0.21678321678321683,0.3076923076923077,0.15384615384615385,0.23076923076923078,845.6169827686673,1239.4675324675325,302.38076923076926,935.9833333333333,120.12235021166008,148.64864864864865,101.63157894736842,122.27272727272727,13.0,97.0,27.0,,,,,,,,,,,,
1183,60.0,One of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals... a psychological masterpiece.,1,,20.325000000000017,42.38,11.0,29.545454545454547,63.0,16.0,24.0,3409.5454545454545,7666.0,1696.0,2894.0,0.33712121212121215,0.4583333333333333,0.16666666666666666,0.375,803.3420471489725,1076.8823529411766,264.9114583333333,890.3333333333334,113.52453700025694,125.82608695652173,92.25,118.05882352941177,24.0,155.0,46.0,,,,,,,,,,,,
1211,40.0,"Beautifully observed, miraculously unsentimental comedy-drama.",1,,-170.48,-136.65,34.0,14.727272727272727,33.0,9.0,12.0,1867.0,5037.0,1067.0,1586.0,0.03636363636363637,0.2,0.0,0.0,825.628106060606,1159.1875,296.0,927.7466666666667,123.05635127764316,152.63636363636363,105.5,118.55555555555556,5.0,62.0,22.0,,,,,,,,,,,,
1228,282.0,The second coming of Harry Potter is a film far superior to its predecessor.,1,,53.639285714285734,48.81,8.0,13.818181818181818,22.0,10.0,14.0,1572.090909090909,2276.0,899.0,1541.0,0.3896103896103896,0.5,0.2857142857142857,0.35714285714285715,871.8957160894661,1975.2142857142858,380.1111111111111,825.2037037037038,113.96461530893349,132.1818181818182,89.9,115.4,14.0,76.0,23.0,,,,,,,,,,,,
1301,375.0,"Warm Water Under a Red Bridge is a quirky and poignant Japanese film that explores the fascinating connections between women, water, nature, and sexuality.",1,,20.325000000000017,30.2,17.0,21.454545454545453,29.0,16.0,22.0,2576.7272727272725,3628.0,1686.0,2549.0,0.35984848484848486,0.5416666666666666,0.25,0.3333333333333333,828.0127175662772,1817.7954545454545,316.1923076923077,795.6071428571429,118.6345887323448,135.0909090909091,105.375,122.1304347826087,24.0,155.0,46.0,,,,,,,,,,,,
1330,185.0,"For the most part, it's a work of incendiary genius, steering clear of knee-jerk reactions and quick solutions.",1,,61.665000000000006,53.21,12.0,19.0,25.0,14.0,18.0,2213.2727272727275,3329.0,1558.0,1833.0,0.3181818181818182,0.4444444444444444,0.16666666666666666,0.2777777777777778,751.5627032058849,1117.6538461538462,289.30555555555554,724.0256410256411,115.01296919301666,133.16,98.72222222222223,114.4375,18.0,111.0,27.0,,,,,,,,,,,,
1368,332.0,Griffiths proves she's that rare luminary who continually raises the standard of her profession.,1,,35.5107142857143,40.35,14.0,16.363636363636363,23.0,11.0,16.0,1945.3636363636363,2979.0,1148.0,1852.0,0.20779220779220778,0.35714285714285715,0.07142857142857142,0.21428571428571427,858.8738289067837,1857.4358974358975,361.45,872.35,117.69487657321883,144.76470588235293,92.5,115.73333333333333,14.0,96.0,26.0,,,,,,,,,,,,
1371,384.0,"An important movie, a reminder of the power of film to move us and to make us examine our values.",1,,59.63500000000003,68.1,7.0,13.363636363636363,16.0,8.0,14.0,1555.4545454545455,2185.0,944.0,1600.0,0.45,0.8,0.3,0.45,846.3364975933159,1794.3333333333333,345.45454545454544,841.9583333333334,115.50971074380165,141.71428571428572,88.66666666666667,117.0909090909091,20.0,97.0,30.0,,,,,,,,,,,,
1381,103.0,"Creepy, authentic and dark.",0,,54.72500000000002,75.88,9.0,8.272727272727273,21.0,4.0,8.0,1096.5454545454545,3100.0,486.0,865.0,0.13636363636363635,0.5,0.0,0.0,779.672113997114,1107.7777777777776,264.1666666666667,853.0,130.8327922077922,177.25,104.5,121.5,4.0,27.0,7.0,,,,,,,,,,,,
1389,139.0,And I've decided to leave a light on every night from now on.,0,,76.50153846153849,92.12,3.0,11.545454545454545,16.0,7.0,12.0,1263.0,1721.0,776.0,1226.0,0.3496503496503497,0.6153846153846154,0.15384615384615385,0.3076923076923077,733.4041141938869,1109.5714285714287,248.33333333333334,712.5833333333334,109.84775502275502,126.77777777777777,102.16666666666667,106.1,13.0,61.0,18.0,,,,,,,,,,,,
1393,106.0,"The film is a contrivance, as artificial as the video games Japanese teens play in a nightclub sequence, but it's an enjoyable one.",0,,36.35956521739132,65.05,10.0,27.636363636363637,47.0,14.0,28.0,3274.7272727272725,6497.0,1552.0,3115.0,0.30434782608695654,0.5217391304347826,0.17391304347826086,0.30434782608695654,825.6145262691982,1213.3796296296296,271.54358974358973,821.7745098039215,115.9871970817182,138.2340425531915,96.61904761904762,112.0,23.0,131.0,40.0,,,,,,,,,,,,
1465,84.0,But it's too long and too convoluted and it ends in a muddle.,-1,12.0,83.0092307692308,83.66,3.0,10.818181818181818,20.0,5.0,11.0,1279.2727272727273,2098.0,666.0,1247.0,0.4055944055944055,0.6153846153846154,0.3076923076923077,0.38461538461538464,791.554785954786,1051.0833333333333,270.27777777777777,880.9444444444445,120.09064672701037,133.55555555555554,98.45454545454545,122.0,13.0,61.0,17.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091
1471,38.0,"The movie is for fans who can't stop loving anime, and the fanatical excess built into it.",0,,60.19176470588238,71.14,8.0,19.181818181818183,29.0,12.0,18.0,2400.818181818182,4079.0,1583.0,2317.0,0.2887700534759358,0.4117647058823529,0.11764705882352941,0.29411764705882354,816.1250441477714,1192.45,300.65384615384613,896.4583333333334,127.70573455246776,159.76923076923077,91.26923076923077,131.91666666666666,17.0,90.0,26.0,,,,,,,,,,,,
1475,307.0,A strangely compelling and brilliantly acted psychological drama.,1,,-12.784999999999997,4.14,15.0,11.272727272727273,17.0,8.0,11.0,1333.8181818181818,2151.0,764.0,1378.0,0.22727272727272727,0.375,0.125,0.25,903.3946608946608,1796.5,377.2857142857143,861.8611111111112,116.66654956748539,138.28571428571428,95.5,114.83333333333333,8.0,65.0,20.0,,,,,,,,,,,,
1489,159.0,"For those who pride themselves on sophisticated, discerning taste, this might not seem like the proper cup of tea, however it is almost guaranteed that even the stuffiest cinema goers will laugh their 1*** off for an hour-and-a-half.",1,,30.2334210526316,41.37,17.0,44.90909090909091,67.0,31.0,45.0,5189.454545454545,8702.0,3261.0,4670.0,0.2679425837320574,0.42105263157894735,0.15789473684210525,0.2631578947368421,808.412367255857,1203.6458333333333,264.19404761904764,873.9848484848484,115.09522275174787,140.375,101.90625,111.83673469387755,38.0,233.0,62.0,,,,,,,,,,,,
1523,262.0,Few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands.,1,,69.8142307692308,78.93,7.0,19.636363636363637,28.0,14.0,19.0,2231.181818181818,3317.0,1352.0,2233.0,0.4055944055944056,0.5384615384615384,0.2692307692307692,0.38461538461538464,862.2500158467265,1852.8333333333333,365.3333333333333,818.7604166666666,112.87064377550479,144.2173913043478,96.57142857142857,104.21739130434783,26.0,133.0,34.0,,,,,,,,,,,,
1527,198.0,"While it regards 1967 as the key turning point of the 20th century, and returns again and again to images of dissidents in the streets, it's alarmingly current.",0,,45.4721428571429,59.98,12.0,31.636363636363637,56.0,17.0,30.0,3629.090909090909,7436.0,2010.0,3256.0,0.29870129870129863,0.4642857142857143,0.03571428571428571,0.2857142857142857,744.5401000024323,1211.0392156862745,248.46428571428572,712.1700501253133,113.82273242020719,132.78571428571428,87.89655172413794,113.94117647058823,28.0,160.0,44.0,,,,,,,,,,,,
1531,67.0,"Stephen Rea, Aidan Quinn, and Alan Bates play Desmond's legal eagles, and when joined by Brosnan, the sight of this grandiloquent quartet lolling in pretty Irish settings is a pleasant enough thing, `tis.",1,,45.158181818181845,63.36,13.0,42.90909090909091,62.0,24.0,41.0,5093.0,8564.0,2556.0,4412.0,0.22314049586776863,0.3939393939393939,0.12121212121212122,0.21212121212121213,759.8061962538544,1004.7083333333334,214.25333333333336,845.466049382716,116.66949182527675,138.1290322580645,105.97560975609755,113.55882352941177,33.0,204.0,50.0,,,,,,,,,,,,
1532,171.0,"Director of photography Benoit Delhomme shot the movie in delicious colors, and the costumes and sets are grand.",1,,33.465,53.21,12.0,21.454545454545453,31.0,13.0,22.0,2647.0,3660.0,1397.0,2732.0,0.2727272727272727,0.5,0.05555555555555555,0.2777777777777778,734.2062679150914,1054.3214285714287,231.25,754.6794871794872,123.00788385223233,144.52,106.4090909090909,128.375,18.0,112.0,33.0,,,,,,,,,,,,
