sample_id,sentence,domain,gold_label,agg_human_label,agg_human_confidence,machine_2_pred,machine_2_confidence,confidence_diff
193,Anson thought that himself was happy.,in,0.0,0.0,1.0,0.0,0.9991292357444764,0.0008707642555235706
95,I gave a book to Bill to read.,out,1.0,1.0,1.0,1.0,0.9991517066955566,0.0008482933044433594
167,Captain Wentworth wrote a letter to Anne Elliott.,in,1.0,1.0,1.0,1.0,0.999165177345276,0.0008348226547240101
190,What did you ask who Medea gave?,in,0.0,0.0,1.0,0.0,0.9991662502288818,0.0008337497711181641
180,I gave money to the charity.,in,1.0,1.0,1.0,1.0,0.9991870522499084,0.0008129477500915527
2,I served my guests.,out,1.0,1.0,1.0,1.0,0.9991881251335144,0.0008118748664855957
72,It never occurred to Pat that Chris knew the answer.,out,1.0,1.0,1.0,1.0,0.9992058873176576,0.0007941126823424183
43,Leslie told ourselves about us.,out,0.0,0.0,1.0,0.0,0.9992077946662904,0.0007922053337096058
186,Everyone hopes that he will sleep.,in,1.0,1.0,1.0,1.0,0.999212384223938,0.0007876157760620117
67,Chris was handed Sandy a note by Pat.,out,0.0,0.0,1.0,0.0,0.9992141723632812,0.00078582763671875
137,This proved a decisive factor.,in,1.0,1.0,1.0,1.0,0.9992152452468872,0.000784754753112793
131,A wonderful opportunity presented itself to him yesterday.,in,1.0,1.0,1.0,1.0,0.9992215633392334,0.0007784366607666016
80,John tried to leave.,out,1.0,1.0,1.0,1.0,0.9992365837097168,0.0007634162902832031
144,We never found any of the unicorns.,in,1.0,1.0,1.0,1.0,0.9992424249649048,0.0007575750350952148
22,The car was driven by John to Maine.,out,1.0,1.0,1.0,1.0,0.9992456436157228,0.0007543563842772327
165,The wealthy young man bought that piano for his secret fiancée.,in,1.0,1.0,1.0,1.0,0.9992594122886658,0.0007405877113342285
183,Mary revealed himself to John.,in,0.0,0.0,1.0,0.0,0.9992603659629822,0.0007396340370178223
154,I have much of the manuscript left to type.,in,1.0,1.0,1.0,1.0,0.9992615580558776,0.0007384419441224255
100,The weights made the rope stretch over the pulley.,in,1.0,1.0,1.0,1.0,0.9992766976356506,0.0007233023643493652
74,We forgot our invitations.,out,1.0,1.0,1.0,1.0,0.9993003606796264,0.0006996393203736462
58,The book surprised many people.,out,1.0,1.0,1.0,1.0,0.9993007183074952,0.0006992816925047718
28,Jerry attempted to blow up the Pentagon.,out,1.0,1.0,1.0,1.0,0.9993044137954712,0.0006955862045288086
159,The manager laughed.,in,1.0,1.0,1.0,1.0,0.9993159770965576,0.0006840229034423828
163,John thinks that Mary loves himself.,in,0.0,0.0,1.0,0.0,0.9993162155151368,0.0006837844848631702
179,"Suddenly, there arrived two inspectors from the INS.",in,1.0,1.0,1.0,1.0,0.9993187189102172,0.0006812810897828259
84,I would prefer to leave.,out,1.0,1.0,1.0,1.0,0.9993337988853456,0.00066620111465443
149,It annoys me that Fido barks.,in,1.0,1.0,1.0,1.0,0.9993426203727722,0.0006573796272277832
172,Emma made Harriet some food.,in,1.0,1.0,1.0,1.0,0.9993433356285096,0.0006566643714903675
87,to die is no fun.,out,1.0,1.0,1.0,1.0,0.9993489384651184,0.0006510615348815918
174,I want to try and buy some whiskey.,in,1.0,1.0,1.0,1.0,0.9993543028831482,0.0006456971168518066
177,Henri wants to buy which books about cooking?,in,1.0,1.0,1.0,1.0,0.9993544220924376,0.0006455779075623669
48,They lost themselves' books.,out,0.0,0.0,1.0,0.0,0.9993556141853333,0.000644385814666748
130,Soaring temperatures are predicted for this weekend.,in,1.0,1.0,1.0,1.0,0.9993610978126526,0.0006389021873474121
135,Sandy removed her ballet shoes.,in,1.0,1.0,1.0,1.0,0.9993632435798644,0.0006367564201356091
85,I would hate for John to leave.,out,1.0,1.0,1.0,1.0,0.9993696808815002,0.0006303191184997559
171,Harriet admired Mr Knightley.,in,1.0,1.0,1.0,1.0,0.9993698000907898,0.0006301999092102051
121,The farmer loaded the cart with apples.,in,1.0,1.0,1.0,1.0,0.9993871450424194,0.0006128549575805664
56,We relied on Leslie.,out,1.0,1.0,1.0,1.0,0.9993946552276612,0.0006053447723387562
77,John is sad.,out,1.0,1.0,1.0,1.0,0.9994144439697266,0.0005855560302734375
132,Out of the box jumped a little white rabbit.,in,1.0,1.0,1.0,1.0,0.99942809343338,0.0005719065666199841
68,The patient died.,out,1.0,1.0,1.0,1.0,0.9994342923164368,0.0005657076835632324
138,John is afraid of Bill.,in,1.0,1.0,1.0,1.0,0.9994396567344666,0.0005603432655334473
70,There is a monster in Loch Ness.,out,1.0,1.0,1.0,1.0,0.999442994594574,0.0005570054054260254
192,Anson believed himself to be handsome.,in,1.0,1.0,1.0,1.0,0.9994462132453918,0.0005537867546081543
148,To please John is easy.,in,1.0,1.0,1.0,1.0,0.9994532465934752,0.0005467534065247692
176,Ann bought a first edition of Richard III for $1000.,in,1.0,1.0,1.0,1.0,0.9994763731956482,0.0005236268043518066
57,Newsweek appeared on the newsstands.,out,1.0,1.0,1.0,1.0,0.999478042125702,0.0005219578742979847
79,John is sick.,out,1.0,1.0,1.0,1.0,0.999479591846466,0.0005204081535340466
160,Who did you think kissed the gorilla?,in,1.0,1.0,1.0,1.0,0.9995064735412598,0.0004935264587402344
60,These dogs barked.,out,1.0,1.0,1.0,1.0,0.9995111227035522,0.0004888772964477539
50,This is my favorite.,out,1.0,1.0,1.0,1.0,0.9995248317718506,0.00047516822814941406
162,Jean wants Bill to do the Macarena.,in,1.0,1.0,1.0,1.0,0.9995348453521729,0.00046515464782714844
51,Some people yell at the dogs.,out,1.0,1.0,1.0,1.0,0.9995757937431335,0.0004242062568664551
83,They make good cooks.,out,1.0,1.0,1.0,1.0,0.9995829463005066,0.0004170536994934082
136,Everyone hoped that she would sing.,in,1.0,1.0,1.0,1.0,0.9995903372764589,0.00040966272354114874
114,How sane is Peter?,in,1.0,1.0,1.0,1.0,0.9995908141136168,0.00040918588638316766
140,Most of the fruit is rotten.,in,1.0,1.0,1.0,1.0,0.9995934367179872,0.00040656328201282843
129,Over the fire there bubbled a fragrant stew.,in,1.0,1.0,1.0,1.0,0.9995952248573304,0.0004047751426695667
158,Heidi thinks that Andy should eat salmon flavored candy bars.,in,1.0,1.0,1.0,1.0,0.9996047616004944,0.00039523839950561523
55,The guests dined.,out,1.0,1.0,1.0,1.0,0.9996293783187866,0.0003706216812133789
64,Protect yourself!,out,1.0,1.0,1.0,1.0,0.9996956586837769,0.00030434131622314453
