,sstb_id,zuco_id,content,control_id,sstb_label,pred_confidence,gold_confidence,uncertainty
18,456,153.0,an inspiring and heart-affecting film about the desperate attempts of vietnamese refugees living in u.s. relocation camps to keep their hopes alive in 1975.,,1,0.75258136,0.18605472,1.0071048640289542
19,478,109.0,"only an epic documentary could get it all down, and spike lee's jim brown: all american at long last gives its subject a movie worthy of his talents.",14.0,1,0.6018973,0.33589727,1.2187531635301339
20,677,312.0,ford deserves to be remembered at oscar time for crafting this wonderful portrait of a conflicted soldier.,,1,0.8087481,0.16453844,0.8156576466981201
21,726,18.0,a work of astonishing delicacy and force.,3.0,1,0.87533504,0.10311369,0.6254303453055186
22,768,363.0,"not as distinctive or even as humorous as its needs to be to stand out, but it has clearly been made with affection and care.",,0,0.6699345,0.06768073,1.1565743839545433
23,793,342.0,"so young, so smart, such talent, such a wise ***.",,1,0.7103318,0.22403292,1.0919206880417114
24,840,225.0,"``13 conversations'' holds its goodwill close, but is relatively slow to come to the point.",,0,0.53957045,0.279939,1.4402895195513454
25,882,17.0,the film often achieves a mesmerizing poetry.,2.0,1,0.6632355,0.3005255,1.0876002258780613
26,884,324.0,it's neither as romantic nor as thrilling as it should be.,38.0,-1,0.44478232,0.19112457,1.5068775903297567
27,904,386.0,a richly imagined and admirably mature work from a gifted director who definitely has something on his mind.,,1,0.9476179,0.041439664,0.33516103687566023
28,907,208.0,it never fails to engage us.,,1,0.46372786,0.4020481,1.431513416860467
29,944,160.0,"there is a refreshing absence of cynicism in stuart little 2 -- quite a rarity, even in the family film market.",,1,0.4960236,0.3780222,1.4087561565503477
30,974,260.0,"... a cute and sometimes side-splittingly funny blend of legally blonde and drop dead gorgeous, starring piper perabo in what could be her breakthrough role.",,1,0.88157046,0.10472596,0.5860470061885388
31,984,80.0,"novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty, no-budget approach.",,1,0.4703547,0.4703547,1.517344626443918
32,990,291.0,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining.,,1,0.8940431,0.08899533,0.5548292313518743
33,999,360.0,"... a haunting vision, with images that seem more like disturbing hallucinations.",,-1,0.8278413,0.019048106,0.7490172931938465
34,1029,230.0,genuinely touching because it's realistic about all kinds of love.,,1,0.921848,0.062098432,0.4528902556756008
35,1059,194.0,"this is cool, slick stuff, ready to quench the thirst of an audience that misses the summer blockbusters.",,1,0.5284352,0.414149,1.2496639493350084
36,1134,173.0,the film serves as a valuable time capsule to remind us of the devastating horror suffered by an entire people.,,0,0.4301482,0.28842252,1.5556651127785657
37,1147,221.0,"not only is undercover brother as funny, if not more so, than both austin powers films, but it's also one of the smarter, savvier spoofs to come along in some time.",31.0,1,0.7458855,0.21676078,0.9707801503662442
38,1151,286.0,"the inhospitability of the land emphasizes the spare precision of the narratives and helps to give them an atavistic power, as if they were tales that had been handed down since the beginning of time.",,0,0.58967227,0.09314799,1.2937572913198423
39,1175,9.0,"ultimately feels emp11111ty and unsatisfying, like swallowing a communion wafer without the wine.",,-1,0.75171745,0.048489057,0.9854270528269753
40,1183,60.0,one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals... a psychological masterpiece.,,1,0.88717806,0.096692115,0.5751556458790361
41,1211,40.0,"beautifully observed, miraculously unsentimental comedy-drama.",,1,0.80371284,0.16440567,0.8400786671726863
42,1228,282.0,the second coming of harry potter is a film far superior to its predecessor.,,1,0.6534177,0.27749336,1.1807305511467807
43,1301,375.0,"warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women, water, nature, and sexuality.",,1,0.8447622,0.13302353,0.714740634928936
44,1330,185.0,"for the most part, it's a work of incendiary genius, steering clear of knee-jerk reactions and quick solutions.",,1,0.4539585,0.45138234,1.3571685845628414
45,1368,332.0,griffiths proves she's that rare luminary who continually raises the standard of her profession.,,1,0.780687,0.18294339,0.9010449690596942
46,1371,384.0,"an important movie, a reminder of the power of film to move us and to make us examine our values.",,1,0.8133154,0.16998331,0.7756311784582389
47,1381,103.0,"creepy, authentic and dark.",,0,0.7360458,0.7360458,0.9855619732165771
48,1389,139.0,and i've decided to leave a light on every night from now on.,,0,0.93421614,0.030520726,0.4155265948190285
49,1393,106.0,"the film is a contrivance, as artificial as the video games japanese teens play in a nightclub sequence, but it's an enjoyable one.",,0,0.771979,0.031313572,0.9061586152091236
50,1465,84.0,but it's too long and too convoluted and it ends in a muddle.,12.0,-1,0.93801963,0.00829069,0.37044069796040247
51,1471,38.0,"the movie is for fans who can't stop loving anime, and the fanatical excess built into it.",,0,0.48370463,0.11792173,1.3994716731435188
52,1475,307.0,a strangely compelling and brilliantly acted psychological drama.,,1,0.9252021,0.061093677,0.43496983543834705
53,1489,159.0,"for those who pride themselves on sophisticated, discerning taste, this might not seem like the proper cup of tea, however it is almost guaranteed that even the stuffiest cinema goers will laugh their 1*** off for an hour-and-a-half.",,1,0.419947,0.419947,1.530210476572314
54,1523,262.0,few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands.,,1,0.53061426,0.40860733,1.2582838057875776
55,1527,198.0,"while it regards 1967 as the key turning point of the 20th century, and returns again and again to images of dissidents in the streets, it's alarmingly current.",,0,0.5858944,0.5858944,1.2339191956224944
56,1531,67.0,"stephen rea, aidan quinn, and alan bates play desmond's legal eagles, and when joined by brosnan, the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing, `tis.",,1,0.8573154,0.119608656,0.6823200994234626
57,1532,171.0,"director of photography benoit delhomme shot the movie in delicious colors, and the costumes and sets are grand.",,1,0.89521205,0.08753966,0.5516014179648184
58,1565,211.0,"more romantic, more emotional and ultimately more satisfying than the teary-eyed original.",,1,0.7358633,0.21467622,1.016681975916226
59,1632,37.0,"featuring a dangerously seductive performance from the great daniel auteuil, ``sade'' covers the same period as kaufmann's ``quills'' with more unsettlingly realistic results.",,1,0.46568027,0.46568027,1.5149590550938001
60,1648,344.0,a thinly veiled look at different aspects of chinese life clashing with each other.,,0,0.6007743,0.34820586,1.190614910039819
61,1656,226.0,"not the kind of film that will appeal to a mainstream american audience, but there is a certain charm about the film that makes it a suitable entry into the fest circuit.",,1,0.70761865,0.23765762,1.07512993584665
62,1685,351.0,"shamelessly resorting to pee-related sight gags that might even cause tom green a grimace; still, myer's energy and the silliness of it all eventually prevail.",,0,0.6719564,0.6719564,1.1591230808490047
63,1688,24.0,"this version moves beyond the original's nostalgia for the communal film experiences of yesteryear to a deeper realization of cinema's inability to stand in for true, lived experience.",,0,0.44563228,0.44563228,1.439966708115676
64,1691,158.0,allen's funniest and most likeable movie in years.,20.0,1,0.95836174,0.033894747,0.27860785280545475
65,1743,21.0,"but if you've paid a matinee price and bought a big tub of popcorn, there's guilty fun to be had here.",,0,0.5381919,0.07862173,1.2997821015535427
66,1770,252.0,the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths.,,1,0.9387642,0.05218836,0.3693284861572727
67,1777,237.0,"measured against practically any like-themed film other than its oscar-sweeping franchise predecessor the silence of the lambs, red dragon rates as an exceptional thriller.",,1,0.8147839,0.15521084,0.8097229553734717
68,1784,303.0,a solid piece of journalistic work that draws a picture of a man for whom political expedience became a deadly foreign policy.,,0,0.47779125,0.21225567,1.5075225252704922
69,1827,98.0,"... creates a visceral sense of its characters' lives and conflicted emotions that carries it far above... what could have been a melodramatic, lifetime channel-style anthology.",,0,0.47628784,0.3511277,1.4772890071447158
70,1893,31.0,"same song, second verse, coulda been better, but it coulda been worse.",6.0,0,0.5814281,0.2672559,1.3758836506384067
71,1936,272.0,the pianist is polanski's best film.,35.0,1,0.85175353,0.12566055,0.6967103607734436
72,1940,83.0,"high crimes knows the mistakes that bad movies make and is determined not to make them, and maybe that is nobility of a sort.",,0,0.5501197,0.5501197,1.3922112535546947
73,1954,116.0,"i thought the relationships were wonderful, the comedy was funny, and the love `real'.",,1,0.9596774,0.033642318,0.269886032138755
74,1984,261.0,"this method almost never fails him, and it works superbly here.",,1,0.8105399,0.14948343,0.8411843436350833
75,2023,273.0,maybe thomas wolfe was right: you can't go home again.,,0,0.662449,0.18474653,1.2578233222398925
76,2044,259.0,"the real charm of this trifle is the deadpan comic face of its star, jean reno, who resembles sly stallone in a hot sake half-sleep.",,0,0.5159478,0.10965282,1.372913080301379
77,2081,281.0,"alain choquart's camera barely stops moving, portraying both the turmoil of the time and giving conduct a perpetual sense of urgency, which, for a film that takes nearly three hours to unspool, is both funny and irritating.",,0,0.5297647,0.22484486,1.4670297260727965
78,2082,35.0,mostly martha could have used a little trimming -- 10 or 15 minutes could be cut and no one would notice -- but it's a pleasurable trifle.,,0,0.63675153,0.07183765,1.205953698704971
79,2100,354.0,"bogdanovich taps deep into the hearst mystique, entertainingly reenacting a historic scandal.",,1,0.51257426,0.42367014,1.272321803672929
80,2109,244.0,"it would be disingenuous to call reno a great film, but you can say that about most of the flicks moving in and out of the multiplex.",,0,0.4862605,0.1317197,1.4213668704161886
81,2130,318.0,"methodical, measured, and gently tedious in its comedy, secret ballot is a purposefully reductive movie -- which may be why it's so successful at lodging itself in the brain.",,1,0.5780937,0.31243464,1.3308018383677387
82,2146,114.0,"just about the best straight-up, old-school horror film of the last 15 years.",,1,0.86995554,0.115410365,0.6235586151205159
83,2223,263.0,steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate manhattan denizens -- especially the a**holes.,,0,0.39043793,0.39043793,1.5585686958730824
84,2254,107.0,"at its worst the screenplay is callow, but at its best it is a young artist's thoughtful consideration of fatherhood.",,0,0.5044004,0.28251308,1.4885050277033847
85,2260,297.0,norton holds the film together.,,0,0.9275683,0.019217905,0.4353902470283812
86,2263,294.0,a creaky staircase gothic.,,0,0.49090472,0.4832283,1.1473107964397944
87,2268,176.0,isabelle huppert excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol's most intense psychological mysteries.,,1,0.86956346,0.10852756,0.6438130979039542
88,2270,390.0,wedding feels a bit anachronistic.,,-1,0.8996314,0.016878147,0.5357520988005801
89,2295,284.0,"the film just might turn on many people to opera, in general, an art form at once visceral and spiritual, wonderfully vulgar and sublimely lofty -- and as emotionally grand as life.",,1,0.6394731,0.29455137,1.1906542940668665
90,2345,243.0,"pacino and williams seem to keep upping the ante on each other, just as their characters do in the film.",,1,0.77898943,0.77898943,0.9642320829172936
91,2347,164.0,the cast is top-notch and i predict there will be plenty of female audience members drooling over michael idemoto as michael.,,1,0.56745857,0.36785716,1.2501172956026827
92,2361,127.0,the simplicity of the way home has few equals this side of aesop.,,0,0.43922013,0.13405922,1.4342770060771817
93,2366,10.0,exudes the fizz of a busby berkeley musical and the visceral excitement of a sports extravaganza.,,1,0.6949574,0.25088745,1.0931652404946801
94,2384,380.0,"but the talented cast alone will keep you watching, as will the fight scenes.",40.0,1,0.6938332,0.26964834,1.050133719396273
95,2401,88.0,"one of the finest, most humane and important holocaust movies ever made.",,1,0.9265698,0.05997754,0.4290451191074487
96,2407,265.0,the most compelling performance of the year adds substantial depth to this shocking testament to anti-semitism and neo-fascism.,,1,0.46138462,0.38987765,1.4535966771618551
97,2436,120.0,"ultimate x is a ride, basically the kind of greatest-hits reel that might come with a subscription to espn the magazine.",,0,0.87622863,0.014364016,0.604207385219409
98,2456,268.0,"a work of extraordinary journalism, but it is also a work of deft and subtle poetry.",33.0,1,0.69842035,0.22430077,1.1308191220745833
99,2458,108.0,at 78 minutes it just zings along with vibrance and warmth.,,1,0.60084814,0.34521347,1.198506763931286
100,2486,95.0,"... a solid, well-formed satire.",,1,0.67857397,0.28415486,1.072302885031767
101,2520,179.0,photographed with melancholy richness and eloquently performed yet also decidedly uncinematic.,,0,0.52442014,0.52442014,1.3716378289452311
102,2561,39.0,"the ring is worth a look, if you don't demand much more than a few cheap thrills from your halloween entertainment.",,0,0.6045112,0.054572664,1.1972166360758387
103,2564,232.0,"armed with a game supporting cast, from the pitch-perfect forster to the always hilarious meara and levy, like mike shoots and scores, doing its namesake proud.",,1,0.873582,0.10958904,0.6190767902346939
104,2581,289.0,"hard, endearing, caring, warm.",,1,0.4899394,0.38642576,1.4072444290492636
105,2594,357.0,"devos and cassel have tremendous chemistry -- their sexual and romantic tension, while never really vocalized, is palpable.",,1,0.72971094,0.21715274,1.0351510208097323
106,2643,197.0,"for veggietales fans, this is more appetizing than a side dish of asparagus.",,1,0.8247631,0.14726986,0.7805301902593914
107,2703,209.0,"denis forges out of the theories of class - based rage and sisterly obsession a razor-sided tuning fork that rings with cultural, sexual and social discord.",,0,0.7305485,0.7305485,0.9937049217783039
108,2742,199.0,a truly wonderful tale combined with stunning animation.,29.0,1,0.979741,0.014765759,0.1599726508986002
109,2817,204.0,a portrait of an artist.,,0,0.9453022,0.014992153,0.35237121176051334
110,2871,203.0,"while tattoo borrows heavily from both seven and the silence of the lambs, it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in.",,1,0.512883,0.512883,1.4411484009097542
111,2925,285.0,"the delicious trimmings... arrive early and stay late, filling nearly every minute... with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a scrooge or two.",,1,0.7408204,0.22203045,0.9791740216155799
112,2953,168.0,it's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair.,,1,0.96557665,0.027390266,0.24125659619757586
113,2969,393.0,"every individual will see the movie through the prism of his or her own beliefs and prejudices, but the one thing most will take away is the sense that peace is possible.",,1,0.49850088,0.49850088,1.3924599404678422
114,2974,247.0,narc is a no-bull throwback to 1970s action films.,,1,0.8122117,0.8122117,0.8845499410327914
115,2986,191.0,audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling.,,1,0.8954503,0.08753934,0.5502423680620379
116,3002,238.0,"the movie has no respect for laws, political correctness or common decency, but it displays something more important: respect for its flawed, crazy people.",,0,0.44699317,0.31721565,1.5362047598854862
117,3043,348.0,"the climactic events are so well realized that you may forget all about the original conflict, just like the movie does.",,0,0.5344693,0.10475906,1.354678103795697
118,3089,115.0,"gosling creates a staggeringly compelling character, a young man whose sharp intellect is at the very root of his contradictory, self-hating, self-destructive ways.",,1,0.44095787,0.44095787,1.5479401680497609
119,3172,267.0,a biopic about crane's life in the classic tradition but evolves into what has become of us all in the era of video.,,0,0.91010225,0.01873947,0.5025191172524307
120,3174,138.0,"thanks to a small star with big heart, this family film sequel is plenty of fun for all.",,1,0.92233944,0.06386175,0.44630108437309407
121,3188,146.0,"the fun of the movie is the chance it affords to watch jackson, who also served as executive producer, take his smooth, shrewd, powerful act abroad.",,1,0.79694694,0.1731438,0.8504408798611468
122,3229,401.0,"it's a head-turner -- thoughtfully written, beautifully read and, finally, deeply humanizing.",45.0,1,0.9025418,0.08272238,0.5206119500971744
123,3273,30.0,it's all a rather shapeless good time...,,0,0.5772174,0.054927565,1.2183081584210265
124,3422,77.0,"whatever heartwarming scene the impressively discreet filmmakers may have expected to record with their mini dv, they show a remarkable ability to document both sides of this emotional car-wreck.",,1,0.8054222,0.15701789,0.8486670508001478
125,3440,241.0,the film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work.,,1,0.73426676,0.20598236,1.0396056294410552
126,3545,135.0,"a fiercely clever and subtle film, capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries.",,1,0.50332654,0.36164466,1.4192250844736685
127,3570,329.0,"this is an extraordinary film, not least because it is japanese and yet feels universal.",,1,0.85454863,0.116759084,0.7025437113210711
128,3576,63.0,"qutting may be a flawed film, but it is nothing if not sincere.",,0,0.5827517,0.5827517,1.3184148739306703
129,3577,6.0,"beautifully crafted, engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic, twisty yarn that will keep them guessing.",,1,0.8205293,0.15381846,0.7851406151723962
130,3600,372.0,"while this gentle and affecting melodrama will have luvvies in raptures, it's far too slight and introspective to appeal to anything wider than a niche audience.",,0,0.4574468,0.21293151,1.519075975790154
131,3611,373.0,griffin & co. manage to be spectacularly outrageous.,,1,0.72583574,0.22225174,1.0393208261712263
132,3712,68.0,"it's a powerful though flawed movie, guaranteed to put a lump in your throat while reaffirming washington as possibly the best actor working in movies today.",,1,0.45731968,0.45731968,1.3865473489138298
133,3731,54.0,it depends on how well flatulence gags fit into your holiday concept.,,0,0.70524454,0.039620496,1.0426283105212946
134,3744,32.0,i love the robust middle of this picture.,,1,0.9672104,0.025533736,0.23319656477139628
135,3755,306.0,samuel beckett applied to the iranian voting process.,,0,0.9474062,0.026160996,0.3499074527977468
136,3798,41.0,"what makes how i killed my father compelling, besides its terrific performances, is fontaine's willingness to wander into the dark areas of parent-child relationships without flinching.",,1,0.66386205,0.24608263,1.2029106376806047
137,3804,399.0,its engaging simplicity is driven by appealing leads.,,1,0.8944727,0.09204594,0.544446595723624
138,3811,358.0,"as a girl-meets-girl romantic comedy, kissing jessica steinis quirky, charming and often hilarious.",,1,0.93040687,0.056867085,0.41216523690357765
139,3842,212.0,"like the best of godard's movies... it is visually ravishing, penetrating, impenetrable.",,1,0.8611439,0.113034844,0.6774537643259739
140,3850,92.0,features one of the most affecting depictions of a love affair ever committed to film.,,1,0.6599263,0.24278808,1.2185746455385384
141,3906,333.0,"the asylum material is gripping, as are the scenes of jia with his family.",,1,0.76942146,0.19214837,0.9289005690633162
142,3911,12.0,"ryan gosling is, in a word, brilliant as the conflicted daniel.",,1,0.63215256,0.2990947,1.204641471078888
143,3936,309.0,"this enthralling documentary... is at once playful and haunting, an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends.",,1,0.6159849,0.28918433,1.2704982716258306
144,3956,129.0,"dong shows how intolerance has the power to deform families, then tear them apart.",,0,0.5725158,0.5725158,1.2943758269236705
145,3974,91.0,"angel presents events partly from the perspective of aurelie and christelle, and infuses the film with the sensibility of a particularly nightmarish fairytale.",,1,0.5399023,0.39216,1.2732776832464245
146,3981,100.0,just how these families interact may surprise you.,,0,0.67871296,0.037308376,1.0722371876591374
147,4010,190.0,"a colorful, vibrant introduction to a universal human impulse, lushly photographed and beautifully recorded.",26.0,1,0.943303,0.04941622,0.3455488319834366
148,4033,79.0,"it has fun with the quirks of family life, but it also treats the subject with fondness and respect.",,1,0.7678238,0.18814795,0.9444722222377366
149,4062,367.0,"this odd, poetic road movie, spiked by jolts of pop music, pretty much takes place in morton's ever-watchful gaze -- and it's a tribute to the actress, and to her inventive director, that the journey is such a mesmerizing one.",,1,0.61847764,0.30815044,1.2285742328076545
150,4067,26.0,"a first-class, thoroughly involving b movie that effectively combines two surefire, beloved genres -- the prison flick and the fight film.",,1,0.8653347,0.116812825,0.6461059276095945
151,4077,339.0,`enigma' is the kind of engaging historical drama that hollywood appears to have given up on in favor of sentimental war movies in the vein of `we were soldiers.',,0,0.49604955,0.09757391,1.357245288825126
152,4146,57.0,"sparkling, often hilarious romantic jealousy comedy... attal looks so much like a young robert deniro that it seems the film should instead be called `my husband is travis bickle'.",,1,0.6893455,0.26597363,1.0785112007539381
153,4173,216.0,"in xxx, diesel is that rare creature -- an action hero with table manners, and one who proves that elegance is more than tattoo deep.",,1,0.68796635,0.26330477,1.090545858730714
154,4202,184.0,"impresses as a skillfully assembled, highly polished and professional adaptation... just about as chilling and unsettling as `manhunter' was.",,1,0.69698286,0.2481946,1.0916329610668178
155,4212,134.0,"a miraculous movie, i'm going home is so slight, yet overflows with wisdom and emotion.",17.0,1,0.546641,0.37063092,1.3044773999047483
156,4232,22.0,"there's not much to fatale, outside of its stylish surprises... but that's ok.",4.0,0,0.47021732,0.07734625,1.3151652617426175
157,4282,177.0,a small movie with a big impact.,23.0,1,0.5443243,0.42860112,1.1424750742541594
158,4285,277.0,"like rudy yellow lodge, eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider.",,-1,0.4862967,0.46101126,1.2445454016800293
159,4317,155.0,the immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary space station 3d.,,1,0.9539124,0.037158895,0.3022252628460331
160,4335,242.0,"in some ways, lagaan is quintessential bollywood.",,0,0.5173213,0.06607717,1.2771829792908918
161,4465,202.0,"it's a hoot watching the rock chomp on jumbo ants, pull an arrow out of his back, and leap unscathed through raging fire!",,1,0.4680132,0.4680132,1.5183698150257114
162,4466,325.0,returning director rob minkoff... and screenwriter bruce joel rubin... have done a fine job of updating white's dry wit to a new age.,,1,0.89283836,0.09396924,0.5489717172418007
163,4468,61.0,"a strong script, powerful direction and splendid production design allows us to be transported into the life of wladyslaw szpilman, who is not only a pianist, but a good human being.",10.0,1,0.9259701,0.06030804,0.43198851618564027
164,4537,34.0,the soundtrack alone is worth the price of admission.,7.0,1,0.7386428,0.21644108,1.001789310247412
165,4591,353.0,"most haunting about ``fence'' is its conclusion, when we hear the ultimate fate of these girls and realize, much to our dismay, that this really did happen.",,1,0.6822945,0.2574459,1.1245114863715389
166,4596,391.0,"an action/thriller of the finest kind, evoking memories of day of the jackal, the french connection, and heat.",,1,0.7594646,0.21764842,0.904995410550013
167,4649,248.0,intriguing and downright intoxicating.,,1,0.9387763,0.04483027,0.3836029601875604
168,4672,334.0,"... by the time it's done with us, mira nair's new movie has its audience giddy with the delight of discovery, of having been immersed in a foreign culture only to find that human nature is pretty much the same all over.",,1,0.706731,0.24430092,1.0637464901773659
169,4704,166.0,this is one of those war movies that focuses on human interaction rather than battle and action sequences... and it's all the stronger because of it.,,1,0.5700246,0.3533445,1.2765419139598007
170,4786,311.0,"at its best when the guarded, resentful betty and the manipulative yet needy margot are front and center.",,0,0.4319136,0.17916048,1.4974519091665697
171,4801,97.0,read my lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love.,,1,0.9195007,0.06860429,0.4525750114765693
172,4806,224.0,it's a funny little movie with clever dialogue and likeable characters.,,1,0.96344936,0.030695815,0.24944724844708577
173,4864,346.0,its vision of that awkward age when sex threatens to overwhelm everything else is acute enough to make everyone who has been there squirm with recognition.,,0,0.59018385,0.59018385,1.256958507480029
174,4956,201.0,``simone'' is a fun and funky look into an artificial creation in a world that thrives on artificiality.,,1,0.91616786,0.07024528,0.4691294165136825
175,5032,405.0,martyr gets royally screwed and comes back for more.,,0,0.91968614,0.91968614,0.4488009381947104
176,5047,110.0,"as quiet, patient and tenacious as mr. lopez himself, who approaches his difficult, endless work with remarkable serenity and discipline.",,1,0.62145877,0.26601025,1.28933974494978
177,5053,113.0,jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness.,,1,0.9467138,0.042706836,0.33850788375494456
178,5137,389.0,but what's nice is that there's a casual intelligence that permeates the script.,42.0,1,0.8707024,0.10861443,0.6375130294375478
179,5209,128.0,exceptionally well acted by diane lane and richard gere.,15.0,1,0.8867755,0.09961043,0.5695803552990284
180,5211,251.0,"in addition to scoring high for originality of plot -- putting together familiar themes of family, forgiveness and love in a new way -- lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded.",,1,0.5671349,0.36191547,1.2655369161137404
181,5213,319.0,one of the most exciting action films to come out of china in recent years.,,1,0.92291623,0.06719999,0.43441089182304293
182,5304,119.0,"elegantly produced and expressively performed, the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy.",,1,0.87831116,0.104982674,0.6044208586847925
183,5310,298.0,"a breathtaking adventure for all ages, spirit tells its poignant and uplifting story in a stunning fusion of music and images.",,1,0.9741529,0.020538444,0.19205128489415843
184,5313,65.0,... something appears to have been lost in the translation this time.,,-1,0.56319284,0.023557728,1.1207422286039042
185,5401,123.0,that haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace.,,1,0.79810685,0.16122903,0.8720198870302052
186,5424,133.0,"it's like an old warner bros. costumer jived with sex -- this could be the movie errol flynn always wanted to make, though bette davis, cast as joan, would have killed him.",,0,0.5549581,0.5549581,1.270374960065162
187,5425,131.0,it's a great american adventure and a wonderful film to bring to imax.,,1,0.9801281,0.015242748,0.15628253739710937
188,5455,287.0,even more baffling is that it's funny.,,0,0.69010806,0.066636525,1.1257746989421262
189,5565,249.0,"the wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film are maintained, but its overall impact falls a little flat with a storyline that never quite delivers the original magic.",,0,0.49299812,0.09991829,1.3628935430447624
190,5596,331.0,"if borstal boy isn't especially realistic, it is an engaging nostalgia piece.",,0,0.62200534,0.061372656,1.1985053020787537
191,5603,29.0,another best of the year selection.,,1,0.787465,0.20239969,0.8050647192835271
192,5626,233.0,it will guarantee to have you leaving the theater with a smile on your face.,32.0,1,0.69019175,0.29447025,0.9810311762709218
193,5679,151.0,mazel tov to a film about a family's joyous life acting on the yiddish stage.,,1,0.7113794,0.2687985,0.9711170643792844
194,5706,361.0,"as a remake, it's a pale imitation.",,-1,0.7112788,0.15270641,1.1550881098857868
195,5838,220.0,"it never is, not fully.",,0,0.88557166,0.08299201,0.6101843842761696
196,5849,377.0,it just doesn't have much else... especially in a moral sense.,,0,0.58152235,0.29837584,1.3426419839663888
197,5860,142.0,exactly what you'd expect from a guy named kaos.,,0,0.7669584,0.032358605,0.9187261614295978
198,5923,288.0,"parker should be commended for taking a fresh approach to familiar material, but his determination to remain true to the original text leads him to adopt a somewhat mannered tone... that ultimately dulls the human tragedy at the story's core.",,0,0.44250494,0.32485443,1.5368823715298858
